year,eurent_VERB été_VERB,eurent_VERB eté_VERB
1928,4.1819311036306317e-07,0.0
1929,3.943703745790117e-07,0.0
1930,3.7497864013857907e-07,0.0
1931,3.900632066233811e-07,0.0
1932,3.8358376741598477e-07,0.0
1933,4.3014983930333983e-07,0.0
1934,3.4147504379689053e-07,1.1981580172459871e-09
1935,3.542612034834747e-07,0.0
1936,2.6553124143902096e-07,0.0
1937,3.6136509606876643e-07,0.0
1938,3.798807881594257e-07,0.0
1939,3.517631625982176e-07,0.0
1940,4.260115247234353e-07,0.0
1941,4.279678762486583e-07,0.0
1942,3.7927645735180704e-07,0.0
1943,3.774205765694205e-07,0.0
1944,3.7915597772553156e-07,0.0
1945,4.574858394335024e-07,0.0
1946,3.438512692355289e-07,0.0
1947,3.421289989091747e-07,0.0
1948,3.5659792274600477e-07,0.0
1949,3.327965885091544e-07,0.0
1950,2.9034535486971436e-07,0.0
1951,3.48627850144112e-07,0.0
1952,2.783828279007139e-07,0.0
1953,3.016671712430252e-07,0.0
1954,2.4235890805357485e-07,9.772536113672459e-10
1955,2.2994738912984758e-07,9.385607846468247e-10
1956,2.7384385248296894e-07,0.0
1957,2.747696612459549e-07,8.835037701437898e-10
1958,2.671934566933487e-07,0.0
1959,2.549996054312942e-07,0.0
1960,2.3392416892420442e-07,0.0
1961,2.7653675260808086e-07,0.0
1962,2.904615996612847e-07,0.0
1963,3.847301570658601e-07,0.0
1964,3.102823882272787e-07,0.0
1965,2.933015252892801e-07,5.472043373977442e-10
1966,2.974483095385949e-07,0.0
1967,3.303324831449572e-07,4.930335584241163e-10
1968,3.2383107395617117e-07,0.0
1969,3.4789863434525614e-07,0.0
1970,2.8190183343212993e-07,0.0
1971,2.8620874559237564e-07,0.0
1972,3.103738777099352e-07,5.130146862875051e-10
1973,2.767628188848903e-07,5.513203782392395e-10
1974,2.418995848074701e-07,0.0
1975,2.387398581049638e-07,0.0
1976,2.611081697523332e-07,0.0
1977,2.6974427669301804e-07,5.876781838942691e-10
1978,2.5306920292678114e-07,0.0
1979,2.6977596689903294e-07,0.0
1980,2.3479672961457254e-07,0.0
1981,2.327802235413401e-07,0.0
1982,2.756131038950116e-07,6.207502289967692e-10
1983,2.1850993903171911e-07,0.0
1984,2.2442162617153372e-07,0.0
1985,2.490440920155379e-07,0.0
1986,2.403788812443963e-07,0.0
1987,2.3648861713354563e-07,0.0
1988,2.2007353095432336e-07,0.0
1989,2.486119399236486e-07,0.0
1990,2.7679146796799614e-07,0.0
1991,2.274248487310615e-07,5.861465202094962e-10
1992,2.5070247033909254e-07,0.0
1993,1.9996538469513325e-07,0.0
1994,2.3948166472109733e-07,0.0
1995,2.3099640600321436e-07,0.0
1996,2.3807891125215974e-07,5.338092190498855e-10
1997,2.3447033470347378e-07,0.0
1998,2.145658157814978e-07,0.0
1999,2.66442725660454e-07,0.0
2000,2.0808928979931807e-07,0.0
2001,2.282611291093417e-07,0.0
2002,2.5586334118088416e-07,0.0
2003,2.541823107549135e-07,0.0
2004,2.427040044494788e-07,0.0
2005,1.7924922701695323e-07,0.0
2006,2.2442499414410122e-07,4.1178899179428186e-10
2007,2.2329140847432427e-07,0.0
2008,1.9839669107568625e-07,0.0
2009,2.1599912258807308e-07,0.0
2010,2.069021292072648e-07,0.0
2011,1.9999373535029008e-07,3.82397197240536e-10
2012,2.2263812127221172e-07,0.0
2013,3.056881041629822e-07,0.0
2014,2.786927950637619e-07,0.0
2015,2.970211028241465e-07,0.0
2016,3.48813671280368e-07,0.0
2017,2.490455131010094e-07,0.0
2018,2.615025778140989e-07,5.162933414126769e-10
2019,2.573946744632849e-07,0.0
