year,grand_ADJ achat_NOUN,grand_ADJ pacha_NOUN
1907,5.142843373384665e-10,7.714264949054694e-09
1908,0.0,3.781769608579566e-08
1909,1.6502950117569526e-09,1.2102163937655064e-08
1910,0.0,3.740905585303267e-09
1911,5.320374141248863e-10,1.0108710979395141e-08
1912,2.6047106693738442e-09,6.772247429509548e-09
1913,0.0,4.242391882236518e-09
1914,6.696743715117748e-10,3.348371913070025e-09
1915,0.0,3.180805629998673e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,3.2899273305631027e-09
1918,0.0,1.033773866510046e-08
1919,0.0,2.301962087614129e-08
1920,0.0,1.4387239843927091e-08
1921,0.0,3.786373714564917e-09
1922,0.0,8.853522692753302e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,0.0,5.156649662829693e-09
1925,5.499089184013428e-09,5.499088961968823e-09
1926,3.343841648018042e-09,1.0031524610987219e-08
1927,0.0,2.2298449753321847e-09
1928,0.0,1.1426041002238208e-08
1929,3.342121912552898e-09,1.0026365959703298e-08
1930,0.0,1.7856126355297874e-08
1931,0.0,4.5621426636444085e-09
1932,1.0959536611565568e-09,9.863583061431314e-09
1933,0.0,8.029463538505865e-09
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,5.2136271300184944e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,1.5214697279830602e-08
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635312174812e-09
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,0.0
1947,0.0,7.152522574216391e-09
1948,1.0871887834440486e-09,7.610321706152945e-09
1949,0.0,2.9451024952109606e-09
1950,0.0,3.190608444114673e-09
1951,0.0,2.1322803522849654e-09
1952,1.0544803918932644e-09,6.326882462381889e-09
1953,0.0,3.2321482157371406e-09
1954,0.0,6.840775279570721e-09
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,0.0,3.488456634670456e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,0.0,1.6544486891589827e-09
1959,0.0,7.750747821333448e-10
1960,6.920833350854139e-10,3.4604167309382206e-09
1961,0.0,7.642975363708615e-09
1962,1.9025869768540815e-09,3.170978202238217e-09
1963,0.0,3.879631726988464e-09
1964,1.2167936658258327e-09,5.475571440705096e-09
1965,0.0,1.0944086747954884e-09
1966,0.0,6.64688981633077e-09
1967,1.9721342336964653e-09,2.9582014060558492e-09
1968,0.0,8.533689921375043e-09
1969,0.0,3.1792304344691047e-09
1970,1.3796175313274261e-09,1.011719477639339e-08
1971,0.0,3.083038491169532e-09
1972,1.0260293725750103e-09,1.0773308189993003e-08
1973,1.102640756478479e-09,1.102640756478479e-09
1974,5.625571675160757e-10,6.75068612121521e-09
1975,1.7134440533084216e-09,6.8537762132336866e-09
1976,4.570821499072508e-09,5.713526707307182e-09
1977,0.0,5.289103710559573e-09
1978,5.940591352171509e-10,7.722768868845264e-09
1979,0.0,5.851973350345929e-09
1980,1.1370301367108482e-09,5.1166357817322705e-09
1981,0.0,3.795329717171114e-09
1982,0.0,3.103751144983846e-09
1983,3.78918940668882e-09,9.472974182855864e-09
1984,1.739702604197646e-09,6.958810028212525e-09
1985,6.015558051686298e-10,3.6093347199894765e-09
1986,0.0,2.3977941854269602e-09
1987,6.110816852533674e-10,8.555143704569446e-09
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,0.0,1.6464366536794728e-09
1990,0.0,2.1794604454505873e-09
1991,0.0,0.0
1992,2.2039776670368383e-09,1.6529832502776287e-09
1993,1.661762283333701e-09,9.970573089379542e-09
1994,4.2199412852994556e-09,3.164956019485743e-09
1995,0.0,1.6267352465071383e-09
1996,1.067618438099771e-09,8.007138285748283e-09
1997,2.3974471297094624e-09,3.3564261370244708e-09
1998,0.0,7.152193726156497e-09
1999,1.3710603763428253e-09,5.941261399522446e-09
2000,4.4180314962005696e-10,4.4180314962005696e-09
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,8.76244299341522e-10,5.257465907071435e-09
2003,4.1669229178253886e-10,2.500153695184082e-09
2004,4.404791253964646e-10,4.8452703238499595e-09
2005,0.0,9.457874372564845e-09
2006,1.2353669198716943e-09,7.412201907808225e-09
2007,1.1983438685803094e-09,1.1983438297225035e-08
2008,4.257439678578834e-10,3.4059516873519158e-09
2009,0.0,3.814554005998616e-09
2010,1.8895172093635892e-09,1.133710303413693e-08
2011,2.6767803529281764e-09,1.529588788962144e-09
2012,0.0,1.0212758416727752e-09
2013,5.578250084070646e-10,1.6734750252211938e-09
2014,1.2992671383216248e-09,6.4963356499747604e-09
2015,1.7732603163622684e-09,5.763096055932948e-09
2016,1.0356699942093428e-09,1.905632865395468e-08
2017,2.515611330355938e-10,3.018733624182701e-09
2018,5.162933414126769e-10,4.646640072714092e-09
2019,2.55098775436835e-10,1.785691428057845e-09
