year,tout_DET arc_NOUN,tout_DET parc_NOUN
1897,1.3401440845939305e-08,4.661370733849424e-09
1898,3.508180146383211e-08,5.6583548957434e-10
1899,5.969784666604028e-08,0.0
1900,2.9069898266342875e-08,1.038210628578895e-09
1901,5.309301798206434e-08,0.0
1902,4.026432676162983e-08,0.0
1903,2.0520837251680746e-08,1.0800440541913758e-09
1904,9.13686282189019e-09,5.374625189347171e-10
1905,4.954328824968712e-08,7.2250625482439546e-09
1906,1.6975808758701305e-08,2.572092261399206e-09
1907,1.8514235478050978e-08,7.199980778249682e-09
1908,2.161011236623267e-08,5.893666887857307e-09
1909,3.190570385669389e-08,6.051082024338683e-09
1910,4.114996077220212e-08,1.1222716533865196e-08
1911,3.777465629184462e-08,6.916486383623521e-09
1912,5.938740166300249e-08,4.688479160463999e-09
1913,5.3029898472445325e-08,1.007568084521182e-08
1914,4.2859159776753586e-08,3.348371857558874e-09
1915,4.947920029252373e-08,2.7095752752615e-08
1916,3.296238504368887e-08,5.493731025651982e-09
1917,3.3995915083018247e-08,3.2899273305631027e-09
1918,3.331049214239101e-08,1.1486376294556067e-09
1919,3.9593746947730324e-08,1.8415696745321952e-09
1920,3.8618383157995595e-08,1.514446346106979e-09
1921,5.073740672045801e-08,8.330022505109724e-09
1922,3.6889677090812256e-08,2.951174138399182e-09
1923,2.866305992554885e-08,4.246379248229459e-09
1924,3.2229061641686485e-08,1.289162443462999e-09
1925,2.4195992320841242e-08,1.0998177923937646e-09
1926,5.5730691173039304e-08,2.229227691330493e-09
1927,3.2332752919472796e-08,1.1149224876660924e-09
1928,5.3702394531285336e-08,5.713020612141406e-09
1929,4.678970544347294e-08,5.570202965543558e-09
1930,7.247486788486412e-08,0.0
1931,6.729160606511186e-08,4.5621426636444085e-09
1932,1.1178727277183498e-07,9.863582839386709e-09
1933,5.850037609889114e-08,1.1470662197865522e-09
1934,5.2718954535180274e-08,7.188948103475923e-09
1935,8.976212928502036e-08,1.196828414151696e-08
1936,1.0184759879905414e-07,4.849885826274658e-09
1937,3.90324657040253e-08,5.0364472592434595e-09
1938,1.4650692747864014e-07,2.5930428915188486e-09
1939,3.058810094103137e-08,3.058810094103137e-09
1940,5.325144059042941e-08,0.0
1941,6.493305537702554e-08,5.9030051957620344e-09
1942,1.790184995797972e-07,1.2136847082899749e-08
1943,1.4225852318361376e-07,1.161294105322952e-08
1944,6.747690761699232e-08,6.4263723231761105e-09
1945,1.3506725338174874e-07,4.357008087652048e-09
1946,4.5939644977011085e-08,1.3921104269343232e-09
1947,3.5762612426992746e-08,0.0
1948,3.1528474941922013e-08,2.174377566888097e-09
1949,4.221313654184655e-08,7.853606653895895e-09
1950,8.295581777062466e-08,8.50828896226119e-09
1951,1.2687067751926406e-07,3.198420528427448e-09
1952,6.432330224015459e-08,2.003512733494972e-08
1953,9.69644498027833e-09,9.69644498027833e-09
1954,1.172704333640695e-08,7.818028890937967e-09
1955,7.226918086189471e-08,4.6928039232341234e-09
1956,2.616342564820684e-08,2.616342476002842e-09
1957,3.26896383850972e-08,1.7670075402875796e-09
1958,3.2261749938200524e-08,2.4816730892496253e-09
1959,3.332821718604606e-08,4.650448692800069e-09
1960,5.329041541379809e-08,2.0762500052562416e-09
1961,3.613042875993955e-08,2.0844477810477713e-09
1962,8.307962895415244e-08,6.341956404476434e-10
1963,4.073613357746808e-08,2.5864212993553792e-09
1964,6.2056478622452e-08,8.517555771803131e-09
1965,3.830430239659677e-08,1.0944086747954884e-09
1966,1.8278945912442168e-08,1.1078149508847446e-09
1967,6.458739720827111e-08,1.479100675272349e-09
1968,4.1321024824014785e-08,4.491415850349512e-09
1969,3.9967467557744385e-08,9.083515606356229e-10
1970,5.932355195970018e-08,4.138852510715552e-09
1971,3.80241416131355e-08,5.652237344833111e-09
1972,6.720492518041965e-08,1.5390440033513642e-09
1973,4.02463860016411e-08,6.615844760915479e-09
1974,3.150320015965491e-08,2.8127858930915295e-09
1975,2.1703625119329217e-08,2.8557400888473694e-09
1976,1.7711933031350213e-08,2.8567633814091664e-09
1977,2.11564152863275e-08,1.1753563677885381e-09
1978,2.1980188558146097e-08,4.752472970714905e-09
1979,2.0481905949054635e-08,2.9259866751729646e-09
1980,2.387763364808393e-08,8.527726191864815e-09
1981,1.518131853561755e-08,5.692994575756671e-09
1982,6.2075020679230875e-09,7.449002747961231e-09
1983,2.4629732364722656e-08,5.052252727288931e-09
1984,1.5657322771645e-08,4.059305780401701e-09
1985,9.624892882698077e-09,9.624892660653472e-09
1986,1.798345583559069e-08,7.1933827783254856e-09
1987,1.4665960890170027e-08,1.1610552352880887e-08
1988,6.596209245479656e-09,6.596209356501959e-09
1989,1.8659615741434266e-08,1.6464366536794728e-09
1990,2.3974064289333796e-08,4.903785877363731e-09
1991,7.6199047072123e-09,5.861465035561508e-09
1992,3.30596661157756e-09,8.815910668147353e-09
1993,1.384801839865446e-08,3.323524566667402e-09
1994,4.747434001473039e-09,6.8574046441227665e-09
1995,8.675921314704738e-09,3.253470548525428e-09
1996,9.60856594289794e-09,6.4057106285986265e-09
1997,8.630809844589749e-09,1.917957792585412e-09
1998,1.2397136206487858e-08,4.291316191284977e-09
1999,8.226361730701015e-09,4.570201106446348e-09
2000,6.627047355323157e-09,3.0926220473403987e-09
2001,4.381211921034023e-09,1.3143635346768434e-09
2002,8.324320788233308e-09,7.448076544402937e-09
2003,1.666769106067889e-08,6.250384432249234e-09
2004,1.4535811138083332e-08,5.285749365979697e-09
2005,6.755624615273348e-09,4.954124666056714e-09
2006,7.823990955113658e-09,4.941467846020231e-09
2007,5.592271090648637e-09,6.391167262087549e-09
2008,9.792111343998045e-09,2.9802077194940324e-09
2009,1.7165492582904562e-08,3.337734755248789e-09
2010,1.2754241662804588e-08,7.085689646135762e-09
2011,1.6060681617968697e-08,6.883149383796194e-09
2012,7.148930669664821e-09,8.170206539093172e-09
2013,4.462600067256517e-09,2.789125042035323e-09
2014,8.22869172800722e-09,3.464712350353949e-09
2015,7.758013897962712e-09,4.876465786729511e-09
2016,2.899876117012923e-09,4.7640822675720784e-09
2017,4.779661555431858e-09,3.773416967778331e-09
2018,3.872200171617379e-09,2.5814666515522333e-09
2019,6.122370777017494e-09,9.18355591572606e-09
