year,tout_DET art_NOUN,tout_DET part_NOUN
1923,3.842973086420898e-07,7.006525626351845e-08
1924,3.33893080295411e-07,8.766304815388537e-08
1925,3.794371341570013e-07,6.818870401659183e-08
1926,4.636793620171886e-07,6.018914755490101e-08
1927,4.359347052229623e-07,5.686104875834985e-08
1928,3.793445642052973e-07,6.741364255713478e-08
1929,3.6651938017939756e-07,6.461435675397809e-08
1930,3.455685728681601e-07,5.3568378177715203e-08
1931,3.6953356818969496e-07,5.5886248517822423e-08
1932,3.2769015634315224e-07,3.83583788066133e-08
1933,4.267086453069169e-07,2.7529589274877253e-08
1934,2.863597643454341e-07,5.152079296522061e-08
1935,3.482770836171767e-07,5.2660450222674626e-08
1936,2.594688877088913e-07,5.8198630803474316e-08
1937,3.449966248236791e-07,6.169647726039784e-08
1938,3.44874714897081e-07,5.315738071942633e-08
1939,3.257632785746978e-07,6.72938211820906e-08
1940,3.575453959570041e-07,6.085878911932241e-08
1941,4.515798863735654e-07,7.969056881051984e-08
1942,4.520975476207667e-07,7.282108316353231e-08
1943,4.267755786546701e-07,9.290352842583616e-08
1944,3.1167906122675504e-07,8.35428384249326e-08
1945,4.0084474317581e-07,5.8819610959659485e-08
1946,4.955913102122622e-07,5.707652839248567e-08
1947,4.959082249289537e-07,7.152522485398549e-08
1948,4.272651930037341e-07,8.480072644090342e-08
1949,4.083875349003563e-07,5.2030145525350235e-08
1950,4.466851764028945e-07,6.487570525237629e-08
1951,4.904244816916759e-07,6.396841056854896e-08
1952,4.038659962013469e-07,8.752186886340496e-08
1953,4.568102958124598e-07,6.78751145288814e-08
1954,4.671272160194917e-07,7.915754274279152e-08
1955,4.777274429379474e-07,6.006788799695073e-08
1956,4.988492934288047e-07,6.889701942291993e-08
1957,4.7620851972851597e-07,5.566073896234869e-08
1958,3.6397870539772725e-07,7.527741452406644e-08
1959,4.0536411205494005e-07,8.21579249077331e-08
1960,4.270154132512971e-07,9.20470815679586e-08
1961,4.564940656592853e-07,8.824162234244426e-08
1962,3.881277246264858e-07,1.0273969630603119e-07
1963,5.237503235555607e-07,7.500621546085995e-08
1964,4.53255626697846e-07,7.787479633369898e-08
1965,4.96861531473769e-07,1.0561043356505095e-07
1966,3.345601068405202e-07,8.585565680618856e-08
1967,3.766776313085529e-07,1.0797434946141493e-07
1968,5.56037308863111e-07,1.1228539764651657e-07
1969,3.5380291929509866e-07,1.0809383255150351e-07
1970,4.0376806076380944e-07,9.611335088921535e-08
1971,4.984245709493962e-07,9.762955288650232e-08
1972,3.919432159937841e-07,1.0311595344258961e-07
1973,4.019125521281808e-07,1.3066293252927963e-07
1974,3.600365723332999e-07,1.1251143305912592e-07
1975,3.626789948363296e-07,1.2108337799077162e-07
1976,3.5252461727530715e-07,1.0741430844785071e-07
1977,3.5378225754501e-07,1.2576312968803904e-07
1978,3.62970135947549e-07,1.3544548083110897e-07
1979,3.7160029653371396e-07,1.4161775396814846e-07
1980,4.5196948983416974e-07,1.3814916333121374e-07
1981,3.6371909284405035e-07,1.3852953273385538e-07
1982,4.053499034206709e-07,1.4277255400152455e-07
1983,3.4418472960595636e-07,1.5409371323382715e-07
1984,3.9027326259599704e-07,1.7397025386944875e-07
1985,4.132688475877444e-07,1.9851341126475575e-07
1986,3.716580920798407e-07,1.6964393811935707e-07
1987,3.953698588521348e-07,1.7782476718908313e-07
1988,3.9817117403195823e-07,1.6310626438365006e-07
1989,4.390497752027045e-07,1.794615940298172e-07
1990,3.182012189295591e-07,1.8906818866071262e-07
1991,3.622385431611974e-07,1.7408551400421857e-07
1992,4.4685646116704447e-07,1.664003101975453e-07
1993,4.298425033688602e-07,2.0495066799242068e-07
1994,4.1144426865535877e-07,1.7143511854555982e-07
1995,3.936699179973857e-07,1.588778084093967e-07
1996,3.923497675639709e-07,1.9110370130803744e-07
1997,3.5482220317462065e-07,1.9611118262652383e-07
1998,3.919402131735694e-07,1.9835417541802514e-07
1999,4.1908743719787367e-07,1.8646421295898108e-07
2000,3.883449797292826e-07,2.0322944749295857e-07
2001,3.6013560344994033e-07,2.159937443069193e-07
2002,3.7503254368687067e-07,1.8444942639916917e-07
2003,3.6918937756924564e-07,1.879282294225959e-07
2004,3.5634762429737066e-07,2.6076364179061784e-07
2005,3.5669696829554454e-07,2.567137176168188e-07
2006,3.5290315869573874e-07,2.2566036150806212e-07
2007,3.762799671847006e-07,2.204952658235726e-07
2008,3.359119780110831e-07,2.3373343180366213e-07
2009,3.4140259264070494e-07,2.24581870211793e-07
2010,2.791761695153383e-07,2.5744672510485955e-07
2011,2.6270687825125094e-07,2.531469407152098e-07
2012,2.2910621022553812e-07,2.6008490719431343e-07
2013,2.2842933511402208e-07,2.462797357716262e-07
2014,2.42746410750172e-07,2.5292398930787385e-07
2015,2.584526863635972e-07,2.207709039608874e-07
2016,2.45868066461874e-07,2.3157581466315413e-07
2017,1.9345051005537073e-07,2.9960931158257154e-07
2018,2.2329686233391044e-07,3.3197662219208723e-07
2019,1.9999744765852867e-07,3.0586343768845836e-07
