year,étaient_VERB à_ADP,étaient_VERB a_ADP,étaient_VERB pas_ADV,etaient_VERB à_ADP,etaient_VERB a_ADP,etaient_VERB pas_ADV
1800,4.401830210554181e-06,1.8864986905953174e-08,1.8047504681817372e-06,9.432493897065797e-09,0.0,3.144164484325529e-09
1801,4.538534085440915e-06,7.143547975374531e-09,1.402516545567778e-06,4.7623651688866175e-09,0.0,4.7623651688866175e-09
1802,3.5939713143307017e-06,2.4616241489638924e-08,1.186055214930093e-06,2.0140561218795483e-08,2.2378401354217203e-09,0.0
1803,3.8051118735893397e-06,3.315576746487636e-08,1.4393503988685552e-06,5.851017448321727e-09,0.0,0.0
1804,5.532002433028538e-06,2.719036040765843e-08,1.9577059902076144e-06,0.0,0.0,1.2359254952798437e-08
1805,4.4178318603371736e-06,5.117179879832179e-08,1.7085694707930088e-06,8.528632911009026e-09,0.0,0.0
1806,5.0198677854496054e-06,4.3225037771321695e-08,1.4984678955443087e-06,8.645007376628655e-09,0.0,8.645007376628655e-09
1807,6.058320650481619e-06,5.124519120158766e-08,1.9871747554134345e-06,3.131650672116848e-08,0.0,0.0
1808,3.7775453165522777e-06,2.7192887941396293e-08,1.5930500012473203e-06,2.2660739062985158e-08,0.0,2.2660739951163578e-09
1809,5.073782631370705e-06,2.4849335034105025e-08,1.8885494910136913e-06,6.7770917766551975e-09,0.0,2.259030518203531e-09
1810,4.046079084218945e-06,2.8081520664358095e-08,2.4196910999307875e-06,7.020380277111826e-09,0.0,0.0
1811,5.926729500060901e-06,5.515569068137438e-08,2.0758595837833127e-06,2.5070768572277302e-08,0.0,2.5070767684098882e-09
1812,4.747630555357318e-06,3.200649834056435e-08,2.4084890810627257e-06,5.3344164641089264e-09,0.0,8.00162425207418e-09
1813,5.20796811542823e-06,3.45088981834607e-08,2.4645105440868065e-06,1.4378708002027452e-08,0.0,2.8757416448144113e-09
1814,5.89687306273845e-06,7.237357557698942e-08,1.9005930198545684e-06,1.8880061958270744e-08,0.0,0.0
1815,7.4146673796349205e-06,5.664169577812572e-08,2.2764565983379725e-06,1.0788894222457657e-08,0.0,5.394447111228828e-09
1816,6.394269348675152e-06,2.5493642752394408e-08,1.8424950667395024e-06,1.622322720606917e-08,0.0,2.3176038865813098e-09
1817,6.8829372139589395e-06,1.0586738918849647e-07,2.2932745196158066e-06,3.113746815941454e-09,0.0,4.670620334934483e-09
1818,7.089524387993151e-06,1.3709353607893604e-07,2.518944711482618e-06,1.668964877410417e-08,2.384235475716423e-09,3.5763532135746345e-09
1819,6.882413345010718e-06,1.1386154818993077e-07,2.5639551495260093e-06,1.7596784473994376e-08,1.035105001712111e-09,7.24573512300708e-09
1820,8.509453437000047e-06,9.611849449697729e-08,2.828969172696816e-06,1.898636980968149e-08,0.0,1.1866481131050932e-08
1821,7.599262971780263e-06,9.664258326935737e-08,2.819399469444761e-06,1.577838126820552e-08,9.86148829262845e-10,1.0847637454958203e-08
1822,8.821539267955814e-06,8.421517350143404e-08,3.2282482607115526e-06,1.4035862250239006e-08,1.0025615893027862e-09,7.017931125119503e-09
1823,8.968538168119267e-06,6.028439081262604e-08,3.080433543800609e-06,1.680056804787e-08,1.9765373782121287e-09,1.9765373782121287e-09
1824,8.07332071417477e-06,6.821101283804865e-08,3.2825496418809053e-06,1.431589158329416e-08,0.0,4.210556348027694e-09
1825,8.682166480866726e-06,4.3146670236637874e-08,3.2703414944990072e-06,1.1447076175841175e-08,0.0,3.522177216552791e-09
1826,8.674984201206826e-06,5.72518965569202e-08,2.957721108032274e-06,1.5854372037438225e-08,0.0,1.0569580766173203e-08
1827,9.34539275476709e-06,4.7008091641487226e-08,3.449103587627178e-06,1.474763688946723e-08,0.0,2.7651818612639545e-09
1828,9.189728189085145e-06,4.677873732816806e-08,3.612052296375623e-06,3.66892045633449e-08,0.0,1.7427371545863934e-08
1829,1.0456702511874028e-05,6.172686917160775e-08,4.035393885715166e-06,1.800366966620004e-08,8.57317605795771e-10,6.858540846366168e-09
1830,1.0139386176888365e-05,9.184415450391725e-08,3.548524091456784e-06,9.39315203396518e-09,0.0,4.174734336004349e-09
1831,9.000803402159363e-06,1.0602019973049437e-07,3.0387261631403817e-06,1.5591206548037917e-08,0.0,1.5591206103948707e-09
1832,8.779597010288853e-06,5.953186432705593e-08,3.256663603679044e-06,3.2471927369215337e-08,0.0,2.705993873419743e-09
1833,1.0826059224200435e-05,8.571884868580071e-08,3.897891019732924e-06,1.6217079235048004e-08,0.0,2.3167257001688313e-09
1834,9.440944268135354e-06,8.121042105457832e-08,3.2194798222917598e-06,1.120143711119681e-08,0.0,6.534171426153534e-09
1835,1.0021091839007568e-05,5.294161553592858e-08,2.8732169994327705e-06,2.3445572594482655e-08,0.0,5.294161553592858e-09
1836,9.596558811608702e-06,6.18309008437734e-08,2.9967825412313687e-06,8.736974699274924e-09,1.3441500135158435e-09,4.032449929525228e-09
1837,1.0080592801386956e-05,6.74915412446353e-08,3.2562929845880717e-06,1.3219993100221927e-08,6.957890930081589e-10,4.174734336004349e-09
1838,1.0555197150097229e-05,8.837026399532988e-08,3.070866796406335e-06,1.0730675015224733e-08,0.0,1.8936485712828244e-09
1839,9.991516890295316e-06,6.921560125050519e-08,2.9993427688168595e-06,6.292327547896548e-09,3.4957374772659477e-09,6.9914751765765e-10
1840,1.1370530955900904e-05,7.962110659676114e-08,4.019910647912184e-06,1.592422194107712e-08,6.369688665408546e-10,1.2739377330817092e-09
1841,9.980100912798662e-06,6.869987068114369e-08,2.972072024931549e-06,9.630822361827995e-09,6.420548537278137e-10,3.852329122366882e-09
1842,1.0713099072745536e-05,6.641182404010237e-08,2.9234618068585405e-06,1.2074877098200432e-08,0.0,2.683306021822318e-09
1843,9.009811037685722e-06,7.029224158294767e-08,3.3031446946552023e-06,1.0041748765843295e-08,1.1813822142769936e-09,1.7720733769266417e-09
1844,9.56217172642937e-06,8.946354823624603e-08,3.439132569837966e-06,1.0977122322231025e-08,0.0,4.390849017710252e-09
1845,9.860263162408955e-06,6.194053209229722e-08,3.422353756832308e-06,1.4508592549589139e-08,0.0,1.674068439427856e-09
1846,9.546350156597327e-06,7.55230664672979e-08,3.0730277558177477e-06,9.367202125076801e-09,0.0,4.0981511517657054e-09
1847,9.506095921096858e-06,9.492073616002017e-08,3.3815513234003447e-06,3.775256551818984e-09,5.393223645455691e-10,2.6966118227278457e-09
1848,9.157875865639653e-06,8.045221733254948e-08,2.9855818866053596e-06,1.045878850192139e-08,8.045221711050488e-10,8.04522137798358e-09
1849,9.348074854642618e-06,1.1144621581138381e-07,3.2855687095434405e-06,1.3407063903514427e-08,1.6758829879393033e-09,8.379414939696517e-10
1850,9.920080628944561e-06,1.0387164195435616e-07,3.566938403309905e-06,1.9009188889640427e-08,0.0,3.394498016007219e-09
1851,9.299445991928224e-06,9.287191571338838e-08,4.116676791454665e-06,1.7413483988093503e-08,6.449438760824933e-10,6.449438760824933e-10
1852,8.244955097325146e-06,7.161600046323713e-08,3.440823320488562e-06,3.906327261660181e-09,6.510545436100301e-10,0.0
1853,8.598985004937276e-06,6.4496861851282e-08,3.3108390198322013e-06,5.3747388761848924e-09,0.0,3.5831591027601917e-09
1854,8.217462891479954e-06,9.14436943943997e-08,3.2233901947620325e-06,7.79349651480743e-09,1.558699391779328e-09,2.0782657816909023e-09
