year,puissent_VERB oser_VERB,puissent_VERB poser_VERB
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,1.421438877713399e-08
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.0858434979231788e-08
1817,6.227493631882908e-09,3.113746815941454e-09
1818,0.0,1.9073883805731384e-08
1819,0.0,0.0
1820,0.0,1.0679833017945839e-08
1821,4.930744257336528e-09,1.972297702934611e-08
1822,0.0,0.0
1823,0.0,9.882686669016039e-09
1824,0.0,1.6842225392110777e-09
1825,0.0,8.805443041381977e-10
1826,0.0,6.1655889282974385e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,3.668920500743411e-09
1829,0.0,1.714635211591542e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,9.266902800675325e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,3.025235173481633e-09
1836,1.3441500135158435e-09,7.392825018825988e-09
1837,1.3915781860163179e-09,1.0436836284100082e-08
1838,0.0,0.0
1839,0.0,6.9914751765765e-10
1840,0.0,2.5478754661634184e-09
1841,0.0,4.494383976094696e-09
1842,0.0,4.695785538189057e-09
1843,0.0,5.31621990873532e-09
1844,0.0,1.3172547497219966e-08
1845,0.0,5.022205318283568e-09
1846,0.0,5.269050973311096e-09
1847,0.0,1.0786447290911383e-08
1848,2.413566457803995e-09,5.63165514222419e-09
1849,4.1897072478036534e-09,9.217356655710773e-09
1850,0.0,4.073397619208663e-09
1851,0.0,3.2247193804124663e-09
1852,2.6042181744401205e-09,4.557382027314816e-09
1853,0.0,1.0152284346531815e-08
1854,2.0782657816909023e-09,4.1565315633818045e-09
1855,0.0,7.429711956774554e-09
1856,0.0,5.177189343896771e-09
1857,0.0,9.274867096564776e-09
1858,0.0,1.0766087576996597e-08
1859,0.0,1.0693564256314403e-08
1860,4.577183909670879e-10,7.781213007262977e-09
1861,0.0,4.2443675241088386e-09
1862,0.0,5.873382225018986e-09
1863,7.491931519609807e-09,4.994620717013731e-09
1864,0.0,1.1507347075223606e-08
1865,3.294791106611683e-09,3.294791106611683e-09
1866,0.0,8.271541673821048e-09
1867,0.0,1.4073153309368536e-08
1868,0.0,2.4699371437009177e-09
1869,2.441759683335931e-09,4.883519144627257e-10
1870,0.0,6.307453670473251e-09
1871,0.0,6.37270636261178e-09
1872,0.0,8.4662747923403e-09
1873,0.0,5.9860045809045914e-09
1874,0.0,2.9873046258899194e-09
1875,0.0,2.2886108563824337e-09
1876,6.650616057868319e-09,3.02300739996042e-09
1877,2.4739263970730008e-09,8.040260901509555e-09
1878,6.039088784604019e-09,7.850815109122777e-09
1879,4.887460214320072e-09,3.0546627449723474e-09
1880,6.417846254436199e-10,1.2835692508872398e-09
1881,0.0,4.183504653809678e-09
1882,0.0,5.324308105514319e-09
1883,0.0,3.791603475633565e-09
1884,0.0,3.300848483434038e-09
1885,0.0,1.4180398189012067e-08
1886,1.936039106809062e-09,1.2906927748801422e-09
1887,0.0,4.570247291724172e-09
1888,0.0,5.706553452000662e-09
1889,0.0,1.8795409673089125e-09
1890,0.0,3.2771931834929546e-09
1891,0.0,8.286486163910922e-09
1892,0.0,9.402768341715273e-09
1893,0.0,3.079208221734575e-09
1894,0.0,6.301539290376468e-10
1895,4.213029924926559e-09,4.213029924926559e-09
1896,0.0,2.948514543632541e-09
1897,0.0,0.0
1898,0.0,6.224190496340043e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,3.114631885736685e-09,8.824790675987515e-09
1901,1.1177477832191585e-09,3.353243460679778e-09
1902,4.910283846193408e-10,2.455141867585553e-09
1903,0.0,2.1600881083827517e-09
1904,1.0749250378694342e-09,2.1498500757388683e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,0.0,6.6874399351490865e-09
1907,0.0,4.6285588695127444e-09
1908,0.0,7.858222517143076e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,3.1922244847493175e-09,3.7242617878519013e-09
1912,0.0,6.772247651554153e-09
1913,1.590896969716482e-09,8.484783542428431e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,4.712304768617059e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,0.0,3.44591288836682e-09
1919,0.0,4.603924352863942e-09
1920,7.572231730534895e-10,1.4387239843927091e-08
1921,0.0,7.572747429129834e-10
1922,7.377935484775833e-10,1.0329110011753073e-08
1923,1.0615948120573648e-09,5.307974060286824e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,6.598906754362588e-09,3.299453377181294e-09
1926,5.57306911730393e-09,6.687683296036084e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,0.0,5.713020723163709e-09
1929,0.0,5.570202965543558e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,0.0,1.4826963656844327e-08
1932,0.0,5.4797681947604815e-09
1933,0.0,9.176529758292418e-09
1934,0.0,1.0783422155213884e-08
1935,0.0,5.98414207075848e-09
1936,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,0.0,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,1.595304155443955e-08
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,0.0,5.272402070488624e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,7.818028890937967e-09
1955,0.0,5.631364707880948e-09
1956,0.0,7.849027205963921e-09
1957,0.0,7.068030161150318e-09
1958,0.0,4.9633461784992505e-09
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,0.0,1.7302083321624195e-08
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,6.341956404476434e-10,5.7077609305622445e-09
1963,6.466053248388448e-10,6.466053470433053e-09
1964,1.8251904432275978e-09,9.125952438182594e-09
1965,0.0,3.830430195250756e-09
1966,0.0,9.416426749453422e-09
1967,9.860671168482327e-10,5.423369309198733e-09
1968,4.042274071025531e-09,8.084548142051062e-09
1969,0.0,1.2716921737876419e-08
1970,4.5987250119061684e-10,8.277704743875347e-09
1971,0.0,1.0790635052160269e-08
1972,0.0,1.2312352026810913e-08
1973,5.513203782392395e-10,1.268036875501366e-08
1974,1.1251143350321513e-09,1.518904291231138e-08
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,1.142705374768127e-09,1.9997344224975677e-08
1977,0.0,1.645498848290572e-08
1978,0.0,5.940591130126904e-09
1979,0.0,8.777959692451986e-09
1980,2.8425752862659692e-09,2.1603572264439208e-08
1981,0.0,1.0753434587229549e-08
1982,0.0,1.5518756057986138e-08
1983,1.2630632095778083e-09,1.3893695083311286e-08
1984,0.0,1.1598016769198694e-08
1985,0.0,1.3234227935754461e-08
1986,1.7983456945813714e-09,1.498621315931814e-08
1987,0.0,7.944062296871834e-09
1988,5.996553809062277e-10,7.195864348830128e-09
1989,0.0,9.878619700032232e-09
1990,5.44865097484859e-10,8.717841559757744e-09
1991,0.0,1.75843961613964e-08
1992,5.509944167592096e-10,7.713921945651236e-09
1993,0.0,6.647049133334804e-09
1994,5.274926606624319e-10,1.2132331583813993e-08
1995,0.0,1.5182862966867106e-08
1996,5.338092190498855e-10,1.1209993822092201e-08
1997,4.79489448146353e-10,6.233362714880286e-09
1998,9.536258449571733e-10,1.0489884516573511e-08
1999,2.285100553223174e-09,7.769341614505265e-09
2000,8.836062992401139e-10,1.192868470667463e-08
2001,4.3812117822561447e-10,9.20054432640427e-09
2002,8.76244299341522e-10,1.1829298429688606e-08
2003,4.166922806803086e-09,7.91715315529018e-09
2004,0.0,1.0571499231559756e-08
2005,4.5037495954858286e-10,1.0808999029165989e-08
2006,1.6471559671771274e-09,1.1941880373456115e-08
2007,0.0,1.1583990655594789e-08
2008,1.2772318758180745e-09,1.2772319202269955e-08
2009,2.384096253749135e-09,1.2874119548200724e-08
2010,2.3618964561933353e-09,1.369900015646408e-08
2011,2.6767803529281764e-09,1.8355065023456518e-08
2012,1.3617010852229328e-09,1.9404239992582006e-08
2013,3.0680376017500066e-09,1.4224537991935904e-08
2014,1.2992671383216248e-09,1.4725027419615344e-08
2015,2.438232948875907e-09,1.0639562120218216e-08
2016,2.278474076078396e-09,1.3256576281150956e-08
2017,2.7671724911471074e-09,1.4842107098900215e-08
2018,1.290733298020541e-09,1.6005094138904497e-08
2019,7.65296326310505e-10,1.6836519733942623e-08
