year,tout_DET otage_NOUN,tout_DET potage_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,9.524730337773235e-09
1802,0.0,4.2518962573012686e-08
1803,0.0,4.095712213825209e-08
1804,0.0,3.460591457837836e-08
1805,0.0,1.421438877713399e-08
1806,0.0,1.4408345627714425e-08
1807,0.0,4.839823830593559e-08
1808,0.0,6.118399653587403e-08
1809,0.0,2.710836710662079e-08
1810,0.0,3.7442028144596406e-08
1811,2.5070767684098882e-09,4.763445815569867e-08
1812,1.0668832928217853e-08,1.3336041604361526e-08
1813,8.627225156487839e-09,3.163315653864629e-08
1814,0.0,6.922689976818219e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,1.401186100480345e-08
1818,1.1921177378582115e-09,3.695565098382758e-08
1819,0.0,1.449147024601416e-08
1820,0.0,2.966620371580575e-08
1821,1.97229765852569e-09,1.972297702934611e-08
1822,0.0,1.804610860745015e-08
1823,0.0,3.854247765389118e-08
1824,3.3684450784221553e-09,2.0210670470532932e-08
1825,0.0,1.7610886970942374e-08
1826,3.5231937367541377e-09,4.492072136486058e-08
1827,7.373818444733615e-09,3.7790819362726324e-08
1828,1.8344602503717056e-09,2.4765213879618386e-08
1829,0.0,2.0575622983187714e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,3.1182413096075834e-08
1832,2.705993873419743e-09,5.141388470519814e-08
1833,0.0,1.853380560135065e-08
1834,0.0,4.387229424196448e-08
1835,0.0,4.235329242874286e-08
1836,6.720750067579218e-10,2.6210924986003192e-08
1837,0.0,2.6439986200443855e-08
1838,6.312161904276081e-10,3.3454458758797045e-08
1839,0.0,2.23727205650448e-08
1840,0.0,3.3759349093998026e-08
1841,0.0,2.118781061710706e-08
1842,6.708265054555795e-10,2.884553929050071e-08
1843,0.0,2.3627643841450663e-08
1844,0.0,1.701453911095996e-08
1845,0.0,2.8459162138005922e-08
1846,1.7563503984519002e-09,2.86870562860031e-08
1847,0.0,1.5640349459999925e-08
1848,0.0,2.172209789819135e-08
1849,0.0,1.0893239199560867e-08
1850,2.0366988096043315e-09,1.3577992064028876e-08
1851,7.094382858952031e-09,2.4507867735223954e-08
1852,0.0,2.278690836021724e-08
1853,0.0,2.329053394589664e-08
1854,5.195664454227256e-10,3.636965217879151e-08
1855,0.0,3.874064091746732e-08
1856,0.0,1.863788057221427e-08
1857,0.0,5.2232145719699474e-08
1858,0.0,4.991549573674092e-08
1859,0.0,2.5970084749360467e-08
1860,0.0,1.7393299245327398e-08
1861,0.0,3.8670901147952463e-08
1862,4.517986429419807e-09,4.789065499721801e-08
1863,9.989241656072068e-10,2.447364266799923e-08
1864,3.3563094525845827e-09,3.404256787575832e-08
1865,0.0,3.6242703060906933e-08
1866,4.865612912574591e-10,5.887391552050758e-08
1867,9.7056229719783e-10,3.0572714138088486e-08
1868,0.0,4.890475224783586e-08
1869,0.0,4.2974967584541446e-08
1870,0.0,4.7019199200803996e-08
1871,0.0,4.248470730772169e-08
1872,6.047339295989218e-10,1.8746751706544273e-08
1873,0.0,3.412022664406322e-08
1874,2.9873046258899194e-09,4.062734149101743e-08
1875,0.0,4.005068987567029e-08
1876,0.0,3.264847947548333e-08
1877,0.0,6.49405649255641e-08
1878,0.0,3.01954443671093e-08
1879,7.331190321480108e-09,5.803859082220697e-08
1880,0.0,3.786529134686134e-08
1881,0.0,3.067903264764027e-08
1882,0.0,6.389169726617183e-08
1883,0.0,4.2339571848515334e-08
1884,0.0,3.8289840631478e-08
1885,0.0,2.8360796378024133e-08
1886,0.0,3.1621972595985426e-08
1887,0.0,3.4603299781110763e-08
1888,0.0,5.2627100899371726e-08
1889,0.0,6.139833885754342e-08
1890,0.0,2.4251230357208442e-08
1891,0.0,3.824532157636895e-08
1892,0.0,4.576013878931917e-08
1893,6.158416554491453e-10,3.818218274886931e-08
1894,0.0,5.1042469806361623e-08
1895,0.0,4.8750777636996645e-08
1896,5.307326134129653e-09,4.0689499769541726e-08
1897,1.1653427112179315e-09,4.253501018069983e-08
1898,0.0,3.677930848766664e-08
1899,0.0,2.5979618456517528e-08
1900,0.0,3.1665425836990835e-08
1901,0.0,2.738482152153665e-08
1902,0.0,2.455141867585553e-08
1903,0.0,2.970121215639665e-08
1904,0.0,2.3110889202371254e-08
1905,0.0,2.6835946798087207e-08
1906,0.0,3.600929332492342e-08
1907,0.0,4.217131532868734e-08
1908,0.0,6.483033843096564e-08
1909,0.0,2.6954818821423032e-08
1910,0.0,4.3287620599130605e-08
1911,0.0,1.4365010514438836e-08
1912,0.0,2.7088990606216612e-08
1913,0.0,4.719660751106858e-08
1914,0.0,4.2859159776753586e-08
1915,0.0,4.005459075528961e-08
1916,0.0,2.0876177231343718e-08
1917,3.289927441585405e-09,6.360526327853222e-08
1918,1.1486376294556067e-09,5.858051821405752e-08
1919,1.8415696745321952e-09,2.3940405213807026e-08
1920,0.0,4.543338860685253e-08
1921,4.543648568500203e-09,3.256281289054641e-08
1922,3.6151885041135756e-08,5.2383342108441866e-08
1923,2.1231896241147297e-09,7.643483002084395e-08
1924,1.289162443462999e-09,4.383152329978657e-08
1925,0.0,4.6192347724627325e-08
1926,0.0,4.681378129589575e-08
1927,2.2298449753321847e-09,6.355057990958812e-08
1928,2.2852082448565625e-09,4.798937425221084e-08
1929,0.0,5.3473950600846365e-08
1930,0.0,4.516549623190258e-08
1931,0.0,3.649714130915527e-08
1932,1.0959536611565568e-09,4.274219378430644e-08
1933,0.0,3.555905436769535e-08
1934,0.0,4.672816089623666e-08
1935,0.0,2.8723881939640705e-08
1936,0.0,2.182448710641438e-08
1937,0.0,4.1550688223424004e-08
1938,1.2965214457594243e-09,2.2040865133021725e-08
1939,0.0,3.364691281149135e-08
1940,0.0,3.550096039361961e-08
1941,0.0,5.017554371988808e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,3.4838823381733164e-08
1944,3.2131861615880553e-09,5.462416652335378e-08
1945,6.535512131478072e-09,2.178504132643866e-08
1946,5.568441707737293e-09,5.0115975369635635e-08
1947,2.3841741914054637e-09,5.9604353452868963e-08
1948,0.0,3.587722829934137e-08
1949,0.0,3.043272656100271e-08
1950,0.0,3.722376362702562e-08
1951,3.1984206394497505e-09,3.6248767543156646e-08
1952,0.0,1.687168627029223e-08
