year,tout_DET otage_NOUN,tout_DET potage_NOUN
1953,0.0,3.878577814475648e-08
1954,0.0,4.69081733456278e-08
1955,0.0,2.2525458831523792e-08
1956,8.72114158667614e-10,2.441919733087161e-08
1957,0.0,3.003912851795576e-08
1958,1.6544486891589827e-09,4.4670112941957996e-08
1959,1.5501495642666896e-09,2.6352543258667538e-08
1960,0.0,3.5988332314218496e-08
1961,6.948159270159238e-10,6.253343087792018e-08
1962,0.0,4.693047728210331e-08
1963,1.939815863494232e-09,4.267594988505152e-08
1964,6.083968329129164e-10,3.832900219435942e-08
1965,0.0,3.83043037288644e-08
1966,0.0,3.378835700118543e-08
1967,0.0,4.733121983235833e-08
1968,0.0,3.503304313312583e-08
1969,0.0,4.405504938631566e-08
1970,0.0,4.184839852428013e-08
1971,0.0,2.5178147566862208e-08
1972,0.0,3.283293992240033e-08
1973,0.0,3.0322620858669325e-08
1974,0.0,2.306484425673716e-08
1975,5.711480177694739e-10,2.9128548462153958e-08
1976,2.285410749536254e-09,2.171140245366132e-08
1977,1.7630346071939584e-09,2.4094806150287695e-08
1978,5.940591352171509e-10,2.198018833610149e-08
1979,0.0,2.63338808537128e-08
1980,5.685150683554241e-10,1.4781392110307934e-08
1981,1.8976649140967083e-09,2.277197808098208e-08
1982,1.2415004579935385e-09,2.0484757001781873e-08
1983,1.2630632095778083e-09,3.8523428003145455e-08
1984,0.0,2.0296528902008504e-08
1985,1.8046674155058895e-09,2.4062231318566774e-08
1986,1.1988970927134801e-09,2.2779044428489215e-08
1987,2.4443267410134695e-09,2.0165694891716157e-08
1988,2.398621523624911e-09,2.0987938498251424e-08
1989,0.0,3.018467253923518e-08
1990,2.724325431913144e-09,2.6153525567451652e-08
1991,1.7584396161396398e-09,2.6376593353916178e-08
1992,5.509944167592096e-10,1.8182815253453555e-08
1993,5.539207426075166e-10,2.1048988330107932e-08
1994,5.274926606624319e-10,3.2177052133874895e-08
1995,0.0,3.3619194539369346e-08
1996,5.338092190498855e-10,2.7224270837677977e-08
1997,0.0,2.7810388658622287e-08
1998,1.43043876743576e-09,2.0979769033147022e-08
1999,0.0,2.970630674781205e-08
2000,0.0,2.783359853708589e-08
2001,0.0,1.5334240544007116e-08
2002,4.38122149670761e-10,1.4019908789464353e-08
2003,0.0,1.8334461060476315e-08
2004,0.0,2.2023955992267474e-08
2005,0.0,1.9366122927522156e-08
2006,1.2353669198716943e-09,1.8942293067425453e-08
2007,0.0,1.6377365241737607e-08
2008,1.7029758714315335e-09,1.6604014163590364e-08
2009,1.907277002999308e-09,1.907277002999308e-08
2010,9.447586046817946e-10,1.5588517143783065e-08
2011,1.1471915639660324e-09,9.942326961720482e-09
2012,0.0,1.9063815415165664e-08
2013,2.789125042035323e-10,2.2034088331679413e-08
2014,6.496335691608124e-10,3.529675751678951e-08
2015,0.0,3.0588740429493555e-08
2016,1.6570720351438695e-09,3.6662719082869444e-08
2017,7.54683426862357e-10,1.1823373391450787e-08
2018,7.744400121190154e-10,1.755397427416483e-08
2019,7.65296326310505e-10,3.647912549809007e-08
