year,grand_ADJ allié_NOUN,grand_ADJ palier_NOUN
1867,4.85281148598915e-09,1.6014277903764196e-08
1868,1.2349684830326169e-08,4.44588676984381e-09
1869,1.0255390314739543e-08,1.2697149998075474e-08
1870,1.3188312664169644e-08,1.834895613228582e-08
1871,8.496941816815706e-09,1.805600113868877e-08
1872,3.0236697590169115e-09,1.6327815544059376e-08
1873,1.496501056408306e-08,2.0352414864532875e-08
1874,2.0313670745508716e-08,1.0156835372754358e-08
1875,4.577221712764867e-09,2.4030413214859436e-08
1876,6.04601479992084e-09,9.673623679873344e-09
1877,1.0514186854493346e-08,6.184816214727107e-09
1878,1.6305540029293297e-08,8.4547240319921e-09
1879,4.887460214320072e-09,9.774920206595539e-09
1880,2.5671385017744797e-09,2.5671385017744797e-09
1881,1.2550513961429033e-08,7.66975827293237e-09
1882,9.317538740560849e-09,7.986462158271479e-09
1883,3.791603475633565e-09,9.479008689083912e-09
1884,7.2618666635548834e-09,1.3203393933736152e-08
1885,5.156508553483263e-09,2.384885200434894e-08
1886,9.680196200179125e-09,3.872078213618124e-09
1887,7.1818169189441505e-09,4.570247291724172e-09
1888,1.6485598663962264e-08,1.6485598663962264e-08
1889,2.8819629349641218e-08,1.1903759755682586e-08
1890,1.0487018364813139e-08,1.7041405619977468e-08
1891,1.3385862196457765e-08,7.649063604731055e-09
1892,5.641661360300532e-09,1.002961980134387e-08
1893,6.774258043407144e-09,6.15841644346915e-09
1894,1.3863386882917439e-08,2.520615716150587e-09
1895,3.611168697403855e-09,1.5046536461227333e-08
1896,2.4767521367152767e-08,7.076434549446731e-09
1897,2.855089675790623e-08,1.4566783890224144e-08
1898,9.05336783318944e-09,2.093591300322828e-08
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,5.710158568206225e-09,1.453494924419374e-08
1901,6.706486921359556e-09,1.2295225282343836e-08
1902,1.3257766440233354e-08,8.838511256215043e-09
1903,5.940242076007962e-09,1.0260418292773466e-08
1904,9.13686282189019e-09,1.0211787859759625e-08
1905,3.1996705729397945e-08,1.5998352864698973e-08
1906,1.3374879648253568e-08,3.035068729673185e-08
1907,1.131425531042396e-08,5.142843484406967e-09
1908,7.367083831866239e-09,8.840499887696751e-09
1909,3.850688656825696e-09,9.351672325408344e-09
1910,1.0153886620400954e-08,9.619471441624228e-09
1911,9.576673565270255e-09,1.702519725199636e-08
1912,5.2094213387476884e-09,3.646594803896619e-08
1913,1.1666577037772186e-08,6.363587878865928e-09
1914,2.0090231978020512e-08,3.3483718020477227e-09
1915,8.482148472488404e-08,8.246533123035249e-09
1916,4.6147340393432046e-08,5.493730803607377e-09
1917,7.676496949216016e-08,0.0
1918,9.189100858009169e-08,5.743188147278033e-09
1919,7.642514110450804e-08,2.762354567309444e-09
1920,3.710393370326415e-08,5.300562211374427e-09
1921,4.316466206688574e-08,9.844571380313027e-09
1922,2.4347186822204492e-08,1.8444838545406128e-08
1923,1.9108706172943357e-08,1.6985516992917837e-08
1924,1.0313299436681689e-08,2.3204924204378585e-08
1925,6.708888733442109e-08,2.1996356736053713e-08
1926,1.5604593617268847e-08,4.458455382660986e-09
1927,2.1183528042811872e-08,1.4493992672726108e-08
1928,1.7139061725401916e-08,5.713020723163709e-09
1929,1.7824650200282122e-08,1.893869061575515e-08
1930,2.310792790449767e-08,8.402882833991043e-09
1931,2.623231942777693e-08,5.7026783295555106e-09
1932,2.0823119339929974e-08,1.6439305139392957e-08
1933,1.4911860191091364e-08,8.02946331646126e-09
1934,1.1981580172459871e-08,7.188948103475923e-09
1935,1.4361940969820353e-08,3.590485242455088e-09
1936,1.8187071404440758e-08,7.274828739411987e-09
1937,8.813782592653752e-09,1.1332006000230876e-08
1938,1.6854778683850213e-08,1.0372171566075394e-08
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,1.4757512989405086e-08,2.066051862925633e-08
1942,4.2478965012193726e-08,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,3.7034568745042407e-08,2.178504043826024e-09
1946,1.6705325123211878e-08,1.3921104269343232e-08
1947,2.9802176726434482e-08,4.7683483828109274e-09
1948,4.892349636520521e-08,4.348755133776194e-09
1949,3.6322930441201606e-08,1.668891336237266e-08
1950,1.701657836861159e-08,1.0635361036293034e-08
1951,1.8124383771578323e-08,1.0661401539380222e-08
1952,1.5817205989421268e-08,7.381362632230548e-09
1953,3.2321483045549826e-08,1.508335856215126e-08
1954,1.5636057781875934e-08,5.863521668203475e-09
1955,2.9095383879962355e-08,8.447047505910632e-09
1956,2.180285396669035e-08,3.226822542501395e-08
1957,1.678657179926546e-08,9.718541527092839e-09
1958,2.2335056470978998e-08,8.272243334772611e-09
1959,2.40273188012452e-08,1.007597205671118e-08
1960,2.6991250623442653e-08,1.1073333361366622e-08
1961,2.709782087606527e-08,6.25334317660986e-09
1962,3.4246565416840014e-08,1.6489087428794846e-08
1963,3.814971527571487e-08,9.69907976156037e-09
1964,3.04198408684897e-08,1.2167936880302932e-08
1965,4.158752864302784e-08,7.660860390501512e-09
1966,4.0435246928538504e-08,1.8832853498906843e-08
1967,4.437301881488054e-08,2.1693477236794934e-08
1968,4.401587611058133e-08,8.533690143419648e-09
1969,2.9067249690539754e-08,9.083515273289322e-09
1970,3.770954681847627e-08,6.898087434592526e-09
1971,3.288574434989755e-08,4.624557625731995e-09
1972,4.668433528642879e-08,1.3338381954497436e-08
1973,2.9771300091852027e-08,3.859242703185828e-09
1974,5.063014374417918e-08,6.1881286761433785e-09
1975,3.7695769616874486e-08,5.140332159925265e-09
1976,3.028169176522155e-08,5.713526984862938e-09
1977,3.761140415781128e-08,1.1753563455840776e-08
1978,3.861384456627093e-08,5.940591130126904e-09
1979,3.803782755440466e-08,6.437170796402825e-09
1980,4.946081233470068e-08,9.096241093686785e-09
1981,5.060439456361365e-08,4.427884725544118e-09
1982,3.724501207447162e-08,3.1037510339615437e-09
1983,4.989099511298889e-08,5.052252838311233e-09
1984,6.378909339632699e-08,3.479405208395292e-09
1985,5.113224454955656e-08,7.820225356169885e-09
1986,7.792831024922009e-08,4.196139880008332e-09
1987,6.23303328950442e-08,7.944062296871834e-09
1988,8.695003067549223e-08,7.195864348830128e-09
1989,4.44537910926357e-08,3.841685636274406e-09
1990,5.88454318606324e-08,3.2691906959314565e-09
1991,3.868567033382675e-08,1.1722930182145319e-08
1992,4.6834525480043965e-08,6.060938417817852e-09
1993,4.3759737167192725e-08,5.539207315052863e-09
1994,3.5869501036067675e-08,2.637463358823311e-09
1995,4.4464096127239117e-08,3.795715741716776e-09
1996,5.498235089440584e-08,3.736664311304594e-09
1997,3.692068617500155e-08,7.67183128136395e-09
1998,3.2423279727744614e-08,4.291316191284977e-09
1999,5.438539285584909e-08,5.941261704833778e-09
2000,4.3738512034430244e-08,1.1045078629479121e-08
2001,4.64408456135601e-08,5.6955752891774125e-09
2002,5.476527004111276e-08,3.066854992184176e-09
2003,5.875361319684913e-08,1.12506919336397e-08
2004,3.567880924038036e-08,4.404791198453495e-09
2005,5.224349552968022e-08,6.305249655724765e-09
2006,5.476793524250567e-08,7.000412693969338e-09
2007,4.8333203050976437e-08,7.190063211481856e-09
2008,4.470311507076552e-08,4.257439734089985e-09
2009,3.9575997590191037e-08,1.0013204487790972e-08
2010,5.196172364607676e-08,5.668551850135373e-09
2011,4.2063690280924604e-08,6.500752380844688e-09
2012,3.5404227688440315e-08,1.463828702696901e-08
2013,3.7095363836225914e-08,1.1993237514218436e-08
2014,4.8722518020127836e-08,1.7540106256319632e-08
2015,3.3248629460747026e-08,1.8397575018980206e-08
2016,2.9413029012381742e-08,1.2842308549920745e-08
2017,3.295450903828545e-08,1.1823373391450787e-08
2018,4.104532047577436e-08,2.349134753387716e-08
2019,4.030560585288612e-08,1.5816123244416502e-08
