year,tout_ADV heureux_ADJ,tout_ADV peureux_ADJ
1800,6.602745239447927e-08,0.0
1801,2.3811825400343878e-08,0.0
1802,7.384872446891677e-08,0.0
1803,3.510610468993036e-08,0.0
1804,1.730295728918918e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,8.645007376628655e-09,0.0
1807,2.2775641816963343e-08,0.0
1808,4.5321480790505575e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,3.510190182964834e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.8670456736202823e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,5.66401889834367e-08,0.0
1815,5.3944472000466703e-08,0.0
1816,6.257530316133852e-08,0.0
1817,3.425121486433369e-08,0.0
1818,3.457141417584353e-08,0.0
1819,1.656168058250529e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,1.9722975697078482e-08,0.0
1822,3.107940926838637e-08,0.0
1823,4.3483822431689134e-08,0.0
1824,5.052667617633233e-08,0.0
1825,4.842993561737785e-08,0.0
1826,8.103345550125596e-08,0.0
1827,2.3043183361437514e-08,0.0
1828,5.6868268316634385e-08,0.0
1829,3.17207503042205e-08,0.0
1830,2.5048405349892278e-08,0.0
1831,5.456922025359745e-08,1.5591206103948707e-09
1832,7.170883531415484e-08,1.3529969367098715e-09
1833,5.791814139399776e-08,0.0
1834,1.278830747963866e-07,0.0
1835,5.067268915581735e-08,0.0
1836,6.586335032920942e-08,0.0
1837,7.723259054515097e-08,0.0
1838,6.249040440664544e-08,0.0
1839,4.474544201826802e-08,0.0
1840,5.9238106309145167e-08,0.0
1841,7.640452759360983e-08,0.0
1842,6.909512961783548e-08,0.0
1843,1.370403381883989e-07,0.0
1844,7.683986069650928e-08,0.0
1845,6.863680113156079e-08,0.0
1846,8.020666975028234e-08,0.0
1847,7.119055123183671e-08,0.0
1848,1.0056527344204369e-07,0.0
1849,1.0055298016453662e-07,0.0
1850,1.0115603910065829e-07,6.788996032014438e-10
1851,8.448765087543109e-08,0.0
1852,8.398603457138165e-08,0.0
1853,7.28575699771028e-08,0.0
1854,1.4443947371489685e-07,0.0
1855,1.6292296578512833e-07,0.0
1856,1.2062850984762008e-07,0.0
1857,1.4302821194078774e-07,0.0
1858,2.0993870286645233e-07,4.893676019968041e-10
1859,2.2914779496119309e-07,0.0
1860,2.082618628662658e-07,0.0
1861,1.905249309430701e-07,0.0
1862,1.9743599555255287e-07,0.0
1863,2.1576761533026456e-07,4.994620828036034e-10
1864,2.1240645331488395e-07,0.0
1865,2.791158775217184e-07,0.0
1866,2.802592895534417e-07,4.865612912574591e-10
1867,2.343907965496328e-07,0.0
1868,2.282221753802105e-07,0.0
1869,3.0619664670439306e-07,0.0
1870,2.695002834229854e-07,5.734048791339319e-10
1871,3.611200138919912e-07,0.0
1872,3.5316461488577033e-07,0.0
1873,3.076806276425259e-07,0.0
1874,3.100822025814409e-07,0.0
1875,3.003801847256682e-07,0.0
1876,3.234617853564714e-07,0.0
1877,3.04911435655697e-07,0.0
1878,2.8866842605168586e-07,0.0
1879,3.5678458232268895e-07,0.0
1880,3.32444439976598e-07,0.0
1881,3.925521774306162e-07,0.0
1882,3.693738657162271e-07,0.0
1883,4.1581250442845885e-07,0.0
1884,3.967619939260203e-07,6.601696966868076e-10
1885,4.0671962153737695e-07,0.0
1886,4.0592287220420076e-07,0.0
1887,3.5582637991637966e-07,0.0
1888,4.3496617152527506e-07,1.9021844099853524e-09
1889,4.254027885508549e-07,0.0
1890,4.044056396423912e-07,0.0
1891,3.907396859403889e-07,1.2748440081367107e-09
1892,4.632430563589196e-07,0.0
1893,4.341683599307089e-07,0.0
1894,4.820677421690789e-07,1.2603078580752936e-09
1895,5.356566887826375e-07,0.0
1896,5.224767605227498e-07,0.0
1897,4.731291323167852e-07,0.0
1898,5.562162712635654e-07,0.0
1899,5.50546779720662e-07,0.0
1900,4.625228484655963e-07,5.191053142894475e-10
1901,5.136051193233016e-07,0.0
1902,4.183561745918496e-07,0.0
1903,4.7143924319925645e-07,0.0
1904,4.6544254317382183e-07,1.0749250378694342e-09
1905,4.6704868950087075e-07,0.0
1906,4.670919420135533e-07,0.0
1907,4.736558665285884e-07,0.0
1908,4.975237075655059e-07,0.0
1909,5.308449075869248e-07,3.850688656825696e-09
1910,4.937995310427823e-07,0.0
1911,5.378898073615801e-07,0.0
1912,4.969787816833104e-07,5.209421227725386e-10
1913,5.541624439331372e-07,0.0
1914,4.922106775495649e-07,2.0090231700464756e-09
1915,6.373392302805314e-07,0.0
1916,4.911395592444023e-07,0.0
1917,5.461279464213931e-07,0.0
1918,4.445227723692824e-07,0.0
1919,4.373727842121866e-07,0.0
1920,5.247556522647301e-07,0.0
1921,4.2180201731412126e-07,7.572747429129834e-10
1922,5.592475318394463e-07,0.0
1923,4.341922874573356e-07,0.0
1924,4.640984876402854e-07,0.0
1925,5.268127090118924e-07,0.0
1926,4.960031532164066e-07,0.0
1927,4.4931376841361725e-07,0.0
1928,4.947475922278954e-07,0.0
1929,4.779234288321277e-07,0.0
1930,5.115255170551336e-07,0.0
1931,4.368251502739895e-07,0.0
1932,4.876993742186642e-07,0.0
1933,4.863560647550003e-07,0.0
1934,4.2055345872427097e-07,0.0
1935,5.050615925483726e-07,2.393656828303392e-09
1936,5.613742857235593e-07,0.0
1937,4.797215886753747e-07,0.0
1938,5.199050931992133e-07,0.0
1939,4.6646853846255e-07,0.0
1940,4.4376201202567245e-07,0.0
1941,4.899494250309999e-07,0.0
1942,5.218844503218634e-07,6.068423541449874e-09
1943,5.341952551418672e-07,0.0
1944,6.040790196948365e-07,0.0
1945,6.491941846320515e-07,0.0
1946,5.763337398434487e-07,0.0
1947,5.030607397316089e-07,0.0
1948,5.316353117734707e-07,0.0
1949,4.466738694475225e-07,0.0
1950,4.6263823882952693e-07,0.0
1951,5.064165691237577e-07,0.0
1952,5.641470224304612e-07,0.0
1953,4.417269181544725e-07,0.0
1954,4.583319395123908e-07,0.0
1955,4.2235235042653585e-07,0.0
1956,5.895491987928381e-07,0.0
1957,4.947621228268417e-07,0.0
1958,5.194968935029465e-07,0.0
1959,5.18525055781538e-07,0.0
1960,5.149100026358155e-07,0.0
1961,5.162482352716324e-07,0.0
1962,4.908674391401746e-07,0.0
1963,4.965928752653781e-07,6.466053248388448e-10
1964,4.593395992458227e-07,0.0
1965,4.470659504818286e-07,0.0
1966,4.630666623484103e-07,0.0
1967,4.102039206088648e-07,4.930335584241163e-10
1968,4.733952323476842e-07,0.0
1969,4.700719422601196e-07,0.0
1970,3.945706019692352e-07,0.0
1971,4.131271502672007e-07,5.138397485282553e-10
1972,3.8835212734511515e-07,0.0
1973,4.5042875029821516e-07,0.0
1974,3.555361214324648e-07,0.0
1975,3.7181737155833616e-07,0.0
1976,3.805208805829352e-07,0.0
1977,3.508438624066912e-07,0.0
1978,4.4792057707354616e-07,0.0
1979,3.6867430885934027e-07,0.0
1980,3.9966609577390955e-07,0.0
1981,4.3140247996120706e-07,0.0
1982,4.1279891149770265e-07,0.0
1983,4.6733340042237614e-07,0.0
1984,4.1520899785041365e-07,0.0
1985,4.1627662383803e-07,0.0
1986,4.070255563703995e-07,0.0
1987,3.794817260427408e-07,0.0
1988,4.089649614513746e-07,0.0
1989,3.6496012612019513e-07,0.0
1990,4.0483476482222613e-07,0.0
1991,4.302315588233796e-07,0.0
1992,4.4189751591261484e-07,0.0
1993,4.580924439778755e-07,0.0
1994,4.1513673565418685e-07,0.0
1995,4.0126136724438766e-07,0.0
1996,4.131683404295927e-07,0.0
1997,4.1859429700252804e-07,0.0
1998,4.591708560042207e-07,0.0
1999,3.9486537772859265e-07,0.0
2000,3.9099579041135257e-07,0.0
2001,4.1796759475687395e-07,0.0
2002,4.3286467388270466e-07,0.0
2003,4.4544407273861e-07,0.0
2004,3.9158594233867916e-07,0.0
2005,3.97681080954726e-07,0.0
2006,4.537914684021871e-07,0.0
2007,4.5577009899488985e-07,0.0
2008,4.512885922736132e-07,0.0
2009,4.6632923300649054e-07,0.0
2010,5.489047332218888e-07,0.0
2011,5.426216347359514e-07,0.0
2012,6.723399295083254e-07,0.0
2013,6.571178872150085e-07,0.0
2014,8.388934915615209e-07,4.330890368553497e-10
2015,7.057576354441153e-07,0.0
2016,7.191692361629975e-07,1.2428040818690533e-09
2017,5.657610095965993e-07,2.515611330355938e-10
2018,6.298778885138745e-07,1.0325866828253538e-09
2019,6.295837806646887e-07,5.1019755087367e-10
