year,voudrait_VERB oser_VERB,voudrait_VERB poser_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,1.1700633351097167e-08
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.8880564667256294e-08
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,1.1921177378582115e-09,0.0
1819,4.140420006848444e-09,2.070210003424222e-09
1820,0.0,2.3732962262101864e-09
1821,0.0,0.0
1822,1.0025615893027862e-09,1.0025615893027862e-08
1823,0.0,8.894418535021487e-09
1824,0.0,1.6842225392110777e-09
1825,0.0,0.0
1826,8.80798456392995e-09,1.7615968683770689e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,9.172301251858528e-10
1829,0.0,3.429270423183084e-09
1830,0.0,3.1310507520032616e-09
1831,0.0,1.091384405071949e-08
1832,5.411987746839486e-09,2.705993873419743e-09
1833,2.3167257001688313e-09,5.791814139399776e-09
1834,9.334530925997342e-10,0.0
1835,2.2689263801112247e-09,0.0
1836,0.0,6.720750067579218e-10
1837,0.0,6.957891152126194e-09
1838,0.0,6.312161904276081e-09
1839,0.0,6.9914751765765e-10
1840,0.0,8.280594876453051e-09
1841,0.0,1.926164561183441e-09
1842,3.3541325272778977e-09,6.708265054555795e-10
1843,0.0,1.594865928211675e-08
1844,4.9397050894128824e-09,3.2931368743049916e-09
1845,1.674068439427856e-09,2.2320911785556063e-09
1846,1.7563503984519002e-09,1.0538101946622191e-08
1847,0.0,3.235934187273415e-09
1848,0.0,2.413566457803995e-09
1849,0.0,8.379414939696517e-10
1850,6.788996032014438e-10,1.425689166723032e-08
1851,6.449438760824933e-10,2.1283147688677673e-08
1852,6.510545436100301e-10,6.966283905285309e-08
1853,5.971931837933653e-10,1.0271723027699409e-07
1854,5.195664454227256e-10,2.5458755104068587e-08
1855,2.1227748447927297e-09,2.3350523292720027e-08
1856,3.1063134287023786e-09,1.1389816201301528e-08
1857,0.0,1.9526036343364694e-09
1858,0.0,7.829881631948865e-09
1859,1.5276520048956854e-09,5.092173349652285e-10
1860,9.154367819341758e-10,6.408057640072684e-09
1861,4.715963730639317e-10,7.545541969022906e-09
1862,4.517986262886353e-10,4.517986262886353e-10
1863,0.0,1.9978483312144135e-09
1864,1.9178911792039344e-09,4.794728170054441e-09
1865,4.706844358715045e-10,7.530950973944073e-09
1866,1.4596839292835284e-09,9.244664589402873e-09
1867,4.85281148598915e-09,2.426405742994575e-09
1868,1.975949626142892e-09,7.409810987013543e-09
1869,0.0,1.3185501579471293e-08
1870,0.0,4.013834153937523e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,1.2094679036067646e-08
1873,0.0,1.1972008939764578e-09
1874,1.1949218281515073e-09,1.0754296120296658e-08
1875,0.0,6.293679799540541e-09
1876,0.0,9.673623679873344e-09
1877,0.0,4.9478527941460015e-09
1878,6.039088673581716e-10,6.039088784604019e-09
1879,6.10932526790009e-10,5.498392852132383e-09
1880,8.984985200299889e-09,6.417846254436199e-09
1881,6.972507571312292e-10,7.669758161910067e-09
1882,6.655385131892899e-10,6.655385131892899e-10
1883,1.2638677882037541e-09,1.2638677882037541e-09
1884,0.0,2.3105940272216685e-08
1885,2.5782542767416317e-09,0.0
1886,1.2906927748801422e-09,4.5174246565693466e-09
1887,1.3057849246322917e-09,9.140494583448344e-09
1888,0.0,3.1703073499755874e-09
1889,0.0,0.0
1890,0.0,3.9326319978272295e-09
1891,0.0,6.374220040683554e-10
1892,6.268512375839919e-09,8.149066310636499e-09
1893,6.158416554491453e-10,4.310891643655168e-09
1894,6.301539290376468e-10,3.780923574225881e-09
1895,0.0,1.2037228991346183e-09
1896,1.179405795248556e-09,2.358811590497112e-09
1897,2.330685422435863e-09,1.1653427112179315e-09
1898,1.13167097914868e-09,1.6975064687230201e-09
1899,0.0,7.738609753005221e-09
1900,2.595526460424935e-09,5.710158568206225e-09
1901,0.0,2.794369402536745e-09
1902,0.0,5.892340837476695e-09
1903,0.0,8.640352433531007e-09
1904,0.0,2.1498500757388683e-09
1905,4.64468330463319e-09,5.160758931310738e-09
1906,2.572092316910357e-09,6.173021205313489e-09
1907,2.5714217422034835e-09,1.0285686968813934e-08
1908,4.911389073214423e-10,4.911389073214423e-09
1909,0.0,1.1001967115120692e-09
1910,2.137660271017694e-09,7.481810726517324e-09
1911,3.1922244847493175e-09,1.276889793899727e-08
1912,6.251305251225858e-09,1.719108944087111e-08
1913,0.0,7.42418571064718e-09
1914,2.0090231700464756e-09,6.696743604095445e-09
1915,0.0,5.890381071793627e-09
1916,4.394984820521586e-09,1.0987461607214755e-08
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,0.0,1.033773866510046e-08
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,3.028892692213958e-09,4.543339038320937e-09
1921,2.2718242842501013e-09,1.2116395886607734e-08
1922,7.377935484775833e-10,7.377935595798135e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,2.578324886925998e-09
1925,4.399271169575059e-09,9.898360353588487e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,1.1149224876660924e-09
1928,1.1426041224282812e-09,1.82816659588525e-08
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,2.0529641986399838e-08
1932,6.575722188983946e-09,1.4247397928102146e-08
1933,0.0,6.882397318719313e-09
1934,0.0,1.7972370258689807e-08
1935,3.590485242455088e-09,4.787313656606784e-09
1936,4.849885826274658e-09,1.091224355320719e-08
1937,5.0364472592434595e-09,1.6368453259474336e-08
1938,0.0,1.1668692678767911e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,4.564409294971483e-08
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,1.9606536838523425e-08
1946,4.1763312808029696e-09,8.352662561605939e-09
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,1.0871887834440486e-09,2.174377655705939e-08
1949,9.817008539414473e-09,1.0798709482173763e-08
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,1.0661401761424827e-09,2.7719645245838365e-08
1952,0.0,1.4762725264461096e-08
1953,0.0,1.1851209791302608e-08
1954,1.9545072227344917e-09,2.247683283940205e-08
1955,9.385607846468247e-10,1.9709776921672528e-08
1956,0.0,9.593255967388359e-09
1957,7.068030161150318e-09,1.236905244894615e-08
1958,2.4816730892496253e-09,8.272243334772611e-09
1959,2.325224457422337e-09,1.4726420971555854e-08
1960,5.536666680683311e-09,8.997083078554624e-09
1961,2.779263708063695e-09,1.459113452284555e-08
1962,1.9025869768540815e-09,1.0781326054143392e-08
1963,3.2330267352165265e-09,2.0691370394843034e-08
1964,0.0,2.251068309533366e-08
1965,4.377634699181954e-09,1.5321720781003023e-08
1966,3.3234448526542337e-09,2.1602390987141007e-08
1967,2.465167847631733e-09,1.1832804958089582e-08
1968,3.5931326802796093e-09,2.4253646202510026e-08
1969,2.7250546263957176e-09,1.9529558414888015e-08
1970,9.197450023812337e-10,2.483311511980446e-08
1971,5.138397485282553e-10,2.1581270104320538e-08
1972,4.6171320100540925e-09,1.6416469961200164e-08
1973,2.7566018356850464e-09,1.874489363729026e-08
1974,1.1251143350321513e-09,2.981553137715309e-08
1975,0.0,1.9990180177842376e-08
1976,1.142705374768127e-09,2.7996280849151844e-08
1977,5.876781838942691e-10,2.6445517775641747e-08
1978,5.940591352171509e-10,1.7821774278559133e-08
1979,1.1703946700691858e-09,2.0481905949054635e-08
1980,1.1370301367108482e-09,2.7288724169238776e-08
1981,6.325549528618524e-10,2.213942273954217e-08
1982,6.207502289967692e-10,2.110550845202397e-08
1983,0.0,2.273513821648976e-08
1984,1.739702604197646e-09,3.189454744756404e-08
1985,6.015558051686298e-10,1.9851341903631692e-08
1986,1.7983456945813714e-09,2.997242631863628e-08
1987,6.110816852533674e-10,2.261002229886344e-08
1988,0.0,2.1587593934668803e-08
1989,0.0,3.2928731741321826e-08
1990,1.6345953479657283e-09,1.7980548605578406e-08
1991,1.7584396161396398e-09,1.52398094144246e-08
1992,1.1019888335184191e-09,1.8182815253453555e-08
1993,1.661762283333701e-09,1.4955860550003308e-08
1994,5.274926606624319e-10,1.2659823411809157e-08
1995,5.422450821690461e-10,1.2471637056421514e-08
1996,2.135236876199542e-09,5.871901187504136e-09
1997,0.0,2.061804593722627e-08
1998,9.536258449571733e-10,1.2873949017944142e-08
1999,1.3710603763428253e-09,1.3710603319339043e-08
2000,4.4180314962005696e-10,1.899753598877396e-08
2001,8.762423564512289e-10,1.4019877703219663e-08
2002,0.0,1.3143664823189738e-08
2003,0.0,1.3334153337041244e-08
2004,8.809582507929292e-10,1.6738207264666016e-08
2005,0.0,1.7564623533417034e-08
2006,4.1178899179428186e-10,8.64756888319107e-09
2007,0.0,8.787854888225866e-09
2008,0.0,1.3623806971452268e-08
2009,1.430457752249481e-09,1.2397300963584712e-08
2010,0.0,1.322662068758973e-08
2011,0.0,8.795135286732148e-09
2012,1.3617010852229328e-09,1.2595735121578855e-08
2013,2.789125042035323e-10,1.3666713094551142e-08
2014,1.0827225782605865e-09,1.2992670939127038e-08
2015,8.866301581811342e-10,1.3742767812630063e-08
2016,8.285360175719347e-10,1.0149566520567532e-08
2017,5.031222660711876e-10,1.0314006537726073e-08
2018,7.744400121190154e-10,1.626323964387666e-08
2019,7.65296326310505e-10,9.94885240857002e-09
