year,auront_VERB osé_VERB,auront_VERB posé_VERB
1853,1.1346670270029335e-08,1.0749477752369785e-08
1854,6.234797567117312e-09,2.5978321716024766e-09
1855,1.0613874223963649e-09,1.0083180512765466e-08
1856,9.318940286107136e-09,2.0708756931497874e-09
1857,9.274867096564776e-09,1.4644527812635033e-09
1858,1.468102794888182e-08,5.872411001917044e-09
1859,5.601390462572908e-09,1.1202780925145817e-08
1860,1.9681891672007623e-08,1.2358396972445007e-08
1861,4.715963619617014e-09,1.650587222457034e-08
1862,4.9697850279528666e-09,1.445755604123633e-08
1863,6.99246927027275e-09,1.1487627737949424e-08
1864,1.102787461348953e-08,3.3563094525845827e-09
1865,5.177528628053096e-09,1.4120533631256649e-09
1866,8.75810357570117e-09,8.75810357570117e-09
1867,9.7056229719783e-09,9.7056229719783e-10
1868,4.93987406535723e-10,1.432563490055827e-08
1869,5.860222973552709e-09,1.4650557211837167e-08
1870,2.8670243956696595e-09,9.17447806614291e-09
1871,0.0,6.37270636261178e-09
1872,1.2094678591978436e-09,1.8142017887967654e-09
1873,7.781805422268917e-09,1.7958012854535355e-09
1874,4.779687312606029e-09,4.182226565063729e-09
1875,6.293679799540541e-09,1.3731664694205392e-08
1876,4.836811839936672e-09,6.04601479992084e-09
1877,0.0,3.710889595609501e-09
1878,4.831270938865373e-09,4.22736201599605e-09
1879,0.0,2.443730107160036e-09
1880,7.701415505323439e-09,6.417846254436199e-09
1881,6.972507571312292e-10,4.183504653809678e-09
1882,9.317538740560849e-09,3.3276925659464496e-09
1883,7.58320695126713e-09,3.791603475633565e-09
1884,3.9610181801208455e-09,7.922036360241691e-09
1885,1.933690763067375e-09,6.445635580831777e-09
1886,7.744156427236248e-09,1.936039106809062e-09
1887,5.876032105334161e-09,9.140494583448344e-09
1888,1.268122939990235e-09,1.9021844099853524e-09
1889,1.8795409673089125e-09,5.6386229019267375e-09
1890,5.243509182406569e-09,5.243509182406569e-09
1891,4.461953917456185e-09,8.286486163910922e-09
1892,3.1342561879199593e-09,2.5074049503359674e-09
1893,1.847525021858587e-09,2.463366621796581e-09
1894,3.780923574225881e-09,5.041231432301174e-09
1895,2.4074457982692365e-09,0.0
1896,0.0,2.358811590497112e-09
1897,5.2440420894583895e-09,2.330685422435863e-09
1898,1.13167097914868e-09,1.6975064687230201e-09
1899,4.9748205555033564e-09,7.185851913504848e-09
1900,6.748368974740515e-09,8.824790675987515e-09
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,6.874397495693074e-09,2.455141867585553e-09
1903,1.6200660812870638e-09,6.480264325148255e-09
1904,1.0749250378694342e-09,9.13686282189019e-09
1905,2.580379465655369e-09,9.28936660926638e-09
1906,3.600929110447737e-09,3.0865106026567446e-09
1907,2.057137349353866e-09,4.114274698707732e-09
1908,2.4556945366072114e-09,9.822778146428846e-10
1909,1.6502950117569526e-09,1.6502950117569526e-09
1910,3.206490406526541e-09,4.275320542035388e-09
1911,3.1922244847493175e-09,3.7242617878519013e-09
1912,5.209421227725386e-10,3.646594803896619e-09
1913,3.181793939432964e-09,7.954484182448596e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,1.0987461607214755e-08,8.789969641043172e-09
1917,0.0,9.869782324756216e-09
1918,1.378365155346728e-08,4.594550517822427e-09
1919,3.6831393490643904e-09,5.524709134618888e-09
1920,1.514446346106979e-09,7.572231730534895e-10
1921,0.0,1.5145494858259667e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,0.0,7.734974438733389e-09
1925,0.0,1.8696901804560184e-08
1926,0.0,2.229227691330493e-09
1927,0.0,4.4596899506643695e-09
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,1.1140406375176326e-09,1.2254447234738564e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,6.843213995466613e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,0.0,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,0.0,0.0
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,4.908504269707237e-09,4.908504269707237e-09
1950,7.444753258312176e-09,5.317680518146517e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,3.1634410646574906e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,0.0,2.9317608341017376e-09
1955,0.0,6.569925492527773e-09
1956,3.488456634670456e-09,1.0465369904011368e-08
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,6.617794756635931e-09,8.272243445794913e-10
1959,7.750747821333448e-10,5.425523585955716e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,7.64297514166401e-09,4.16889545107324e-09
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,3.2832261354087677e-09,7.1136563306595235e-09
1966,0.0,6.092982118843793e-09
1967,4.930335695263466e-09,2.9582012395223956e-09
1968,3.5931326802796093e-09,6.737123747768692e-09
1969,1.3625273131978588e-09,5.904285060864822e-09
1970,3.219107425067591e-09,8.7375777724219e-09
1971,4.624557625731995e-09,3.083038491169532e-09
1972,4.6171320100540925e-09,3.5911027485013847e-09
1973,1.6539611902288698e-09,5.513203671370093e-09
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,5.711480177694739e-10,6.282628195464213e-09
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,5.876781727920388e-09
1978,1.1881182704343018e-09,1.7821774056514528e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,5.116635559687666e-09
1981,5.69299452024552e-09,7.590659656386833e-09
1982,1.8622506869903077e-09,6.2075020679230875e-09
1983,2.5261264191556165e-09,4.4207211225000265e-09
1984,4.639206796497319e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,3.5966913891627428e-09
1987,6.110816852533674e-10,5.49973533381376e-09
1988,2.99827696004229e-09,6.596209356501959e-09
1989,3.2928733073589456e-09,1.0976243913773942e-08
1990,4.90378582185258e-09,4.358920779878872e-09
1991,1.7584396161396398e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,7.713921945651236e-09
1993,3.323524566667402e-09,5.539207315052863e-09
1994,5.802419433820205e-09,4.2199412852994556e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,9.58978896292706e-10,4.315404922294874e-09
1998,1.43043876743576e-09,3.337690568372409e-09
1999,3.656160929565999e-09,4.113180906983871e-09
2000,3.5344251969604557e-09,6.185244316725402e-09
2001,1.7524847129024579e-09,4.381211837767296e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,1.2500769308587678e-09,2.083461403401543e-09
2004,5.285749615779878e-09,3.523833003171717e-09
2005,5.854874363109275e-09,2.702249757291497e-09
2006,3.706100981659688e-09,5.353256948836815e-09
2007,5.991719120856942e-09,5.192823504529542e-09
2008,3.8316958494988285e-09,4.257439734089985e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,1.4171379625338432e-09,4.2514138876015295e-09
2011,2.2943831279320648e-09,1.911985902935953e-09
2012,2.0425516833455504e-09,2.7234021704458655e-09
2013,3.3469500504423877e-09,4.741512515948898e-09
2014,3.681256854903836e-09,5.413613113347537e-09
2015,2.659890530054554e-09,4.43315073539452e-09
2016,3.5212781579474495e-09,4.556948152156792e-09
2017,4.024978128569501e-09,5.7859059765519305e-09
2018,3.872199894061623e-09,3.3559066636712487e-09
2019,3.06118530524202e-09,5.867272001580659e-09
