year,petit_ADJ art_NOUN,petit_ADJ part_NOUN
1850,8.146795238417326e-09,6.788996032014438e-10
1851,1.2898877521649865e-09,0.0
1852,3.906327261660181e-09,0.0
1853,2.6873693936835252e-08,0.0
1854,1.506742686174789e-08,1.0391328908454511e-09
1855,1.6982198758341838e-08,1.5920811335945473e-09
1856,3.5204886728035234e-08,0.0
1857,2.1966791052818735e-08,9.763018171682347e-10
1858,1.468102794888182e-08,0.0
1859,2.7497735644033128e-08,5.092173349652285e-10
1860,2.8378540406492903e-08,8.696649705930426e-09
1861,2.263662679524714e-08,4.715963730639317e-10
1862,2.304173052358749e-08,1.355395878865906e-09
1863,1.448440001272644e-08,0.0
1864,3.691940475558653e-08,0.0
1865,4.706844425328427e-08,0.0
1866,2.530118803356629e-08,1.9462451650298362e-09
1867,4.173418055586353e-08,1.94112459439566e-09
1868,2.0253483223875435e-08,5.433861360870651e-09
1869,3.4672985371742016e-08,4.883519144627257e-10
1870,3.1537267464187835e-08,8.027668307875047e-09
1871,2.230447138096281e-08,0.0
1872,2.53988243770209e-08,6.047339295989218e-10
1873,2.0951015311521104e-08,0.0
1874,5.3174020908652864e-08,0.0
1875,4.634436967521083e-08,1.716458086775674e-09
1876,1.5054576962825195e-07,1.813804439976252e-09
1877,3.401648751566455e-08,6.184815992682502e-10
1878,5.3747890527144904e-08,0.0
1879,4.1543410711497586e-08,6.10932526790009e-10
1880,4.620849325398524e-08,0.0
1881,3.974329437772539e-08,6.972507571312292e-10
1882,3.593907815790942e-08,1.3310770263785798e-09
1883,4.99227781891598e-08,1.2638677882037541e-09
1884,2.6406787867472303e-08,0.0
1885,2.964992407150646e-08,0.0
1886,2.2587124282047455e-08,6.453463874400711e-10
1887,4.1132226735740574e-08,1.3057849246322917e-09
1888,3.23371354138402e-08,0.0
1889,2.0674951528576457e-08,6.265136742733546e-10
1890,1.0487018642368895e-08,0.0
1891,2.2947192146460793e-08,1.9122659011827636e-09
1892,1.2537024529635232e-08,2.5074049503359674e-09
1893,1.23168328869383e-08,0.0
1894,3.213785193523222e-08,2.520615716150587e-09
1895,2.106515073485582e-08,0.0
1896,1.2383760572554081e-08,1.179405795248556e-09
1897,2.913356778044829e-08,5.826713556089658e-10
1898,2.7160104165702137e-08,0.0
1899,1.326618814800895e-08,1.6582735185011188e-09
1900,2.5955264937316258e-08,0.0
1901,2.1237207714630557e-08,2.235495566438317e-09
1902,2.1605249256317904e-08,9.820567692386817e-10
1903,2.5381035939631147e-08,1.0800440541913758e-09
1904,2.2573424907079698e-08,0.0
1905,1.5998353308788182e-08,3.0964554253998244e-09
1906,2.2634412566446827e-08,1.0288369045596824e-09
1907,1.3885677219160897e-08,2.5714217422034835e-09
1908,2.013669497813453e-08,4.911389073214423e-10
1909,1.3752459060434319e-08,5.500983557560346e-10
1910,1.870452726038252e-08,2.6720753387721174e-09
1911,7.980560989828689e-09,0.0
1912,1.9795801164956828e-08,0.0
1913,2.75755464018701e-08,1.590896969716482e-09
1914,1.808120764223986e-08,2.678697486047099e-09
1915,1.7671142660269368e-08,3.534228465440492e-09
1916,1.3184954461564757e-08,1.0987462051303964e-09
1917,2.1932848426331475e-08,0.0
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,1.1970203273037328e-08,9.207848372660976e-10
1920,1.2872793941909322e-08,0.0
1921,1.0601846234248313e-08,7.572747429129834e-10
1922,1.3280284150152255e-08,0.0
1923,6.369568872344189e-09,0.0
1924,3.351822430719409e-08,1.289162443462999e-09
1925,2.3096174084358267e-08,6.598906754362588e-09
1926,4.01260994431496e-08,0.0
1927,3.01029075000514e-08,3.3447675740205796e-09
1928,1.942427008128078e-08,2.2852082448565625e-09
1929,2.6736974856333973e-08,2.2280812750352652e-09
1930,5.2518018822667045e-09,1.0503603542488804e-09
1931,2.0529641986399838e-08,0.0
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,3.555905370156154e-08,1.1470662197865522e-09
1934,1.0783422155213884e-08,0.0
1935,3.8298508364675854e-08,1.196828414151696e-09
1936,2.0612015205756506e-08,0.0
1937,2.8959571851672194e-08,0.0
1938,1.037217134403079e-08,1.2965214457594243e-09
1939,1.988226561167039e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.9032352522051497e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,1.5249528306782167e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,1.1920871401116528e-08,0.0
1948,2.0656586885436923e-08,2.174377566888097e-09
1949,1.0798709260129158e-08,9.817008317369869e-10
1950,7.444753036267571e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,0.0
1952,9.49032352703938e-09,0.0
1953,7.54167928107563e-09,3.232148326759443e-09
1954,2.736310134032749e-08,1.9545072227344917e-09
1955,1.595553333899602e-08,1.8771215692936494e-09
1956,1.4825940697349438e-08,8.72114158667614e-10
1957,4.4175189062301e-09,1.7670075402875796e-09
1958,6.617794756635931e-09,8.272243445794913e-10
1959,1.7826719878044628e-08,0.0
1960,1.0381249748725452e-08,0.0
1961,3.335116405267513e-08,2.08444772553662e-09
1962,1.5220695148698837e-08,1.2683912808952869e-09
1963,9.69907976156037e-09,1.2932106496776896e-09
1964,1.0342745937474973e-08,2.4335873316516654e-09
1965,1.1491291473930687e-08,5.472043373977442e-10
1966,1.7725039436200518e-08,1.1078149508847446e-09
1967,1.2818872185960117e-08,1.9721342336964653e-09
1968,1.706738020357257e-08,8.982831700699023e-10
1969,1.7258679291254353e-08,4.5417578031781147e-10
1970,6.898087712148282e-09,1.8394900047624674e-09
1971,3.1344224216134364e-08,1.0276794970565106e-09
1972,3.950213012249293e-08,5.130146862875051e-10
1973,1.3783009789047895e-08,1.6539611902288698e-09
1974,7.875800289713908e-09,0.0
1975,1.4278700888326057e-08,1.1422960355389478e-09
1976,1.8283285663223126e-08,1.7140580066410394e-09
1977,1.116588538296881e-08,2.3507127355770763e-09
1978,8.910887250301869e-09,2.3762365408686037e-09
1979,6.43717057435822e-09,0.0
1980,1.7055451828618118e-08,1.7055452605774235e-09
1981,1.644642960707543e-08,1.2651099057237047e-09
1982,6.207502289967692e-09,0.0
1983,8.209910862255754e-09,2.526126308133314e-09
1984,1.6237224120807525e-08,2.8995041922996734e-09
1985,1.8046673599947383e-08,6.015558051686298e-10
1986,1.1988971038157104e-08,1.1988970927134801e-09
1987,1.0999470334560613e-08,2.4443267965246207e-09
1988,1.1993107784658008e-08,4.797243047249822e-09
1989,9.329807371116772e-09,1.0976244357863152e-09
1990,8.717841726291198e-09,0.0
1991,8.20605139395525e-09,2.344586136349136e-09
1992,1.2672871863017576e-08,5.509944167592096e-10
1993,9.970573311424147e-09,5.539207426075166e-10
1994,2.004472143823932e-08,1.0549853213248639e-09
1995,1.735184240736487e-08,2.1689803286761844e-09
1996,1.1209993155958387e-08,0.0
1997,2.3015494066136455e-08,1.917957792585412e-09
1998,1.0013071150005715e-08,2.86087753487152e-09
1999,1.0511462422702067e-08,1.3710603763428253e-09
2000,2.0322944327411108e-08,3.97622823555821e-09
2001,1.3143635679835342e-08,0.0
2002,1.2705542173918616e-08,4.38122149670761e-10
2003,1.5417615240043148e-08,4.1669229178253886e-10
2004,1.3214374039449694e-08,4.404791253964646e-10
2005,1.3961623857028371e-08,4.503749595485829e-09
2006,1.0294724850368198e-08,4.1178899179428186e-10
2007,1.47795736760159e-08,1.1983438408247338e-09
2008,5.534671554396908e-09,5.108927725316903e-09
2009,9.53638501499654e-09,3.337734755248789e-09
2010,1.3698999934419476e-08,0.0
2011,3.0591775501687124e-09,2.2943831279320648e-09
2012,6.468080210320082e-09,4.0851031724020714e-09
2013,4.7415126269712005e-09,3.6258624991347688e-09
2014,8.01214718182397e-09,1.0827225782605865e-09
2015,1.0417904455772842e-08,1.329945265027277e-09
2016,1.284230832787614e-08,1.4499380585064614e-09
2017,6.037467220609827e-09,1.0062445321423752e-09
2018,7.486253561506118e-09,1.2907333535316923e-09
2019,6.12237061048404e-09,2.8060865853163364e-09
