year,tout_DET achat_NOUN,tout_DET pacha_NOUN
1868,6.619431403009912e-08,4.93987406535723e-10
1869,8.253147321113374e-08,1.4650557433881772e-09
1870,8.429051590042036e-08,0.0
1871,9.240423981538015e-08,0.0
1872,6.41017958713519e-08,1.8142017887967654e-09
1873,1.4965011274625795e-07,0.0
1874,8.722929045745786e-08,1.1949218281515073e-09
1875,9.440519832537575e-08,0.0
1876,9.069021977836655e-08,6.650616279912924e-09
1877,4.63861216104533e-08,0.0
1878,6.58260641550612e-08,0.0
1879,7.819936520547799e-08,5.498392852132383e-09
1880,5.776061762219342e-08,0.0
1881,8.715634702838315e-08,4.880755410940907e-09
1882,9.517200538766701e-08,6.655385131892899e-10
1883,6.951272712996115e-08,3.159669414998234e-09
1884,6.997798607244476e-08,0.0
1885,7.154655623509143e-08,0.0
1886,8.13136420418914e-08,1.2906927748801422e-09
1887,5.7454535351553204e-08,0.0
1888,1.0018171359149619e-07,0.0
1889,5.5759715067438265e-08,0.0
1890,7.209825270138026e-08,0.0
1891,1.2493471679420054e-07,0.0
1892,1.0719156406935326e-07,0.0
1893,7.205347518635108e-08,0.0
1894,7.750893438185358e-08,0.0
1895,1.0773320013868215e-07,0.0
1896,1.1735087479536332e-07,0.0
1897,1.1187289850056459e-07,1.7480140668268973e-09
1898,1.0750874501752605e-07,5.6583548957434e-10
1899,7.406954871669313e-08,1.6582735185011188e-09
1900,1.2666169624253598e-07,0.0
1901,1.2127563131514307e-07,0.0
1902,8.396585471359685e-08,4.910283846193408e-10
1903,1.0962447216655846e-07,3.2401321625741275e-09
1904,1.0426772956151353e-07,0.0
1905,1.1147239575848289e-07,0.0
1906,7.870602392046067e-08,0.0
1907,8.434263243373152e-08,0.0
1908,1.1689106038659247e-07,0.0
1909,1.2542242266988524e-07,0.0
1910,1.1169274749533997e-07,0.0
1911,2.2239164465531758e-07,1.5961122423746588e-09
1912,1.0887690393701632e-07,0.0
1913,1.1030218338703435e-07,0.0
1914,8.705766951777605e-08,0.0
1915,1.4490336752714938e-07,0.0
1916,1.6041694550494867e-07,0.0
1917,1.5572322809020989e-07,0.0
1918,2.0101158071383907e-07,0.0
1919,1.546918575456857e-07,0.0
1920,2.945598129855398e-07,0.0
1921,1.7341592162267716e-07,5.300923255902035e-09
1922,1.6231458754845107e-07,0.0
1923,1.507464588712537e-07,2.1231896241147297e-09
1924,1.302054069007852e-07,1.289162443462999e-09
1925,1.4297631345527861e-07,0.0
1926,1.3709750312784763e-07,1.1146138456652466e-09
1927,8.13893441531377e-08,1.1149224876660924e-09
1928,1.565367586664479e-07,1.1426041224282812e-09
1929,1.0137769557161391e-07,0.0
1930,1.1553964185395671e-07,9.453243521306831e-09
1931,1.2203731714066635e-07,0.0
1932,1.5891328075667843e-07,0.0
1933,9.97947591230286e-08,2.2941324395731044e-09
1934,1.4377896206951846e-07,1.1981580172459871e-09
1935,1.1848601388919633e-07,0.0
1936,1.624711778447363e-07,0.0
1937,1.6242542777433755e-07,0.0
1938,1.3483822769444487e-07,0.0
1939,2.0341086859332336e-07,0.0
1940,1.673616694120028e-07,0.0
1941,2.597322321662432e-07,0.0
1942,1.2743689836725025e-07,0.0
1943,1.335488182263589e-07,0.0
1944,2.0564390723620818e-07,0.0
1945,2.0042237736106472e-07,0.0
1946,1.1136883415474585e-07,0.0
1947,1.6689218895749036e-07,0.0
1948,1.5764237026871797e-07,0.0
1949,1.2762110479513922e-07,0.0
1950,1.7229285553810314e-07,0.0
1951,1.2367225910026036e-07,0.0
1952,1.571175829440108e-07,0.0
1953,1.572978778341394e-07,0.0
1954,1.5147431042805692e-07,0.0
1955,1.2952138916944023e-07,0.0
1956,1.7965551890597453e-07,0.0
1957,1.1132147292869377e-07,0.0
1958,1.389736876689085e-07,0.0
1959,9.533419564888845e-08,2.325224457422337e-09
1960,9.343125118022044e-08,0.0
1961,9.727423222471998e-08,0.0
1962,1.2493653933631776e-07,0.0
1963,8.793832684261815e-08,0.0
1964,9.916868659587408e-08,1.2167936658258327e-09
1965,1.0615763912369403e-07,0.0
1966,1.0579632636620317e-07,1.1078149508847446e-09
1967,1.2424445827718955e-07,0.0
1968,1.2351393241516462e-07,0.0
1969,1.2807756721855412e-07,4.5417578031781147e-10
1970,1.3290314981873053e-07,0.0
1971,1.3308449720028648e-07,0.0
1972,1.292797007224067e-07,0.0
1973,1.3838142010058618e-07,1.102640756478479e-09
1974,1.6764203536467903e-07,0.0
1975,1.427870053305469e-07,1.7134440533084216e-09
1976,1.451235860372435e-07,5.713526873840635e-10
1977,1.3340294735542102e-07,1.1753563677885381e-09
1978,1.360395440741513e-07,0.0
1979,1.6736643182468924e-07,0.0
1980,1.2621034439774803e-07,2.2740602734216964e-09
1981,1.6319917417462193e-07,1.2651099057237047e-09
1982,1.8746657204360417e-07,0.0
1983,1.4777840240398632e-07,6.315316047889041e-10
1984,1.9426677866363207e-07,0.0
1985,2.0934141531370187e-07,0.0
1986,1.7144227903997944e-07,0.0
1987,2.114342674275349e-07,6.110816852533674e-10
1988,1.553107420448896e-07,0.0
1989,1.7397347740200075e-07,0.0
1990,1.4983790386224882e-07,0.0
1991,1.5239810124967335e-07,0.0
1992,1.3940158138936454e-07,0.0
1993,1.96641858352109e-07,1.661762283333701e-09
1994,1.2554325135027966e-07,0.0
1995,1.4369495193733428e-07,0.0
1996,1.6761609789028853e-07,1.067618438099771e-09
1997,1.9275475171554035e-07,0.0
1998,1.5305694578415796e-07,0.0
1999,1.243094684966195e-07,0.0
2000,1.2370488100543753e-07,0.0
2001,1.1259714138844856e-07,0.0
2002,1.187311031713989e-07,4.38122149670761e-10
2003,1.183406137528209e-07,0.0
2004,8.897678682728838e-08,4.404791253964646e-10
2005,1.0763961810766887e-07,9.007499190971657e-10
2006,1.1077124195679744e-07,4.1178899179428186e-10
2007,9.466916495171063e-08,0.0
2008,1.1707958780249328e-07,0.0
2009,1.0251613691281136e-07,2.384096253749135e-09
2010,1.034510690445245e-07,0.0
2011,1.5487086546528417e-07,3.82397197240536e-10
2012,1.419573436578503e-07,6.808505426114664e-10
2013,1.2746301436550311e-07,2.789125042035323e-10
2014,1.201822108498618e-07,0.0
2015,1.2324159293086723e-07,2.2165753954528356e-10
2016,1.1868778670987012e-07,4.1426800878596737e-10
2017,1.187368514621312e-07,0.0
2018,9.293279745747896e-08,0.0
2019,8.74988774768326e-08,0.0
