year,étaient_VERB assez_ADV,étaient_VERB passées_ADJ,etaient_VERB assez_ADV
1920,1.1994414990113e-06,5.300562211374427e-09,0.0
1921,1.2169405181339243e-06,3.0290989716519334e-09,4.543648568500203e-09
1922,1.199652274408436e-06,1.4755870969551665e-09,7.377935484775833e-10
1923,1.1677542488541803e-06,0.0,1.0615948120573648e-09
1924,1.1744269841074129e-06,0.0,0.0
1925,1.1141154345750692e-06,0.0,3.299453377181294e-09
1926,1.1770322316806414e-06,0.0,0.0
1927,1.114922497436055e-06,1.1149224876660924e-09,2.2298449753321847e-09
1928,1.1631709639914334e-06,1.1426041224282812e-09,1.1426041224282812e-09
1929,1.238813183590537e-06,3.342121912552898e-09,2.2280812750352652e-09
1930,1.3654685062647332e-06,0.0,0.0
1931,1.1108817261629156e-06,0.0,1.1405356659111021e-09
1932,1.1365038972144248e-06,0.0,1.0959536611565568e-09
1933,1.2250667396074277e-06,0.0,2.2941324395731044e-09
1934,1.2257156640771427e-06,0.0,0.0
1935,1.0232882914351649e-06,0.0,2.393656828303392e-09
1936,1.144573047895392e-06,0.0,0.0
1937,1.1886015727213817e-06,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2096545560780214e-06,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.232700469699921e-06,1.5294050470515685e-09,1.5294050470515685e-09
1940,1.1258875929343048e-06,0.0,2.5357829169792012e-09
1941,1.2248735856701387e-06,0.0,0.0
1942,1.1438978617661633e-06,0.0,0.0
1943,1.2454878515200107e-06,0.0,2.9032352077962287e-09
1944,1.1374678479114664e-06,0.0,0.0
1945,1.2591752920343424e-06,0.0,0.0
1946,1.1457068467279896e-06,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1408272939661401e-06,0.0,1.1920870957027319e-09
1948,1.0230446605419274e-06,2.174377566888097e-09,0.0
1949,9.92499508356559e-07,0.0,9.817008317369869e-10
1950,1.0231217402179027e-06,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0885290748774423e-06,0.0,0.0
1952,1.0502624263608595e-06,0.0,2.1089607837865287e-09
1953,1.1000078075085185e-06,0.0,0.0
1954,1.0740017160060233e-06,0.0,1.9545072227344917e-09
1955,1.1075017027906142e-06,1.8771215692936494e-09,2.815682353940474e-09
1956,9.924658570525935e-07,8.72114158667614e-10,1.744228317335228e-09
1957,1.0292818615198485e-06,0.0,0.0
1958,1.0207947980234167e-06,8.272243445794913e-10,1.6544486891589827e-09
1959,1.0246488955090172e-06,7.750747821333448e-10,3.8753737996444215e-09
1960,1.0658083056114265e-06,6.920833350854139e-10,1.3841666701708277e-09
1961,1.0095675406773807e-06,2.08444772553662e-09,2.779263708063695e-09
1962,1.0495938340682187e-06,0.0,2.5367825617905737e-09
1963,1.14061174372182e-06,0.0,2.5864212993553792e-09
1964,9.649173762227292e-07,0.0,0.0
1965,1.076898115570657e-06,5.472043373977442e-10,3.2832261354087677e-09
1966,1.0662719205356552e-06,0.0,5.539074754423723e-10
1967,9.180284905596636e-07,0.0,3.944268467392931e-09
1968,1.1345316579536302e-06,1.3474247273492779e-09,3.1439910674890825e-09
1969,9.914657539411564e-07,3.6334062425424918e-09,9.083515606356229e-10
1970,9.579143807059154e-07,0.0,1.3796175313274261e-09
1971,9.7578163149592e-07,0.0,5.138397485282553e-10
1972,9.398428915119439e-07,2.0520587451500205e-09,3.5911027485013847e-09
1973,9.295261520492204e-07,1.102640756478479e-09,3.3079223804577396e-09
1974,9.366576705360785e-07,1.1251143350321513e-09,0.0
1975,8.624335237072955e-07,1.1422960355389478e-09,1.1422960355389478e-09
1976,8.981664336715767e-07,1.7140580066410394e-09,5.713526873840635e-10
1977,9.114888825934031e-07,5.876781838942691e-10,5.876781838942691e-10
1978,9.100986062549055e-07,5.940591352171509e-10,2.3762365408686037e-09
1979,8.397581723329495e-07,1.1703946700691858e-09,2.925986564150662e-09
1980,8.607318022768595e-07,2.8425752862659692e-09,2.8425752862659692e-09
1981,8.356050784641411e-07,1.2651099057237047e-09,1.2651099057237047e-09
1982,8.113205467452644e-07,1.2415004579935385e-09,3.1037510339615437e-09
1983,7.761523193039466e-07,1.89459470334441e-09,0.0
1984,8.118611845020496e-07,1.1598016991243298e-09,1.1598016991243298e-09
1985,7.501400887122145e-07,2.4062232206745193e-09,1.2031116103372597e-09
1986,7.732886047051579e-07,1.1988970927134801e-09,1.7983456945813714e-09
1987,7.852399903640617e-07,1.8332451112712533e-09,6.110816852533674e-10
1988,7.987409844645299e-07,2.398621523624911e-09,1.1993107618124554e-09
1989,8.160837410287058e-07,2.7440609784434855e-09,1.0976244357863152e-09
1990,7.606316785313538e-07,1.089730194969718e-09,2.179460389939436e-09
1991,7.4088922019655e-07,0.0,2.344586080837985e-09
1992,7.234556846924534e-07,1.1019888335184191e-09,2.7549720282848966e-09
1993,7.644106290172203e-07,2.2156829704300662e-09,1.1078414852150331e-09
1994,7.5642446972779e-07,2.637463358823311e-09,5.274926606624319e-10
1995,7.228126719382999e-07,1.0844901643380922e-09,0.0
1996,7.670838613194064e-07,5.338092190498855e-10,5.338092190498855e-10
1997,7.355367870331975e-07,1.438468344439059e-09,4.315404922294874e-09
1998,7.29046973901859e-07,1.43043876743576e-09,5.2449422582867555e-09
1999,7.600244771310827e-07,1.3710603763428253e-09,2.285100553223174e-09
2000,7.236735655169468e-07,1.7672125984802278e-09,8.836062992401139e-10
2001,7.34729212581442e-07,8.762423564512289e-10,0.0
2002,6.887279937473068e-07,1.3143663935011318e-09,0.0
2003,7.187941832853539e-07,1.2500769308587678e-09,8.333845835650777e-10
2004,7.131357051548548e-07,4.404791253964646e-10,1.3214374039449694e-09
2005,7.476224368474504e-07,1.3511248786457486e-09,9.007499190971657e-10
2006,7.058063147269422e-07,2.0589450144825605e-09,2.0589450144825605e-09
2007,7.341853347497818e-07,2.7961355453243186e-09,1.1983438685803094e-09
2008,7.114181812539755e-07,2.9802078582719105e-09,8.514879357157668e-10
2009,7.261957080118009e-07,1.907277002999308e-09,0.0
2010,8.720122082195303e-07,1.4171379625338432e-09,0.0
2011,8.852495056999032e-07,2.6767803529281764e-09,0.0
2012,1.0553183074080152e-06,1.7021263287730903e-09,0.0
2013,1.1070037544413935e-06,2.7891249310130206e-09,0.0
2014,1.1346933206368703e-06,6.279790909502481e-09,4.330890368553497e-10
2015,1.0847919611478574e-06,2.659890530054554e-09,2.2165753954528356e-10
2016,1.1756926596717676e-06,3.935546111222266e-09,2.0713400439298368e-10
2017,1.0397021696917363e-06,4.779661555431858e-09,5.031222660711876e-10
2018,1.1825699175460613e-06,3.0977600484760615e-09,2.5814667070633845e-10
2019,1.1305977523079491e-06,2.2958890344426663e-09,0.0
