year,étaient_VERB assez_ADV,étaient_VERB passées_ADJ,etaient_VERB assez_ADV
1800,8.677894243191986e-07,0.0,0.0
1801,6.381569050972757e-07,0.0,0.0
1802,5.147032311469957e-07,0.0,0.0
1803,5.655983841279522e-07,0.0,0.0
1804,1.035705508911633e-06,0.0,0.0
1805,6.822906470915768e-07,0.0,0.0
1806,5.907421609663288e-07,2.881669125542885e-09,2.881669125542885e-09
1807,9.992812692871667e-07,0.0,2.8469551160981155e-09
1808,6.390328621819208e-07,0.0,1.5862518409903714e-08
1809,5.489443992701126e-07,0.0,2.259030518203531e-09
1810,7.020380508038215e-07,0.0,0.0
1811,8.022645943128737e-07,0.0,5.0141535368197765e-09
1812,8.401705713367846e-07,0.0,0.0
1813,8.425923283539305e-07,0.0,0.0
1814,1.0730169606176787e-06,0.0,3.1466771410748606e-09
1815,1.2703923175649834e-06,0.0,0.0
1816,1.1356258937667008e-06,0.0,0.0
1817,8.578372217016295e-07,0.0,0.0
1818,1.0240291885565966e-06,0.0,3.5763532135746345e-09
1819,1.0330347777198767e-06,0.0,1.035105001712111e-09
1820,1.240047254214005e-06,1.1866481131050932e-09,0.0
1821,1.1291404007351957e-06,9.86148829262845e-10,1.97229765852569e-09
1822,1.2471866739360848e-06,0.0,3.0076847679083585e-09
1823,1.3460219179250998e-06,0.0,4.941343334508019e-09
1824,1.0922183264483465e-06,0.0,3.3684450784221553e-09
1825,1.0275952035954106e-06,1.7610886082763955e-09,8.805443041381977e-10
1826,1.1934819212910952e-06,8.807984341885344e-10,3.5231937367541377e-09
1827,1.404712406838371e-06,0.0,7.373818444733615e-09
1828,1.304301235904859e-06,0.0,1.8344602503717056e-09
1829,1.3528472209145548e-06,0.0,8.57317605795771e-10
1830,1.5582195374008734e-06,0.0,0.0
1831,1.334607190983661e-06,0.0,1.5591206103948707e-09
1832,1.2542282092908863e-06,1.3529969367098715e-09,1.3529969367098715e-09
1833,1.4410034054890275e-06,1.1583628500844156e-09,0.0
1834,1.3357713442019303e-06,0.0,9.334530925997342e-10
1835,1.6026183402573224e-06,0.0,2.2689263801112247e-09
1836,1.3911952692069463e-06,0.0,2.688300027031687e-09
1837,1.55508860189002e-06,1.3915781860163179e-09,0.0
1838,1.5168125173659064e-06,0.0,2.5248647617104325e-09
1839,1.6073400956884143e-06,2.0974426639952526e-09,1.3982950353153e-09
1840,1.4643914028056315e-06,0.0,1.2739377330817092e-09
1841,1.4670953305540024e-06,6.420548537278137e-10,1.2841097074556274e-09
1842,1.5180803529801778e-06,0.0,3.3541325272778977e-09
1843,1.4879509535603574e-06,2.3627644285539873e-09,5.31621990873532e-09
1844,1.5949758562783245e-06,2.195424508855126e-09,2.195424508855126e-09
1845,1.5697181652285508e-06,0.0,5.580227946389016e-10
1846,1.4548435274264193e-06,5.854501328173001e-10,2.9272506640865004e-09
1847,1.4610243397328304e-06,5.393223645455691e-10,1.6179670936367074e-09
1848,1.4223951438907534e-06,0.0,8.045221711050488e-10
1849,1.509132630417298e-06,0.0,2.513824481908955e-09
1850,1.3068816997474642e-06,0.0,6.788996032014438e-10
1851,1.515618123448803e-06,6.449438760824933e-10,6.449438760824933e-10
1852,1.3164323036107817e-06,0.0,0.0
1853,1.4673036048407084e-06,5.971931837933653e-10,5.971931837933653e-10
1854,1.2599485899045249e-06,5.195664454227256e-10,5.195664454227256e-10
1855,1.3697205076823593e-06,0.0,5.306937111981824e-10
1856,1.3082757277516066e-06,0.0,2.0708756931497874e-09
1857,1.3590121170636849e-06,0.0,0.0
1858,1.3653356063514366e-06,4.893676019968041e-10,9.787352039936081e-10
1859,1.4553431810782058e-06,0.0,1.018434669930457e-09
1860,1.5896559943939792e-06,9.154367819341758e-10,0.0
1861,1.53363146182528e-06,0.0,0.0
1862,1.5013267784524942e-06,0.0,1.3553959066214816e-09
1863,1.3790148614134523e-06,0.0,4.994620828036034e-10
1864,1.3238243354862789e-06,0.0,9.589455896019672e-10
1865,1.3861656498193042e-06,0.0,1.4120533631256649e-09
1866,1.3667506664205575e-06,4.865612912574591e-10,2.919367858567057e-09
1867,1.3908157825426315e-06,0.0,9.7056229719783e-10
1868,1.5684099707868882e-06,0.0,0.0
1869,1.2604363064383506e-06,2.441759683335931e-09,2.441759683335931e-09
1870,1.3199780823924812e-06,2.2936195165357276e-09,1.1468097582678638e-09
1871,1.375442479911726e-06,3.18635318130589e-09,1.0621177271019633e-09
1872,1.4568040569429286e-06,9.675742873582749e-09,3.0236697590169115e-09
1873,1.570727590660681e-06,2.3944017879529156e-09,5.986004469882289e-10
1874,1.5032117062219186e-06,2.3898436563030145e-09,1.1949218281515073e-09
1875,1.511055302216846e-06,0.0,0.0
1876,1.4298824453362613e-06,1.813804439976252e-09,0.0
1877,1.371173652842117e-06,0.0,6.184815992682502e-10
1878,1.5707669263065327e-06,1.8117265465633636e-09,2.4156354694326865e-09
1879,1.403922965437232e-06,1.221865053580018e-09,6.10932526790009e-10
1880,1.394598029946792e-06,1.9253538763308597e-09,0.0
1881,1.4014740372658707e-06,0.0,2.091752326904839e-09
1882,1.467512447561603e-06,0.0,6.655385131892899e-10
1883,1.4534479078065488e-06,1.2638677882037541e-09,6.319338941018771e-10
1884,1.3236402764960076e-06,6.601696966868076e-10,6.601696966868076e-10
1885,1.3503606623999076e-06,1.933690763067375e-09,6.445635691854079e-10
1886,1.3042450746070244e-06,6.453463874400711e-10,0.0
1887,1.4219997410691576e-06,1.3057849246322917e-09,2.6115698492645834e-09
1888,1.3131412970324163e-06,6.340614699951175e-10,0.0
1889,1.438475351278612e-06,6.265136742733546e-10,6.265136742733546e-10
1890,1.3764212098976714e-06,0.0,6.554386478008212e-10
1891,1.3685450994671555e-06,1.2748440081367107e-09,1.2748440081367107e-09
1892,1.3640283214044757e-06,0.0,0.0
1893,1.419515001543914e-06,6.158416554491453e-10,1.847525021858587e-09
1894,1.2804728157789214e-06,0.0,0.0
1895,1.4444674434344051e-06,1.8055843487019274e-09,2.4074457982692365e-09
1896,1.3433432286547031e-06,0.0,1.7691086373616827e-09
1897,1.2842076557717519e-06,1.7480140668268973e-09,5.826713556089658e-10
1898,1.3602684703073464e-06,5.6583546736987955e-09,5.6583548957434e-10
1899,1.3437543202599045e-06,0.0,1.1055156790007459e-09
1900,1.351750256617379e-06,0.0,5.191053142894475e-10
1901,1.2630549690584303e-06,5.588738916095792e-10,1.1177477832191585e-09
1902,1.131820454247645e-06,4.910283846193408e-10,1.4730852093691738e-09
1903,1.2695917348537478e-06,0.0,1.6200660812870638e-09
1904,1.3592426739705843e-06,0.0,1.0749250378694342e-09
1905,1.337668777523504e-06,0.0,0.0
1906,1.3158824003767222e-06,2.572092316910357e-09,2.0576738091193647e-09
1907,1.227082407240232e-06,3.599990305858114e-09,0.0
1908,1.2926775525556877e-06,0.0,9.822778146428846e-10
1909,1.1684088576657814e-06,8.251475058784763e-09,1.6502950117569526e-09
1910,1.1564742408154416e-06,2.137660271017694e-09,1.068830135508847e-09
1911,1.3237090570328292e-06,0.0,1.5961122423746588e-09
1912,1.1637846455414547e-06,1.5628263128064646e-09,5.209421227725386e-10
1913,1.357035102955706e-06,1.060597942803554e-09,1.060597942803554e-09
1914,1.2757296872223378e-06,6.696743715117748e-10,1.3393487430235496e-09
1915,1.334760327154072e-06,0.0,0.0
1916,1.183349695565994e-06,2.197492410260793e-09,1.0987462051303964e-09
1917,1.1350249451425043e-06,0.0,0.0
1918,1.239380026163417e-06,0.0,1.1486376294556067e-09
1919,1.0727143262556638e-06,0.0,9.207848372660976e-10
