year,auraient_VERB osé_VERB,auraient_VERB posé_VERB
1890,9.831579994568074e-09,1.5730527991308918e-08
1891,2.7409146952095398e-08,8.286486163910922e-09
1892,1.5044429702015805e-08,1.3163876211308434e-08
1893,3.0176241949675386e-08,8.621783287310336e-09
1894,2.7096618282484997e-08,7.561847148451761e-09
1895,2.6481902892783182e-08,9.027921521465032e-09
1896,1.9460195233023114e-08,1.7691086373616827e-09
1897,2.0976168357833558e-08,8.157399200570126e-09
1898,1.867257104493092e-08,9.619203211741478e-09
1899,1.492446166651007e-08,6.080336234504102e-09
1900,3.945200433008722e-08,3.633737311048435e-09
1901,2.4031576728589243e-08,5.58873880507349e-09
1902,2.258730624760119e-08,2.455141867585553e-09
1903,2.5381035939631147e-08,1.0260418292773466e-08
1904,2.4723275870996986e-08,3.2247751136083025e-09
1905,2.4255568220610257e-08,3.096455536422127e-09
1906,1.9033482345776065e-08,1.5432553013283723e-09
1907,2.262851062084792e-08,2.5714217422034835e-09
1908,1.620758460774141e-08,8.840499887696751e-09
1909,1.980354014108343e-08,2.2003934230241384e-09
1910,2.5651923252212327e-08,5.344150677544235e-10
1911,2.074945903984826e-08,9.044636151145369e-09
1912,2.344239469209697e-08,8.856016364688912e-09
1913,3.234823608977422e-08,3.181793939432964e-09
1914,6.696743604095445e-09,4.018046340092951e-09
1915,5.890381071793627e-09,1.1780762143587253e-08
1916,8.789969641043172e-09,9.888715624128963e-09
1917,1.5352993543160665e-08,1.315970976634162e-08
1918,9.189101035644853e-09,5.743188147278033e-09
1919,1.2890987832747669e-08,4.603924352863942e-09
1920,2.7260034229925623e-08,3.786115865267448e-09
1921,3.4077363153528495e-08,0.0
1922,1.770704471937279e-08,6.640141769764796e-09
1923,7.431163684401554e-09,3.1847844361720945e-09
1924,3.0939897754933554e-08,1.289162443462999e-09
1925,1.7597084678300234e-08,1.0998177923937646e-09
1926,1.671920735191179e-08,5.57306911730393e-09
1927,1.4493992672726108e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,3.4278122562625413e-09
1929,2.1166771446701205e-08,7.798284684668033e-09
1930,1.05036033204442e-08,1.1553964007759987e-08
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,1.3151444377967891e-08,3.287861094491973e-09
1933,2.2941325283909464e-08,6.882397318719313e-09
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,8.377798899061872e-09
1936,1.6974599503782883e-08,7.274828739411987e-09
1937,1.3850230295986421e-08,2.5182236296217297e-09
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,9.176430282309411e-09
1940,2.2822046474857416e-08,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,2.9234318077442367e-08,1.5313215584455975e-08
1947,1.0728784083369192e-08,5.960435700558264e-09
1948,1.7395020535104777e-08,8.697510267552389e-09
1949,2.6505922789965553e-08,8.835307596655184e-09
1950,8.508289184305795e-09,1.808011518278363e-08
1951,1.0661401539380222e-08,5.330700769690111e-09
1952,2.003512733494972e-08,5.272402070488624e-09
1953,1.939288907237824e-08,2.1547654771580937e-09
1954,1.2704297169818801e-08,3.9090144454689835e-09
1955,1.8771215692936494e-08,1.407841132561316e-08
1956,9.593255967388359e-09,1.3953826538681824e-08
1957,1.236905244894615e-08,7.951533653738352e-09
1958,1.9026160202884057e-08,3.3088973783179654e-09
1959,1.1626121398933265e-08,1.007597205671118e-08
1960,1.9378333604436193e-08,3.460416619915918e-09
1961,1.181187059273725e-08,8.33779090214648e-09
1962,1.2049716779927166e-08,4.43936931660005e-09
1963,1.2932106940866106e-08,8.405868889838075e-09
1964,2.3727476872181796e-08,5.475571551727398e-09
1965,2.6265809083270142e-08,8.755269398363907e-09
1966,1.163205709531212e-08,6.6468897053084675e-09
1967,1.232583901611406e-08,6.902469706915326e-09
1968,2.5601069708613977e-08,8.982831367632116e-09
1969,2.4071315607443466e-08,7.72098829315837e-09
1970,1.7015283404475667e-08,1.3796174869185052e-08
1971,1.1818314327172175e-08,1.1818314327172175e-08
1972,2.257264597460562e-08,1.487742551375959e-08
1973,1.1577728109557484e-08,9.37244681864513e-09
1974,1.518904291231138e-08,1.518904291231138e-08
1975,2.1703623787061588e-08,6.8537762132336866e-09
1976,2.285410793945175e-08,4.570821499072508e-09
1977,8.815172591880582e-09,1.1753563455840776e-08
1978,1.4257419245211622e-08,4.752473081737207e-09
1979,2.867466974976196e-08,7.607565244427406e-09
1980,1.1370301145063877e-08,1.1370301145063877e-08
1981,1.5813874654213578e-08,1.0753434587229549e-08
1982,2.1726258125909226e-08,1.2415004135846175e-08
1983,1.7682884490000106e-08,1.89459470334441e-09
1984,1.2177918229383522e-08,1.0438215625185876e-08
1985,1.5038894574104233e-08,5.414002135495366e-09
1986,1.4386765556650971e-08,5.994485352545098e-09
1987,1.588812459374367e-08,9.166225112267057e-09
1988,1.3792074149421296e-08,2.4585871116755698e-08
1989,2.030605195102453e-08,6.585746614717891e-09
1990,2.0704874259536155e-08,9.80757164370516e-09
1991,1.3481369798284959e-08,9.96449056600568e-09
1992,9.366905473484621e-09,1.3774860363469088e-08
1993,1.550978012687665e-08,9.970573700002205e-09
1994,1.7407257857371405e-08,1.002236071911966e-08
1995,1.2471637056421514e-08,1.3556126887692699e-08
1996,1.6548085568501847e-08,2.081855932090093e-08
1997,2.061804593722627e-08,1.1987236092636522e-08
1998,1.6688451509594415e-08,6.675381136744818e-09
1999,1.3710603319339043e-08,7.312321859131998e-09
2000,1.3695897749244068e-08,1.2812291672048559e-08
2001,2.190605918883648e-08,1.3143635513301888e-08
2002,1.1829298429688606e-08,9.63868718173444e-09
2003,1.3750845795357236e-08,5.000307723435071e-09
2004,1.3654853248112886e-08,9.690540814233373e-09
2005,1.3511249008502091e-08,1.0808999029165989e-08
2006,1.5647982465338828e-08,1.1941880373456115e-08
2007,1.8774054311165855e-08,1.0385647009059085e-08
2008,2.0009967016676455e-08,1.4475294740634581e-08
2009,1.8119131084404216e-08,1.0013204487790972e-08
2010,1.842279218067233e-08,1.6533276081531767e-08
2011,2.1796640936599943e-08,1.2619107536693264e-08
2012,2.2127641940983267e-08,1.1234034147378225e-08
2013,3.095928846619245e-08,1.5061274893923837e-08
2014,3.161549955166265e-08,1.5807749775831326e-08
2015,3.524354852402212e-08,1.2856137487915476e-08
2016,3.231290435223855e-08,1.864206033985738e-08
2017,2.264050280587071e-08,1.5596789637584152e-08
2018,3.2268335559137995e-08,1.8070267060465994e-08
2019,3.035675533169524e-08,1.2754938438774843e-08
