year,pouvait_VERB oser_VERB,pouvait_VERB poser_VERB
1851,4.9660677348128957e-08,2.8377531435808123e-08
1852,4.948014620254071e-08,3.385483537954315e-08
1853,4.598387448595531e-08,1.6721408258035808e-08
1854,1.7145692865483397e-08,3.4291385730966795e-08
1855,3.02495415382964e-08,3.661786607267459e-08
1856,2.1226476576430287e-08,1.8120163147727908e-08
1857,2.3431244500216053e-08,1.4156376515472857e-08
1858,2.5447114637699997e-08,3.572383633354548e-08
1859,2.800695320104296e-08,2.9025388315062628e-08
1860,2.8836257826014844e-08,2.654766717569146e-08
1861,3.7256114637784776e-08,2.6880993431177558e-08
1862,3.6595690033891515e-08,1.2198563048571032e-08
1863,3.646073309937492e-08,3.596127129412707e-08
1864,3.5001512799226475e-08,4.6029388300894425e-08
1865,3.294790928975999e-08,1.97687466396701e-08
1866,2.1895258939252926e-08,4.4277076227672296e-08
1867,4.658699026549584e-08,2.6690463172940326e-08
1868,2.1241458370013788e-08,4.0506968446152314e-08
1869,3.320792885119772e-08,3.857980246380066e-08
1870,5.734048613703635e-08,4.587239033071455e-08
1871,5.8416475212652585e-08,2.973929724703339e-08
1872,3.205089882385437e-08,2.7817760539505798e-08
1873,1.1373408881354408e-08,3.412022664406322e-08
1874,3.1067965977626955e-08,3.2262889249068394e-08
1875,3.661777370211894e-08,3.4901315615343265e-08
1876,2.418405919968336e-08,3.808989390563511e-08
1877,3.401648740464225e-08,4.329371350308975e-08
1878,2.3552445327368332e-08,1.5701630218245555e-08
1879,1.5273313280772527e-08,1.710611030603104e-08
1880,3.0805662021293756e-08,1.7328185109022343e-08
1881,2.5101027034679646e-08,2.2312024228199334e-08
1882,1.3976308999019693e-08,2.5956001792337702e-08
1883,1.579834751908038e-08,2.9068958795619437e-08
1884,2.772712726084592e-08,3.234831424947515e-08
1885,2.2559724754955823e-08,3.158361394639542e-08
1886,1.7424351739236954e-08,3.0976625708944994e-08
1887,2.6115698048556624e-08,2.8727267675776602e-08
1888,1.9655905347804037e-08,2.7264643875923866e-08
1889,1.566284169030041e-08,3.633779144252003e-08
1890,2.2284913470116408e-08,4.3258950199742685e-08
1891,2.103492668936724e-08,2.8683990294098294e-08
1892,1.002961980134387e-08,2.570090096298827e-08
1893,2.3401982574000613e-08,3.510297474917934e-08
1894,1.449354058991048e-08,3.276800342177921e-08
1895,9.629783193076946e-09,1.5046536461227333e-08
1896,1.1794058174530164e-08,2.8305738197786923e-08
1897,2.3889525024856084e-08,3.088158351260972e-08
1898,9.619203211741478e-09,3.168678830434146e-08
1899,2.2110313580014918e-08,4.366786754417262e-08
1900,9.863001082521805e-09,2.28406342728249e-08
1901,1.0618603774048552e-08,3.017919070202879e-08
1902,2.8479647085077886e-08,1.8659077838378835e-08
1903,3.2401320737562855e-08,3.132127801563911e-08
1904,1.1286712897629059e-08,3.0097901060344157e-08
1905,2.5287718585786934e-08,4.335037573355294e-08
1906,8.745113966313056e-09,2.9321851613417493e-08
1907,2.674278576364486e-08,3.5485619775954547e-08
1908,1.276961114626829e-08,1.3260750719723546e-08
1909,1.4852655993990993e-08,3.4656196135074424e-08
1910,1.7635697346918278e-08,1.336037680488289e-08
1911,1.9685383989553884e-08,2.074945903984826e-08
1912,9.376957876838787e-09,2.2921453179947093e-08
1913,2.704524781904638e-08,2.704524781904638e-08
1914,1.4063162190325329e-08,3.683209115479258e-08
1915,9.424609537234119e-09,4.358881966481931e-08
1916,2.4172416956957932e-08,1.7579939282086343e-08
1917,1.315970976634162e-08,1.2063066989753679e-08
1918,2.1824114071478107e-08,1.2635013924011673e-08
1919,2.2098836538475553e-08,1.4732557396257562e-08
1920,4.0890050456710014e-08,3.48322650722821e-08
1921,9.844571380313027e-09,5.83101567031008e-08
1922,1.9920426197472807e-08,3.6889677090812256e-08
1923,2.0170300985000722e-08,2.5478275489376756e-08
1924,1.1602462102189293e-08,3.480738541838946e-08
1925,1.9796720707176974e-08,3.8493624288094e-08
1926,1.7833821530643945e-08,2.229227646921572e-08
1927,1.5608915049369898e-08,4.2367055641534535e-08
1928,2.2852082892654835e-08,5.484499610020066e-08
1929,1.4482528065684619e-08,3.119313873867213e-08
1930,8.402882833991043e-09,2.8359728787563654e-08
1931,2.3951248095954725e-08,3.42160717536899e-08
1932,1.753525857850491e-08,2.301502632917618e-08
1933,2.408838994938378e-08,2.867665571670841e-08
1934,1.5576054224197833e-08,4.912448048344231e-08
1935,2.752705441366743e-08,2.752705441366743e-08
1936,2.3036957230715416e-08,3.031178508194898e-08
1937,3.1477796369472344e-08,4.1550688223424004e-08
1938,9.075650453382877e-09,3.1116513810047763e-08
1939,1.3764645423464117e-08,4.8940961505650193e-08
1940,5.0715658339584024e-09,2.5357829613881222e-08
1941,5.9030051957620344e-09,4.7224041566096275e-08
1942,1.2136847082899749e-08,3.3376331032286544e-08
1943,8.709705845433291e-09,4.3548528338988035e-08
1944,1.6065930807940276e-08,3.213186161588055e-08
1945,6.535512131478072e-09,4.7927088075994106e-08
1946,6.960552134671616e-09,5.568441707737293e-08
1947,2.0265479960812627e-08,5.1259746669529704e-08
1948,1.848220954059343e-08,2.9354097819123126e-08
1949,7.853606653895895e-09,5.2030145525350235e-08
1950,1.0635361036293034e-08,4.1477910883713776e-08
1951,1.2793682557799002e-08,4.371174711081949e-08
1952,2.003512733494972e-08,3.796129277588989e-08
1953,3.232148060305917e-08,4.955960619668076e-08
1954,1.2704297169818801e-08,2.443134050622575e-08
1955,1.407841132561316e-08,2.9095383879962355e-08
1956,1.657016923672927e-08,3.9245136917998025e-08
1957,7.951533653738352e-09,4.682570065028813e-08
1958,1.3235589513271862e-08,5.6251256097539226e-08
1959,9.300897829689347e-09,5.425523497137874e-08
1960,9.689166802218097e-09,3.391208380776334e-08
1961,1.250668635321972e-08,4.794229724325305e-08
1962,1.1415521861124489e-08,4.5662087444497956e-08
1963,9.052474325699222e-09,4.7202188824257973e-08
1964,7.300761772910391e-09,6.570685684437194e-08
1965,1.094408652591028e-08,4.9795595202795084e-08
1966,1.4401594583546284e-08,6.2591546168278e-08
1967,1.035370456037299e-08,4.683818843886911e-08
1968,1.392338955241712e-08,4.221930893777426e-08
1969,9.537691525451919e-09,4.6325929758950224e-08
1970,8.277704743875347e-09,4.230826888829142e-08
1971,1.490135304038631e-08,5.446701223377204e-08
1972,4.6171320100540925e-09,4.463227654127877e-08
1973,1.3231689521830958e-08,4.5759591671412636e-08
1974,1.2376257352286757e-08,5.1755257857166725e-08
1975,5.711480177694739e-09,6.168398414274634e-08
1976,1.199840671262109e-08,5.599256169830369e-08
1977,1.2928920156696222e-08,5.641710743020667e-08
1978,1.0099005187669263e-08,5.940591307762588e-08
1979,1.404473604083023e-08,5.442335293537326e-08
1980,1.193881615790815e-08,5.855705254020904e-08
1981,9.488323904349727e-09,4.8074177527723805e-08
1982,1.2415004135846175e-08,7.138627466929393e-08
1983,8.209910973278056e-09,7.199460583251494e-08
1984,5.219107812592938e-09,7.248760880429472e-08
1985,1.3234227935754461e-08,7.098358167922925e-08
1986,1.7983456501724504e-08,8.212445123945145e-08
1987,1.8943532964499354e-08,6.660790319301668e-08
1988,1.4391728697660255e-08,6.716140177331908e-08
1989,1.7561990972581043e-08,6.64062795863174e-08
1990,1.961514328741032e-08,7.301192539443946e-08
1991,4.10302547493302e-09,7.03375846455856e-08
1992,1.928480486412809e-08,6.171137556520989e-08
1993,6.647049133334804e-09,7.145577285427862e-08
1994,1.0549853435293244e-08,6.962903142948562e-08
1995,1.1929391696696712e-08,8.24212520456058e-08
1996,1.4946657245218375e-08,8.007138063703678e-08
1997,1.965906726297817e-08,6.473107561077995e-08
1998,1.0489884516573511e-08,7.772050736321034e-08
1999,1.416762351880152e-08,6.48968594418875e-08
2000,1.4137700787841823e-08,6.671227481547248e-08
2001,1.3581756164171566e-08,9.288169167120941e-08
2002,2.1906107150471144e-08,7.75476181047452e-08
2003,8.333845613606172e-09,8.708868648454882e-08
2004,1.9821561281219147e-08,7.884576547212419e-08
2005,1.3961623857028371e-08,8.737274015402363e-08
2006,1.4000825387938676e-08,6.670981633760675e-08
2007,1.1583990655594789e-08,8.94763374503782e-08
2008,2.0009967016676455e-08,8.77032562129898e-08
2009,2.813233557219519e-08,8.487382530120158e-08
2010,1.9367551118421034e-08,9.636537612323082e-08
2011,1.7590270573464295e-08,1.0248244564081688e-07
2012,1.838296448397614e-08,1.1234033792106857e-07
2013,2.9564725778641332e-08,1.1770107732900215e-07
2014,2.3386807157521616e-08,1.2429654816514812e-07
2015,2.1944096317838557e-08,1.1814346834171374e-07
2016,2.5891750965456595e-08,1.0750255086122706e-07
2017,2.1382696502314502e-08,1.199946666474716e-07
2018,1.9360999914397325e-08,1.1126121535198763e-07
2019,2.3213988953330045e-08,1.1658013931992173e-07
