year,grand_ADJ artisan_NOUN,grand_ADJ partisan_NOUN
1988,9.714417337214343e-08,2.99827698224675e-08
1989,6.03693424139351e-08,5.4881222455449574e-08
1990,5.557624138674555e-08,2.6153524013139418e-08
1991,5.21670397990448e-08,2.9307326343541718e-08
1992,5.785441303807204e-08,2.6447732670575874e-08
1993,5.040678852097358e-08,3.766661171855645e-08
1994,6.646407446631031e-08,3.270454440595927e-08
1995,6.073144909191086e-08,4.175286960617086e-08
1996,5.658377744133247e-08,3.3096171137003694e-08
1997,7.432086768233148e-08,3.83591540753514e-08
1998,7.581325345284995e-08,4.195953706709332e-08
1999,7.586533784520455e-08,4.478797288598457e-08
2000,8.968604225945143e-08,2.8717204947348307e-08
2001,6.79087826804814e-08,4.381211837767296e-08
2002,6.39658334078419e-08,2.716357272447567e-08
2003,5.291991955758135e-08,3.333538212135778e-08
2004,8.897678455133118e-08,4.052408120180928e-08
2005,7.521261469189966e-08,5.494574339959257e-08
2006,6.341550529143092e-08,4.0355322639129554e-08
2007,5.4324919340764666e-08,3.6749212034559164e-08
2008,7.578242652850342e-08,3.107930818257998e-08
2009,5.388057489064124e-08,4.958920318820503e-08
2010,5.763027566274559e-08,2.7398000146394708e-08
2011,5.1623621349916604e-08,2.9444584437321453e-08
2012,4.731911407152012e-08,3.642550361337982e-08
2013,5.104098954600289e-08,4.100013772934119e-08
2014,4.7423248578093435e-08,4.309235795973976e-08
2015,4.632642608415338e-08,6.162079446703217e-08
2016,4.453381186042549e-08,5.841179051557788e-08
2017,3.798573008917394e-08,3.2451386688947537e-08
2018,4.440122614024489e-08,3.5366095163524847e-08
2019,4.030560502021885e-08,7.933571855023303e-08
