year,grand_ADJ artisan_NOUN,grand_ADJ partisan_NOUN
1800,1.5720821977538435e-08,1.1947824773983484e-07
1801,4.7623651688866175e-09,2.500241578218265e-07
1802,8.951360541686881e-09,2.730164965214499e-07
1803,3.9006784247064274e-08,1.7553053588414969e-07
1804,7.4155526164076946e-09,2.471851008323256e-07
1805,1.194008660831969e-07,1.648869130121966e-07
1806,2.0171683878800195e-08,3.169836064742526e-07
1807,1.4234775580490577e-08,1.224190668835945e-07
1808,2.4926813058101516e-08,1.2916622438297054e-07
1809,2.9367397402779716e-08,1.9879468649008913e-07
1810,3.978215623590131e-08,2.5741394127365425e-07
1811,2.0056613703189896e-08,2.406793662146356e-07
1812,1.3336040716183106e-08,4.774302837518007e-07
1813,8.627225156487839e-09,3.4796475256726467e-07
1814,9.440030979135372e-09,2.108273662315696e-07
1815,2.966945977789237e-08,4.0188631089677074e-07
1816,4.6352077731626196e-09,2.1321956289455102e-07
1817,2.646684760243545e-08,2.8179408673167927e-07
1818,2.1458119281447807e-08,2.968373182810069e-07
1819,2.4842520929269085e-08,3.301984854431339e-07
1820,3.322614716694261e-08,3.9634045734260326e-07
1821,5.621048382309368e-08,3.520551281610551e-07
1822,2.5064039732569654e-08,2.686865059331467e-07
1823,3.360113609574e-08,2.4509063401012554e-07
1824,2.7789671008804362e-08,3.402129582497082e-07
1825,1.7610885638674745e-08,4.3146670236637874e-07
1826,9.688782887096181e-09,2.3781558056157337e-07
1827,2.6730091917670507e-08,2.673009240616864e-07
1828,4.035812395386529e-08,3.457957546970647e-07
1829,1.8860987438529264e-08,2.992038563576216e-07
1830,1.5655253093882493e-08,3.371098085125368e-07
1831,1.5591206103948707e-09,3.0402851791677676e-07
1832,3.7883913894809496e-08,3.4772021528794994e-07
1833,1.0425265983826648e-08,1.6564589344625347e-07
1834,3.4537765314368585e-08,2.800359339971692e-07
1835,1.8907719834260206e-08,2.5563235794834327e-07
1836,2.7555075998719758e-08,2.3455417696993663e-07
1837,2.6439986200443855e-08,3.569397932778884e-07
1838,2.9667161172142187e-08,2.8025999032621485e-07
1839,3.006334403643507e-08,3.069257488164112e-07
1840,3.312238050501293e-08,2.5287664007223043e-07
1841,3.980740137521366e-08,2.7800976143410594e-07
1842,3.5553803900967296e-08,2.5893903377038896e-07
1843,2.421833589227873e-08,3.02433839749483e-07
1844,2.195424464446205e-08,3.1229912700325713e-07
1845,2.0088820940067365e-08,2.7956942005857854e-07
1846,2.4003455445509303e-08,2.6228164773378637e-07
1847,2.7505440591824026e-08,2.9339137164186013e-07
1848,1.3676876797763526e-08,2.7997370555254975e-07
1849,2.3462361387061037e-08,2.75682760175755e-07
1850,3.1229381747266416e-08,2.41688258739714e-07
1851,2.579775415512131e-08,2.7861574736220973e-07
1852,2.669323606596663e-08,2.571665351780439e-07
1853,3.941475057445132e-08,3.481636134949895e-07
1854,2.390005671148998e-08,3.9279223784660644e-07
1855,5.3600064831016425e-08,3.5184992697168127e-07
1856,4.86655786779977e-08,2.733555906075935e-07
1857,7.712784233504522e-08,2.8556828723935723e-07
1858,4.453245278090989e-08,3.063441216255569e-07
1859,1.5785736939832873e-08,3.5339683801538513e-07
1860,4.348324597613917e-08,3.78075385221166e-07
1861,3.5841324796948015e-08,3.6595877972445123e-07
1862,3.614389165740306e-08,2.8237413918219545e-07
1863,3.54618062137213e-08,2.806976899805136e-07
1864,2.3494166945248196e-08,2.5555899973994656e-07
1865,3.812544080439295e-08,3.5395468733767643e-07
1866,4.3790514769881383e-08,2.8755772252253564e-07
1867,1.9896527092555516e-08,2.8049249323203185e-07
1868,2.8157281284357794e-08,2.7712694494752554e-07
1869,4.248661511496721e-08,3.101034646846301e-07
1870,2.9243649279919737e-08,3.016109726416971e-07
1871,1.3807530230280918e-08,1.9330543210571705e-07
1872,2.8422494580127022e-08,2.291941560983446e-07
1873,3.11272230213433e-08,2.993002343743001e-07
1874,1.9716210497566777e-08,2.1269607985985317e-07
1875,2.1169650921137873e-08,2.4716996938067837e-07
1876,1.874264565771e-08,2.3579457142375304e-07
1877,1.917292880015964e-08,2.3625997425114065e-07
1878,3.3818895017745376e-08,3.230912372087502e-07
1879,3.909968249171669e-08,3.250161100254445e-07
1880,1.9253539207397807e-08,3.2410124894965975e-07
1881,2.649552932609822e-08,2.468267608080055e-07
1882,3.261138559196297e-08,2.0831355573847077e-07
1883,2.4013488642005143e-08,2.3887101718855774e-07
1884,2.508644758592027e-08,2.818924720315863e-07
1885,1.6114089618213256e-08,2.8425252551755875e-07
1886,3.35580123689283e-08,2.484583543349572e-07
1887,4.961982824625011e-08,1.8999170947608945e-07
1888,2.6630582183884144e-08,2.2889618467303308e-07
1889,3.2578710396080623e-08,2.061229986694002e-07
1890,8.52070264345528e-09,1.9532072270678213e-07
1891,2.039750413018737e-08,2.250099608858136e-07
1892,4.199903358426127e-08,1.930701767349774e-07
1893,2.4017824173938607e-08,1.99532693034854e-07
1894,2.835692747282792e-08,1.915667979801583e-07
1895,2.2870734417423932e-08,1.9440124710001783e-07
1896,2.181900743414289e-08,2.4649580954161365e-07
1897,2.9716238358901137e-08,2.2665915189179486e-07
1898,2.319925584970406e-08,1.8955488290117728e-07
1899,2.65323762960179e-08,1.818573291956227e-07
1900,3.062721387614431e-08,1.495023358444314e-07
1901,3.12969384297368e-08,2.1684307149882898e-07
1902,2.897067474805226e-08,1.6744068531693301e-07
1903,2.970121215639665e-08,1.3662557396543207e-07
1904,2.956043854140944e-08,1.3490308603536505e-07
1905,4.3866453580676534e-08,1.6617643527894188e-07
1906,3.4980455865252225e-08,1.5381112206114267e-07
1907,2.5199931641406437e-08,1.5068530911932498e-07
1908,3.192402897589375e-08,1.4685052995844217e-07
1909,2.860511361113538e-08,1.2817291022981792e-07
1910,3.90122991689168e-08,1.3520700647973172e-07
1911,5.639596678541636e-08,1.1172785541191388e-07
1912,4.063348413296808e-08,1.4325907748968802e-07
1913,4.560571298384275e-08,1.2355965761656762e-07
1914,5.2234599756673106e-08,1.3527422559889146e-07
1915,4.358881966481931e-08,5.772573163920214e-08
1916,3.186363883855847e-08,7.80109827847042e-08
1917,3.2899274082787144e-08,8.992468369939388e-08
1918,2.756730310693456e-08,1.0567466457445107e-07
1919,7.366278964582307e-08,8.471220347416875e-08
1920,5.6791738867190134e-08,8.178010357795529e-08
1921,4.7708308470451044e-08,8.40574961857854e-08
1922,6.56636274243283e-08,1.0624226742805831e-07
1923,8.705077458870392e-08,7.537323076789448e-08
1924,4.898817351772777e-08,9.153053071031536e-08
1925,5.939016034517408e-08,1.1768050711680189e-07
1926,6.018914755490101e-08,1.1146138145790019e-07
1927,7.581473226991875e-08,8.584903499198049e-08
1928,7.198406137831626e-08,8.455270594787123e-08
1929,6.572840050012019e-08,1.136321441386201e-07
1930,5.461874019729862e-08,7.667630308461071e-08
1931,8.439963750106472e-08,1.1291303358973437e-07
1932,6.356530946050043e-08,5.918149748040946e-08
1933,8.029463627323707e-08,5.620624632385329e-08
1934,6.110606065590218e-08,1.0783421799942516e-07
1935,7.180970840181544e-08,7.420336256558357e-08
1936,6.304851885019502e-08,3.8799087498375684e-08
1937,7.932404388899528e-08,8.310137911138327e-08
1938,4.537825049055755e-08,8.168085230408906e-08
1939,6.423501019980904e-08,5.964679505865433e-08
1940,6.593035606350384e-08,6.339457114812319e-08
1941,4.7224041566096275e-08,5.60785480274717e-08
1942,2.730790527039062e-08,6.37184480734021e-08
1943,9.870999728711638e-08,5.516146828199453e-08
1944,6.105053529381621e-08,5.1410978585408884e-08
1945,1.3724575742557477e-07,4.7927090740529366e-08
1946,7.099762910911522e-08,5.0115977145992474e-08
1947,1.0132740180246458e-07,6.318061940291386e-08
1948,1.0002137029729852e-07,7.066727158999697e-08
1949,6.5773954949222e-08,5.497524646624896e-08
1950,8.401935236435065e-08,3.828729977506384e-08
1951,8.635735093687202e-08,6.716683031982029e-08
1952,6.537778263204785e-08,6.115985939914026e-08
1953,8.08037045052501e-08,4.2017925361292896e-08
1954,5.863521579385633e-08,6.449873612979218e-08
1955,6.476069547289853e-08,3.378818780319648e-08
1956,5.930376190121933e-08,3.575668205968441e-08
1957,9.895242314428288e-08,4.0641172205369e-08
1958,5.1287909030861556e-08,4.549734056169541e-08
1959,9.610927276249015e-08,3.720358998648976e-08
1960,6.505583016735983e-08,5.6058751418675e-08
1961,5.628008992175637e-08,4.5857849739761036e-08
1962,5.200404379346324e-08,5.898019284078515e-08
1963,4.7848794926252936e-08,6.142750619275716e-08
1964,3.6503811473576064e-08,6.874884461716135e-08
1965,7.551419634044265e-08,5.745645492716278e-08
1966,4.76360419998656e-08,5.7606378667252045e-08
1967,5.521975726674455e-08,7.148986558291881e-08
1968,7.051522826762024e-08,6.108325512066415e-08
1969,5.4955270833989545e-08,5.722614893066691e-08
1970,5.196559133002765e-08,6.39222768050729e-08
1971,3.802414039189017e-08,5.49808523153672e-08
1972,5.3353525653054845e-08,5.84836747918871e-08
1973,5.072147368778701e-08,5.954260173801629e-08
1974,6.131873425685441e-08,4.6129687847340506e-08
1975,5.597250662958686e-08,3.826691674646554e-08
1976,5.1421741364965357e-08,4.6279568566287566e-08
1977,5.641710509873832e-08,3.290997785398986e-08
1978,7.12870955599243e-08,2.7326720886122757e-08
1979,4.388980068270598e-08,4.798617969647978e-08
1980,4.093308569874665e-08,4.3207146749324465e-08
1981,5.2502060976511444e-08,2.9097528608801326e-08
1982,4.966001965200917e-08,3.3520511699691724e-08
1983,4.925946361922229e-08,3.599730202807905e-08
1984,7.712681271421218e-08,3.827345756990397e-08
1985,5.2936910410750215e-08,3.849957053159159e-08
1986,4.6157537680890925e-08,2.9972427428859305e-08
1987,5.683059783878619e-08,3.2387329484961924e-08
