year,est_VERB assez_ADV,est_VERB passée_ADJ
1944,2.416958704998251e-05,6.4263723231761105e-09
1945,2.1652151190210134e-05,0.0
1946,2.163896533602383e-05,1.3921104269343232e-09
1947,2.171744199586101e-05,3.5762612871081956e-09
1948,2.2476540834759362e-05,1.0871887834440486e-09
1949,2.220803617092315e-05,2.945102384188658e-09
1950,2.343927371839527e-05,6.381216888229346e-09
1951,2.3086198780220002e-05,1.0661401761424827e-09
1952,2.4346898499061354e-05,6.326882129314981e-09
1953,2.366686749155633e-05,0.0
1954,2.3677877834415995e-05,2.9317608341017376e-09
1955,2.4287137421197258e-05,9.385607846468247e-10
1956,2.3954358766786754e-05,4.360570571293465e-09
1957,2.329181006643921e-05,2.6505113659425206e-09
1958,2.4068092898232862e-05,0.0
1959,2.269573997182306e-05,0.0
1960,2.2758467821404338e-05,2.076250060767393e-09
1961,2.2503003492602147e-05,3.47407969059077e-09
1962,2.237695844087284e-05,4.43936931660005e-09
1963,2.290857992193196e-05,7.1126584622049904e-09
1964,2.17909491766477e-05,2.4335873316516654e-09
1965,2.1204168660915457e-05,2.188817349590977e-09
1966,2.1528721845243126e-05,4.431259803538978e-09
1967,2.0891804524580948e-05,2.465167847631733e-09
1968,2.102970756823197e-05,3.1439910674890825e-09
1969,2.0035056877532043e-05,4.541757636644661e-09
1970,1.944616815308109e-05,2.7592350626548523e-09
1971,1.9854254787787795e-05,9.24911525146399e-09
1972,2.0091707483516075e-05,5.643161493651405e-09
1973,1.895715104183182e-05,8.821126051827832e-09
1974,1.8455812096362934e-05,2.812785782069227e-09
1975,1.736118611006532e-05,5.711480177694739e-09
1976,1.7651940652285703e-05,7.998937512354587e-09
1977,1.7526326701045036e-05,5.876781727920388e-09
1978,1.7200982256326824e-05,7.128709622605811e-09
1979,1.657981010794174e-05,8.192762912528906e-09
1980,1.7057725926861167e-05,6.822181042309694e-09
1981,1.6183917978196405e-05,1.138598904049104e-08
1982,1.6007907106541097e-05,1.0552754226011984e-08
1983,1.5961961253196932e-05,9.47297440490047e-09
1984,1.54613171616802e-05,1.333771937339634e-08
1985,1.4347707292472478e-05,9.624892882698077e-09
1986,1.4675699276267551e-05,5.395036861699509e-09
1987,1.4515634575218428e-05,6.721898593298192e-09
1988,1.4102694876783062e-05,9.594486094499644e-09
1989,1.3443704119708855e-05,9.878619700032232e-09
1990,1.3915309864387382e-05,1.5801088437683575e-08
1991,1.341161896561971e-05,1.2309077312977479e-08
1992,1.3289434718899429e-05,1.2672871640972971e-08
1993,1.3456950910040177e-05,1.4401939196773128e-08
1994,1.2962077562406193e-05,1.0549853435293244e-08
1995,1.3063226106169168e-05,9.21816667442954e-09
1996,1.3044696061115246e-05,2.1352368761995422e-08
1997,1.2873332707385998e-05,5.753873377756236e-09
1998,1.2906371921417303e-05,7.152193948201102e-09
1999,1.3467925782606471e-05,1.0511462811280126e-08
2000,1.2765902283717878e-05,1.0603275590881367e-08
2001,1.3173866136639845e-05,1.270551397425379e-08
2002,1.3240927728475071e-05,4.381221607729913e-09
2003,1.3058303011348471e-05,1.1667384391955693e-08
2004,1.2938633517478593e-05,1.2773894830786503e-08
2005,1.3306778782862239e-05,1.5312748402607212e-08
2006,1.3272370779304765e-05,7.823991232669414e-09
2007,1.3113077329762746e-05,1.3181781888249589e-08
2008,1.3203171874920372e-05,1.6604014163590364e-08
2009,1.2928953765367623e-05,1.5258216023994464e-08
2010,1.2459949175536167e-05,2.1257068993918438e-08
2011,1.3409904568106867e-05,1.1471915861704929e-08
2012,1.3247989954834338e-05,1.6340413466764403e-08
2013,1.1839278158731759e-05,1.6455837581474952e-08
2014,1.1744941730285063e-05,1.3858849179371191e-08
2015,1.2339231943769846e-05,1.3964425171764105e-08
2016,1.2913769751321524e-05,1.3670844012381167e-08
2017,1.115547820518259e-05,2.0628013075452145e-08
2018,1.1548707334441133e-05,1.4972506789945328e-08
2019,1.2178670658613555e-05,1.403043281555938e-08
