year,puissent_VERB unir_VERB,puissent_VERB punir_VERB
1953,7.54167928107563e-09,0.0
1954,4.886268278880834e-09,0.0
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,0.0
1958,0.0,0.0
1959,5.425523585955716e-09,0.0
1960,6.920833239831836e-09,0.0
1961,4.16889545107324e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,0.0
1965,3.2832261354087677e-09,0.0
1966,4.431259803538978e-09,0.0
1967,2.465167847631733e-09,2.9582012395223956e-09
1968,6.287982134978165e-09,8.982831700699023e-10
1969,3.1792304344691047e-09,1.3625273131978588e-09
1970,3.219107425067591e-09,4.5987250119061684e-10
1971,3.083038491169532e-09,0.0
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,1.102640756478479e-09,0.0
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,2.8557400888473694e-09,0.0
1976,4.570821499072508e-09,0.0
1977,5.876781838942691e-10,0.0
1978,7.128709622605811e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,3.7245013739806154e-09,0.0
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,4.639206796497319e-09,1.739702604197646e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,7.795519785247507e-09,0.0
1989,5.488122178931576e-10,5.488122178931576e-10
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,0.0
1993,3.877445031719162e-09,0.0
1994,5.274926606624319e-10,0.0
1995,2.1689803286761844e-09,0.0
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,1.917957792585412e-09,0.0
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,3.1991407301035224e-09,0.0
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,2.6287327870022636e-09,4.38122149670761e-10
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,4.404791198453495e-09,0.0
2005,9.007499190971657e-10,9.007499190971657e-10
2006,1.6471559671771274e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,4.257439734089985e-09,8.514879357157668e-10
2009,4.76819250749827e-09,1.430457752249481e-09
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,7.64794394481072e-10,3.82397197240536e-10
2012,2.7234021704458655e-09,0.0
2013,1.6734750252211938e-09,8.367375126105969e-10
2014,1.5158115873603606e-09,4.330890368553497e-10
2015,2.881548111233201e-09,8.866301581811342e-10
2016,1.2428040818690533e-09,1.2428040818690533e-09
2017,1.7609279590047322e-09,5.031222660711876e-10
2018,2.323319980845895e-09,0.0
2019,1.7856913725466939e-09,7.65296326310505e-10
