year,seront_VERB assez_ADV,seront_VERB passées_ADJ
1892,2.4885993088474834e-07,3.1342561879199593e-09
1893,2.8759805581479725e-07,0.0
1894,2.70966203030909e-07,0.0
1895,2.2268872945652163e-07,0.0
1896,2.3411204508327899e-07,0.0
1897,2.5754072940920025e-07,1.1653427112179315e-09
1898,2.659426741047355e-07,0.0
1899,2.885396028773357e-07,0.0
1900,2.3463560094860725e-07,0.0
1901,3.1520488286140846e-07,0.0
1902,2.445321470867512e-07,0.0
1903,2.570504875620827e-07,0.0
1904,3.101158609908339e-07,5.374625189347171e-10
1905,2.662951610332698e-07,0.0
1906,2.638966799528575e-07,0.0
1907,2.900563589314231e-07,0.0
1908,2.4949857380107687e-07,0.0
1909,2.5084486310333887e-07,2.2003934230241384e-09
1910,2.709484476781654e-07,0.0
1911,2.3462850151645398e-07,0.0
1912,2.599501289779482e-07,0.0
1913,2.3492244993761346e-07,2.121195885607108e-09
1914,2.5514593060549373e-07,6.696743715117748e-10
1915,2.5917676516051813e-07,0.0
1916,3.241301271827979e-07,0.0
1917,2.3139155802542888e-07,0.0
1918,2.8601076529355396e-07,0.0
1919,1.749491143621107e-07,0.0
1920,2.491264208259736e-07,0.0
1921,1.953768880014195e-07,0.0
1922,2.1174675168822432e-07,0.0
1923,1.8259430722977754e-07,1.0615948120573648e-09
1924,2.0239851039605128e-07,0.0
1925,2.3976027696548385e-07,0.0
1926,1.9394281025597593e-07,0.0
1927,2.084905115218305e-07,0.0
1928,2.0566873526473017e-07,0.0
1929,2.3506257607053271e-07,1.1140406375176326e-09
1930,1.838130583298181e-07,1.0503603542488804e-09
1931,1.8362624132350902e-07,0.0
1932,1.7754449121998306e-07,0.0
1933,1.9958952179877087e-07,1.1470662197865522e-09
1934,1.9290344255296077e-07,0.0
1935,1.5439086453739037e-07,0.0
1936,2.15819925042382e-07,0.0
1937,1.7879387192998308e-07,0.0
1938,1.9966430764295495e-07,0.0
1939,1.7894039672228246e-07,0.0
1940,1.749690170527174e-07,0.0
1941,1.4462362685208063e-07,0.0
1942,1.6688164805600536e-07,0.0
1943,1.6548440862074187e-07,2.9032352077962287e-09
1944,1.9279117502435383e-07,0.0
1945,1.764588346553353e-07,0.0
1946,1.8097435638964043e-07,0.0
1947,1.6808428471293269e-07,0.0
1948,1.9025803976724376e-07,0.0
1949,1.6688914117324316e-07,0.0
1950,1.9994479893981065e-07,1.0635361480382244e-09
1951,1.6631787347343163e-07,0.0
1952,1.9613334900636659e-07,0.0
1953,1.8315506622457178e-07,0.0
1954,1.4463353337212936e-07,0.0
1955,1.5580109424817579e-07,0.0
1956,1.6395746627040353e-07,1.744228317335228e-09
1957,1.7846775790530955e-07,0.0
1958,1.6958099247066372e-07,0.0
1959,1.8834316561910924e-07,0.0
1960,1.7371292271306515e-07,0.0
1961,1.639765560557116e-07,0.0
1962,1.9025868969180237e-07,0.0
1963,1.7910967642364994e-07,0.0
1964,1.9225339542572328e-07,0.0
1965,1.7510539151999183e-07,0.0
1966,1.6894178145321348e-07,0.0
1967,1.6220804333055838e-07,1.4791006197611978e-09
1968,1.8684289671000442e-07,0.0
1969,1.9983734175776924e-07,0.0
1970,2.0648274770551645e-07,0.0
1971,1.7162247489821425e-07,0.0
1972,1.6416470599578403e-07,5.130146862875051e-10
1973,1.527157383329758e-07,0.0
1974,1.4232696005089807e-07,0.0
1975,1.2336796739731426e-07,5.711480177694739e-10
1976,1.3141111837589037e-07,0.0
1977,1.2811383953703626e-07,1.1753563677885381e-09
1978,1.0277222906029948e-07,0.0
1979,1.2113584946238376e-07,1.7555920051037788e-09
1980,1.2109371116952872e-07,0.0
1981,1.1196222399201261e-07,1.8976649140967083e-09
1982,1.1359729512605554e-07,6.207502289967692e-10
1983,1.0420271223665623e-07,6.315316047889041e-10
1984,1.2873799298818156e-07,0.0
1985,1.0166293407110061e-07,6.015558051686298e-10
1986,1.1809136257756592e-07,0.0
1987,8.982901045229141e-08,0.0
1988,1.0793797144970085e-07,0.0
1989,1.1031125524141316e-07,0.0
1990,9.262706790469366e-08,5.44865097484859e-10
1991,8.147436858507717e-08,0.0
1992,8.320016015028742e-08,0.0
1993,1.0912238518345774e-07,0.0
1994,9.072873996540665e-08,0.0
1995,9.597737865574274e-08,0.0
1996,9.234899778221006e-08,0.0
1997,1.0596716948363394e-07,4.79489448146353e-10
1998,9.679302337417539e-08,0.0
1999,8.866190431833232e-08,0.0
2000,9.322046612414425e-08,0.0
2001,8.280490301770804e-08,0.0
2002,9.24437770777331e-08,0.0
2003,9.625592023443375e-08,4.1669229178253886e-10
2004,9.029822067851967e-08,0.0
2005,9.097573894223387e-08,0.0
2006,8.647568811026574e-08,0.0
2007,9.387026622675876e-08,3.994479469415779e-10
2008,8.131709705594403e-08,0.0
2009,8.105926951884612e-08,0.0
2010,8.597303458035555e-08,0.0
2011,1.1127758087203787e-07,0.0
2012,1.1642543984446974e-07,0.0
2013,9.566698999652345e-08,0.0
2014,1.1195351456994018e-07,0.0
2015,1.1348865758264992e-07,0.0
2016,1.263517475091902e-07,0.0
2017,9.71025949647597e-08,0.0
2018,1.0713087122971032e-07,0.0
2019,9.336615225397082e-08,0.0
