year,fut_VERB heureux_ADJ,fut_VERB peureux_ADJ
1870,5.321197136254341e-07,0.0
1871,5.098165161143697e-07,1.0621177271019633e-09
1872,4.2694216517702444e-07,6.047339295989218e-10
1873,5.100075668451609e-07,1.1972008939764578e-09
1874,4.325617055656039e-07,0.0
1875,4.0279550717059465e-07,1.1443054281912168e-09
1876,4.347084541223012e-07,0.0
1877,5.541594987334975e-07,1.2369631985365004e-09
1878,4.795036261384666e-07,1.2078177347163432e-09
1879,4.93022525915876e-07,6.10932526790009e-10
1880,5.378155378821248e-07,0.0
1881,4.2671746314226766e-07,0.0
1882,4.845120429308736e-07,0.0
1883,4.4488146500043513e-07,0.0
1884,4.6607979697910196e-07,0.0
1885,4.092978542757919e-07,6.445635691854079e-10
1886,4.439983172233042e-07,6.453463874400711e-10
1887,4.407024221109168e-07,0.0
1888,4.2735743477351207e-07,6.340614699951175e-10
1889,4.736443486308417e-07,0.0
1890,3.736000167009479e-07,0.0
1891,3.907397001512436e-07,0.0
1892,4.381690246191283e-07,0.0
1893,4.6372875317501894e-07,0.0
1894,3.9006528140816954e-07,0.0
1895,4.128769433009438e-07,0.0
1896,3.744613366052363e-07,0.0
1897,3.4202807341898733e-07,0.0
1898,3.830706134522188e-07,0.0
1899,3.3165468948936905e-07,0.0
1900,4.1165051811731246e-07,0.0
1901,3.9959482478479913e-07,0.0
1902,3.2849797548806237e-07,0.0
1903,4.298575220218481e-07,0.0
1904,3.713865908139269e-07,0.0
1905,3.829283343748102e-07,0.0
1906,3.5803523701360973e-07,1.5432553013283723e-09
1907,3.4508479984651785e-07,0.0
1908,3.9684024955022323e-07,0.0
1909,3.9056982359397807e-07,5.500983557560346e-10
1910,4.0936194523055747e-07,0.0
1911,3.820028666723374e-07,0.0
1912,3.8289246617750905e-07,1.0418842455450772e-09
1913,4.173452907707542e-07,5.30298971401777e-10
1914,3.997955957402155e-07,0.0
1915,2.9216289476607926e-07,0.0
1916,3.186364097018668e-07,0.0
1917,3.1473638273382676e-07,0.0
1918,2.9519986810555565e-07,0.0
1919,3.2411625738859584e-07,0.0
1920,3.225770797143923e-07,0.0
1921,3.2789995429993724e-07,0.0
1922,3.888171988819522e-07,0.0
1923,3.9703647303213074e-07,0.0
1924,4.2026695723507146e-07,0.0
1925,3.915351385330723e-07,0.0
1926,3.7116640783096955e-07,0.0
1927,4.894509970654326e-07,1.1149224876660924e-09
1928,4.376173876607936e-07,0.0
1929,3.754316821868997e-07,0.0
1930,3.2351098866456596e-07,0.0
1931,3.1820945878280327e-07,0.0
1932,3.2440229347230343e-07,0.0
1933,3.0970787179285253e-07,1.1470662197865522e-09
1934,3.438713633840962e-07,0.0
1935,3.3750561101442145e-07,2.393656828303392e-09
1936,2.9463055284395523e-07,0.0
1937,2.9840950332982175e-07,0.0
1938,3.7339816572057316e-07,0.0
1939,2.6458707225174294e-07,0.0
1940,3.5247381902081543e-07,0.0
1941,3.6008330539516464e-07,0.0
1942,3.1859224236541195e-07,0.0
1943,3.280655676007882e-07,0.0
1944,3.245318112021778e-07,0.0
1945,3.5945316767538316e-07,0.0
1946,3.160090784604108e-07,0.0
1947,4.172304954863648e-07,0.0
1948,3.6203385889166384e-07,0.0
1949,3.2690638818166917e-07,0.0
1950,4.094614212135639e-07,0.0
1951,3.0171767662068305e-07,0.0
1952,3.279434110936563e-07,0.0
1953,3.1136360689743015e-07,0.0
1954,2.7558550641515467e-07,0.0
1955,2.3182451514003333e-07,9.385607846468247e-10
1956,2.3372659541109897e-07,0.0
1957,2.7653666734295257e-07,0.0
1958,2.506489806819445e-07,0.0
1959,2.5732481390150497e-07,0.0
1960,2.8236999582986755e-07,2.076250060767393e-09
1961,2.7584192707763577e-07,0.0
1962,3.0631650815848843e-07,0.0
1963,2.3536433957360714e-07,0.0
1964,2.330159816210653e-07,0.0
1965,2.63205294004365e-07,0.0
1966,2.8692406317532004e-07,2.769537488234164e-09
1967,3.081459851728141e-07,0.0
1968,2.9957743663544534e-07,8.982831700699023e-10
1969,2.602427287001774e-07,9.083515606356229e-10
1970,1.9820504348899703e-07,0.0
1971,2.7644577471619414e-07,1.0276794970565106e-09
1972,2.518902135761891e-07,1.5390440033513642e-09
1973,2.0950174928202614e-07,0.0
1974,1.7270505736632913e-07,0.0
1975,1.8562310799552506e-07,0.0
1976,1.7026310672463296e-07,0.0
1977,1.3516597618945525e-07,0.0
1978,1.9663357875288057e-07,0.0
1979,1.7497400506272243e-07,0.0
1980,1.7623966641622246e-07,0.0
1981,1.3726442205097555e-07,6.325549528618524e-10
1982,1.6201580876895605e-07,0.0
1983,1.8693334880026669e-07,0.0
1984,1.745501521099868e-07,0.0
1985,1.774589577507868e-07,0.0
1986,1.6245056144725822e-07,0.0
1987,1.2099417290301062e-07,0.0
1988,1.307248709281339e-07,0.0
1989,1.586067241987621e-07,0.0
1990,1.8035034088370594e-07,0.0
1991,1.535703830768398e-07,0.0
1992,1.1570882918476855e-07,0.0
1993,1.7171542765481718e-07,0.0
1994,1.34510628413409e-07,0.0
1995,1.5942005404667725e-07,0.0
1996,1.5053420554522745e-07,0.0
1997,1.294621512215599e-07,0.0
1998,1.597323233681891e-07,0.0
1999,1.5584386403588724e-07,4.570201161957499e-10
2000,1.3784257646420883e-07,1.3254094488601709e-09
2001,1.5947611586852872e-07,0.0
2002,1.4720903607212676e-07,4.38122149670761e-10
2003,1.6209330055971805e-07,4.1669229178253886e-10
2004,1.735487700216254e-07,0.0
2005,1.63486106430355e-07,0.0
2006,1.5977413170276122e-07,0.0
2007,2.1050907150765852e-07,0.0
2008,1.9499073289352964e-07,0.0
2009,2.2982688108186267e-07,0.0
2010,2.890961354751198e-07,0.0
2011,2.7532598778634565e-07,7.64794394481072e-10
2012,3.7378694628387166e-07,1.0212758416727752e-09
2013,4.359402510090149e-07,1.1156500168141292e-09
2014,4.610232906543388e-07,2.5985342766432495e-09
2015,4.7390381041623186e-07,6.649726325136385e-10
2016,5.437267418528791e-07,2.0713400439298368e-10
2017,4.0928995304057025e-07,5.031222660711876e-10
2018,4.845413172915869e-07,5.162933414126769e-10
2019,4.1428040731261717e-07,1.02039510174734e-09
