year,put_VERB oser_VERB,put_VERB poser_VERB
1969,9.083515606356229e-10,1.8167031212712459e-09
1970,4.5987250119061684e-10,3.219107425067591e-09
1971,0.0,5.652237344833111e-09
1972,0.0,3.5911027485013847e-09
1973,0.0,4.9618833486420044e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.142705374768127e-09,5.142174241967723e-09
1977,0.0,6.464460078348111e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,0.0,2.3407893401383717e-09
1980,5.685150683554241e-10,3.97960553399912e-09
1981,0.0,5.060439622894819e-09
1982,6.207502289967692e-10,5.586751949948621e-09
1983,6.315316047889041e-10,5.68378455412244e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,0.0,1.2221633705067347e-09
1988,0.0,5.99655392008458e-09
1989,0.0,6.036934507847036e-09
1990,0.0,3.2691906959314565e-09
1991,0.0,4.68917216167597e-09
1992,0.0,3.856960972825618e-09
1993,0.0,5.539207315052863e-09
1994,2.637463358823311e-09,4.2199412852994556e-09
1995,0.0,2.1689803286761844e-09
1996,5.338092190498855e-10,5.871901187504136e-09
1997,9.58978896292706e-10,7.192341833217597e-09
1998,0.0,1.9072516899143466e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,0.0,5.3016377954406835e-09
2001,8.762423564512289e-10,5.257454027685071e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,0.0,4.166922806803086e-09
2004,0.0,4.404791198453495e-09
2005,4.5037495954858286e-10,4.503749373441224e-09
2006,0.0,8.235780057930242e-09
2007,3.994479469415779e-10,4.7933754743212376e-09
2008,4.257439678578834e-10,6.3861596011349775e-09
2009,0.0,6.675469510497578e-09
2010,0.0,9.447585824773341e-09
2011,3.82397197240536e-10,1.3001504761689375e-08
2012,3.404252713057332e-10,1.05531832161887e-08
2013,5.578250084070646e-10,1.1435412616833673e-08
2014,4.330890368553497e-10,1.1260315346817151e-08
2015,8.866301581811342e-10,1.440773989003219e-08
2016,2.278474076078396e-09,1.5120782848043746e-08
2017,5.031222660711876e-10,1.6603035390971854e-08
2018,2.0651733656507076e-09,1.3165480261534412e-08
2019,7.65296326310505e-10,1.5561024468979667e-08
