year,grand_ADJ auto_NOUN,grand_ADJ poteau_NOUN
1896,5.89702897624278e-10,3.5382172747233653e-09
1897,0.0,8.740070001067579e-09
1898,0.0,5.092519295146758e-09
1899,5.527578395003729e-09,7.738609753005221e-09
1900,2.595526460424935e-09,7.786579381274805e-09
1901,9.500856101851696e-09,2.235495566438317e-09
1902,0.0,4.419255628107521e-09
1903,0.0,1.0800440541913758e-08
1904,0.0,2.203596238814498e-08
1905,0.0,5.676835002077496e-09
1906,5.144184522798412e-10,9.259531807970234e-09
1907,0.0,1.1828539925318182e-08
1908,9.822778146428846e-10,6.875944702500192e-09
1909,1.1001967115120692e-09,1.0451868703853506e-08
1910,5.344150677544235e-10,9.619471441624228e-09
1911,0.0,4.25629931299909e-09
1912,3.646594803896619e-09,5.2094213387476884e-09
1913,2.6514948014977335e-09,4.242391771214216e-09
1914,0.0,7.366418142140674e-09
1915,4.712304768617059e-09,1.295883844676382e-08
1916,4.394984820521586e-09,1.2086208478478966e-08
1917,0.0,9.869782324756216e-09
1918,0.0,1.1486376294556067e-08
1919,0.0,0.0
1920,7.572231730534895e-10,3.028892692213958e-09
1921,3.7863738810983705e-09,9.087297137000405e-09
1922,7.377935484775833e-10,0.0
1923,9.554353752605493e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,3.299453377181294e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,0.0,6.689535148041159e-09
1928,4.570416489713125e-09,1.0283437212876834e-08
1929,0.0,8.912325100141061e-09
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,0.0,3.4216069977333063e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,0.0,4.588264879146209e-09
1934,0.0,8.38710612072191e-09
1935,0.0,1.0771455727365264e-08
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,6.535512131478072e-09
1946,2.7842208538686464e-09,1.3921104269343232e-08
1947,0.0,5.960435700558264e-09
1948,0.0,2.174377566888097e-09
1949,0.0,1.9634016634739737e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,0.0,1.0661401539380222e-08
1952,5.272402070488624e-09,6.326882129314981e-09
1953,0.0,6.464296653518886e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,0.0,2.815682353940474e-09
1956,0.0,4.360570571293465e-09
1957,0.0,8.835037701437898e-10
1958,3.3088973783179654e-09,3.3088973783179654e-09
1959,2.325224457422337e-09,3.100299128533379e-09
1960,2.7683333403416555e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,1.042223907177231e-08
1962,0.0,6.341956293454132e-09
1963,0.0,1.4225316924409981e-08
1964,0.0,1.2167936658258327e-09
1965,5.472043373977442e-10,1.2585699593614663e-08
1966,1.1078149508847446e-09,2.769537488234164e-09
1967,0.0,1.4791006641701188e-08
1968,1.7965663401398047e-09,8.084548142051062e-09
1969,1.3625273131978588e-09,1.3625273131978588e-09
1970,2.7592350626548523e-09,4.1388523719376735e-09
1971,5.138397485282553e-10,1.1818314327172175e-08
1972,2.565073486948677e-09,7.182205497002769e-09
1973,0.0,8.269805285010534e-09
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,1.142705374768127e-09,3.4281160132820787e-09
1977,1.1753563677885381e-09,1.057820764316375e-08
1978,1.1881182704343018e-09,1.0693064211864112e-08
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,6.958104314946922e-09,5.69299452024552e-09
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,5.219107812592938e-09,4.639206796497319e-09
1985,1.2031116103372597e-09,1.0226449020933615e-08
1986,0.0,8.392279760016663e-09
1987,0.0,6.721898593298192e-09
1988,5.996553809062277e-10,1.798966087207532e-09
1989,2.7440609784434855e-09,8.780995486290522e-09
1990,2.179460389939436e-09,9.262707045820662e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,2.2039776670368383e-09,4.4079553340736766e-09
1993,5.539207426075166e-10,5.539207315052863e-09
1994,1.0549853213248639e-09,1.1077346151466827e-08
1995,1.0844901643380922e-09,7.0491861237087505e-09
1996,0.0,2.6690460952494277e-09
1997,0.0,1.102825741838842e-08
1998,9.536258449571733e-10,1.0013071261028017e-08
1999,1.3710603763428253e-09,4.113180906983871e-09
2000,4.4180314962005696e-10,3.5344251969604557e-09
2001,0.0,6.133696661692056e-09
2002,4.38122149670761e-10,1.62105191492401e-08
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,8.809582507929292e-10,3.9643119897903034e-09
2005,9.007499190971657e-10,5.404499514582994e-09
2006,0.0,7.412201963319376e-09
2007,1.1983438685803094e-09,7.589511241690161e-09
2008,4.257439678578834e-10,4.6831836186811415e-09
2009,0.0,1.0013204487790972e-08
2010,1.4171379625338432e-09,8.502827775203059e-09
2011,0.0,8.030340836739924e-09
2012,1.3617010852229328e-09,1.3617010630184723e-08
2013,1.3945624655065103e-09,1.1714325509615264e-08
2014,2.3819897165822113e-09,1.3425760059249114e-08
2015,1.7732603163622684e-09,1.6180999651282946e-08
2016,1.4499380585064614e-09,1.7192121504194802e-08
2017,2.515611330355938e-10,1.1571811953103861e-08
2018,5.162933414126769e-10,1.5746946857575495e-08
2019,2.55098775436835e-10,1.632632162795744e-08
