year,fût_VERB à_ADP,fût_VERB a_ADP,fût_VERB pas_ADV
1896,1.3197550288168713e-06,1.7691086373616827e-09,4.890406216873089e-06
1897,1.2003030178675544e-06,2.330685422435863e-09,4.6025211304367986e-06
1898,1.2154146133980248e-06,1.13167097914868e-09,4.9555874284124e-06
1899,1.2503381867645658e-06,3.3165470370022376e-09,4.936127425025916e-06
1900,1.2484482567742816e-06,5.191053142894475e-10,4.305978563934332e-06
1901,1.1468092679933761e-06,2.235495621949468e-09,4.363687367003877e-06
1902,1.1249460385442944e-06,9.820567692386817e-10,3.886489594151499e-06
1903,1.2031690630465164e-06,5.400220270956879e-10,4.282914687792072e-06
1904,1.1474825214463635e-06,0.0,4.27927670898498e-06
1905,1.1585904076127918e-06,1.0321518084666081e-09,4.311298198445002e-06
1906,1.1672154869302176e-06,3.086510713679047e-09,4.11277551393141e-06
1907,1.0511971595406067e-06,3.08570607954195e-09,4.061817890033126e-06
1908,1.1522118938955828e-06,3.437972351250096e-09,4.134407390665729e-06
1909,1.228919700224651e-06,4.9508852018043115e-09,4.157093371759402e-06
1910,1.1538021453816327e-06,1.068830135508847e-09,4.294559403206222e-06
1911,1.1715463870132226e-06,5.32037403022656e-09,3.980172095907619e-06
1912,1.200771635012643e-06,0.0,4.103460923943203e-06
1913,1.112036898121005e-06,4.242391826725367e-09,4.1278472053818405e-06
1914,1.1444734582255478e-06,2.678697486047099e-09,3.9812139220885e-06
1915,1.0390632496637409e-06,1.1780761921542648e-09,3.7792683542647865e-06
1916,9.899703172777663e-07,0.0,4.18292665926856e-06
1917,1.0747096439445158e-06,1.0966424435210342e-09,3.817412562057143e-06
1918,1.033773855851905e-06,1.1486376294556067e-09,4.129352419113275e-06
1919,1.1804461337305838e-06,9.207848372660976e-10,4.1932539716071915e-06
1920,1.3364989399633487e-06,0.0,4.098848876310512e-06
1921,1.2419305903677014e-06,7.572747429129834e-10,4.27784516432439e-06
1922,1.2114570608900976e-06,1.4755870969551665e-09,3.94571998185711e-06
1923,1.182616642836365e-06,4.246379248229459e-09,4.169944531895453e-06
1924,1.175716192847176e-06,1.289162443462999e-09,4.17044066125527e-06
1925,1.1372115977792419e-06,1.0998177923937646e-09,3.954944986617193e-06
1926,1.0466224011906888e-06,1.1146138456652466e-09,4.2645124267437495e-06
1927,1.2420236998877954e-06,2.2298449753321847e-09,4.512091436481569e-06
1928,9.792116770768189e-07,3.4278123672848437e-09,3.7877325667068362e-06
1929,1.0750492265287903e-06,4.4561625500705304e-09,4.280143912183121e-06
1930,1.1637993111435208e-06,3.1510810627466412e-09,3.949354777432745e-06
1931,9.580500091033173e-07,1.1405356659111021e-09,3.4831959965231363e-06
1932,1.0367721188231371e-06,1.0959536611565568e-09,3.5859604849974858e-06
1933,8.752115263632732e-07,4.588264879146209e-09,3.601787966545089e-06
1934,1.0759458746179007e-06,1.1981580172459871e-09,3.453091494520777e-06
1935,9.52675407006609e-07,4.787313656606784e-09,3.3355606774421176e-06
1936,9.287531383961323e-07,2.424942913137329e-09,3.340358944114996e-06
1937,8.813782983452256e-07,1.2591118148108649e-09,3.2485083920619218e-06
1938,9.010823873722984e-07,0.0,3.3242808967770543e-06
1939,8.763490768615156e-07,0.0,3.3402207009203266e-06
1940,8.393441248699673e-07,0.0,2.6397499368613353e-06
1941,8.972567684395472e-07,0.0,2.703576456042356e-06
1942,9.557767270962358e-07,0.0,2.9492539397324435e-06
1943,1.146777890426165e-06,0.0,3.3793658076319844e-06
1944,1.1438942237873562e-06,3.2131861615880553e-09,3.2549576189921936e-06
1945,1.1938202533201547e-06,0.0,3.7971326491970103e-06
1946,1.1387463700884837e-06,1.3921104269343232e-09,3.545705340002314e-06
1947,1.205200078402413e-06,1.1920870957027319e-09,3.7705715385527583e-06
1948,1.061096213561541e-06,1.0871887834440486e-09,3.214817297703121e-06
1949,8.943294460550533e-07,0.0,3.0638882435596315e-06
1950,1.0146135309696547e-06,3.190608444114673e-09,3.190608367731329e-06
1951,1.003237912300392e-06,2.1322803522849654e-09,3.266653493483318e-06
1952,9.374330716127588e-07,2.1089607837865287e-09,2.8829495022364426e-06
1953,1.0622993613651488e-06,3.232148326759443e-09,2.954183401016053e-06
1954,9.469587212151964e-07,6.840775057526116e-09,3.197573732904857e-06
1955,8.70984422363108e-07,5.631364707880948e-09,2.8823201319028158e-06
1956,7.831584980522166e-07,0.0,2.662564611455309e-06
1957,8.684842214279342e-07,1.7670075402875796e-09,2.4932476208050502e-06
1958,8.809939231468888e-07,1.6544486891589827e-09,2.715777554840315e-06
1959,8.107282383207348e-07,7.750747821333448e-10,2.646105258463649e-06
1960,8.42265421852062e-07,0.0,2.6866675852943445e-06
1961,8.268309557024622e-07,6.948159270159238e-10,2.779263695629197e-06
1962,8.663112680551421e-07,0.0,2.7606536150415195e-06
1963,8.774434263614239e-07,0.0,2.6375030302006053e-06
1964,8.943433726926742e-07,1.2167936658258327e-09,3.023732233486953e-06
1965,8.547331731278973e-07,1.0944086747954884e-09,2.8268575533729745e-06
1966,8.253221608356398e-07,2.215629901769489e-09,2.6122277176909847e-06
1967,9.002793035506329e-07,9.860671168482327e-10,3.037579745068797e-06
1968,8.955883004091447e-07,4.4914158503495116e-10,2.96388520837354e-06
1969,7.789114420120313e-07,3.6334061870313406e-09,2.7445842079032445e-06
1970,7.054443926790555e-07,3.219107563845469e-09,2.6028783395304345e-06
1971,6.972805408622662e-07,1.541519245584766e-09,2.321014108019881e-06
1972,6.607629075006116e-07,2.565073486948677e-09,2.3916745703900233e-06
1973,6.009391881889314e-07,5.513203782392395e-10,2.1584191927104257e-06
1974,5.653699304275506e-07,0.0,1.7439272141928086e-06
1975,5.951362140876881e-07,1.1422960355389478e-09,1.801971961867821e-06
1976,5.307866217663104e-07,1.142705374768127e-09,1.7157721003968618e-06
1977,4.871852183896408e-07,5.876781838942691e-10,1.647261910875386e-06
1978,6.374254439833749e-07,2.3762365408686037e-09,1.9259396140114404e-06
1979,6.033384352122084e-07,0.0,2.0710133412649157e-06
1980,5.69083567825146e-07,1.1370301367108482e-09,1.765239289852616e-06
1981,5.389368311625731e-07,0.0,1.595303615431476e-06
1982,5.655034556184546e-07,1.2415004579935385e-09,1.549392550259654e-06
1983,5.153298161530984e-07,1.2630632095778083e-09,1.5630407688149717e-06
1984,5.282896609060117e-07,1.7397025486864948e-09,1.4990437193773687e-06
1985,5.041037525188585e-07,6.015558051686298e-10,1.5219361557683442e-06
1986,5.137274001754122e-07,5.994485463567401e-10,1.5285937706721597e-06
1987,4.992537583348167e-07,6.110816852533674e-10,1.569868800288532e-06
1988,5.121057142787322e-07,0.0,1.5579046248603845e-06
1989,5.504586511051457e-07,1.6464366536794728e-09,1.7117453126047621e-06
1990,4.4460992398853705e-07,1.089730194969718e-09,1.4537000652126153e-06
1991,4.6598648850704194e-07,1.1722930404189924e-09,1.399717916683585e-06
1992,5.27301665442792e-07,0.0,1.448564376005379e-06
1993,4.597542044848524e-07,0.0,1.5725810271760565e-06
1994,4.6788599661340413e-07,0.0,1.4943866517569404e-06
1995,5.053724407844129e-07,0.0,1.400076826030272e-06
1996,4.4786594344259356e-07,0.0,1.3174411606087233e-06
1997,4.3969183138869994e-07,4.79489448146353e-10,1.2879086170869414e-06
1998,4.215026194742677e-07,4.768129224785866e-10,1.3455660337058362e-06
1999,4.387393062188494e-07,4.570201161957499e-10,1.400309656673926e-06
2000,4.0204085394179856e-07,4.4180314962005696e-10,1.282996322515828e-06
2001,3.8905159271962475e-07,8.762423564512289e-10,1.4072452358959708e-06
2002,4.4732271931025025e-07,4.38122149670761e-10,1.3432825198833598e-06
2003,4.3919368408751325e-07,4.1669229178253886e-10,1.3488329386746045e-06
2004,4.272647515790595e-07,4.404791253964646e-10,1.2271748346392997e-06
2005,4.5172609475230274e-07,1.3511248786457486e-09,1.2966295344085665e-06
2006,4.4926179043613956e-07,8.235779835885637e-10,1.3506678442354314e-06
2007,4.3180324382774415e-07,0.0,1.2986052979613305e-06
2008,4.2659544874368294e-07,0.0,1.367489630865748e-06
2009,4.734815206575149e-07,0.0,1.419490899934317e-06
2010,5.644932912218792e-07,9.447586046817946e-10,1.4445358829107136e-06
2011,5.724485845348681e-07,7.64794394481072e-10,1.6431607718914165e-06
2012,7.305526423806441e-07,0.0,2.2103813535068184e-06
2013,8.794111181487096e-07,0.0,2.519416739232838e-06
2014,1.0727615062933182e-06,6.496335691608124e-10,3.129934384560329e-06
2015,1.0025570418292773e-06,0.0,3.0497860734612914e-06
2016,1.0197206847806228e-06,6.21402013178951e-10,3.2428899885417195e-06
2017,6.168278900986479e-07,0.0,1.8841928977053612e-06
2018,8.642750799481291e-07,2.5814667070633845e-10,2.6767227154778084e-06
2019,9.349370202471619e-07,0.0,2.7660360046866117e-06
