year,petit_ADJ or_NOUN,petit_ADJ port_NOUN
1874,1.7923826867161097e-09,5.795370645600428e-07
1875,1.7164581422868253e-09,5.841679264761979e-07
1876,1.209202959984168e-09,9.274586805219087e-07
1877,2.4739263970730008e-09,7.384670199783727e-07
1878,3.019544281279707e-09,7.337492675674184e-07
1879,6.10932526790009e-10,9.218971595004177e-07
1880,3.2089231272180996e-09,7.752758475199073e-07
1881,2.7890030285249168e-09,7.697648234383792e-07
1882,6.655385131892899e-10,5.430794232097469e-07
1883,2.5277355764075082e-09,7.014466278931764e-07
1884,0.0,7.677773421477241e-07
1885,1.2891271383708158e-09,7.251340230496339e-07
1886,4.5174246565693466e-09,7.602180716048679e-07
1887,1.3057849246322917e-09,6.861899934929028e-07
1888,2.53624587998047e-09,6.467426736378457e-07
1889,1.2530273485467092e-09,7.236232955065702e-07
1890,6.554386478008212e-10,7.957025083271674e-07
1891,0.0,5.201363417750571e-07
1892,3.1342561879199593e-09,7.052076238522886e-07
1893,3.079208221734575e-09,8.012099854681765e-07
1894,1.2603078580752936e-09,7.303483791076815e-07
1895,6.018614495673091e-10,6.608438587463183e-07
1896,1.179405795248556e-09,6.203674427496253e-07
1897,2.9133566670225264e-09,5.640258695649436e-07
1898,2.8291774478717002e-09,5.811130279198551e-07
1899,4.9748205555033564e-09,6.36224287475784e-07
1900,0.0,6.504389453709791e-07
1901,1.1177477832191585e-09,7.589507626803993e-07
1902,9.820567692386817e-10,5.234362348005561e-07
1903,0.0,6.793477220767841e-07
1904,5.374625189347171e-10,6.944015575882645e-07
1905,1.0321518084666081e-09,5.527173043695655e-07
1906,1.0288369045596824e-09,6.131868071079793e-07
1907,2.5714217422034835e-09,5.147986215092715e-07
1908,1.4734167219643268e-09,6.183438863160973e-07
1909,3.8506885458033935e-09,5.385462644724726e-07
1910,1.6032452032632705e-09,5.964072329334158e-07
1911,3.1922244847493175e-09,6.331245359092463e-07
1912,2.6047105583515417e-09,5.4438453744865e-07
1913,1.5908969142053309e-09,6.199195077272179e-07
1914,2.678697486047099e-09,7.821796792484292e-07
1915,0.0,7.280510661011874e-07
1916,1.0987462051303964e-09,5.724467531109667e-07
1917,5.483212328627474e-09,7.303638867028894e-07
1918,0.0,6.432370742714966e-07
1919,0.0,5.036692920512564e-07
1920,7.572231730534895e-10,5.679173744610466e-07
1921,1.5145494858259667e-09,4.770830797085068e-07
1922,0.0,6.492583457529122e-07
1923,2.1231896241147297e-09,6.305873228029668e-07
1924,1.289162443462999e-09,6.523162188187825e-07
1925,2.1996355847875293e-09,6.466928876847078e-07
1926,2.229227691330493e-09,6.030060664130588e-07
1927,2.2298449753321847e-09,6.533445882084266e-07
1928,1.1426041224282812e-09,5.907263558313502e-07
1929,0.0,6.093802040751939e-07
1930,0.0,7.415543947786318e-07
1931,0.0,6.113271080465665e-07
1932,2.1919073223131136e-09,5.227699184651158e-07
1933,0.0,6.65298421687055e-07
1934,1.1981580172459871e-09,6.110605674791714e-07
1935,4.787313656606784e-09,5.21817183241069e-07
1936,2.424942913137329e-09,6.389724429567423e-07
1937,1.2591118148108649e-09,5.842278918422039e-07
1938,2.5930428915188486e-09,5.7435902434122e-07
1939,6.117620188206274e-09,5.674092955487708e-07
1940,2.5357829169792012e-09,4.5644093571439726e-07
1941,2.9515025978810172e-09,6.168640642734147e-07
1942,0.0,6.371844754049505e-07
1943,5.806470415592457e-09,5.951632155998254e-07
1944,0.0,6.74769122355201e-07
1945,4.357008087652048e-09,6.361231581486493e-07
1946,0.0,5.039440029719344e-07
1947,0.0,5.257104052081019e-07
1948,4.348755133776194e-09,4.794502466154427e-07
1949,1.9634016634739737e-09,5.664413631478737e-07
1950,0.0,5.243233403007252e-07
1951,0.0,6.076999259363447e-07
1952,1.0544803918932644e-09,6.274158597108226e-07
1953,2.1547654771580937e-09,6.09798625816893e-07
1954,1.9545072227344917e-09,6.273967994019358e-07
1955,9.385607846468247e-10,6.382213477706955e-07
1956,1.744228317335228e-09,6.933307279410883e-07
1957,8.835037423882142e-09,5.831125156063877e-07
1958,4.9633461784992505e-09,6.195910220441192e-07
1959,1.5501495642666896e-09,5.797559285980469e-07
1960,0.0,6.062650150795434e-07
1961,1.3896318540318475e-09,6.447891651717441e-07
1962,0.0,6.132671854786054e-07
1963,3.2330267352165265e-09,5.968166885139681e-07
1964,1.2167936658258327e-09,5.937953178047906e-07
1965,1.6416130121932326e-09,5.597900285536639e-07
1966,5.539074754423723e-10,6.131755654337212e-07
1967,2.9582014060558492e-09,5.807935385959695e-07
1968,2.245707925174756e-09,6.481113334899646e-07
1969,0.0,5.490984928968601e-07
1970,4.5987250119061684e-10,4.5067505727303114e-07
1971,1.0276794970565106e-09,5.313103184079182e-07
1972,1.5390440033513642e-09,5.017283513097937e-07
1973,1.6539611902288698e-09,5.033554772992943e-07
1974,1.1251143350321513e-09,5.361169908013608e-07
1975,1.1422960355389478e-09,4.443531640418996e-07
1976,0.0,4.6279567200713245e-07
1977,5.876781838942691e-10,5.242089624601931e-07
1978,5.940591352171509e-10,4.455443374240531e-07
1979,1.7555920051037788e-09,4.412387912822169e-07
1980,0.0,5.372467448694351e-07
1981,1.8976649140967083e-09,4.699883175973696e-07
1982,0.0,5.059114140948395e-07
1983,2.5261264191556165e-09,4.629126570954156e-07
1984,5.799008495621649e-10,5.538053304832147e-07
1985,0.0,4.716197423704216e-07
1986,2.3977942409381114e-09,5.305119410436987e-07
1987,1.2221633705067347e-09,4.3020151574424403e-07
1988,0.0,4.581367245570789e-07
1989,5.488122178931576e-10,5.076512969992564e-07
1990,0.0,4.990964335149783e-07
1991,1.1722930404189924e-09,4.413683356574438e-07
1992,5.509944167592096e-10,4.7550817861008454e-07
1993,1.6617622278225497e-09,4.7360223653925004e-07
1994,0.0,4.710509524663564e-07
1995,1.626735190995987e-09,4.592815976423026e-07
1996,3.736664533349199e-09,4.574745009477965e-07
1997,3.3564261370244708e-09,4.492816199075378e-07
1998,2.8608774238492174e-09,4.849187318356485e-07
1999,4.570201161957499e-10,4.478797084317421e-07
2000,0.0,4.7228756994144305e-07
2001,1.7524847129024579e-09,4.6966589195562847e-07
2002,1.314366449012283e-09,4.950780048140757e-07
2003,1.2500768753476166e-09,4.829463708944104e-07
2004,0.0,5.047890967446733e-07
2005,4.5037495954858286e-10,4.5758095712500335e-07
2006,2.0589449589714093e-09,5.641509464027195e-07
2007,3.994479469415779e-10,6.023675043209664e-07
2008,2.9802078582719105e-09,9.379139385146118e-07
2009,4.76819250749827e-10,9.498239226246596e-07
2010,1.8895172093635892e-09,1.0430134871342034e-06
2011,1.147191591721608e-09,1.4722292185354036e-06
2012,6.808505426114664e-10,1.5605094922932494e-06
2013,8.367375126105969e-10,9.312888398227415e-07
2014,0.0,9.974040686699936e-07
2015,1.3299452372717013e-09,1.2129100070978893e-06
2016,1.6570720906550207e-09,1.2869236201140666e-06
2017,1.2578056374223934e-09,1.0034773669787e-06
2018,1.2907333535316923e-09,1.1781813764599747e-06
2019,1.02039510174734e-09,1.4471753360112416e-06
