year,grand_ADJ an_NOUN,grand_ADJ pan_NOUN
1800,1.2576658381391326e-08,6.288329146286742e-08
1801,2.1430642593855964e-08,4.0480103713491644e-08
1802,1.7902721083373763e-08,6.265952379180817e-08
1803,5.851017670366332e-09,5.460949736857401e-08
1804,9.887403784603066e-09,1.730295640101076e-08
1805,2.842877711017877e-09,1.7057266488151868e-08
1806,8.645007376628655e-09,4.4089537709623983e-07
1807,2.8469551160981155e-09,5.693910232196231e-09
1808,6.798221985349073e-09,1.3596443970698147e-08
1809,6.7770915546105925e-09,7.002994450999722e-08
1810,4.680253518074551e-09,5.148278692246322e-08
1811,2.5070767684098882e-09,5.0141533147751716e-08
1812,2.6672082320544632e-09,3.467370657261881e-08
1813,2.0130190847567064e-08,3.738464116054274e-08
1814,6.293354282149721e-09,4.09068032780624e-08
1815,2.697223555614414e-09,4.315557688983063e-08
1816,1.3905623319487859e-08,2.3176038865813098e-08
1817,7.784366928831332e-09,5.2933695871004716e-08
1818,1.549753059215675e-08,1.0133000749590337e-07
1819,3.1053151161586356e-09,1.4387959679229567e-07
1820,5.933240565525466e-09,7.238553223487543e-08
1821,7.88919063410276e-09,1.232686024366103e-07
1822,4.010246357211145e-09,9.42407893944619e-08
1823,9.882686669016039e-09,2.2532526466889635e-07
1824,0.0,2.0126459165936694e-07
1825,7.044354433105582e-09,1.0742640910166301e-07
1826,3.5231936257318353e-09,1.5237812789337113e-07
1827,7.373818333711313e-09,4.608636494651819e-08
1828,7.337841112509125e-09,5.96199587477031e-08
1829,1.714635211591542e-09,4.6295151712172355e-08
1830,1.0436835840010872e-09,5.0096811143873765e-08
1831,1.5591206103948707e-09,2.18276889896174e-08
1832,1.3529969367098715e-09,5.0060885214975315e-08
1833,4.633451511359965e-09,7.645194610716999e-08
1834,4.667265685043276e-09,5.4140278038516954e-08
1835,3.781543966852041e-09,1.565559202276745e-07
1836,1.881810018922181e-08,1.1626897700178773e-07
1837,6.957891152126194e-09,5.4967337348443834e-08
1838,5.049729523420865e-09,1.0730675037429194e-07
1839,0.0,2.516931019158619e-08
1840,1.2739377552861697e-08,7.26144495644121e-08
1841,1.926164561183441e-09,4.9438222848863234e-08
1842,2.0124795163667386e-09,2.6162234156856812e-08
1843,1.7720733769266417e-09,7.738053398043121e-08
1844,3.841992946007622e-09,4.555505839221041e-08
1845,5.022205262772417e-09,4.296775468759506e-08
1846,7.610851726624901e-09,1.053810230189356e-07
1847,1.0786447290911383e-09,4.260646768727838e-08
1848,8.045221711050488e-10,6.757986070748956e-08
1849,7.54147322368226e-09,3.4355601030711114e-08
1850,4.073397619208663e-09,7.603675644674013e-08
1851,2.579775504329973e-09,4.643595796771649e-08
1852,3.2552727180501506e-09,8.463709133543773e-08
1853,5.3747384320956826e-09,9.674529621861438e-08
1854,3.117398783558656e-09,7.74154001459415e-08
1855,1.5920811335945473e-09,1.1197636951010281e-07
1856,6.73034605824796e-09,7.040977223482514e-08
1857,1.9526036898476207e-09,1.1081025519388277e-07
1858,1.761723344984034e-08,1.0178845766262157e-07
1859,3.055304009791371e-09,1.1100937746810757e-07
1860,8.696649622663699e-09,1.7347527275779484e-07
1861,1.886385547766878e-09,1.0092162627817203e-07
1862,2.2589932147099034e-09,1.301180057033946e-07
1863,6.493007131957995e-09,1.4134777193142156e-07
1864,7.192092144059359e-09,1.2034767160606918e-07
1865,2.8241066707401785e-09,1.4026396466526592e-07
1866,7.784980604608194e-09,1.6397115604194212e-07
1867,5.338092634588065e-09,1.4509906165471875e-07
1868,2.4699371437009177e-09,1.437503345247393e-07
1869,5.371870948067681e-09,1.1525105036991334e-07
1870,1.7202146374017957e-09,9.117137578229517e-08
1871,1.0621177271019633e-09,5.2043767517773176e-08
1872,1.8142017887967654e-09,7.498700904662314e-08
1873,4.1902031844287535e-09,6.704324961859243e-08
1874,3.5847653734322193e-09,1.2666171222974754e-07
1875,1.4303817741367908e-08,9.040012827199462e-08
1876,1.813804439976252e-09,2.3337616616991852e-07
1877,3.7108897066318036e-09,8.473198120917402e-08
1878,3.0195443923020093e-09,7.79042443888045e-08
1879,3.0546627449723474e-09,1.2463023324471578e-07
1880,5.134277225593564e-09,1.0781981862884038e-07
1881,3.486253785656146e-09,6.97250750469891e-08
1882,3.3276925659464496e-09,7.254369660536497e-08
1883,4.423537314224291e-09,4.9922776690358717e-08
1884,6.601696966868076e-09,8.18610406128073e-08
1885,3.2228177904158883e-09,9.088346081265186e-08
1886,6.453463874400711e-10,9.938334549763894e-08
1887,1.3057849246322917e-09,8.226445036285668e-08
1888,1.9021844099853524e-09,9.954765012309963e-08
1889,1.8795409673089125e-09,8.395283357387484e-08
1890,4.588070479094597e-09,9.962667668617087e-08
1891,6.374220040683554e-10,8.031517229056817e-08
1892,8.14906586654729e-09,8.713232180213026e-08
1893,1.2316833108982905e-09,7.5748522565533e-08
1894,1.8904617871129403e-09,6.86867784871481e-08
1895,4.213030146971164e-09,9.08810797728421e-08
1896,5.89702897624278e-09,1.9165344422589214e-07
1897,4.078699378240458e-09,1.2352632872136837e-07
1898,2.8291773368493978e-09,9.449452775811551e-08
1899,4.4220627160029835e-09,1.1110432396321812e-07
1900,5.191053142894475e-10,9.395806255252381e-08
1901,0.0,1.5983793710816485e-07
1902,1.4730851538580225e-09,9.869670752893356e-08
1903,3.2401321625741275e-09,1.3122535591492124e-07
1904,1.0749250378694342e-09,1.3436562973367927e-07
1905,4.128607289377584e-09,1.4192087649522733e-07
1906,3.0865107691901983e-09,3.1739618844284223e-07
1907,1.028568674676933e-09,1.5685672316578803e-07
1908,2.4556945366072114e-09,2.106985943495232e-07
1909,2.750491778780173e-09,2.05186684532066e-07
1910,2.2979847136284093e-08,1.7315048506105768e-07
1911,3.1922244847493175e-09,1.3886176652988524e-07
1912,2.6047105583515417e-09,1.2815176120284377e-07
1913,3.8181524719682614e-08,1.5219580451475423e-07
1914,2.6786975415582504e-09,1.252291106368375e-07
1915,1.1780761921542648e-09,7.304072369151982e-08
1916,6.592477230782379e-09,1.109733691606607e-07
1917,5.483212106582869e-09,1.326937333345768e-07
1918,4.594550517822427e-09,1.8722793626579914e-07
1919,2.762354567309444e-09,2.6978995792958926e-07
1920,3.786115865267448e-09,1.855196756217481e-07
1921,2.27182422873895e-09,1.5675587189400986e-07
1922,3.688967686876765e-09,1.5493664307086874e-07
1923,2.1231896241147297e-09,1.3800732601154664e-07
1924,3.867487330388997e-09,1.6630195354139232e-07
1925,2.1996355847875293e-09,1.5067503755794576e-07
1926,2.229227691330493e-09,1.270659826246856e-07
1927,2.2298449753321847e-09,1.493996140133902e-07
1928,3.4278123672848437e-09,1.6339238761986508e-07
1929,3.342121912552898e-09,1.1474618966111905e-07
1930,2.100720708497761e-09,1.312950459464446e-07
1931,5.7026783295555106e-09,1.5169124267799816e-07
1932,3.287861094491973e-09,1.216508564994001e-07
1933,5.735331320977366e-09,1.3420675060160647e-07
1934,1.1981580172459871e-09,1.1861764193099589e-07
1935,1.196828414151696e-09,9.454944738251925e-08
1936,3.6374143697059935e-09,1.1518478437722024e-07
1937,0.0,1.2591118458971096e-07
1938,1.2965214457594243e-09,1.5428605060208156e-07
1939,1.5294050470515685e-09,1.2999943166391859e-07
1940,0.0,4.057252711575643e-08
1941,0.0,1.8004165980300968e-07
1942,3.034211770724937e-09,1.9418955576888663e-07
1943,2.9032352077962287e-09,3.0193645983445094e-07
1944,0.0,9.639558484764166e-08
1945,2.178504043826024e-09,1.5467378489120165e-07
1946,0.0,1.7401380247861198e-07
1947,1.1920870957027319e-09,2.0742315065547245e-07
1948,1.0871887834440486e-09,1.587295672678124e-07
1949,1.9634016634739737e-09,1.1780409892026e-07
1950,5.317680740191122e-09,1.29751411392931e-07
1951,3.198420528427448e-09,1.2367225998843878e-07
1952,2.1089607837865287e-09,1.3286452771321677e-07
1953,2.1547654771580937e-09,1.131251866626215e-07
1954,1.9545072227344917e-09,1.1433866986543251e-07
1955,6.569925492527773e-09,1.3515275343323196e-07
1956,1.744228317335228e-09,1.5087575144789866e-07
1957,3.534015080575159e-09,1.5284615084709685e-07
1958,3.3088974338291166e-09,1.1002083866173962e-07
1959,3.100299128533379e-09,1.3563808620720152e-07
1960,1.3841666701708277e-09,1.4187708075041883e-07
1961,4.863711433600315e-09,1.507750539420094e-07
1962,1.2683912808952869e-09,1.3064430498532786e-07
1963,4.526237273871914e-09,1.9398159789574265e-07
1964,6.083968329129164e-10,1.6244195477632672e-07
1965,1.0944086747954884e-09,1.510283974548443e-07
1966,2.215629901769489e-09,2.049457688002576e-07
1967,7.888537101319315e-09,1.3952849403642276e-07
1968,8.982831700699023e-10,1.7471607888230878e-07
1969,1.3625273131978588e-09,1.5941569569966063e-07
1970,1.3796175035718505e-09,1.706126973033406e-07
1971,7.70759622792383e-09,1.6185952134151194e-07
1972,1.5390440588625154e-09,1.467221998896484e-07
1973,8.269805618077442e-09,1.8358968234544193e-07
1974,2.250228725575454e-09,1.0576074771506683e-07
1975,1.7134440533084216e-09,9.195483041679609e-08
1976,2.8567633814091664e-09,1.914031492189494e-07
1977,1.7630346071939584e-09,1.0519439613831949e-07
1978,4.752473081737207e-09,1.306930048627919e-07
1979,2.3407893401383717e-09,1.0592071719717211e-07
1980,2.2740602734216964e-09,1.2621034539694875e-07
1981,4.427884781055269e-09,9.867857070355868e-08
1982,3.103751144983846e-09,1.0552753693104933e-07
1983,1.8945948143667124e-09,2.2040453151461747e-07
1984,2.319603453759811e-09,1.055419538431579e-07
1985,3.0077789148208467e-09,1.3775628182610689e-07
1986,8.39227959348321e-09,1.3487592209759924e-07
1987,7.94406213033838e-09,1.1671659977396942e-07
1988,2.9982769045311386e-09,1.1213555589639768e-07
1989,4.390497743145261e-09,1.2348274902596046e-07
1990,3.269190584909154e-09,1.0297950187032612e-07
1991,3.5168792322792797e-09,1.3833057926904146e-07
1992,5.5099441120809445e-09,1.140558431034222e-07
1993,2.769603768548734e-09,1.467890016759732e-07
1994,5.8024192117756e-09,1.2765322310315241e-07
1995,3.253470381991974e-09,1.5291311150633646e-07
1996,3.736664311304594e-09,1.3558754363707237e-07
1997,3.835915696193126e-09,1.510391725023652e-07
1998,4.29131630230728e-09,1.3541487042800782e-07
1999,3.6561608462992723e-09,1.1654012754824805e-07
2000,4.418031274155965e-09,9.410406864862608e-08
2001,3.943090687297257e-09,1.2924575115702552e-07
2002,5.25746568502683e-09,1.428278171289321e-07
2003,3.7502307925763034e-09,9.833938108272378e-08
2004,1.761916529341434e-09,1.4227475875205897e-07
2005,3.1526246058177776e-09,1.6798985869037608e-07
