year,grand_ADJ aimant_NOUN,grand_ADJ paiement_NOUN
1800,7.545994851199112e-08,0.0
1801,4.7623651688866175e-09,0.0
1802,2.4616241489638924e-08,0.0
1803,5.265916058760922e-08,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,1.0662175498055149e-07,0.0
1807,2.2775640928784924e-08,0.0
1808,1.3596443970698147e-08,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,1.2168659679900884e-07,0.0
1811,2.0056614147279106e-08,0.0
1812,1.6536691305191198e-07,0.0
1813,1.150296680130225e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,6.952811659743929e-09,0.0
1817,9.341240669868967e-09,0.0
1818,2.6226590676969863e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,8.306536791735653e-09,0.0
1821,2.2681422962023134e-08,0.0
1822,3.709477880420309e-08,2.0051231786055723e-09
1823,3.9530747564242574e-09,6.917880934764753e-09
1824,2.7789671008804362e-08,8.421112696055388e-10
1825,1.3208164340028361e-08,0.0
1826,2.025836387531399e-08,3.5231937367541377e-09
1827,3.133872894522938e-08,9.217273055917019e-10
1828,2.659967357487858e-08,0.0
1829,0.0,0.0
1830,5.0096812032052185e-08,0.0
1831,6.236482441579483e-09,0.0
1832,8.794479811058409e-08,0.0
1833,6.950177322551099e-09,0.0
1834,1.7735608537350345e-08,0.0
1835,6.050470346963266e-09,6.806779140333674e-09
1836,8.064899859050456e-09,0.0
1837,5.5663127440652715e-09,0.0
1838,9.468243078458727e-09,0.0
1839,6.9914749545318955e-09,0.0
1840,5.732719632334238e-09,1.9109065441114126e-09
1841,8.346713542550788e-09,0.0
1842,3.018719141323345e-08,0.0
1843,2.539971788451112e-08,0.0
1844,6.037417232818143e-09,0.0
1845,5.580227835366713e-09,0.0
1846,4.6836010625384006e-09,1.1709002656346001e-09
1847,9.707802561820245e-09,0.0
1848,2.011305433313737e-08,0.0
1849,1.75967720394965e-08,8.379414939696517e-10
1850,2.2403686017469226e-08,0.0
1851,2.3217978650791338e-08,0.0
1852,3.580800012059626e-08,1.3021090872200602e-09
1853,2.6873692604567623e-08,1.1943863675867306e-09
1854,1.6626126253527218e-08,0.0
1855,9.552486801567284e-09,0.0
1856,1.0354378687793542e-08,0.0
1857,3.612316845647001e-08,0.0
1858,3.6213201326518174e-08,0.0
1859,2.4442432078330967e-08,5.092173349652285e-10
1860,2.288591893773173e-08,9.154367819341758e-10
1861,8.960331143725853e-09,0.0
1862,1.626475132354699e-08,0.0
1863,9.489779628779615e-09,0.0
1864,8.151037178549814e-09,0.0
1865,8.47231973466478e-09,2.8241067262513297e-09
1866,2.0435575009969398e-08,0.0
1867,4.367530337390235e-09,0.0
1868,3.210918109175509e-08,1.4819622196071691e-09
1869,2.2952539424636598e-08,0.0
1870,1.3761717099214366e-08,0.0
1871,1.911811864374613e-08,0.0
1872,1.8746751706544273e-08,0.0
1873,1.9155214303623325e-08,0.0
1874,4.182226565063729e-09,0.0
1875,1.4303817685856757e-08,0.0
1876,2.539326260375674e-08,0.0
1877,1.36065949618569e-08,1.2369631985365004e-09
1878,1.872117572077059e-08,0.0
1879,4.887460214320072e-09,0.0
1880,1.4119262203848848e-08,0.0
1881,1.6036766581351003e-08,0.0
1882,1.4641846846075168e-08,0.0
1883,9.479008689083912e-09,0.0
1884,1.8484751507230612e-08,0.0
1885,1.0957580676151935e-08,0.0
1886,9.034849701716752e-09,0.0
1887,9.140494583448344e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,6.265136853755848e-09,6.265136742733546e-10
1890,1.1797895993481688e-08,0.0
1891,2.42220359325529e-08,6.374220040683554e-10
1892,6.8953633913793055e-09,0.0
1893,7.390099754367441e-09,0.0
1894,1.6384001710889606e-08,0.0
1895,6.018614495673091e-09,0.0
1896,4.717623180994224e-09,5.89702897624278e-10
1897,2.0393497446313802e-08,0.0
1898,6.7900258748920805e-09,0.0
1899,7.738609753005221e-09,0.0
