year,excellent_ADJ or_NOUN,excellent_ADJ port_NOUN
1929,0.0,4.233354289340241e-08
1930,0.0,2.7309369543537798e-08
1931,1.1405356659111021e-09,5.1324104077821175e-08
1932,0.0,3.287861005674131e-08
1933,0.0,2.5235456169170334e-08
1934,0.0,2.7557634396657704e-08
1935,0.0,1.555876849579363e-08
1936,0.0,4.00115567344983e-08
1937,0.0,3.903246770242674e-08
1938,0.0,1.8151300906765755e-08
1939,0.0,2.141167065872196e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,0.0,3.483882360377777e-08
1944,0.0,6.747690939334916e-08
1945,2.178504043826024e-09,3.267755976921194e-08
1946,0.0,8.352662561605939e-09
1947,0.0,3.4570524887200804e-08
1948,0.0,4.566192979282846e-08
1949,0.0,4.613993809243766e-08
1950,0.0,2.7651939404904624e-08
1951,0.0,2.9851925376078725e-08
1952,0.0,1.3708244650523227e-08
1953,0.0,4.201792691560513e-08
1954,0.0,2.14995790059902e-08
1955,0.0,3.2849627018549654e-08
1956,0.0,1.657016923672927e-08
1957,0.0,1.9437083775830644e-08
1958,0.0,2.4816729671250926e-08
1959,0.0,3.410329085795638e-08
1960,0.0,2.629916728835724e-08
1961,6.948159270159238e-10,1.389631876236308e-08
1962,0.0,1.0781325887609938e-08
1963,0.0,1.0345685197421517e-08
1964,6.083968329129164e-10,1.52099203787337e-08
1965,5.472043373977442e-10,2.5718604135249734e-08
1966,1.1078149508847446e-09,1.4401594583546284e-08
1967,0.0,2.5144711590652236e-08
1968,4.4914158503495116e-10,2.2906219976359665e-08
1969,0.0,1.816703176782397e-08
1970,0.0,1.74751555448438e-08
1971,0.0,1.490135304038631e-08
1972,0.0,1.2312352026810913e-08
1973,0.0,1.4334330167287135e-08
1974,0.0,1.8564387360697765e-08
1975,0.0,1.7134439644905797e-08
1976,0.0,1.3712464053128315e-08
1977,5.876781838942691e-10,1.8218023367655434e-08
1978,5.940591352171509e-10,1.3069301307844228e-08
1979,0.0,1.0533551808578068e-08
1980,5.685150683554241e-10,1.4781392110307934e-08
1981,0.0,8.223214109648325e-09
1982,0.0,2.8554510422829082e-08
1983,0.0,1.578829045278951e-08
1984,0.0,1.3917620833581168e-08
1985,0.0,9.02333674446254e-09
1986,1.1988970927134801e-09,1.019062523255343e-08
1987,0.0,6.721898593298192e-09
1988,0.0,6.596209356501959e-09
1989,0.0,1.3720305780395847e-08
1990,1.089730194969718e-09,1.961514289883226e-08
1991,0.0,1.3481369798284959e-08
1992,0.0,1.8182815753053916e-08
1993,0.0,1.1078414907661482e-08
1994,0.0,1.3187316072471589e-08
1995,0.0,1.4098371969861745e-08
1996,0.0,1.1743803041142087e-08
1997,0.0,9.58978851883785e-09
1998,0.0,1.0489884183506604e-08
1999,4.570201161957499e-10,1.0968483010742602e-08
2000,0.0,8.394259509714175e-09
2001,4.3812117822561447e-10,1.3581756691527502e-08
2002,0.0,1.0076809608960957e-08
2003,0.0,1.0000615446870142e-08
2004,0.0,1.189293641346012e-08
2005,4.5037495954858286e-10,9.007498746882447e-09
2006,0.0,1.3589036562677848e-08
2007,0.0,8.787854888225866e-09
2008,8.514879357157668e-10,9.792111205220166e-09
2009,0.0,1.0013204265746367e-08
2010,0.0,2.8342759250676863e-09
2011,0.0,1.9502257364578668e-08
2012,0.0,1.8723390449171262e-08
2013,5.578250084070646e-10,8.646287241731443e-09
2014,0.0,9.3114139732009e-09
2015,4.433150790905671e-10,1.0196246513771712e-08
2016,0.0,1.719212194828401e-08
2017,0.0,1.0062445099379147e-08
2018,0.0,8.002547013941097e-09
2019,0.0,1.2499840051916067e-08
