year,sont_VERB heureux_ADJ,sont_VERB peureux_ADJ
1944,4.884042823505297e-07,3.2131861615880553e-09
1945,7.254418505908689e-07,0.0
1946,6.640366905230621e-07,4.1763312808029696e-09
1947,6.496874789263529e-07,1.0728784083369192e-08
1948,6.305695023911539e-07,6.523132700664291e-09
1949,5.703681722479814e-07,1.9634016634739737e-09
1950,5.764366051153047e-07,4.2541445921528975e-09
1951,5.309378252604802e-07,7.462981344019681e-09
1952,4.797885821972159e-07,2.1089607837865287e-09
1953,5.871735879736661e-07,0.0
1954,5.511710128303093e-07,4.886268278880834e-09
1955,5.246554906079837e-07,2.815682353940474e-09
1956,6.279221906879684e-07,2.616342476002842e-09
1957,5.380537686505704e-07,2.6505113659425206e-09
1958,4.955073791279574e-07,6.617794756635931e-09
1959,5.433274168353819e-07,3.100299128533379e-09
1960,5.723529170609254e-07,3.460416619915918e-09
1961,5.628008921121364e-07,2.779263708063695e-09
1962,5.63165713174385e-07,4.43936931660005e-09
1963,5.56727172806859e-07,3.879631726988464e-09
1964,5.773686098109465e-07,6.083968440151466e-09
1965,5.373546514420013e-07,8.755269398363907e-09
1966,5.832645797454461e-07,3.3234448526542337e-09
1967,5.886820417799754e-07,3.944268467392931e-09
1968,6.979660156503087e-07,4.042274071025531e-09
1969,5.404691592048039e-07,4.087581828571274e-09
1970,5.52306858025986e-07,3.219107425067591e-09
1971,5.97081793785037e-07,4.624557625731995e-09
1972,5.781675440630352e-07,2.565073486948677e-09
1973,5.215490546106594e-07,3.3079223804577396e-09
1974,4.826740678254282e-07,5.625571675160757e-10
1975,5.248850243333436e-07,3.998036124386317e-09
1976,4.770794816977286e-07,2.856763492431469e-09
1977,5.236212814452301e-07,6.464460078348111e-09
1978,5.14455223310506e-07,2.970295565063452e-09
1979,5.372111786527967e-07,4.681578680276743e-09
1980,5.082524694444146e-07,2.2740602734216964e-09
1981,4.876998787040066e-07,1.2651099057237047e-09
1982,4.891512048743607e-07,8.690503427999374e-09
1983,4.787009402207332e-07,5.68378455412244e-09
1984,4.6624029437225545e-07,5.219107812592938e-09
1985,5.053069003224664e-07,6.617113967877231e-09
1986,4.795588210981805e-07,5.994485352545098e-09
1987,4.998648250875704e-07,7.332980445085013e-09
1988,4.4734292714565527e-07,7.795519785247507e-09
1989,5.290550006975536e-07,5.488121956886971e-09
1990,5.050899289926747e-07,2.179460389939436e-09
1991,4.941215365761309e-07,1.7584396161396398e-09
1992,4.881810582446633e-07,4.958949695321735e-09
1993,5.589060378952126e-07,1.1078414630105726e-08
1994,5.301301371218869e-07,5.802419433820205e-09
1995,5.064568995294394e-07,7.591431483433553e-09
1996,4.601435534823395e-07,3.736664311304594e-09
1997,5.068203563496354e-07,2.876936688878118e-09
1998,5.340304483070213e-07,2.86087753487152e-09
1999,4.87640477331297e-07,4.570201106446348e-09
2000,5.385580266192846e-07,6.185244316725402e-09
2001,4.7448523332604964e-07,4.8193329327261836e-09
2002,5.20927244451741e-07,4.81934359086722e-09
2003,5.437834147414833e-07,1.0417307017007715e-08
2004,5.382655103858269e-07,7.488145215006625e-09
2005,5.548619697037793e-07,4.503749373441224e-09
2006,5.377964384933875e-07,7.823991232669414e-09
2007,6.027669314789819e-07,6.7906151812735516e-09
2008,6.177544946694979e-07,7.663391698997657e-09
2009,6.494278181889968e-07,7.1522885392028e-09
2010,6.792814133405045e-07,9.447585824773341e-09
2011,7.40703399060294e-07,1.0324724186716594e-08
2012,8.432334084318427e-07,5.1063788752969685e-09
2013,7.533426469308324e-07,9.204113027294625e-09
2014,8.222195333473792e-07,8.445236510112863e-09
2015,8.708924497113912e-07,5.763096222466402e-09
2016,9.053827056959562e-07,9.32103016992869e-09
2017,7.966941097947711e-07,6.037467414898856e-09
2018,9.419771913599106e-07,5.162933192082164e-09
2019,8.762642664805753e-07,7.1427654901867754e-09
