year,veut_VERB oser_VERB,veut_VERB poser_VERB
1900,5.19105292084987e-09,3.1665425836990835e-08
1901,0.0,3.353243371861936e-08
1902,1.9641135384773634e-09,2.897067474805226e-08
1903,0.0,5.130209146386733e-08
1904,1.0749250378694342e-09,1.9886112312406112e-08
1905,1.0321518084666081e-09,3.302885787093146e-08
1906,0.0,1.6461390472954918e-08
1907,0.0,3.7028470956101955e-08
1908,1.4734167219643268e-09,3.634427869769752e-08
1909,2.2003934230241384e-09,3.5756393401698006e-08
1910,0.0,3.5271394693836555e-08
1911,5.320374141248863e-10,3.2454281040372734e-08
1912,2.0837684910901544e-09,4.4801023335594437e-08
1913,1.060597942803554e-09,3.1287640922528226e-08
1914,0.0,2.4108278040557707e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,1.2086208478478966e-08
1917,0.0,8.773139548168274e-09
1918,0.0,2.1824114071478107e-08
1919,0.0,2.9465114792515124e-08
1920,0.0,2.2716694303426266e-08
1921,0.0,2.8019165654313838e-08
1922,7.377935484775833e-10,2.5822775029382683e-08
1923,1.0615948120573648e-09,3.6094224498128824e-08
1924,0.0,3.9964035636330664e-08
1925,1.0998177923937646e-09,3.519416935660047e-08
1926,0.0,3.6782257240020044e-08
1927,0.0,2.3413372574054847e-08
1928,7.998228745975666e-09,3.999114284169991e-08
1929,1.1140406375176326e-09,2.2280811862174232e-08
1930,5.2518016602221e-09,3.2561171536826805e-08
1931,2.2810713318222042e-09,2.3951248095954725e-08
1932,0.0,4.274219378430644e-08
1933,3.4411986593596566e-09,3.785318369864399e-08
1934,0.0,4.4331848414458364e-08
1935,0.0,1.9149254626427137e-08
1936,1.2124714565686645e-09,4.849885826274658e-08
1937,1.2591118148108649e-09,2.0145789036973838e-08
1938,1.1668692678767911e-08,4.2785206488815675e-08
1939,1.5294050470515685e-09,3.364691281149135e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,2.9515025090631752e-08
1942,9.102635090130207e-09,3.6410540360520827e-08
1943,0.0,3.774205836748479e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,4.574858536443571e-08
1946,1.3921104269343232e-09,3.7586982415405146e-08
1947,2.3841741914054637e-09,4.649139739854036e-08
1948,0.0,3.587722829934137e-08
1949,0.0,3.6322930441201606e-08
1950,2.1270722960764488e-09,2.9779013033248702e-08
1951,0.0,3.4116485636559446e-08
1952,0.0,3.690681538159879e-08
1953,1.0773827385790469e-09,4.5250075686453783e-08
1954,0.0,4.49536656788041e-08
1955,9.385607846468247e-10,2.627970197011109e-08
1956,2.616342476002842e-09,3.226822542501395e-08
1957,8.835037701437898e-10,4.50586910005768e-08
1958,0.0,3.6397871383542224e-08
1959,0.0,2.9452841943111707e-08
1960,1.3841666701708277e-09,2.8375417571169237e-08
1961,2.08444772553662e-09,4.794229724325305e-08
1962,1.2683912808952869e-09,5.2638238656754766e-08
1963,0.0,3.879631904624148e-08
1964,1.2167936658258327e-09,3.832900219435942e-08
1965,1.0944086747954884e-09,3.6662690661160013e-08
1966,5.539074754423723e-10,4.265087483190655e-08
1967,0.0,3.5991448044114804e-08
1968,2.6948494546985557e-09,5.165128058592927e-08
1969,3.1792304344691047e-09,6.721801781850445e-08
1970,4.5987250119061684e-10,5.426495519600394e-08
1971,3.083038491169532e-09,5.652237078379585e-08
1972,3.5911027485013847e-09,4.001514497531389e-08
1973,0.0,6.946636688098806e-08
1974,1.6876715580593782e-09,5.456804430536977e-08
1975,0.0,4.283610266497817e-08
1976,1.7140580066410394e-09,4.913633233627479e-08
1977,0.0,7.874887586467594e-08
1978,1.7821774056514528e-09,5.405938097169383e-08
1979,2.3407893401383717e-09,5.208256226296726e-08
1980,1.1370301367108482e-09,6.139962493989515e-08
1981,2.5302198114474095e-09,6.452060574702045e-08
1982,6.207502289967692e-10,5.2143018791639406e-08
1983,0.0,5.7469375036589554e-08
1984,0.0,6.378909489512807e-08
1985,1.2031116103372597e-09,4.331201708396293e-08
1986,2.3977941854269602e-09,6.893658621720533e-08
1987,1.2221633705067347e-09,4.522004459772688e-08
1988,5.996553809062277e-10,5.097070854276353e-08
1989,2.1952488715726304e-09,5.2137160366783064e-08
1990,1.089730194969718e-09,5.285191306825254e-08
1991,1.1722930404189924e-09,7.326831763521113e-08
1992,2.2039776670368383e-09,4.35285585353995e-08
1993,0.0,5.096070765375771e-08
1994,1.5824779264761446e-09,5.749669895749321e-08
1995,1.626735190995987e-09,5.4224507550770795e-08
1996,4.804283193493575e-09,4.4839975288368805e-08
1997,9.58978896292706e-10,5.5141285315585264e-08
1998,1.43043876743576e-09,4.91117297940491e-08
1999,3.1991407301035224e-09,4.8901153348879234e-08
2000,3.5344251969604557e-09,6.317785050669045e-08
2001,1.7524847129024579e-09,5.082205589701516e-08
2002,5.6955880012310445e-09,3.5926017716292336e-08
2003,4.1669229178253886e-10,4.458607349988597e-08
2004,1.3214374039449694e-09,4.3166952679030146e-08
2005,4.5037495954858286e-10,3.2877373712381086e-08
2006,8.235779835885637e-10,4.776752149382446e-08
2007,1.5977917877663117e-09,3.914589896680809e-08
2008,5.108927503272298e-09,3.789121194586187e-08
2009,1.907277002999308e-09,4.1483275481368764e-08
2010,2.8342759250676863e-09,4.156937905008817e-08
2011,4.971163480860241e-09,5.009403380995536e-08
2012,3.063827413996023e-09,4.4595712012096556e-08
2013,8.367375126105969e-10,3.7374274342028e-08
2014,2.165445156521173e-09,4.092691341384125e-08
2015,3.32486305154589e-09,3.79034403863443e-08
2016,2.278474076078396e-09,3.272717208346876e-08
2017,1.2578056374223934e-09,3.723104669006716e-08
2018,1.5488800242380307e-09,4.311049295324665e-08
2019,1.7856913725466939e-09,4.030560774026526e-08
