year,eût_VERB uni_VERB,eût_VERB puni_VERB
1869,4.883519366671862e-09,1.5627261262807224e-08
1870,1.1468097582678638e-09,2.408300403544672e-08
1871,0.0,2.6552942955504477e-08
1872,1.0885210954825197e-08,2.237515595027162e-08
1873,2.9930022904522957e-09,1.3767810003173508e-08
1874,3.5847653734322193e-09,1.3144139998644278e-08
1875,3.432916173551348e-09,4.577221712764867e-09
1876,4.836811839936672e-09,1.4510435519810017e-08
1877,3.710889595609501e-09,1.2369632429454214e-08
1878,6.039088673581716e-10,3.6234530931267273e-09
1879,1.221865053580018e-09,2.3826368433788048e-08
1880,3.8507077526617195e-09,1.2835692508872398e-08
1881,2.7890030285249168e-09,5.5780060570498335e-09
1882,7.320923423037584e-09,1.1979693681496428e-08
1883,2.5277355764075082e-09,2.5277355764075082e-09
1884,9.902545450302114e-09,4.621187876807653e-09
1885,2.5782542767416317e-09,2.5782542767416317e-09
1886,3.2267319927115068e-09,7.098810428374236e-09
1887,4.570247291724172e-09,7.834709769838355e-09
1888,6.340614699951175e-10,1.268122939990235e-08
1889,3.132568426877924e-09,1.2530273707511697e-08
1890,1.9663159989136147e-09,7.865263995654459e-09
1891,1.2748440081367107e-09,1.211101796627645e-08
1892,0.0,8.149066310636499e-09
1893,1.847525021858587e-09,9.23762488724833e-09
1894,6.301539290376468e-10,8.192000855444803e-09
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,5.89702897624278e-10,4.1279202278587945e-09
1897,1.7480140668268973e-09,9.322741689743452e-09
1898,2.8291773368493978e-09,9.619203211741478e-09
1899,9.949641111006713e-09,4.4220627160029835e-09
1900,1.038210628578895e-09,1.038210584169974e-08
1901,2.794369402536745e-09,7.265360757457984e-09
1902,4.910283846193408e-10,2.455141867585553e-09
1903,5.400220270956879e-10,4.320176216765503e-09
1904,0.0,6.449550227216605e-09
1905,1.5482277682110634e-09,1.0321518084666081e-09
1906,2.0576738091193647e-09,4.629765903985117e-09
1907,4.114274698707732e-09,2.5714217422034835e-09
1908,0.0,5.40252820258047e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,1.6032452032632705e-09,1.068830135508847e-09
1911,3.1922244847493175e-09,4.788336838146279e-09
1912,1.0418842455450772e-09,1.0418842677495377e-08
1913,2.121195885607108e-09,3.181793939432964e-09
1914,0.0,2.0090231700464756e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,0.0,1.3184954461564757e-08
1917,4.386569774084137e-09,4.386569774084137e-09
1918,0.0,0.0
1919,1.8415696745321952e-09,8.287063479883727e-09
1920,2.2716695191604686e-09,1.514446346106979e-09
1921,3.0290989716519334e-09,5.300923255902035e-09
1922,1.4755870969551665e-09,5.902348387820666e-09
1923,0.0,7.431163684401554e-09
1924,6.445812328337297e-09,6.445812328337297e-09
1925,6.598906754362588e-09,7.698724324711748e-09
1926,0.0,3.343841648018042e-09
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,0.0,1.2254447234738564e-08
1930,7.352522590764465e-09,6.302162347537887e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,7.6716757391182e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,0.0,7.188948103475923e-09
1935,0.0,3.590485242455088e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,0.0,2.945102384188658e-09
1950,6.381216888229346e-09,7.444753258312176e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,3.232148326759443e-09
1954,5.863521668203475e-09,0.0
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,0.0
1957,2.6505113659425206e-09,7.951533653738352e-09
1958,0.0,8.272243445794913e-10
1959,5.425523585955716e-09,2.325224457422337e-09
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,3.47407969059077e-09,4.16889545107324e-09
1962,6.341956404476434e-10,3.170978146727066e-09
1963,3.879631726988464e-09,1.2932106496776896e-09
1964,1.8251904432275978e-09,4.258777774879263e-09
1965,3.830430195250756e-09,1.0944086747954884e-09
1966,0.0,3.8773522170743036e-09
1967,2.9582012395223956e-09,7.888536934785861e-09
1968,1.7965663401398047e-09,4.491415683816058e-09
1969,4.5417578031781147e-10,7.72098829315837e-09
1970,3.6789800095249348e-09,7.817832603507213e-09
1971,1.541519245584766e-09,7.707596338946132e-09
1972,2.565073486948677e-09,4.6171320100540925e-09
1973,1.102640756478479e-09,3.3079223804577396e-09
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,5.711480177694739e-10,5.711480177694739e-09
1976,0.0,5.713526873840635e-10
1977,1.1753563677885381e-09,1.1753563677885381e-09
1978,0.0,2.970295565063452e-09
1979,3.5111840102075575e-09,4.681578680276743e-09
1980,1.7055452605774235e-09,3.411090521154847e-09
1981,0.0,3.1627747087981106e-09
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,2.8995041922996734e-09
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,5.395036861699509e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,0.0,1.1993107618124554e-09
1989,0.0,1.0976244357863152e-09
1990,1.089730194969718e-09,1.089730194969718e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,5.539207426075166e-10,1.661762283333701e-09
1994,0.0,1.0549853213248639e-09
1995,2.1689803286761844e-09,0.0
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,0.0,0.0
1998,9.536258449571733e-10,4.768129224785866e-10
1999,4.570201161957499e-10,2.285100553223174e-09
2000,4.4180314962005696e-10,1.3254094488601709e-09
2001,1.3143635069212678e-09,1.3143635069212678e-09
2002,1.752488598683044e-09,2.6287327870022636e-09
2003,8.333845835650777e-10,3.333538334260311e-09
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,0.0,0.0
2006,4.1178899179428186e-10,1.2353669198716943e-09
2007,1.5977917877663117e-09,3.994479469415779e-10
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,4.76819250749827e-10,1.430457752249481e-09
2010,1.8895172093635892e-09,4.723793023408973e-10
2011,3.82397197240536e-10,3.059177577924288e-09
2012,6.808505426114664e-10,2.7234021704458655e-09
2013,2.2313000336282585e-09,3.904775169871755e-09
2014,1.0827225782605865e-09,1.0827225782605865e-09
2015,1.10828768384863e-09,7.979671146074452e-09
2016,2.4856081637381067e-09,7.45682449121432e-09
2017,5.031222660711876e-10,1.0062445321423752e-09
2018,1.290733298020541e-09,2.581466596041082e-09
2019,1.02039510174734e-09,2.2958890344426663e-09
