year,soient_VERB assez_ADV,soient_VERB passés_ADJ
1982,2.700263621591148e-07,4.345251713999687e-09
1983,2.6145409037781064e-07,3.157658134966823e-09
1984,2.7313330974720884e-07,2.3196033982486597e-09
1985,2.4182543256756617e-07,4.812446441349039e-09
1986,2.3558327200134954e-07,4.196139880008332e-09
1987,2.615429650631995e-07,3.0554083707556856e-09
1988,2.4825732225508546e-07,1.798966087207532e-09
1989,2.2117131948107271e-07,3.841685636274406e-09
1990,2.6534931407695694e-07,1.089730194969718e-09
1991,2.403200767275848e-07,1.7584396161396398e-09
1992,1.8458312922575715e-07,5.509944167592096e-10
1993,2.1325948296180286e-07,6.093128224193833e-09
1994,2.2629434681675775e-07,6.857404422078162e-09
1995,2.0334191219717468e-07,2.1689803286761844e-09
1996,1.8523179790008726e-07,5.871901187504136e-09
1997,1.893983352374562e-07,2.3974471297094624e-09
1998,1.916787937261688e-07,5.2449422582867555e-09
1999,2.28053039563747e-07,2.285100553223174e-09
2000,2.0278764623071766e-07,3.092622158362701e-09
2001,2.019738616354516e-07,4.381211837767296e-09
2002,2.0241243703367218e-07,3.9430991805033955e-09
2003,1.7001045193865139e-07,6.667076668520622e-09
2004,1.7222733106336818e-07,4.404791198453495e-09
2005,2.143784740837873e-07,3.1526248278623825e-09
2006,1.8695220660447376e-07,3.706100981659688e-09
2007,1.84944397574327e-07,2.3966877371606188e-09
2008,1.958422188863551e-07,5.5346713878634546e-09
2009,1.8357540909619274e-07,2.384096253749135e-09
2010,1.974545540406325e-07,3.3066551718974324e-09
2011,1.8966900938721665e-07,4.206369030868018e-09
2012,2.0119134092055901e-07,6.468080293586809e-09
2013,2.094632947091668e-07,4.741512515948898e-09
2014,2.2000922683673707e-07,4.547434873103384e-09
2015,2.1522947690755245e-07,4.654808538617772e-09
2016,2.1914777903475624e-07,3.314144070287739e-09
2017,1.783568421842574e-07,6.792150397672003e-09
2018,2.101313896218926e-07,4.904786798931582e-09
2019,2.2117063736004638e-07,5.867272001580659e-09
