year,soient_VERB assez_ADV,soient_VERB passés_ADJ
1800,1.210503342008451e-06,0.0
1801,1.0977252031807438e-06,0.0
1802,1.0115037412106176e-06,2.2378401354217203e-09
1803,1.057083863997832e-06,0.0
1804,1.035705508911633e-06,2.4718509461507665e-09
1805,9.637354878577753e-07,1.1371510844071508e-08
1806,6.541388870573428e-07,4.034336598124355e-08
1807,8.313108992297202e-07,2.8469551160981155e-09
1808,1.0061368129754555e-06,4.5321479902327155e-09
1809,8.561725621802907e-07,2.0331274441787173e-08
1810,8.728673037694534e-07,0.0
1811,9.150830351245531e-07,0.0
1812,6.934741350050899e-07,2.6672082320544632e-09
1813,6.211602112671244e-07,5.751483289628823e-09
1814,7.520558256146614e-07,0.0
1815,6.446364295698004e-07,0.0
1816,1.1333082738929079e-06,0.0
1817,8.54723509746691e-07,0.0
1818,6.997731247793126e-07,1.1921177378582115e-09
1819,7.369947638835583e-07,1.1386155129855524e-08
1820,7.570815228064021e-07,3.5599443393152796e-09
1821,7.307363034669834e-07,2.9584463767662328e-09
1822,8.05056970420992e-07,2.0051231786055723e-09
1823,6.670813377240847e-07,2.9648061783404955e-09
1824,7.730581614850962e-07,0.0
1825,7.414183187393064e-07,8.805443041381977e-10
1826,7.654138585166947e-07,8.807984341885344e-10
1827,8.212590500988881e-07,1.3825909306319772e-08
1828,7.383702609331522e-07,6.420610709767516e-09
1829,6.644211225648178e-07,1.714635211591542e-09
1830,7.691947985222214e-07,1.5655253093882493e-08
1831,6.423576905945083e-07,4.677361609140007e-09
1832,7.427952937177906e-07,1.3529969367098715e-09
1833,6.811173420828709e-07,0.0
1834,7.000897994657862e-07,0.0
1835,6.179042770781962e-07,1.5126175867408165e-09
1836,5.605105570793967e-07,6.048674894287842e-09
1837,7.521480256400537e-07,6.957890930081589e-10
1838,6.223791615411756e-07,5.049729523420865e-09
1839,6.690841587442264e-07,3.4957374772659477e-09
1840,5.592586376224062e-07,4.458782232319436e-09
1841,6.703052690681943e-07,3.852329122366882e-09
1842,5.903273176954826e-07,6.708265054555795e-10
1843,5.629286192743166e-07,1.1813822142769936e-09
1844,6.668602168247162e-07,7.683985892015244e-09
1845,6.701853862978169e-07,4.464182357111213e-09
1846,6.832203212070453e-07,3.5127007969038004e-09
1847,5.414796646618925e-07,1.1865092020002521e-08
1848,6.283318043642794e-07,3.218088684420195e-09
1849,4.650575249343092e-07,2.513824481908955e-09
1850,6.177986620059528e-07,2.0366988096043315e-09
1851,5.353033998289902e-07,5.8044946626978344e-09
1852,6.927220397301426e-07,3.2552727180501506e-09
1853,6.294416152741178e-07,4.777545470346922e-09
1854,6.369884886225918e-07,0.0
1855,5.312244297783764e-07,2.653468555990912e-09
1856,4.840671863348689e-07,1.5531567143511893e-09
1857,5.257385282675386e-07,1.4644527812635033e-09
1858,5.246020577942545e-07,4.893676019968041e-10
1859,4.78664276215568e-07,3.055304009791371e-09
1860,5.030325382904266e-07,5.034902272882391e-09
1861,5.380914558372751e-07,9.431927461278633e-10
1862,4.88394334752229e-07,5.421583626485926e-09
1863,5.2643304115918e-07,2.4973103585068657e-09
1864,4.876238222095708e-07,1.102787461348953e-08
1865,5.662333819600462e-07,2.8241067262513297e-09
1866,5.595454695139779e-07,8.75810357570117e-09
1867,5.532205022973358e-07,9.7056229719783e-10
1868,6.421836360459565e-07,1.0373735648272486e-08
1869,5.069092594567337e-07,4.883519366671862e-09
1870,5.797123208139965e-07,0.0
1871,5.098165161143697e-07,0.0
1872,5.218853971200588e-07,5.442605477412599e-09
1873,6.14762655004597e-07,8.979006871356887e-09
1874,5.574310080191935e-07,2.3898436563030145e-09
1875,4.880462824985443e-07,1.3731664694205392e-08
1876,5.253986614661699e-07,6.04601479992084e-09
1877,6.704340762553329e-07,1.2369631985365004e-09
1878,5.435179559754033e-07,4.22736201599605e-09
1879,5.290675630931219e-07,1.221865097988939e-08
1880,4.883980864178739e-07,1.9253538763308597e-09
1881,4.5321300490286376e-07,2.091752326904839e-09
1882,5.024815550314088e-07,3.3276925659464496e-09
1883,5.219773697717756e-07,4.423537092179686e-09
1884,5.34737466750812e-07,1.3203393933736152e-09
1885,5.549692332351697e-07,3.2228177904158883e-09
1886,4.646493891868886e-07,6.4534639854230136e-09
1887,5.38636300007056e-07,1.9586774424595887e-09
1888,5.180282300898398e-07,1.268122939990235e-09
1889,4.5296937400962634e-07,3.132568426877924e-09
1890,5.662989792654116e-07,1.9663159989136147e-09
1891,5.418087312136777e-07,6.374220040683554e-10
1892,4.876902721662191e-07,6.268512375839919e-10
1893,5.099169015920779e-07,1.847525021858587e-09
1894,4.404776063893223e-07,0.0
1895,4.134788298415515e-07,1.2037228991346183e-09
1896,4.6527557628905925e-07,4.717623180994224e-09
1897,4.603103604949865e-07,2.9133566670225264e-09
1898,4.945402451994596e-07,5.6583548957434e-10
1899,4.659748640278849e-07,5.527578395003729e-10
1900,4.5940819859424664e-07,5.191053142894475e-10
1901,4.63306463416302e-07,2.794369402536745e-09
1902,4.708962251243065e-07,5.892340837476695e-09
1903,4.5415853833219444e-07,4.860198465905796e-09
1904,4.98765189149708e-07,1.1824175416563776e-08
1905,4.541468001661997e-07,2.580379465655369e-09
1906,5.319086540112039e-07,7.201858220895474e-09
1907,4.952557901560795e-07,6.685696440911215e-09
1908,5.608806077361805e-07,8.840499887696751e-09
1909,5.049902824794117e-07,1.1001967337165297e-08
1910,4.927306918034446e-07,8.550641084070776e-09
1911,4.947947900291183e-07,3.7242617878519013e-09
1912,4.646803688501677e-07,4.688478938419394e-09
1913,4.921174650007742e-07,4.242391771214216e-09
1914,4.2658257370931096e-07,7.366418142140674e-09
1915,4.782989435625495e-07,1.1780761921542648e-09
1916,3.977461346948985e-07,8.789969641043172e-09
1917,4.4743012495018775e-07,4.386569774084137e-09
1918,4.893196319244453e-07,0.0
1919,4.4934299125998223e-07,1.8415696745321952e-09
1920,4.467616747660941e-07,3.028892692213958e-09
1921,4.740539907288621e-07,7.572747429129834e-10
1922,4.330848071276705e-07,0.0
1923,4.2994588511646725e-07,5.307974060286824e-09
1924,4.2026695723507146e-07,2.578324886925998e-09
1925,3.7613767744915094e-07,5.499089184013428e-09
1926,4.592208995291003e-07,3.343841648018042e-09
1927,3.5454536373435985e-07,3.3447675740205796e-09
1928,3.302126003745798e-07,3.4278122562625413e-09
1929,4.043967578581942e-07,2.2280812750352652e-09
1930,4.1174126863552374e-07,1.0503603542488804e-09
1931,4.3568462615439785e-07,3.4216069977333063e-09
1932,3.967352313338779e-07,3.287861094491973e-09
1933,3.4297281104045396e-07,4.588264879146209e-09
1934,3.5824925248562067e-07,8.38710612072191e-09
1935,4.129057913360157e-07,0.0
1936,3.758661648589623e-07,4.849885826274658e-09
1937,4.0417489799438044e-07,2.5182236296217297e-09
1938,4.460033835584909e-07,2.5930428915188486e-09
1939,3.747042285340285e-07,7.647025235257843e-09
1940,3.727600983438606e-07,2.5357829169792012e-09
1941,4.191133768927102e-07,2.9515025978810172e-09
1942,4.156870261340373e-07,0.0
1943,4.5000146542406583e-07,0.0
1944,4.5627243139279017e-07,6.4263723231761105e-09
1945,4.139157567806251e-07,6.535512131478072e-09
1946,3.9257514572454966e-07,2.7842208538686464e-09
1947,4.0650169808031933e-07,1.1920870957027319e-09
1948,4.01172655983828e-07,2.174377566888097e-09
1949,4.319483650760958e-07,0.0
1950,4.126520138925116e-07,9.571825110299415e-09
1951,3.9340571333923435e-07,3.1984206394497505e-09
1952,4.692437869380228e-07,9.490323193972472e-09
1953,4.255661849583703e-07,3.232148326759443e-09
1954,4.788542469214008e-07,3.9090144454689835e-09
1955,4.223523433211085e-07,2.815682353940474e-09
1956,4.4216187689016806e-07,1.1337483840634377e-08
1957,4.2231479824295093e-07,0.0
1958,4.500100487803138e-07,4.9633461784992505e-09
1959,4.6581993728977977e-07,3.100299128533379e-09
1960,4.3808876171169686e-07,2.076250060767393e-09
1961,4.585785120525543e-07,0.0
1962,3.9954323938218295e-07,2.5367825617905737e-09
1963,4.2029347468997e-07,1.939815863494232e-09
1964,4.21010611262318e-07,7.909158661334459e-09
1965,3.994591679656878e-07,3.830430195250756e-09
1966,4.143227840813779e-07,1.6617224263271169e-09
1967,4.057666274093208e-07,9.860671168482327e-10
1968,3.8895660736670834e-07,1.7965663401398047e-09
1969,3.6879072240481037e-07,3.6334062425424918e-09
1970,4.12505642088945e-07,5.058597540852361e-09
1971,3.7921373063909414e-07,5.138397263237948e-09
1972,3.560321886197926e-07,3.0780880067027283e-09
1973,3.572556011022243e-07,2.205281512956958e-09
1974,3.482228976281476e-07,2.812785782069227e-09
1975,3.232697736166301e-07,4.569184142155791e-09
1976,3.2738509503360547e-07,6.2848797277581525e-09
1977,3.161708548304887e-07,5.289103821581875e-09
1978,2.9702957249355677e-07,2.3762365408686037e-09
1979,3.1659175192544353e-07,4.096381456264453e-09
1980,2.745927645264601e-07,4.548120546843393e-09
1981,2.701009691463696e-07,6.325549528618524e-10
