year,soit_VERB heureux_ADJ,soit_VERB peureux_ADJ
1902,1.0704418684781558e-07,0.0
1903,1.2474508537252404e-07,0.0
1904,1.0480518852773457e-07,0.0
1905,1.3159935008388857e-07,0.0
1906,1.0699903896238538e-07,0.0
1907,1.1725683179975022e-07,0.0
1908,1.2474927757466503e-07,0.0
1909,1.3092341077935998e-07,1.1001967115120692e-09
1910,1.3894791095481196e-07,0.0
1911,9.576673676292558e-08,0.0
1912,1.1512820918824218e-07,0.0
1913,9.757501118201617e-08,0.0
1914,1.3125617215337115e-07,6.696743715117748e-10
1915,5.654765544704787e-08,0.0
1916,8.789969285771804e-08,0.0
1917,1.5901315464361687e-07,0.0
1918,1.0567465835720213e-07,0.0
1919,1.5192949831543956e-07,4.603924352863942e-09
1920,9.995346061941746e-08,0.0
1921,1.1964941393216577e-07,0.0
1922,1.0329110011753073e-07,0.0
1923,1.326993555039735e-07,1.0615948120573648e-09
1924,1.5341032622018247e-07,3.867487219366694e-09
1925,1.4847540796836256e-07,0.0
1926,1.0365909020038089e-07,0.0
1927,1.4716977148054866e-07,0.0
1928,1.4054030827992392e-07,0.0
1929,1.4482527888048935e-07,1.1140406375176326e-09
1930,1.3129503884101723e-07,0.0
1931,1.1177249348293117e-07,0.0
1932,1.1397918342481717e-07,0.0
1933,9.061822936473618e-08,0.0
1934,8.626737724171107e-08,0.0
1935,1.4242257861951657e-07,0.0
1936,1.2245961045209697e-07,0.0
1937,1.1457917281632035e-07,0.0
1938,1.335417039172171e-07,0.0
1939,1.0399953964679298e-07,1.5294050470515685e-09
1940,5.832300686847702e-08,0.0
1941,1.3872062254449702e-07,0.0
1942,1.608132293995368e-07,0.0
1943,1.6258117341294565e-07,0.0
1944,1.6708568750800623e-07,0.0
1945,1.4378126422798232e-07,0.0
1946,1.559163678166442e-07,0.0
1947,1.215928904230168e-07,0.0
1948,1.2176514019301976e-07,1.0871887834440486e-09
1949,1.1878579897484087e-07,0.0
1950,1.6165749627816695e-07,0.0
1951,1.3646594254623778e-07,0.0
1952,1.0861148069807314e-07,0.0
1953,1.3036331836246973e-07,0.0
1954,1.0456613352971544e-07,0.0
1955,1.2107433633445908e-07,9.385607846468247e-10
1956,1.159911846571049e-07,8.72114158667614e-10
1957,1.0690395413348597e-07,2.6505113659425206e-09
1958,1.2325642728683306e-07,0.0
1959,1.2323688736159966e-07,0.0
1960,1.3703250090202346e-07,0.0
1961,1.2923575809509202e-07,0.0
1962,1.3635205675655016e-07,0.0
1963,1.3708033463899483e-07,0.0
1964,1.2715493369341857e-07,0.0
1965,1.2749860900385102e-07,0.0
1966,1.0524242100018455e-07,0.0
1967,1.4051455821117997e-07,0.0
1968,1.554029864792028e-07,0.0
1969,1.2262745485713822e-07,4.5417578031781147e-10
1970,1.200267263357091e-07,4.5987250119061684e-10
1971,1.4027824590812088e-07,0.0
1972,1.2979270991309022e-07,0.0
1973,9.813502543920549e-08,0.0
1974,8.775892013090925e-08,5.625571675160757e-10
1975,7.539154012192739e-08,5.711480177694739e-10
1976,8.684560981464529e-08,0.0
1977,9.814225876425553e-08,5.876781838942691e-10
1978,9.564352154711742e-08,0.0
1979,9.246117826933187e-08,1.7555920051037788e-09
1980,9.38049851129108e-08,0.0
1981,1.0247390491713304e-07,0.0
1982,1.0118228743749569e-07,0.0
1983,1.0104506031893834e-07,0.0
1984,9.974294812309381e-08,0.0
1985,9.324114813580309e-08,0.0
1986,1.1089797880003971e-07,0.0
1987,9.410658208253153e-08,0.0
1988,8.754968661150997e-08,5.996553809062277e-10
1989,9.988382032588561e-08,0.0
1990,8.499895187696893e-08,0.0
1991,9.143885648654759e-08,0.0
1992,7.383324884813192e-08,0.0
1993,8.807339924032931e-08,0.0
1994,8.967375464408178e-08,1.5824779264761446e-09
1995,8.513247706787297e-08,0.0
1996,9.288280722330455e-08,0.0
1997,8.247218374890508e-08,9.58978896292706e-10
1998,7.819731706604216e-08,0.0
1999,9.231806075149507e-08,0.0
2000,9.808029943769725e-08,4.4180314962005696e-10
2001,1.0164411179403032e-07,1.7524847129024579e-09
2002,9.945372880793002e-08,0.0
2003,1.1250691756004016e-07,0.0
2004,1.0351259760454923e-07,0.0
2005,1.1214336836928851e-07,4.5037495954858286e-10
2006,1.2065417820394941e-07,0.0
2007,1.4100513112680346e-07,0.0
2008,1.2431723916961346e-07,8.514879357157668e-10
2009,1.5830399036076415e-07,4.76819250749827e-10
2010,1.8564506376606005e-07,1.8895172093635892e-09
2011,2.1070086120289488e-07,3.82397197240536e-10
2012,2.348934344809095e-07,1.0212758416727752e-09
2013,2.354021546580043e-07,0.0
2014,2.9320128192011907e-07,8.661780737106994e-10
2015,2.635508167259104e-07,6.649726325136385e-10
2016,2.8895192372146994e-07,1.2428040818690533e-09
2017,2.638876424043701e-07,0.0
2018,3.188111463714449e-07,0.0
2019,3.132612960143888e-07,2.55098775436835e-10
