year,tout_DET artisan_NOUN,tout_DET partisan_NOUN
1900,3.3222741224747665e-08,1.7130474705417953e-08
1901,4.247441531823881e-08,1.9001712314725694e-08
1902,2.7006561431619502e-08,2.8970674414985353e-08
1903,1.1340462791054051e-08,2.9161189907256357e-08
1904,3.3860138692887176e-08,3.9772225512990644e-08
1905,2.4255566888342628e-08,2.7868098051442303e-08
1906,2.8807433771760316e-08,3.7038126787791725e-08
1907,2.3657079850636364e-08,3.085706046235259e-08
1908,2.3083528866152392e-08,2.062783432954518e-08
1909,3.905698342521191e-08,2.53045246978445e-08
1910,2.565192291914542e-08,2.1376603376310754e-08
1911,2.6601870040110498e-08,1.5429084676554794e-08
1912,2.8130874518694782e-08,1.4586378993541871e-08
1913,2.1742257771961704e-08,2.2272556354785422e-08
1914,2.9465671680384276e-08,1.1384464038144415e-08
1915,1.531499083107235e-08,1.0602685729388384e-08
1916,2.197492410260793e-08,1.8678685265172135e-08
1917,1.8642921206790675e-08,1.864292187292449e-08
1918,1.6080926812378493e-08,1.1486376294556067e-08
1919,1.1049418047193171e-08,1.1049418047193171e-08
1920,1.665890980717677e-08,1.817335526510533e-08
1921,1.8174593885422752e-08,1.817459427400081e-08
1922,3.24629156334133e-08,2.6560567967237603e-08
1923,2.7601465557580696e-08,1.5923921736771263e-08
1924,1.4180786767070686e-08,2.1915761649893284e-08
1925,2.0896537833436923e-08,1.8696903136827814e-08
1926,2.452150527076924e-08,2.2292277579438746e-08
1927,3.010290705596219e-08,1.5608914605280688e-08
1928,1.8281665847830197e-08,1.5996457936040542e-08
1929,1.5596569369336066e-08,1.5596568925246856e-08
1930,1.8906485821368335e-08,7.3525223687198604e-09
1931,1.9389107208667156e-08,2.052964109822142e-08
1932,1.8631212572728373e-08,1.2055490383744427e-08
1933,1.3764794859483231e-08,1.6058926410877916e-08
1934,2.875579241390369e-08,1.4377896206951846e-08
1935,1.0771455727365264e-08,2.0346083928757253e-08
1936,1.8187072292619177e-08,1.576212893539264e-08
1937,2.1404900518717795e-08,1.1332006333297784e-08
1938,1.2965214235549638e-08,1.685477846180561e-08
1939,3.058810005285295e-08,2.5999886688055085e-08
1940,2.789361186472661e-08,1.5214697723919812e-08
1941,4.427254030048289e-08,2.3612021227137348e-08
1942,3.3376328811840494e-08,3.034211770724937e-09
1943,6.677441000135786e-08,2.032264689866281e-08
1944,6.105053884652989e-08,6.4263723231761105e-09
1945,1.3071024707045353e-08,2.178504088234945e-08
1946,2.0881655515836428e-08,1.3921104269343232e-08
1947,1.549713202209091e-08,1.9073393753288315e-08
1948,3.8051605866229465e-08,1.7395020535104777e-08
1949,2.3560819517598475e-08,1.47255123650325e-08
1950,2.7651940293083044e-08,2.1270723404853698e-08
1951,4.371174622264107e-08,2.132280330080505e-08
1952,3.374337165240604e-08,1.265376459169687e-08
1953,3.447624719044029e-08,9.69644453618912e-09
1954,3.0294862618518437e-08,2.345408756099232e-08
1955,3.660387015713695e-08,3.754243138587299e-09
1956,3.0523995331321885e-08,1.0465369459922158e-08
1957,1.8553579117508434e-08,8.835037590415595e-09
1958,1.4890038535497752e-08,1.1581141046157484e-08
1959,1.9376868998222108e-08,1.4726420971555854e-08
1960,2.422291700554524e-08,2.0762499941540113e-08
1961,3.474079646181849e-08,1.806521421343632e-08
1962,1.4586500007851555e-08,1.6489086540616427e-08
1963,2.7804029301137234e-08,2.133797494252576e-08
1964,1.4601524211954597e-08,1.5209921100378665e-08
1965,2.0793764932136583e-08,1.7510538796727815e-08
1966,1.8278946578575983e-08,2.2156298351561077e-08
1967,1.5284039811547245e-08,1.5777074091616328e-08
1968,1.7067380619906203e-08,1.7965663401398047e-08
1969,2.5888018839737015e-08,2.40713171617557e-08
1970,2.713247715391276e-08,1.0577067777184368e-08
1971,1.4387512958791149e-08,1.5929031871309007e-08
1972,2.8215808356435446e-08,1.5903454553267693e-08
1973,1.3231688744674841e-08,1.5988291357516005e-08
1974,1.4063929631991101e-08,1.5751601134539328e-08
1975,3.1413140089142644e-08,7.4249242310031605e-09
1976,9.141642942633865e-09,1.4283817462157344e-08
1977,1.5867311464745626e-08,1.7042666666799988e-08
1978,2.3762364742552222e-08,1.3663359776927564e-08
1979,2.8674669527717356e-08,1.1703946256602649e-08
1980,3.183684382790375e-08,1.0233271341419936e-08
1981,2.84649726012276e-08,1.2651099334792804e-08
1982,2.1726258569998436e-08,2.110550756384555e-08
1983,1.8945947699577914e-08,1.7682884490000106e-08
1984,1.9136728035551442e-08,1.4497521627632182e-08
1985,4.090579430737762e-08,9.62489254963117e-09
1986,2.1580147668842642e-08,1.498621410300771e-08
1987,3.727598141267663e-08,1.7721369705014922e-08
1988,2.6984492418336004e-08,1.9788627181327456e-08
1989,3.7868042701560967e-08,1.2622680900520322e-08
1990,2.2884333983341776e-08,9.262706657242603e-09
1991,1.2309076702354815e-08,1.5239809691980355e-08
1992,2.6998726365690118e-08,5.5099441120809445e-09
1993,2.8803878393546256e-08,4.985286683467649e-09
1994,1.6352272314001937e-08,1.1604838756618108e-08
1995,1.3556127220759606e-08,2.0063067651676647e-08
1996,1.2811421257197253e-08,1.5480467130402076e-08
1997,1.8700088033618556e-08,1.342570443707558e-08
1998,2.1933394878104195e-08,9.059445305048541e-09
1999,2.970630674781205e-08,1.1425503043671625e-08
2000,2.076474725498656e-08,1.4579504270528787e-08
2001,1.927733239703855e-08,1.1391150772643854e-08
2002,2.234422913360845e-08,1.1391176002462089e-08
2003,1.583430719875878e-08,1.2917460878725251e-08
2004,1.8500123877274177e-08,1.4535811138083332e-08
2005,2.477062244210515e-08,1.6213498987838193e-08
2006,2.0177660431386357e-08,1.1941880706523023e-08
2007,1.3980678392755408e-08,1.5977918099707722e-08
2008,1.788124703860916e-08,1.0643599113180358e-08
2009,1.2874119548200724e-08,7.1522885392028e-09
2010,9.447585824773341e-09,1.1337103256181535e-08
2011,1.453109360616267e-08,1.0324724158961018e-08
2012,1.94042397705374e-08,1.021275786161624e-08
2013,1.4224537325802089e-08,5.299337524355963e-09
2014,1.7973195598486313e-08,1.1476859795855887e-08
2015,1.396442539380871e-08,8.422986641498653e-09
2016,1.3049442526558153e-08,9.32103016992869e-09
2017,7.54683426862357e-09,8.553078245654433e-09
2018,9.29328036747279e-09,8.002547069452248e-09
2019,1.1479444728124122e-08,5.357074228662384e-09
