year,petit_ADJ achat_NOUN,petit_ADJ pacha_NOUN
1800,0.0,2.829747991484055e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,3.90067853572873e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,0.0,0.0
1818,0.0,7.152706427149269e-09
1819,2.070210003424222e-09,0.0
1820,0.0,0.0
1821,2.9584463767662328e-09,0.0
1822,1.0025615893027862e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,1.7610886082763955e-09,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,8.57317605795771e-10,4.286587973467704e-09
1830,0.0,1.461157062010443e-08
1831,0.0,4.677361609140007e-09
1832,0.0,0.0
1833,0.0,1.1583628278799551e-08
1834,9.334530925997342e-10,0.0
1835,7.563087933704082e-10,7.563087933704082e-09
1836,0.0,6.720750067579218e-10
1837,0.0,0.0
1838,0.0,0.0
1839,3.4957374772659477e-09,0.0
1840,0.0,1.2739377330817092e-09
1841,6.420548537278137e-10,6.420548537278137e-10
1842,0.0,6.708265054555795e-10
1843,0.0,0.0
1844,1.097712254427563e-09,6.586273748609983e-09
1845,0.0,2.2320911785556063e-09
1846,1.1709002656346001e-09,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,6.788996032014438e-10,0.0
1851,6.449438760824933e-10,0.0
1852,4.557382027314816e-09,1.3021090872200602e-09
1853,7.166318205520383e-09,0.0
1854,3.63696517347023e-09,0.0
1855,0.0,1.0083180512765466e-08
1856,1.5531567143511893e-09,0.0
1857,2.4407544874094356e-09,0.0
1858,9.787352039936081e-10,9.787352261980686e-09
1859,0.0,2.036869339860914e-09
1860,4.577183909670879e-10,5.034902272882391e-09
1861,0.0,7.545541969022906e-09
1862,0.0,0.0
1863,4.994620828036034e-10,2.5472566278494924e-08
1864,7.1920918109924514e-09,6.233146443435089e-09
1865,4.706844358715045e-10,4.236159922843541e-09
1866,1.9462451650298362e-09,1.4596839292835284e-09
1867,2.426405742994575e-09,1.455843445796745e-09
1868,0.0,9.87974813071446e-10
1869,4.883519144627257e-10,4.883519144627257e-10
1870,0.0,5.734048791339319e-10
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,3.0236697590169115e-09,3.628403577593531e-09
1873,5.387403856360606e-09,5.986004469882289e-10
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,5.721527140956084e-10,1.716458086775674e-09
1876,0.0,6.04601479992084e-10
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,0.0,0.0
1879,6.109325489944695e-09,0.0
1880,3.2089231272180996e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,1.3945015142624584e-09
1882,1.9966155395678697e-09,6.655385131892899e-09
1883,1.8958017378167824e-09,7.58320695126713e-09
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,6.445635691854079e-10,1.933690763067375e-09
1886,3.872078213618124e-09,0.0
1887,0.0,3.264462256069578e-09
1888,0.0,1.268122939990235e-09
1889,6.265136742733546e-10,1.1903759755682586e-08
1890,3.9326319978272295e-09,0.0
1891,0.0,0.0
1892,5.641661360300532e-09,4.387958441043338e-09
1893,1.2316833108982905e-09,6.774258043407144e-09
1894,1.8904617871129403e-09,0.0
