year,étaient_VERB assez_ADV,étaient_VERB passés_ADJ,etaient_VERB assez_ADV
1862,1.5013267784524942e-06,6.731799828685325e-08,1.3553959066214816e-09
1863,1.3790148614134523e-06,4.5950510951797696e-08,4.994620828036034e-10
1864,1.3238243354862789e-06,6.952355846578939e-08,9.589455896019672e-10
1865,1.3861656498193042e-06,7.436813831418476e-08,1.4120533631256649e-09
1866,1.3667506664205575e-06,4.865612979187972e-08,2.919367858567057e-09
1867,1.3908157825426315e-06,5.580733386523207e-08,9.7056229719783e-10
1868,1.5684099707868882e-06,6.91582400236257e-08,0.0
1869,1.2604363064383506e-06,4.688178378842167e-08,2.441759683335931e-09
1870,1.3199780823924812e-06,4.0711746862598375e-08,1.1468097582678638e-09
1871,1.375442479911726e-06,8.390730243945654e-08,1.0621177271019633e-09
1872,1.4568040569429286e-06,3.809823923006661e-08,3.0236697590169115e-09
1873,1.570727590660681e-06,6.285304721131979e-08,5.986004469882289e-10
1874,1.5032117062219186e-06,4.361464789326419e-08,1.1949218281515073e-09
1875,1.511055302216846e-06,5.2065896483100005e-08,0.0
1876,1.4298824453362613e-06,5.985554452081487e-08,0.0
1877,1.371173652842117e-06,5.751878973114799e-08,6.184815992682502e-10
1878,1.5707669263065327e-06,4.468925496325937e-08,2.4156354694326865e-09
1879,1.403922965437232e-06,5.5594860270957724e-08,6.10932526790009e-10
1880,1.394598029946792e-06,5.262634061864446e-08,0.0
1881,1.4014740372658707e-06,7.600033313792665e-08,2.091752326904839e-09
1882,1.467512447561603e-06,6.122954232523625e-08,6.655385131892899e-10
1883,1.4534479078065488e-06,4.486730631469982e-08,6.319338941018771e-10
1884,1.3236402764960076e-06,4.885255577846692e-08,6.601696966868076e-10
1885,1.3503606623999076e-06,6.252266615547342e-08,6.445635691854079e-10
1886,1.3042450746070244e-06,8.518572514049083e-08,0.0
1887,1.4219997410691576e-06,8.226444947467826e-08,2.6115698492645834e-09
1888,1.3131412970324163e-06,5.7065530967292943e-08,0.0
1889,1.438475351278612e-06,4.8868066926388565e-08,6.265136742733546e-10
1890,1.3764212098976714e-06,5.309053108248918e-08,6.554386478008212e-10
1891,1.3685450994671555e-06,3.7607897240832244e-08,1.2748440081367107e-09
1892,1.3640283214044757e-06,4.826754462783356e-08,0.0
1893,1.419515001543914e-06,6.035248389935077e-08,1.847525021858587e-09
1894,1.2804728157789214e-06,5.356308463433379e-08,0.0
1895,1.4444674434344051e-06,4.513960760732516e-08,2.4074457982692365e-09
1896,1.3433432286547031e-06,5.366296207398591e-08,1.7691086373616827e-09
1897,1.2842076557717519e-06,5.9432476717802274e-08,5.826713556089658e-10
1898,1.3602684703073464e-06,3.281845906144554e-08,5.6583548957434e-10
1899,1.3437543202599045e-06,6.135611840818456e-08,1.1055156790007459e-09
1900,1.351750256617379e-06,6.177353384373419e-08,5.191053142894475e-10
1901,1.2630549690584303e-06,3.7444550571308355e-08,1.1177477832191585e-09
1902,1.131820454247645e-06,4.566564015817676e-08,1.4730852093691738e-09
1903,1.2695917348537478e-06,4.644189388613995e-08,1.6200660812870638e-09
1904,1.3592426739705843e-06,7.470728746739042e-08,1.0749250378694342e-09
1905,1.337668777523504e-06,6.450948575320581e-08,0.0
1906,1.3158824003767222e-06,6.327346824264168e-08,2.0576738091193647e-09
1907,1.227082407240232e-06,4.731415970127273e-08,0.0
1908,1.2926775525556877e-06,4.7640472899956876e-08,9.822778146428846e-10
1909,1.1684088576657814e-06,7.426327641724129e-08,1.6502950117569526e-09
1910,1.1564742408154416e-06,5.985448581213859e-08,1.068830135508847e-09
1911,1.3237090570328292e-06,5.7460042057755345e-08,1.5961122423746588e-09
1912,1.1637846455414547e-06,5.157327009897017e-08,5.209421227725386e-10
1913,1.357035102955706e-06,6.098438376511695e-08,1.060597942803554e-09
1914,1.2757296872223378e-06,5.960101745472457e-08,1.3393487430235496e-09
1915,1.334760327154072e-06,5.301343009023185e-08,0.0
1916,1.183349695565994e-06,7.69122365795738e-08,1.0987462051303964e-09
1917,1.1350249451425043e-06,1.162441023438987e-07,0.0
1918,1.239380026163417e-06,7.121553124989077e-08,1.1486376294556067e-09
1919,1.0727143262556638e-06,6.44549373873815e-08,9.207848372660976e-10
1920,1.1994414990113e-06,5.3005621225565847e-08,0.0
1921,1.2169405181339243e-06,5.300923078266351e-08,4.543648568500203e-09
1922,1.199652274408436e-06,4.943216680430851e-08,7.377935484775833e-10
1923,1.1677542488541803e-06,7.855801698042342e-08,1.0615948120573648e-09
1924,1.1744269841074129e-06,8.250639638163193e-08,0.0
1925,1.1141154345750692e-06,7.038833871320094e-08,3.299453377181294e-09
1926,1.1770322316806414e-06,7.467912865877224e-08,0.0
1927,1.114922497436055e-06,6.020581366783517e-08,2.2298449753321847e-09
1928,1.1631709639914334e-06,4.6846768242403414e-08,1.1426041224282812e-09
1929,1.238813183590537e-06,7.686880110213679e-08,2.2280812750352652e-09
1930,1.3654685062647332e-06,8.612954616182833e-08,0.0
1931,1.1108817261629156e-06,6.044839295782367e-08,1.1405356659111021e-09
1932,1.1365038972144248e-06,5.150982218538047e-08,1.0959536611565568e-09
1933,1.2250667396074277e-06,6.76769076335404e-08,2.2941324395731044e-09
1934,1.2257156640771427e-06,7.428579351653752e-08,0.0
1935,1.0232882914351649e-06,4.6676309040094566e-08,2.393656828303392e-09
1936,1.144573047895392e-06,4.849885826274658e-08,0.0
1937,1.1886015727213817e-06,5.0364473480613015e-08,1.2591118148108649e-09
1938,1.2096545560780214e-06,7.90878047496335e-08,1.2965214457594243e-09
1939,1.232700469699921e-06,8.870549095263414e-08,1.5294050470515685e-09
1940,1.1258875929343048e-06,5.832300686847702e-08,2.5357829169792012e-09
1941,1.2248735856701387e-06,7.67390702094417e-08,0.0
1942,1.1438978617661633e-06,1.0316320242509391e-07,0.0
1943,1.2454878515200107e-06,7.548411673496958e-08,2.9032352077962287e-09
1944,1.1374678479114664e-06,8.675602458652065e-08,0.0
1945,1.2591752920343424e-06,9.149717072887142e-08,0.0
1946,1.1457068467279896e-06,5.0115975369635635e-08,1.3921104269343232e-09
1947,1.1408272939661401e-06,9.298279479708071e-08,1.1920870957027319e-09
1948,1.0230446605419274e-06,7.610321262063735e-08,0.0
1949,9.92499508356559e-07,5.693864935096826e-08,9.817008317369869e-10
1950,1.0231217402179027e-06,7.12569203642488e-08,1.0635361480382244e-09
1951,1.0885290748774423e-06,8.955577612823618e-08,0.0
1952,1.0502624263608595e-06,6.959570697517847e-08,2.1089607837865287e-09
1953,1.1000078075085185e-06,7.326202933199966e-08,0.0
1954,1.0740017160060233e-06,6.938500973774353e-08,1.9545072227344917e-09
1955,1.1075017027906142e-06,6.288357212724804e-08,2.815682353940474e-09
1956,9.924658570525935e-07,6.628067694691708e-08,1.744228317335228e-09
1957,1.0292818615198485e-06,9.01173820011536e-08,0.0
1958,1.0207947980234167e-06,5.707848060865217e-08,1.6544486891589827e-09
1959,1.0246488955090172e-06,6.433120347537624e-08,3.8753737996444215e-09
1960,1.0658083056114265e-06,7.612916874677467e-08,1.3841666701708277e-09
1961,1.0095675406773807e-06,8.129346440455265e-08,2.779263708063695e-09
1962,1.0495938340682187e-06,9.132417488899591e-08,2.5367825617905737e-09
1963,1.14061174372182e-06,8.535189977010305e-08,2.5864212993553792e-09
1964,9.649173762227292e-07,6.023128662491217e-08,0.0
1965,1.076898115570657e-06,8.208065338521919e-08,3.2832261354087677e-09
1966,1.0662719205356552e-06,7.14540675517128e-08,5.539074754423723e-10
1967,9.180284905596636e-07,4.831728972476412e-08,3.944268467392931e-09
1968,1.1345316579536302e-06,7.680321090219877e-08,3.1439910674890825e-09
1969,9.914657539411564e-07,5.904285060864822e-08,9.083515606356229e-10
1970,9.579143807059154e-07,6.162291299460776e-08,1.3796175313274261e-09
1971,9.7578163149592e-07,4.72732573086887e-08,5.138397485282553e-10
1972,9.398428915119439e-07,5.23274970021248e-08,3.5911027485013847e-09
1973,9.295261520492204e-07,6.340184199871146e-08,3.3079223804577396e-09
1974,9.366576705360785e-07,6.469407765052893e-08,0.0
1975,8.624335237072955e-07,6.625317183761581e-08,1.1422960355389478e-09
1976,8.981664336715767e-07,5.1993094274394025e-08,5.713526873840635e-10
1977,9.114888825934031e-07,5.7592462354705276e-08,5.876781838942691e-10
1978,9.100986062549055e-07,5.22772047872877e-08,2.3762365408686037e-09
1979,8.397581723329495e-07,6.963848164787123e-08,2.925986564150662e-09
1980,8.607318022768595e-07,6.139962493989515e-08,2.8425752862659692e-09
1981,8.356050784641411e-07,5.69299452024552e-08,1.2651099057237047e-09
1982,8.113205467452644e-07,5.2143018791639406e-08,3.1037510339615437e-09
1983,7.761523193039466e-07,6.69423485533116e-08,0.0
1984,8.118611845020496e-07,4.5812168281145205e-08,1.1598016991243298e-09
1985,7.501400887122145e-07,6.797580454076524e-08,1.2031116103372597e-09
1986,7.732886047051579e-07,5.934540681096223e-08,1.7983456945813714e-09
1987,7.852399903640617e-07,5.560843163721074e-08,6.110816852533674e-10
1988,7.987409844645299e-07,4.797243136067664e-08,1.1993107618124554e-09
1989,8.160837410287058e-07,6.585746348264365e-08,1.0976244357863152e-09
1990,7.606316785313538e-07,5.339677855431546e-08,2.179460389939436e-09
1991,7.4088922019655e-07,7.502675458681551e-08,2.344586080837985e-09
1992,7.234556846924534e-07,6.77723122066709e-08,2.7549720282848966e-09
1993,7.644106290172203e-07,6.924009454678526e-08,1.1078414852150331e-09
1994,7.5642446972779e-07,8.492632019851953e-08,5.274926606624319e-10
1995,7.228126719382999e-07,7.157635195653711e-08,0.0
1996,7.670838613194064e-07,6.405710450962943e-08,5.338092190498855e-10
1997,7.355367870331975e-07,6.808750185882673e-08,4.315404922294874e-09
1998,7.29046973901859e-07,7.867413387430133e-08,5.2449422582867555e-09
1999,7.600244771310827e-07,6.535387342410104e-08,2.285100553223174e-09
2000,7.236735655169468e-07,5.920162138295382e-08,8.836062992401139e-10
2001,7.34729212581442e-07,4.906957329353645e-08,0.0
2002,6.887279937473068e-07,7.360451803606338e-08,0.0
2003,7.187941832853539e-07,7.958822578757463e-08,8.333845835650777e-10
2004,7.131357051548548e-07,6.695282905866407e-08,1.3214374039449694e-09
2005,7.476224368474504e-07,6.620511783239635e-08,9.007499190971657e-10
2006,7.058063147269422e-07,6.01211951334335e-08,2.0589450144825605e-09
2007,7.341853347497818e-07,6.071608993352129e-08,1.1983438685803094e-09
2008,7.114181812539755e-07,8.77032562129898e-08,8.514879357157668e-10
2009,7.261957080118009e-07,8.058245271058695e-08,0.0
2010,8.720122082195303e-07,9.825489399872822e-08,0.0
2011,8.852495056999032e-07,1.0057046040401474e-07,0.0
2012,1.0553183074080152e-06,1.1914884368025014e-07,0.0
2013,1.1070037544413935e-06,1.2355823741927452e-07,0.0
2014,1.1346933206368703e-06,1.2429654816514812e-07,4.330890368553497e-10
2015,1.0847919611478574e-06,1.221333008061265e-07,2.2165753954528356e-10
2016,1.1756926596717676e-06,1.203448505293636e-07,2.0713400439298368e-10
2017,1.0397021696917363e-06,1.1169314007020148e-07,5.031222660711876e-10
2018,1.1825699175460613e-06,1.3191295522574364e-07,2.5814667070633845e-10
2019,1.1305977523079491e-06,1.1658013931992173e-07,0.0
