year,tout_DET an_NOUN,tout_DET pan_NOUN
1898,5.884688925039683e-08,0.0
1899,4.532614283903058e-08,0.0
1900,5.1391426669766815e-08,5.191053142894475e-10
1901,5.365189231776313e-08,4.470991132876634e-09
1902,4.4192553616539954e-08,9.820567692386817e-10
1903,5.8322378038155875e-08,0.0
1904,7.524475087450355e-08,1.6123875568041512e-09
1905,5.47040444054403e-08,2.0643036169332163e-09
1906,5.4013936157115694e-08,4.629765903985117e-09
1907,5.965698218757254e-08,1.5428530120153994e-09
1908,5.598983587873363e-08,9.822778146428846e-10
1909,5.115914536446553e-08,2.750491778780173e-09
1910,5.451033668890659e-08,5.344150677544235e-10
1911,4.9479480068725934e-08,0.0
1912,5.7303632061689314e-08,2.083768435579003e-09
1913,4.719660712249052e-08,5.30298971401777e-10
1914,5.960101834290299e-08,0.0
1915,6.008188702111283e-08,1.1780761921542648e-09
1916,4.394984731703744e-08,4.394984820521586e-09
1917,5.154219528957782e-08,4.386569774084137e-09
1918,5.628324206696789e-08,1.1486376294556067e-09
1919,6.077179848240633e-08,9.207848372660976e-10
1920,5.3762846174976175e-08,1.514446346106979e-09
1921,6.66401783200321e-08,3.786373770076068e-09
1922,5.164554894854234e-08,2.951174193910333e-09
1923,8.386599104071024e-08,2.1231896241147297e-09
1924,8.89522118185937e-08,1.289162443462999e-09
1925,1.0888196300129493e-07,2.1996355847875293e-09
1926,7.133528434621894e-08,0.0
1927,7.469980900509654e-08,0.0
1928,9.9406560316595e-08,1.1426041224282812e-09
1929,8.689517105864297e-08,0.0
1930,8.192810962981412e-08,0.0
1931,6.38699964028433e-08,1.1405356659111021e-09
1932,6.356531168094648e-08,2.1919073223131136e-09
1933,6.42357074198685e-08,0.0
1934,5.990790086229936e-08,2.3963160344919743e-09
1935,5.0266792506192814e-08,0.0
1936,6.426098586587159e-08,0.0
1937,4.5328025333191135e-08,2.5182236296217297e-09
1938,4.797129227185337e-08,0.0
1939,4.894096239382861e-08,0.0
1940,5.0715657451405605e-08,7.607348528892999e-09
1941,4.7224043342453115e-08,0.0
1942,5.158160010232393e-08,0.0
1943,4.935499942071431e-08,2.9032352077962287e-09
1944,4.498460803858961e-08,3.2131861615880553e-09
1945,6.7533628023142e-08,2.178504043826024e-09
1946,5.150808668474838e-08,1.3921104269343232e-09
1947,6.079644165879472e-08,8.344609447874518e-09
1948,5.87081931957556e-08,0.0
1949,6.970075883128146e-08,0.0
1950,7.338399132805762e-08,0.0
1951,4.904244743642039e-08,1.0661401761424827e-09
1952,5.061505825576518e-08,3.1634410646574906e-09
1953,4.632745842503283e-08,0.0
1954,4.202190417856855e-08,0.0
1955,5.5375088070519496e-08,1.8771215692936494e-09
1956,4.8838391997207964e-08,0.0
1957,4.417518734145531e-08,8.835037701437898e-10
1958,3.722509600567747e-08,8.272243445794913e-10
1959,4.1854038901334434e-08,7.750747821333448e-10
1960,3.668041603788197e-08,2.076250060767393e-09
1961,3.7520061002549454e-08,4.8637115446226176e-09
1962,3.9320131595133034e-08,0.0
1963,3.233026713012066e-08,6.466053248388448e-10
1964,4.3804573079953e-08,0.0
1965,3.5021076982832966e-08,5.472043373977442e-10
1966,2.6587559043278475e-08,2.215629901769489e-09
1967,4.7824256055317704e-08,1.479100675272349e-09
1968,3.27873352912178e-08,3.5931326802796093e-09
1969,3.179230539940292e-08,2.2708789015890574e-09
1970,2.3913370506001286e-08,2.7592349793881255e-09
1971,3.5454943092538826e-08,2.0553589941130213e-09
1972,3.385896840679692e-08,6.156176346472364e-09
1973,2.3155456718715328e-08,5.513203782392395e-10
1974,2.5315072926801463e-08,1.1251143350321513e-09
1975,2.341706872854843e-08,1.7134440533084216e-09
1976,3.713792601223176e-08,0.0
1977,2.9971587101051966e-08,1.7630346071939584e-09
1978,2.5544542925359792e-08,5.940591352171509e-10
1979,2.5163484851375983e-08,2.9259866751729646e-09
1980,2.2172088387506506e-08,5.685150683554241e-10
1981,2.150686922997025e-08,1.8976649140967083e-09
1982,1.6760255627801257e-08,2.483000915987077e-09
1983,1.957747897129991e-08,1.8945948143667124e-09
1984,1.3337719650952096e-08,2.319603453759811e-09
1985,1.02264483547998e-08,3.0077789148208467e-09
1986,1.7983456945813714e-08,1.1988970927134801e-09
1987,2.13878585952898e-08,6.110816852533674e-10
1988,1.3792073927376691e-08,1.798966087207532e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,7.628111586832631e-09,2.1794604454505873e-09
1991,8.20605094986604e-09,5.861465202094962e-10
1992,6.060938473329003e-09,2.2039777225479895e-09
1993,1.1632335650268999e-08,3.877445031719162e-09
1994,1.8989735950381004e-08,1.0549853213248639e-09
1995,1.0844901865425527e-08,5.422450821690461e-10
1996,1.0676184603042316e-08,2.6690460952494277e-09
1997,6.233362936924891e-09,1.917957792585412e-09
1998,1.144350969539687e-08,2.3840645013706308e-09
1999,1.416762326900134e-08,1.3710603763428253e-09
2000,1.1045078296412214e-08,1.3254094488601709e-09
2001,7.448060113102173e-09,4.381211921034023e-09
2002,7.448076710936391e-09,2.1906108038649563e-09
2003,5.833692029444393e-09,2.0834614589126943e-09
2004,1.1452457482352685e-08,8.809582507929292e-10
2005,8.557124120400772e-09,2.251874686720612e-09
2006,1.1118302611912156e-08,1.6471559116659762e-09
2007,1.0385646564969875e-08,3.994479469415779e-10
2008,9.792111205220166e-09,8.514879357157668e-10
2009,1.0966842323156811e-08,0.0
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,7.64794394481072e-09,0.0
2012,3.744677928851914e-09,6.808505426114664e-10
2013,3.904775169871755e-09,0.0
2014,4.7639794331644225e-09,2.1654451842767486e-10
2015,6.649726325136385e-10,8.866301581811342e-10
2016,4.349813981230355e-09,6.214020409345267e-10
2017,1.0062445598979508e-09,0.0
2018,5.421080029321956e-09,5.162933414126769e-10
2019,5.101975730781305e-09,7.65296326310505e-10
