year,furent_VERB assez_ADV,furent_VERB passées_ADJ
1905,5.01109695960622e-07,1.5482277682110634e-09
1906,4.953849952471501e-07,4.115347618238729e-09
1907,4.947415277456457e-07,3.599990305858114e-09
1908,5.643186113957199e-07,0.0
1909,5.368959818952135e-07,2.2003934230241384e-09
1910,5.269332632451551e-07,0.0
1911,5.059675913798856e-07,1.5961122423746588e-09
1912,5.516777150660346e-07,3.125652625612929e-09
1913,5.759046644016053e-07,1.113627856597077e-08
1914,6.087340125304763e-07,6.696743715117748e-10
1915,5.289562068355735e-07,7.068456930880984e-09
1916,4.55979687785657e-07,0.0
1917,4.715562624824088e-07,0.0
1918,4.755359839236917e-07,0.0
1919,5.036692982685054e-07,0.0
1920,4.573628018533782e-07,5.300562211374427e-09
1921,4.967722588844481e-07,4.543648568500203e-09
1922,4.456273074993078e-07,1.4755870969551665e-09
1923,4.6179374635357817e-07,1.0615948120573648e-09
1924,5.324241101334337e-07,1.289162443462999e-09
1925,5.213136091697379e-07,1.0998177923937646e-09
1926,5.015762098992127e-07,6.687683296036084e-09
1927,4.548883794086578e-07,0.0
1928,4.867493430538161e-07,1.0283437212876834e-08
1929,5.013183113078412e-07,2.2280812750352652e-09
1930,5.524895527742046e-07,2.100720708497761e-09
1931,4.847276500186126e-07,1.1405356659111021e-09
1932,5.205779984862602e-07,1.0959536611565568e-09
1933,4.576794196964329e-07,1.1470662197865522e-09
1934,4.828576720683486e-07,1.1981580172459871e-09
1935,4.823218660021666e-07,0.0
1936,4.3770219804173394e-07,0.0
1937,4.583166912652814e-07,0.0
1938,4.978642209607642e-07,1.2965214679638848e-08
1939,4.190569882212003e-07,3.058810094103137e-09
1940,5.172997248337197e-07,2.5357829169792012e-09
1941,4.102588491150527e-07,2.9515025978810172e-09
1942,5.036791321799683e-07,0.0
1943,3.8322704654092377e-07,0.0
1944,4.819779064746399e-07,3.2131861615880553e-09
1945,5.664110744874051e-07,0.0
1946,4.983755275134172e-07,2.7842208538686464e-09
1947,4.601456282671279e-07,1.1920870957027319e-09
1948,4.131317439259874e-07,0.0
1949,4.2900325070149847e-07,3.9268033269479474e-09
1950,4.6370175255106005e-07,0.0
1951,4.0939784184956807e-07,2.1322803522849654e-09
1952,4.6397136088671687e-07,4.2179215675730575e-09
1953,4.977508183401369e-07,2.1547654771580937e-09
1954,3.7721989087913244e-07,0.0
1955,3.8199422647267056e-07,0.0
1956,4.66581070668326e-07,6.104799332717903e-09
1957,4.1613026269260445e-07,0.0
1958,4.2767499053297797e-07,8.272243445794913e-10
1959,3.7668633012799546e-07,7.750747821333448e-10
1960,3.453495764915715e-07,6.920833350854139e-10
1961,3.8770727428527607e-07,2.08444772553662e-09
1962,3.805173776072479e-07,1.9025869768540815e-09
1963,3.9184283195936587e-07,6.466053248388448e-10
1964,3.7720604950663983e-07,6.083968329129164e-10
1965,3.9562874576404283e-07,1.0944086747954884e-09
1966,3.8496568777190987e-07,1.1078149508847446e-09
1967,3.584353862606804e-07,6.409436092980059e-09
1968,4.365656138816121e-07,0.0
1969,3.356358888595423e-07,1.8167031212712459e-09
1970,3.4674386029109883e-07,4.5987250119061684e-10
1971,3.447864571626269e-07,0.0
1972,3.6937058212060947e-07,5.130146862875051e-10
1973,3.374080677076563e-07,0.0
1974,2.925297337696975e-07,4.500457340128605e-09
1975,3.101333732047351e-07,1.1422960355389478e-09
1976,3.0510233273162157e-07,5.713526873840635e-10
1977,2.685689253212331e-07,1.7630346071939584e-09
1978,3.4455430863999936e-07,5.940591352171509e-10
1979,2.996210355377116e-07,1.7555920051037788e-09
1980,3.0984071486273024e-07,2.8425752862659692e-09
1981,2.5934753011824796e-07,1.2651099057237047e-09
1982,2.2719459025211108e-07,2.483000915987077e-09
1983,2.740847264703916e-07,6.315316047889041e-10
1984,2.0760450070156367e-07,2.8995041922996734e-09
1985,2.189663064200431e-07,0.0
1986,2.505694851606677e-07,0.0
1987,2.3587753616993723e-07,1.2221633705067347e-09
1988,2.4825732225508546e-07,0.0
1989,2.381844979026937e-07,0.0
1990,2.5172766981995665e-07,0.0
1991,2.2918328568266588e-07,1.1722930404189924e-09
1992,2.110308656710913e-07,2.7549720282848966e-09
1993,2.3320063746723463e-07,2.2156829704300662e-09
1994,2.5161401140394446e-07,1.5824779264761446e-09
1995,2.1418681228624337e-07,1.0844901643380922e-09
1996,2.1832796903709095e-07,0.0
1997,2.2823697065632587e-07,4.315404922294874e-09
1998,2.0932087352321105e-07,4.768129224785866e-10
1999,2.275960184761061e-07,1.8280804647829996e-09
2000,2.0543846801501786e-07,1.7672125984802278e-09
2001,2.3921415959193837e-07,0.0
2002,2.3045224395445985e-07,0.0
2003,2.0626268337764486e-07,1.2500769308587678e-09
2004,2.0658471555634605e-07,1.3214374039449694e-09
2005,1.977146126819207e-07,2.251874686720612e-09
2006,2.0548270640574628e-07,1.2353669198716943e-09
2007,1.9453115385204e-07,1.5977917877663117e-09
2008,1.9073330292940227e-07,1.7029758714315335e-09
2009,1.8929723921701225e-07,4.76819250749827e-10
2010,1.9273075224646163e-07,4.723793023408973e-10
2011,1.996113354607587e-07,2.6767803529281764e-09
2012,2.0834026770444325e-07,1.7021263287730903e-09
2013,2.2954499456773192e-07,4.741512515948898e-09
2014,2.633181281908037e-07,1.9489005964601347e-09
2015,2.673189953839028e-07,3.546520632724537e-09
2016,3.1152953283708484e-07,3.935546111222266e-09
2017,2.0451919624520087e-07,1.509366853724714e-09
2018,2.5220930410796427e-07,9.551427204712581e-09
2019,2.2295633073099452e-07,2.2958890344426663e-09
