year,excellent_ADJ air_NOUN,excellent_ADJ père_NOUN
2003,4.1669229178253886e-10,1.7917768713182625e-08
2004,4.404791253964646e-10,1.0571499065026302e-08
2005,1.3511248786457486e-09,1.621349887681589e-08
2006,0.0,3.2943119510076e-08
2007,3.994479469415779e-10,1.9173502008307253e-08
2008,8.514879357157668e-10,1.1920830961242856e-08
2009,4.76819250749827e-10,2.8132335350150584e-08
2010,4.723793023408973e-10,1.8422792902317298e-08
2011,3.82397197240536e-10,1.2619107453426537e-08
2012,0.0,1.3957436012512758e-08
2013,0.0,1.8966050285840197e-08
2014,1.537466154388767e-08,4.157654820424739e-08
2015,6.649726325136385e-10,4.056332980617583e-08
2016,8.285360175719347e-10,5.385483947684122e-08
2017,2.515611330355938e-10,1.4087423616526706e-08
2018,7.744400121190154e-10,2.581466768125651e-08
2019,1.53059265262101e-09,4.3366791990795406e-08
