year,excellent_ADJ air_NOUN,excellent_ADJ père_NOUN
1800,3.144164484325529e-09,5.0306631749208464e-08
1801,2.3811825844433088e-09,9.52473055981784e-09
1802,0.0,4.699464284385613e-08
1803,3.900678446910888e-09,2.9255089017965474e-08
1804,2.4718509461507665e-09,5.9324420931261557e-08
1805,1.1371510844071508e-08,5.685755510853596e-08
1806,0.0,3.7461699520235925e-08
1807,0.0,3.9857372513552036e-08
1808,0.0,3.6257183921861724e-08
1809,0.0,8.132510176395158e-08
1810,4.680253518074551e-09,8.190443878675069e-08
1811,0.0,7.771937760026049e-08
1812,2.1337665856435706e-08,9.335228945417384e-08
1813,0.0,1.2078114686175923e-07
1814,0.0,7.86669280827823e-08
1815,1.0788894222457657e-08,9.170559756022101e-08
1816,0.0,1.0197456923322079e-07
1817,0.0,5.916118794857539e-08
1818,2.384235475716423e-09,4.291623878494022e-08
1819,1.035105001712111e-09,2.8982939270782992e-08
1820,5.933240565525466e-09,3.7972737843006144e-08
1821,9.86148829262845e-10,4.437669876011796e-08
1822,0.0,4.3110148340019805e-08
1823,3.9530747564242574e-09,8.400284134957303e-08
1824,6.736890156844311e-09,7.831635162602879e-08
1825,1.7610886970942374e-08,4.5788305369498516e-08
1826,2.642395191543301e-09,4.844391465752551e-08
1827,0.0,4.792982072343577e-08
1828,0.0,5.870272679064925e-08
1829,7.715858174606183e-09,7.71585849657086e-08
1830,2.0873671680021744e-09,5.635891220379108e-08
1831,1.5591206103948707e-09,2.3386808489789246e-08
1832,1.488296597074168e-08,9.470978235004424e-08
1833,1.1583628500844156e-09,1.1467792337960248e-07
1834,0.0,8.867804313084093e-08
1835,0.0,9.075705520444899e-08
1836,4.032449929525228e-09,6.250297807097738e-08
1837,0.0,8.210311097656131e-08
1838,2.5248647617104325e-09,4.544756548874318e-08
1839,4.194885327990505e-09,8.04019663069866e-08
1840,0.0,9.172351544961543e-08
1841,1.2841097074556274e-09,9.887644480954805e-08
1842,1.2745703159566801e-08,6.641182537237e-08
1843,2.953455480181333e-09,1.0396163174775097e-07
1844,5.488561161115513e-09,9.275668277908267e-08
1845,5.580227946389016e-10,5.524425739089622e-08
1846,5.269050973311096e-09,6.088681558935605e-08
1847,5.393223645455691e-10,8.575225241003182e-08
1848,4.02261068899179e-09,6.838438781908707e-08
1849,4.1897072478036534e-09,5.6980021589936314e-08
1850,0.0,5.159637161966657e-08
1851,6.449438760824933e-10,8.190787337269967e-08
1852,2.6042181744401205e-09,5.338647302011168e-08
1853,1.7915795513800958e-09,4.5386683078518786e-08
1854,2.0782657816909023e-09,6.858277257215661e-08
1855,1.0613874223963649e-09,8.384960636931282e-08
1856,1.0354378465748937e-09,7.921099631769124e-08
1857,4.881509085841174e-10,8.786716310105191e-08
1858,4.893676019968041e-10,7.683071645558925e-08
1859,1.018434669930457e-09,8.656694405750898e-08
1860,7.323494255473406e-09,9.932489150599189e-08
1861,1.4147891747029462e-09,8.724532607473634e-08
1862,1.8071945051545413e-09,9.532951195101447e-08
1863,2.9967726078439227e-09,8.29107076327773e-08
1864,6.712618905169165e-09,1.1363504981432015e-07
1865,4.706844358715045e-10,1.5297243916023717e-07
1866,4.865612801552288e-09,8.271542234483675e-08
1867,4.367530337390235e-09,7.08510476954416e-08
1868,2.4699371437009177e-09,8.990570787847929e-08
1869,2.441759683335931e-09,1.1036753466697746e-07
1870,5.734048791339319e-10,8.085008484925993e-08
1871,2.1242354542039266e-09,6.16028292821369e-08
1872,6.047339295989218e-10,8.103434723238934e-08
1873,5.986004469882289e-10,9.158586777857636e-08
1874,1.1949218281515073e-09,8.06572215128476e-08
1875,5.721527140956084e-10,1.0699255481583236e-07
1876,3.02300739996042e-09,6.711076672161198e-08
1877,1.8554447978047506e-09,8.658742145506437e-08
1878,4.22736201599605e-09,7.065733542699348e-08
1879,2.443730107160036e-09,7.881029739920109e-08
1880,6.417846254436199e-10,7.059630813266438e-08
1881,2.7890030285249168e-09,5.508281031296747e-08
1882,3.3276925659464496e-09,7.254369727149879e-08
1883,3.791603475633565e-09,8.720688021712775e-08
1884,0.0,9.374409870588352e-08
1885,1.353583467533781e-08,6.123353846199109e-08
1886,1.2906927748801422e-09,6.969740917739387e-08
1887,3.264462256069578e-09,8.226445169512431e-08
1888,1.9021844099853524e-09,6.277208508542742e-08
1889,7.51816386923565e-09,7.6434670370773e-08
1890,5.243509182406569e-09,6.292210930070041e-08
1891,3.1871101313640793e-09,9.115134402826186e-08
1892,4.387958441043338e-09,6.895363346970385e-08
1893,4.310891643655168e-09,6.281584874479051e-08
1894,6.301539290376468e-10,4.726154334555588e-08
1895,0.0,4.6343331616682804e-08
1896,2.358811590497112e-09,1.633477051399268e-07
1897,1.7480140668268973e-09,7.574727733938857e-08
1898,1.13167097914868e-09,9.053368144051888e-08
1899,1.6582735185011188e-09,4.477338499953021e-08
1900,3.114631885736685e-09,5.7620690885329395e-08
1901,1.676621730339889e-09,4.2474416428461836e-08
1902,1.4730852093691738e-09,3.240787282976498e-08
1903,1.0800440541913758e-09,4.10416749474507e-08
1904,0.0,5.965834048993202e-08
1905,0.0,6.863809476342908e-08
1906,5.144184522798412e-10,5.504277450496531e-08
1907,1.028568674676933e-09,7.919978894932456e-08
1908,0.0,6.286578013714461e-08
1909,4.950885035270858e-09,9.131632605630102e-08
1910,1.6032452032632705e-09,1.0047003462521076e-07
1911,1.5961122423746588e-09,4.52231786463031e-08
1912,0.0,8.178791222057669e-08
1913,0.0,5.09087019207044e-08
1914,6.696743715117748e-10,5.55829746673453e-08
1915,1.6493066468115103e-08,2.8273828611702356e-08
1916,2.197492410260793e-09,5.7134803554959035e-08
1917,0.0,2.7416061976204276e-08
1918,0.0,5.628324206696789e-08
1919,0.0,5.432630445501019e-08
1920,7.572231730534895e-10,2.8017258291157532e-08
1921,0.0,3.0290989272430124e-08
1922,7.377935484775833e-10,4.648099327653199e-08
1923,3.1847844361720945e-09,3.503262924198225e-08
1924,0.0,4.125319763570445e-08
1925,0.0,3.189471531328536e-08
1926,1.1146138456652466e-09,4.458455404865447e-08
1927,0.0,6.578042743843326e-08
1928,0.0,2.2852082448565625e-08
1929,0.0,6.68424400274148e-08
1930,2.100720708497761e-09,3.991369279532364e-08
1931,0.0,3.877821175279905e-08
1932,0.0,2.082311967299688e-08
1933,0.0,5.85003787634264e-08
1934,0.0,5.511527056967225e-08
1935,3.590485242455088e-09,7.540019009155685e-08
1936,0.0,5.334874542128887e-08
1937,0.0,3.147779570333853e-08
1938,0.0,5.186085871855539e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,4.3108309810691026e-08
1941,0.0,5.01755446080665e-08
1942,0.0,4.551317811518629e-08
1943,0.0,3.4838822049465534e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.089252021913012e-08
1946,1.3921104269343232e-09,3.7586981527226726e-08
1947,5.960435700558264e-09,2.193440271636149e-07
1948,1.0871887834440486e-09,1.4133454628861841e-08
1949,0.0,2.846932456446183e-08
1950,0.0,2.0207186812726263e-08
1951,2.1322803522849654e-09,7.88943721463653e-08
1952,0.0,4.1124733285435866e-08
1953,1.0773827385790469e-09,2.4779803209362683e-08
1954,0.0,1.8567818393933067e-08
1955,0.0,2.815682309531553e-08
1956,8.72114158667614e-10,4.3605706823157675e-08
1957,0.0,2.6505113659425206e-08
1958,0.0,2.647117980369984e-08
1959,2.325224457422337e-09,2.712761837386779e-08
1960,0.0,3.1835833746995945e-08
1961,2.08444772553662e-09,3.821487570832005e-08
1962,0.0,2.853880448627777e-08
1963,0.0,3.3623477557753745e-08
1964,6.083968329129164e-10,3.0419841978712725e-08
1965,2.188817349590977e-09,2.298258139354914e-08
1966,5.539074754423723e-10,2.603365056863538e-08
1967,0.0,6.261526297457465e-08
1968,4.4914158503495116e-10,3.997360109586623e-08
1969,3.6334062425424918e-09,2.180043745525495e-08
1970,0.0,2.8971967852564617e-08
1971,5.652237344833111e-09,2.0553589719085608e-08
1972,2.0520587451500205e-09,2.924183695185434e-08
1973,3.3079223804577396e-09,1.3231689299786353e-08
1974,1.1251143350321513e-09,1.631415763592159e-08
1975,0.0,2.6843956391076063e-08
1976,5.713526873840635e-10,1.1998406546087637e-08
1977,0.0,2.233177165411604e-08
1978,3.5643548113029055e-09,3.0891075808447965e-08
1979,0.0,2.925986652968504e-08
1980,3.97960553399912e-09,1.989802678181718e-08
1981,0.0,2.4037088375283844e-08
1982,1.2415004579935385e-09,9.932003885992913e-09
1983,0.0,1.136756866415567e-08
1984,1.1598016991243298e-09,2.3196034704131563e-08
1985,1.8046674155058895e-09,1.503889479614884e-08
1986,0.0,3.11713252987289e-08
1987,0.0,1.1610552075325131e-08
1988,0.0,1.6790351109463586e-08
1989,5.488122178931576e-10,1.6464366758839333e-08
1990,1.089730194969718e-09,1.3076762006569709e-08
1991,5.861465202094962e-10,1.2895223111542009e-08
1992,0.0,1.708082664197974e-08
1993,0.0,1.82793846725815e-08
1994,0.0,1.687976552977588e-08
1995,5.422450821690461e-10,2.0063068872921974e-08
1996,0.0,2.0818559987034746e-08
1997,0.0,1.1028257307366118e-08
1998,9.536258449571733e-10,2.908558849323839e-08
1999,2.285100553223174e-09,8.683382374252702e-09
2000,0.0,1.7230322613137616e-08
2001,0.0,1.7962968168472315e-08
2002,2.1906108038649563e-09,2.8477940172688676e-08
