year,voudrait_VERB unir_VERB,voudrait_VERB punir_VERB
1889,2.5060546970934183e-09,6.265136742733546e-10
1890,7.209825181320184e-09,6.554386478008212e-10
1891,3.824531802365527e-09,6.374220040683554e-10
1892,4.387958441043338e-09,3.1342561879199593e-09
1893,1.847525021858587e-09,3.695050043717174e-09
1894,1.8904617871129403e-09,6.301539290376468e-10
1895,3.611168697403855e-09,3.0093072478365457e-09
1896,9.435246361988447e-09,0.0
1897,2.330685422435863e-09,2.9133566670225264e-09
1898,1.13167097914868e-09,1.6975064687230201e-09
1899,5.527578395003729e-10,5.527578395003729e-09
1900,7.26747462209687e-09,1.5573159428683425e-09
1901,4.470991132876634e-09,2.235495566438317e-09
1902,1.9641135384773634e-09,2.455141867585553e-09
1903,3.7801539676252105e-09,1.6200660812870638e-09
1904,1.6123875568041512e-09,1.6123875568041512e-09
1905,3.6125313851442797e-09,0.0
1906,4.629765903985117e-09,3.0865106026567446e-09
1907,3.0857059130084963e-09,1.5428529565042481e-09
1908,1.5225305460830896e-08,3.437972351250096e-09
1909,2.2003934230241384e-09,2.7504918342913243e-09
1910,1.6032452032632705e-09,1.068830135508847e-09
1911,1.0640748282497725e-09,1.5961122423746588e-09
1912,2.6047106693738442e-09,5.209421227725386e-10
1913,8.484783542428431e-09,3.181793939432964e-09
1914,0.0,6.696743715117748e-10
1915,0.0,3.534228465440492e-09
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,4.386569774084137e-09
1918,8.040463406189247e-09,5.743188147278033e-09
1919,2.762354567309444e-09,0.0
1920,1.2115570768855832e-08,6.057785384427916e-09
1921,0.0,7.572747429129834e-10
1922,7.377935484775833e-10,7.377935484775833e-10
1923,9.554353752605493e-09,4.246379248229459e-09
1924,3.867487219366694e-09,0.0
1925,8.798542339150117e-09,4.399271169575059e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,0.0,0.0
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,0.0
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,6.882397318719313e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,2.393656828303392e-09
1936,7.274828739411987e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,1.0372171566075394e-08,1.0372171566075394e-08
1939,1.5294050470515685e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,0.0
1948,6.523132700664291e-09,3.2615663503321457e-09
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,4.2179215675730575e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,4.360570571293465e-09,6.104799332717903e-09
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,3.3088973783179654e-09,0.0
1959,8.525822714489095e-09,0.0
1960,5.536666680683311e-09,2.076250060767393e-09
1961,8.33779090214648e-09,2.08444772553662e-09
1962,1.9025869768540815e-09,6.341956293454132e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,3.6503808864551957e-09,4.867174663303331e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,3.8773522170743036e-09
1967,2.465167847631733e-09,9.860671168482327e-10
1968,1.7965663401398047e-09,6.737123747768692e-09
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,4.598724956395017e-09,1.8394900047624674e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,1.0260293725750103e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,1.6876715580593782e-09,3.3753431161187564e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,3.9994687561772935e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,2.938390863960194e-09
1978,2.3762365408686037e-09,0.0
1979,0.0,5.851973350345929e-10
1980,3.97960553399912e-09,1.7055452605774235e-09
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,0.0
1983,0.0,0.0
1984,3.479405208395292e-09,5.799008495621649e-10
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,0.0,1.1988970927134801e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,0.0,3.2928733073589456e-09
1990,1.6345953479657283e-09,2.724325431913144e-09
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,3.856960972825618e-09,3.856960972825618e-09
1993,0.0,0.0
1994,1.0549853213248639e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,0.0
1996,1.6014276571496566e-09,2.135236876199542e-09
1997,0.0,9.58978896292706e-10
1998,9.536258449571733e-10,2.86087753487152e-09
1999,3.656160929565999e-09,9.140402323914998e-10
2000,1.3254094488601709e-09,2.2090156370779823e-09
2001,1.7524847129024579e-09,3.943090742808408e-09
2002,8.76244299341522e-10,1.752488598683044e-09
2003,8.333845835650777e-10,2.5001538617175356e-09
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,1.6471559671771274e-09,2.8825228870488218e-09
2007,7.988958938831558e-10,1.5977917877663117e-09
2008,2.554463751636149e-09,4.257439734089985e-09
2009,2.384096253749135e-09,4.291373478793048e-09
2010,9.447586046817946e-10,4.723793023408973e-10
2011,0.0,1.1471915639660324e-09
2012,1.0212758416727752e-09,1.0212758416727752e-09
2013,1.3945624655065103e-09,2.2313000336282585e-09
2014,1.5158115873603606e-09,1.5158115873603606e-09
2015,1.10828768384863e-09,2.438232948875907e-09
2016,2.278474076078396e-09,2.278474076078396e-09
2017,1.509366853724714e-09,2.0124890642847504e-09
2018,1.5488800242380307e-09,2.581466596041082e-09
2019,5.1019755087367e-10,1.53059265262101e-09
