year,petit_ADJ or_NOUN,petit_ADJ porc_NOUN
1887,1.3057849246322917e-09,1.5016526300204447e-08
1888,2.53624587998047e-09,1.9655905347804037e-08
1889,1.2530273485467092e-09,4.0723389105323804e-08
1890,6.554386478008212e-10,2.94947390955258e-08
1891,0.0,1.2748440525456317e-08
1892,3.1342561879199593e-09,1.9432388143059143e-08
1893,3.079208221734575e-09,6.7742580989182954e-09
1894,1.2603078580752936e-09,1.5753848003896564e-08
1895,6.018614495673091e-10,1.625025980445116e-08
1896,1.179405795248556e-09,2.1819007822720948e-08
1897,2.9133566670225264e-09,2.2141511846207607e-08
1898,2.8291774478717002e-09,1.867257160004243e-08
1899,4.9748205555033564e-09,1.1055156790007459e-08
1900,0.0,1.661137005726232e-08
1901,1.1177477832191585e-09,8.941982265753268e-09
1902,9.820567692386817e-10,1.6694965798702555e-08
1903,0.0,1.1340462791054051e-08
1904,5.374625189347171e-10,1.7198801494089366e-08
1905,1.0321518084666081e-09,6.708986699521802e-09
1906,1.0288369045596824e-09,1.4918134283448126e-08
1907,2.5714217422034835e-09,2.3657079850636364e-08
1908,1.4734167219643268e-09,2.603036119985802e-08
1909,3.8506885458033935e-09,1.265226234892225e-08
1910,1.6032452032632705e-09,1.3894791983659616e-08
1911,3.1922244847493175e-09,4.788336838146279e-09
1912,2.6047105583515417e-09,4.167536982180309e-09
1913,1.5908969142053309e-09,1.8560464387640252e-08
1914,2.678697486047099e-09,2.1429579888376793e-08
1915,0.0,5.890380960771324e-09
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,5.483212328627474e-09,4.386569774084137e-09
1918,0.0,8.040463406189247e-09
1919,0.0,2.6702760891339494e-08
1920,7.572231730534895e-10,3.483226551637131e-08
1921,1.5145494858259667e-09,2.120369302360814e-08
1922,0.0,1.0329110011753073e-08
1923,2.1231896241147297e-09,2.5478275489376756e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,2.4195990988573612e-08
1926,2.229227691330493e-09,1.114613823460786e-08
1927,2.2298449753321847e-09,3.010290783311831e-08
1928,1.1426041224282812e-09,1.0283437212876834e-08
1929,0.0,8.912325100141061e-09
1930,0.0,1.8906487042613662e-08
1931,0.0,9.124285327288817e-09
1932,2.1919073223131136e-09,8.76762951129706e-09
1933,0.0,2.1794258842078307e-08
1934,1.1981580172459871e-09,2.7557634396657704e-08
1935,4.787313656606784e-09,5.98414207075848e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,2.5930428915188486e-09,1.2965214124527336e-08
1939,6.117620188206274e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,0.0,9.102635312174812e-09
1943,5.806470415592457e-09,3.193558839598154e-08
1944,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,1.3921104269343232e-08
1947,0.0,9.53669654357725e-09
1948,4.348755133776194e-09,1.848220954059343e-08
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,0.0,1.3825969702452312e-08
1951,0.0,2.7719645245838365e-08
1952,1.0544803918932644e-09,4.007025466989944e-08
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,1.9545072227344917e-09,2.34540866728139e-08
1955,9.385607846468247e-10,9.385608290557457e-09
1956,1.744228317335228e-09,1.3953826538681824e-08
1957,8.835037423882142e-09,1.0602045463770082e-08
1958,4.9633461784992505e-09,5.790570245522986e-09
1959,1.5501495642666896e-09,6.200598257066758e-09
1960,0.0,6.920833239831836e-09
1961,1.3896318540318475e-09,1.1117054443676722e-08
1962,0.0,1.0147130247162295e-08
1963,3.2330267352165265e-09,1.0992290633282664e-08
1964,1.2167936658258327e-09,1.2167936880302932e-08
1965,1.6416130121932326e-09,1.3680108879032815e-08
1966,5.539074754423723e-10,1.3293779743683842e-08
1967,2.9582014060558492e-09,8.381570437698826e-09
1968,2.245707925174756e-09,1.527081394669949e-08
1969,0.0,1.317109751819423e-08
1970,4.5987250119061684e-10,1.6555409487750694e-08
1971,1.0276794970565106e-09,1.6956711701432425e-08
1972,1.5390440033513642e-09,5.130146751852749e-09
1973,1.6539611902288698e-09,1.2129048487796723e-08
1974,1.1251143350321513e-09,1.0688586071783135e-08
1975,1.1422960355389478e-09,9.138368284311582e-09
1976,0.0,8.57029019973865e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,5.940591352171509e-10,2.138612864577283e-08
1979,1.7555920051037788e-09,8.777960247563499e-09
1980,0.0,7.390696110665118e-09
1981,1.8976649140967083e-09,8.223214109648325e-09
1982,0.0,1.6139505731871395e-08
1983,2.5261264191556165e-09,1.0104505676622466e-08
1984,5.799008495621649e-10,1.6817123971168968e-08
1985,0.0,9.02333674446254e-09
1986,2.3977942409381114e-09,1.2588419195935785e-08
1987,1.2221633705067347e-09,4.277571630240118e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,1.0427432473036902e-08
1990,0.0,7.628111586832631e-09
1991,1.1722930404189924e-09,6.4476117778156095e-09
1992,5.509944167592096e-10,4.958949750832886e-09
1993,1.6617622278225497e-09,8.862731881720265e-09
1994,0.0,5.802419378309054e-09
1995,1.626735190995987e-09,5.964695848348356e-09
1996,3.736664533349199e-09,4.804283193493575e-09
1997,3.3564261370244708e-09,1.438468344439059e-09
1998,2.8608774238492174e-09,6.6753808036779105e-09
1999,4.570201161957499e-10,7.769341614505265e-09
2000,0.0,5.743440834038438e-09
2001,1.7524847129024579e-09,9.20054432640427e-09
2002,1.314366449012283e-09,7.448076377869484e-09
2003,1.2500768753476166e-09,1.0417307738652681e-08
2004,0.0,5.726228824443069e-09
2005,4.5037495954858286e-10,6.7556245042510454e-09
2006,2.0589449589714093e-09,7.823991232669414e-09
2007,3.994479469415779e-10,5.592271090648637e-09
2008,2.9802078582719105e-09,6.811903485726134e-09
2009,4.76819250749827e-10,1.0013204487790972e-08
2010,1.8895172093635892e-09,5.668551850135373e-09
2011,1.147191591721608e-09,9.942326933964907e-09
2012,6.808505426114664e-10,7.1489305863980945e-09
2013,8.367375126105969e-10,1.3108887919610623e-08
2014,0.0,9.094870148662615e-09
2015,1.3299452372717013e-09,1.2856137487915476e-08
2016,1.6570720906550207e-09,1.615645284225309e-08
2017,1.2578056374223934e-09,1.2074934829797712e-08
2018,1.2907333535316923e-09,1.548880074198067e-08
2019,1.02039510174734e-09,9.4386549132075e-09
