year,doivent_VERB unir_VERB,doivent_VERB punir_VERB
1800,7.545995117652637e-08,3.144164395507687e-08
1801,9.048493865293494e-08,0.0
1802,8.056224487518193e-08,1.5664880947952042e-08
1803,5.851017803593095e-08,4.6808139586573816e-08
1804,7.168367943677367e-08,5.19088700912107e-08
1805,3.4114531644036106e-08,4.264316544322355e-08
1806,3.458002950651462e-08,4.3225035994964855e-08
1807,5.4092147649953404e-08,1.7081731584767113e-08
1808,9.517511045942229e-08,1.1330369531492579e-08
1809,2.25903047379461e-08,3.6144488291256494e-08
1810,9.126494404654295e-08,2.3401266702194334e-08
1811,1.7549536934780008e-08,1.2535384286138651e-08
1812,4.000812481308458e-08,8.00162425207418e-09
1813,2.8757416004054903e-08,3.4508900625951355e-08
1814,3.4613449884091096e-08,7.237357380063258e-08
1815,1.726223075593225e-07,1.3486118000116676e-08
1816,1.62232268507978e-07,1.3905623319487859e-08
1817,5.7604317760251433e-08,4.3592454090912724e-08
1818,7.74876554032744e-08,2.741870730460505e-08
1819,1.0868602373648173e-07,3.1053151161586356e-08
1820,1.091716228529549e-07,3.678609061807947e-08
1821,8.283650032581136e-08,3.550135829755163e-08
1822,7.920236555492011e-08,4.411270992932259e-08
1823,6.028439258898288e-08,3.4589405117912975e-08
1824,9.010590673597108e-08,3.536867154707579e-08
1825,3.522177394188475e-08,2.7296874094417944e-08
1826,5.372870504061211e-08,4.227832306469281e-08
1827,1.244331855332348e-07,3.502563927781921e-08
1828,4.219258542548232e-08,2.4765213879618386e-08
1829,3.5150023336427694e-08,6.944272712416932e-08
1830,8.76694201679129e-08,3.965997663613052e-08
1831,1.1693404644574912e-07,2.494592976631793e-08
1832,7.84738247716632e-08,2.0294953273491956e-08
1833,8.340212787061319e-08,7.52935847003755e-08
1834,3.733812548034621e-08,3.547121707470069e-08
1835,6.731148260996633e-08,4.386591001548368e-08
1836,6.115882911217341e-08,2.2850549896702432e-08
1837,7.444943150858307e-08,1.2524203896191466e-08
1838,5.302215910774066e-08,1.5780404538645598e-08
1839,8.249940464111205e-08,1.957613093850341e-08
1840,7.579929217627068e-08,3.758116307039927e-08
1841,7.191014361751513e-08,1.8619591202195807e-08
1842,7.177843741601464e-08,1.9453969102301016e-08
1843,6.261326035428283e-08,3.0125246297529884e-08
1844,5.4885614275690386e-08,3.0187088384536764e-08
1845,8.258737693722651e-08,9.48638767539478e-09
1846,7.259581735752363e-08,3.33706573485415e-08
1847,7.820174374728595e-08,4.7460368080010085e-08
1848,9.654266364123032e-08,3.378993085334514e-08
1849,4.1059134758825167e-08,8.379414495607307e-09
1850,9.911934029105396e-08,1.0183494048021657e-08
1851,8.255281613855914e-08,1.4188765717904062e-08
1852,5.989701890030119e-08,9.765818376195057e-09
1853,8.241266158393046e-08,2.6276499198729653e-08
1854,8.001322981954218e-08,2.8056588163849483e-08
1855,5.837630823180007e-08,1.2736649068756378e-08
1856,6.73034605824796e-08,2.692138423299184e-08
1857,6.053070933376148e-08,2.9777204701986193e-08
1858,5.236233491245912e-08,2.5936483183386372e-08
1859,5.448625373105642e-08,2.1387128512628806e-08
1860,9.886717577956006e-08,2.1055045706930287e-08
1861,4.904602235455968e-08,1.1789909493131745e-08
1862,9.397411560030378e-08,2.1234535907410645e-08
1863,7.791608425122831e-08,1.3485475847119233e-08
1864,8.246932026167997e-08,1.1507347075223606e-08
1865,8.378182769774867e-08,8.943004559114343e-09
1866,8.222885838904403e-08,1.6543083347642096e-08
1867,6.114542827617697e-08,1.0190904120577216e-08
1868,6.81702587712607e-08,2.7169306804353255e-08
1869,7.08110263758499e-08,1.12320943657096e-08
1870,6.020751186497364e-08,4.300536460277726e-08
1871,4.6733180880664804e-08,5.3105884134652115e-09
1872,6.22875973022019e-08,1.8746751706544273e-08
1873,4.908523720814628e-08,2.9930022904522957e-09
1874,4.719941060216115e-08,1.1949218503559678e-08
1875,8.238998816523235e-08,2.6319025181464895e-08
1876,5.562333527109331e-08,1.9951848173604958e-08
1877,5.3807898581226254e-08,1.793596560162314e-08
1878,3.744235144154118e-08,1.9325083755461492e-08
1879,6.292604837199178e-08,1.9549840857280287e-08
1880,5.326812413386506e-08,1.6686399817444908e-08
1881,5.368830713337047e-08,2.022027167924989e-08
1882,3.9932309903178975e-08,1.0648616211028639e-08
1883,6.319339007632152e-08,1.3902545781263598e-08
1884,4.951272813968899e-08,1.1222884843675729e-08
1885,4.640857653726016e-08,3.2228177904158883e-09
1886,5.808117364836107e-08,9.680196200179125e-09
1887,2.9380160526670807e-08,4.570247291724172e-09
1888,5.833365435137239e-08,7.60873763994141e-09
1889,6.703696442400542e-08,1.6915869593958632e-08
1890,6.030035848425541e-08,5.898947996740844e-09
1891,5.609313546983685e-08,8.92390783491237e-09
1892,5.202865338560514e-08,1.817868522380195e-08
1893,6.466337509891673e-08,2.463366621796581e-09
1894,4.915200690902566e-08,3.150769645188234e-09
1895,6.740847879882494e-08,1.2037228991346183e-08
1896,4.717623269812066e-08,1.1794058174530164e-08
1897,4.7196380137393135e-08,5.2440420894583895e-09
1898,6.733442603490403e-08,1.3580051749784161e-08
1899,3.924580482816964e-08,1.2713430308508578e-08
1900,4.8276795894253155e-08,4.671947717582725e-09
1901,4.694540578498163e-08,7.824234593556412e-09
1902,6.874397229239548e-08,6.38336894454028e-09
1903,6.426262189052068e-08,9.1803746826713e-09
1904,5.912087885917572e-08,5.912087708281888e-09
1905,4.5930754311029887e-08,1.9610883583709438e-08
1906,5.864370322683499e-08,3.600929110447737e-09
1907,5.708556116701402e-08,5.142843484406967e-09
1908,4.862275204686739e-08,5.40252820258047e-09
1909,5.115914802900079e-08,1.1001967337165297e-08
1910,5.237267686197811e-08,2.137660271017694e-09
1911,4.4691141454222816e-08,1.4897047151407605e-08
1912,5.4177981212433224e-08,6.772247651554153e-09
1913,7.636305099367746e-08,5.833288518886093e-09
1914,4.553785615257766e-08,2.678697486047099e-09
1915,3.416420923940677e-08,3.534228465440492e-09
1916,8.020847275247434e-08,1.3184954461564757e-08
1917,6.141197417264266e-08,0.0
1918,7.581008532042688e-08,0.0
1919,3.498982437122322e-08,3.6831393490643904e-09
1920,5.7548959375708364e-08,1.2872794385998532e-08
1921,7.345565222749428e-08,7.572747429129834e-10
1922,7.082817887749115e-08,7.377935484775833e-10
1923,5.6264525483129546e-08,1.0615948120573648e-09
1924,5.1566498626698376e-08,1.0313299547703991e-08
1925,5.169143690864075e-08,9.898360353588487e-09
1926,3.232380052509143e-08,0.0
1927,7.804457169413581e-08,3.3447675740205796e-09
1928,3.427812345080383e-08,2.2852082448565625e-09
1929,4.233354289340241e-08,3.342121912552898e-09
1930,3.676261073337628e-08,9.453243521306831e-09
1931,4.334035708097872e-08,7.983749661377715e-09
1932,5.589363638591749e-08,3.287861094491973e-09
1933,5.6206243215228824e-08,6.882397318719313e-09
1934,4.7926320689839486e-08,0.0
1935,4.4282650435434334e-08,5.98414207075848e-09
1936,4.7286388138445545e-08,6.0623572828433225e-09
1937,7.051026074123001e-08,5.0364472592434595e-09
1938,5.575042294481136e-08,1.1668692678767911e-08
1939,4.8940961505650193e-08,0.0
1940,6.339457314652464e-08,5.0715658339584024e-09
1941,5.017554371988808e-08,2.9515025978810172e-09
1942,5.158160121254696e-08,0.0
1943,6.096794180621146e-08,5.806470415592457e-09
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,7.189063211399116e-08,1.9606536838523425e-08
1946,5.0115975369635635e-08,4.1763312808029696e-09
1947,4.172304812755101e-08,4.7683483828109274e-09
1948,5.6533817627268945e-08,5.435944139264848e-09
1949,6.871906066407973e-08,5.890204768377316e-09
1950,5.104973510583477e-08,2.1270722960764488e-09
1951,3.838104589704017e-08,6.396841278899501e-09
1952,5.799642011083961e-08,5.272402070488624e-09
1953,4.740483916521043e-08,1.0773827385790469e-09
1954,3.322662323057557e-08,5.863521668203475e-09
1955,4.880516257799172e-08,2.815682353940474e-09
1956,2.7907653077363648e-08,6.976913269340912e-09
1957,4.8592706747285774e-08,2.6505113659425206e-09
1958,3.060729980575161e-08,3.3088973783179654e-09
1959,6.433120347537624e-08,6.975672928177801e-09
1960,3.944875004435744e-08,3.460416619915918e-09
1961,4.794229724325305e-08,6.948159270159238e-10
1962,4.883306559122502e-08,1.2683912808952869e-09
1963,4.2029345337368795e-08,1.2932106496776896e-09
1964,5.597251018230054e-08,5.475571551727398e-09
1965,5.4720434405908236e-08,6.5664522708175355e-09
1966,4.597432123887302e-08,2.1048483844765542e-08
1967,3.451235031093347e-08,4.930335695263466e-09
1968,3.188905139950293e-08,8.084548142051062e-09
1969,6.358460780120367e-08,8.629339909305145e-09
1970,4.5067505283213904e-08,8.277704743875347e-09
1971,4.1107178105903586e-08,3.5968783507200897e-09
1972,3.4884998001416534e-08,4.104117490300041e-09
1973,3.3630541906859435e-08,9.923766697284009e-09
1974,4.106667361725158e-08,1.6876715580593782e-09
1975,2.8557401776652114e-08,5.140332159925265e-09
1976,6.170608912725584e-08,4.570821499072508e-09
1977,3.6436048844734614e-08,3.526069214387917e-09
1978,2.198018833610149e-08,2.970295565063452e-09
1979,3.101546042216796e-08,7.022368020415115e-09
1980,3.1268328370970266e-08,3.411090521154847e-09
1981,3.542307780435294e-08,3.795329828193417e-09
1982,3.1658260013500694e-08,5.586751949948621e-09
1983,2.7155859783078995e-08,1.89459470334441e-09
1984,2.2616132966390978e-08,2.3196033982486597e-09
1985,3.128090142467954e-08,6.015558051686298e-10
1986,2.8773531113301942e-08,5.395036861699509e-09
1987,2.688759437319277e-08,7.332980445085013e-09
1988,2.2187249371086182e-08,2.99827696004229e-09
1989,3.786804469996241e-08,3.2928733073589456e-09
1990,3.7595690116631886e-08,4.358920779878872e-09
1991,2.8721180100887977e-08,2.9307325455363298e-09
1992,2.259077191979486e-08,4.4079553340736766e-09
1993,3.43430848204207e-08,3.877445031719162e-09
1994,3.639699386326356e-08,4.747434001473039e-09
1995,4.0126135303353294e-08,5.4224509327127635e-09
1996,3.896807143632941e-08,3.736664311304594e-09
1997,3.83591540753514e-08,7.192341833217597e-09
1998,2.527108478034279e-08,3.814503379828693e-09
1999,3.0163327835452947e-08,9.597422412355172e-09
2000,2.6066386382694873e-08,3.97622823555821e-09
2001,3.110660529159759e-08,2.6287270138425356e-09
2002,2.7601695151702188e-08,5.257465574004527e-09
2003,2.8335076507346457e-08,2.5001538617175356e-09
2004,2.8190664025373735e-08,6.166707589017051e-09
2005,2.477062288619436e-08,5.854874363109275e-09
2006,2.5530917824312382e-08,6.58862386870851e-09
2007,2.6363563776499177e-08,4.7933754743212376e-09
2008,3.065356679599063e-08,3.405951742863067e-09
2009,3.147006921722095e-08,3.814554005998616e-09
2010,2.739800031292816e-08,3.7790344187271785e-09
2011,1.873746313663105e-08,1.529588788962144e-09
2012,2.008509092377153e-08,3.4042526575461807e-09
2013,1.8687137171014e-08,6.693900100884775e-09
2014,1.3209215943277286e-08,4.547434873103384e-09
2015,1.795426030071212e-08,5.54143841924315e-09
2016,1.9677729667932908e-08,7.2496901815100045e-09
2017,1.4087423672037858e-08,7.798394818792076e-09
2018,1.2391040193904246e-08,4.64663996169179e-09
2019,1.0969247732361964e-08,3.826481798085979e-09
