year,avaient_VERB uni_VERB,avaient_VERB puni_VERB
1881,3.416528571165145e-08,6.972507571312292e-10
1882,4.5256619785050134e-08,1.0648616211028639e-08
1883,6.572112720704126e-08,8.847074184359371e-09
1884,2.706695667598069e-08,5.281357573494461e-09
1885,4.254119545521462e-08,3.2228177904158883e-09
1886,2.968593371122097e-08,5.808117542471791e-09
1887,4.50495814541263e-08,2.0239665943222462e-08
1888,3.4239320712003973e-08,4.4384300679212174e-09
1889,5.5133202003787574e-08,3.132568426877924e-09
1890,4.9813337454907014e-08,1.3108772956016423e-09
1891,4.6531805963923034e-08,6.3742202627281586e-09
1892,5.516291046170352e-08,0.0
1893,4.187723234849727e-08,1.2316833108982905e-09
1894,5.545354642144673e-08,1.8904617871129403e-09
1895,3.1898657715245804e-08,1.1435367319734269e-08
1896,4.953504428861777e-08,2.358811590497112e-09
1897,3.729096820226374e-08,2.9133566670225264e-09
1898,5.092519472782442e-08,5.092519295146758e-09
1899,3.703477347016815e-08,3.8693048765026106e-09
1900,4.0490214958666115e-08,2.595526460424935e-09
1901,4.694540578498163e-08,8.38310842965484e-09
1902,4.075535714465062e-08,3.437198747846537e-09
1903,3.888158550680032e-08,7.020286574288548e-09
1904,4.030969069646062e-08,5.912087708281888e-09
1905,3.818961857859904e-08,2.580379465655369e-09
1906,1.8519063615940468e-08,4.629765903985117e-09
1907,3.394276504309346e-08,6.1714118260169926e-09
1908,4.1255668437045756e-08,4.911389073214423e-10
1909,3.850688479190012e-08,2.2003934230241384e-09
1910,2.618633831996675e-08,1.6032452032632705e-09
1911,3.777465806820146e-08,1.276889793899727e-08
1912,4.0633485354213406e-08,7.293189607793238e-09
1913,2.8105846150427993e-08,3.181793939432964e-09
1914,3.616241528447972e-08,2.678697486047099e-09
1915,2.591767689352764e-08,2.3561523843085297e-09
1916,3.186363883855847e-08,0.0
1917,2.3029491202919417e-08,0.0
1918,3.9053679401490626e-08,0.0
1919,1.9336480860943084e-08,9.207848372660976e-10
1920,3.028892692213958e-08,4.543339038320937e-09
1921,5.300923078266351e-08,6.815472630705699e-09
1922,4.574319945049865e-08,2.951174193910333e-09
1923,3.927900760203329e-08,0.0
1924,3.351822286390416e-08,0.0
1925,2.5295809891190402e-08,2.1996355847875293e-09
1926,3.566764272822098e-08,3.343841648018042e-09
1927,3.2332753363562006e-08,0.0
1928,2.742249805010033e-08,3.4278122562625413e-09
1929,4.233354289340241e-08,1.1140406375176326e-09
1930,4.621585658615146e-08,1.0503603542488804e-09
1931,2.5091784650044247e-08,4.5621426636444085e-09
1932,2.3015026551220785e-08,2.1919073223131136e-09
1933,3.785318369864399e-08,8.02946331646126e-09
1934,4.912447870708547e-08,2.3963160344919743e-09
1935,2.752705441366743e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,2.424942913137329e-09
1937,3.399602022113868e-08,2.5182236296217297e-09
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,3.976452944698394e-08,3.058810094103137e-09
1940,2.5357829613881222e-08,0.0
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,1.1612940831184915e-08
1944,4.177142187700156e-08,0.0
1945,2.6142048525912287e-08,4.357008087652048e-09
1946,4.037120149291695e-08,4.1763312808029696e-09
1947,1.907339353124371e-08,2.3841741914054637e-09
1948,5.6533817627268945e-08,6.523132700664291e-09
1949,3.6322930441201606e-08,9.817008317369869e-10
1950,4.3604980959344175e-08,5.317680518146517e-09
1951,3.4116485636559446e-08,2.1322803522849654e-09
1952,1.7926167217297007e-08,3.1634410646574906e-09
1953,4.417269394707546e-08,0.0
1954,2.9317607452838956e-08,1.9545072227344917e-09
1955,2.0648336374051723e-08,9.385607846468247e-10
1956,3.314033847345854e-08,1.744228317335228e-09
1957,2.738861759610245e-08,0.0
1958,2.150783356968944e-08,4.1361216673863055e-09
1959,2.4802393028267034e-08,2.325224457422337e-09
1960,2.422291700554524e-08,2.7683333403416555e-09
1961,3.126671543896009e-08,2.08444772553662e-09
1962,3.1075587991757914e-08,4.43936931660005e-09
1963,3.556329275511416e-08,5.1728425987107585e-09
1964,3.285342842218597e-08,3.6503808864551957e-09
1965,3.392666880763784e-08,2.188817349590977e-09
1966,2.2710207048248776e-08,0.0
1967,2.8102911997507363e-08,3.944268467392931e-09
1968,2.6948494991074767e-08,5.838840466676487e-09
1969,1.6804504454626112e-08,7.2668124850849836e-09
1970,2.7132477958824452e-08,3.219107425067591e-09
1971,2.3122789016838396e-08,6.166076982339064e-09
1972,2.3085661382538092e-08,1.0260293725750103e-09
1973,1.9847533394568018e-08,1.6539611902288698e-09
1974,2.4752514815595816e-08,2.812785782069227e-09
1975,1.6563292959403952e-08,3.4268881066168433e-09
1976,2.3425460626835815e-08,2.285410749536254e-09
1977,3.173462204131283e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,2.970295565063452e-09
1979,2.3407892513205297e-08,1.7555920051037788e-09
1980,3.581644847372445e-08,5.6851505725319385e-09
1981,3.352541355639005e-08,1.2651099057237047e-09
1982,1.8001757084995518e-08,3.1037510339615437e-09
1983,1.7682884490000106e-08,0.0
1984,2.493573730832921e-08,4.059305780401701e-09
1985,2.0452897375733414e-08,3.609334831011779e-09
1986,1.4386764723983703e-08,5.994485463567401e-10
1987,2.0776777631681398e-08,2.4443267410134695e-09
1988,2.4585871116755698e-08,2.99827696004229e-09
1989,2.5245361356951435e-08,2.7440609784434855e-09
1990,2.5608659304232617e-08,2.724325431913144e-09
1991,2.168742041508409e-08,5.2753188484189195e-09
1992,2.6998726809779328e-08,4.4079553340736766e-09
1993,1.6617622222714346e-08,4.4313659408601325e-09
1994,2.848460300963751e-08,1.0549853213248639e-09
1995,2.657000908179441e-08,1.626735190995987e-09
1996,1.7615704450690828e-08,3.736664311304594e-09
1997,2.205651483677684e-08,1.917957792585412e-09
1998,2.43174582692518e-08,4.7681290027412615e-09
1999,2.5136106529544122e-08,9.140402323914998e-10
2000,1.943933913839402e-08,2.6508188977203417e-09
2001,1.840108865280854e-08,4.8193329327261836e-09
2002,1.9715496235583885e-08,7.00995456126563e-09
2003,2.3334768783911386e-08,2.083461403401543e-09
2004,1.8940603224715247e-08,3.523833003171717e-09
2005,2.2068373795036678e-08,4.503749373441224e-09
2006,1.729513776638214e-08,1.2353669198716943e-09
2007,2.396687684425025e-08,1.5977917877663117e-09
2008,2.2564430324223395e-08,2.9802078582719105e-09
2009,2.86091541568112e-08,4.76819250749827e-09
2010,2.8342757474320024e-08,7.558068837454357e-09
2011,2.906218721232534e-08,6.500752380844688e-09
2012,2.893614731158678e-08,5.1063788752969685e-09
2013,3.374841345271662e-08,6.693900100884775e-09
2014,3.941110145178062e-08,8.445236426846137e-09
2015,3.324863229181574e-08,8.866301831611523e-09
2016,4.1219668123204656e-08,7.2496901815100045e-09
2017,3.295450956564139e-08,1.0565567976072998e-08
2018,3.304277496063435e-08,9.293280200939336e-09
2019,4.0560705683034826e-08,6.887666881283394e-09
