year,eût_VERB été_VERB,eût_VERB eté_VERB
1800,3.595980888349004e-05,6.60274537267469e-08
1801,3.617730544647202e-05,2.6193008650921e-08
1802,3.4153916203649715e-05,2.4616241489638924e-08
1803,3.584333535400219e-05,3.510610468993036e-08
1804,3.760179606615566e-05,6.921182915675672e-08
1805,3.7392372178146616e-05,1.7057265822018053e-08
1806,3.690841913339682e-05,8.06867319624871e-08
1807,4.128369619138539e-05,1.4234775136401367e-08
1808,3.907618156517856e-05,8.611080914988634e-08
1809,3.749538882402703e-05,1.3780086760561971e-07
1810,3.9536440453957766e-05,2.3401266702194334e-08
1811,3.465783083811402e-05,3.760615285841595e-08
1812,3.73649199900683e-05,2.9339290108509886e-08
1813,3.861258301185444e-05,6.326631307729258e-08
1814,4.0132719732355326e-05,5.97868634599763e-08
1815,4.141586759942584e-05,7.012781111370714e-08
1816,3.546860898495652e-05,4.4034472068688046e-08
1817,4.310515578254126e-05,1.8682481339737933e-08
1818,4.1817107558017597e-05,5.2453181353939726e-08
1819,4.252314829500392e-05,3.726378139390363e-08
1820,4.457169052329846e-05,6.289234733003468e-08
1821,4.265981260687113e-05,3.4515210245444905e-08
1822,4.248956247465685e-05,2.90742860897808e-08
1823,4.988483851775527e-05,2.9648060007048116e-08
1824,4.631359479390085e-05,1.9368560089105813e-08
1825,4.566238567349501e-05,3.434122675116669e-08
1826,4.163446283200756e-05,1.0657660709512129e-07
1827,4.908013579552062e-05,1.0784209791836474e-07
1828,4.6851197112118825e-05,1.4217066279798019e-07
1829,4.6422890591202304e-05,4.6295149047637096e-08
1830,4.7408284444827586e-05,6.366470017837855e-08
1831,4.115766569157131e-05,3.274153215215847e-08
1832,3.956298314733431e-05,3.788391467196561e-08
1833,3.858970012515783e-05,3.4750886612755494e-08
1834,3.844333332381211e-05,1.8669062740173104e-08
1835,3.7239889934426174e-05,2.4201881387853064e-08
1836,3.572616333258338e-05,2.083432448785061e-08
1837,3.682046371977776e-05,1.948209416013924e-08
1838,3.900979208992794e-05,1.199310784016916e-08
1839,3.7480600440176204e-05,1.7478688718597368e-08
1840,3.820794154307805e-05,1.8472096741106725e-08
1841,3.6704990634461865e-05,1.6051371787284552e-08
1842,3.7400590372271836e-05,2.683306021822318e-08
1843,3.496005228953436e-05,1.2995204023980023e-08
1844,3.851213841699064e-05,1.920996517412732e-08
1845,3.660183210740797e-05,2.6785095030845696e-08
1846,3.572124114725739e-05,2.4588905134237393e-08
1847,3.707625364768319e-05,2.9662729161827883e-08
1848,3.341019692015834e-05,2.815827571112095e-08
1849,3.675127663882449e-05,4.022119171054328e-08
1850,3.4786135074682534e-05,2.851378333446064e-08
1851,3.4527070965850726e-05,2.0638204034639784e-08
1852,3.368165562278591e-05,1.8880582430824688e-08
1853,3.30170187226031e-05,2.5679307569248522e-08
1854,3.4678982046898454e-05,3.3252252507054436e-08
1855,3.451313386904076e-05,1.8574279891936385e-08
1856,3.405917595955543e-05,2.6403665032148638e-08
1857,3.806258973781951e-05,3.612316845647001e-08
1858,3.562791971489787e-05,2.1532175153993194e-08
1859,3.65511114068795e-05,1.5785737161877478e-08
1860,3.5829736589221284e-05,1.4646988510946812e-08
1861,3.492454197839834e-05,8.488735048217677e-09
1862,3.498863952700049e-05,1.7168348520613108e-08
1863,3.360730624990538e-05,1.5982786649715308e-08
1864,3.337418456794694e-05,4.315255264231155e-09
1865,3.3334814361296594e-05,1.2708479601997169e-08
1866,3.384179581189528e-05,1.2650593461671633e-08
1867,3.38148747687228e-05,8.249779526181555e-09
1868,3.3550142688909546e-05,1.0373735648272486e-08
1869,3.495134660624899e-05,1.1720445947105418e-08
1870,3.458090213825926e-05,8.601073631098188e-09
1871,3.512635885272175e-05,1.4869648623516696e-08
1872,3.322892007417977e-05,1.269941218851045e-08
1873,3.115715298918076e-05,8.380406590902112e-09
1874,3.2201947760768235e-05,8.961913877669758e-09
1875,3.265790655859746e-05,1.3731664694205392e-08
1876,3.14537865051534e-05,6.04601479992084e-09
1877,2.9260363589855842e-05,8.040260901509555e-09
1878,3.0472638172795996e-05,4.831270938865373e-09
1879,3.1492349080508575e-05,8.55305515301552e-09
1880,2.9196065952419303e-05,7.059631101924424e-09
1881,2.7223459255765192e-05,8.367009307619355e-09
1882,2.8531636417028494e-05,6.655385131892899e-09
1883,2.798140121740289e-05,8.21514056781325e-09
1884,2.7697418772731908e-05,1.3203393933736152e-08
1885,2.7154817871632986e-05,4.511945039809007e-09
1886,2.595776823000051e-05,4.5174246565693466e-09
1887,2.6310914108762518e-05,7.834709769838355e-09
1888,2.7541094823391177e-05,1.521747527988282e-08
1889,2.6202680601272732e-05,7.51816386923565e-09
1890,2.5776434995350428e-05,9.831579994568074e-09
1891,2.542102629377041e-05,0.0
1892,2.3663633328396827e-05,5.014809900671935e-09
1893,2.5218716473318636e-05,2.463366621796581e-09
1894,2.441027208988089e-05,1.8904617871129403e-09
1895,2.60148590314202e-05,3.611168697403855e-09
1896,2.443316043354571e-05,5.897029087265082e-09
1897,2.3756094378768466e-05,5.826713334045053e-09
1898,2.4453145670122467e-05,8.487532454637403e-09
1899,2.4610437321825884e-05,6.633094074004475e-09
1900,2.3012977180769667e-05,9.863001082521805e-09
1901,2.2909916879143566e-05,6.147612641171918e-09
1902,2.054266406048555e-05,6.874397495693074e-09
1903,2.2950396669330075e-05,5.940242076007962e-09
1904,2.277336170664057e-05,1.6123875568041512e-09
1905,2.2692889615427703e-05,4.1286072338664326e-09
1906,2.1927600755589083e-05,9.259531807970234e-09
1907,2.135102840838954e-05,6.1714118260169926e-09
1908,2.2184744011610746e-05,4.4202499438483756e-09
1909,2.180809860874433e-05,7.151278680339601e-09
1910,2.1499517970369197e-05,3.206490406526541e-09
1911,2.108038643200416e-05,5.852411444351446e-09
1912,2.207336001447402e-05,4.688478938419394e-09
1913,2.0844992832280695e-05,6.363587878865928e-09
1914,2.0786692402907647e-05,2.678697486047099e-09
1915,2.1338493752409704e-05,4.712304768617059e-09
1916,2.2078205802245066e-05,3.2962386153911893e-09
1917,2.0857041818089783e-05,6.57985488317081e-09
1918,2.2022828488843516e-05,3.44591288836682e-09
1919,2.1539919544011354e-05,4.603924352863942e-09
1920,2.1553600163315423e-05,7.572231730534895e-10
1921,2.076750206470024e-05,3.0290989716519334e-09
1922,2.0605099052772857e-05,2.2133805899215986e-09
1923,2.019471867242828e-05,0.0
1924,1.9755125322262757e-05,7.734974438733389e-09
1925,1.8876173271564767e-05,6.598906754362588e-09
1926,1.9618319129222073e-05,3.343841648018042e-09
1927,1.982555113499984e-05,3.3447675740205796e-09
1928,1.8455340978107415e-05,2.2852082448565625e-09
1929,1.958706161531154e-05,1.1140406375176326e-09
1930,1.8498945792089216e-05,6.302162347537887e-09
1931,1.7066975487978198e-05,2.2810713318222042e-09
1932,1.7481557733844966e-05,0.0
1933,1.7079815734177828e-05,2.2941324395731044e-09
1934,1.592232183611486e-05,1.1981580172459871e-09
1935,1.6481524653499946e-05,2.393656828303392e-09
1936,1.5090419765328988e-05,1.2124714565686645e-09
1937,1.6342011804226786e-05,1.2591118148108649e-09
1938,1.605871511856094e-05,2.5930428915188486e-09
1939,1.6107693227240816e-05,0.0
1940,1.5060014447954018e-05,0.0
1941,1.4946409464755561e-05,0.0
1942,1.5468411220354028e-05,6.068423541449874e-09
1943,1.612456799193751e-05,0.0
1944,1.609484934306238e-05,0.0
1945,1.795087337086443e-05,2.178504043826024e-09
1946,1.674848135735374e-05,4.1763312808029696e-09
1947,1.9718312614713795e-05,1.1920870957027319e-09
1948,1.6424161003669724e-05,3.2615663503321457e-09
1949,1.3791915080219042e-05,2.945102384188658e-09
1950,1.5403193174279295e-05,2.1270722960764488e-09
1951,1.6385507478844374e-05,0.0
1952,1.446957958251005e-05,4.2179215675730575e-09
1953,1.437013088434469e-05,1.0773827385790469e-09
1954,1.487966346758185e-05,2.9317608341017376e-09
1955,1.3654182112077251e-05,1.8771215692936494e-09
1956,1.3062525795248803e-05,2.616342476002842e-09
1957,1.313858501816867e-05,1.7670075402875796e-09
1958,1.2948542462254409e-05,0.0
1959,1.3019705875194632e-05,1.5501495642666896e-09
1960,1.2395212252158672e-05,0.0
1961,1.3116735317453276e-05,4.16889545107324e-09
1962,1.2725769920507446e-05,6.341956404476434e-10
1963,1.271161363547435e-05,1.2932106496776896e-09
1964,1.3152931387594435e-05,6.083968329129164e-10
1965,1.2932079698657617e-05,1.6416130677043839e-09
1966,1.2607488315552473e-05,7.200797291773142e-09
1967,1.3955314898339566e-05,3.451234853457663e-09
1968,1.424452511855634e-05,2.245707841908029e-09
1969,1.3044837032794021e-05,1.0446043141598693e-08
1970,1.193139178212732e-05,4.5987250119061684e-10
1971,1.1405187251511961e-05,2.0553589941130213e-09
1972,1.0870780897676013e-05,3.0780880067027283e-09
1973,9.742382644617464e-06,1.6539611902288698e-09
1974,8.593623533670325e-06,2.812785782069227e-09
1975,8.594064638600685e-06,2.8557400888473694e-09
1976,8.660564162710216e-06,2.285410749536254e-09
1977,7.914261914265808e-06,2.3507127355770763e-09
1978,8.852669452608097e-06,2.3762365408686037e-09
1979,8.804879144008737e-06,1.7555920051037788e-09
1980,7.511789590353146e-06,1.7055452605774235e-09
1981,6.980876605666708e-06,3.795329828193417e-09
1982,7.543977517343592e-06,6.2075020679230875e-09
1983,6.741599918314023e-06,1.2630632095778083e-09
1984,6.864866463729413e-06,1.1598016991243298e-09
1985,6.8414942688832525e-06,6.015558051686298e-10
1986,7.073492724885e-06,2.3977941854269602e-09
1987,6.765896614524536e-06,6.110816852533674e-10
1988,6.458888037741417e-06,1.798966087207532e-09
1989,7.040162927296478e-06,2.7440609784434855e-09
1990,6.046368071110919e-06,1.6345953479657283e-09
1991,6.053135166439461e-06,0.0
1992,6.166178536659572e-06,5.509944167592096e-10
1993,6.2692747633263934e-06,5.539207426075166e-10
1994,5.8393438848725054e-06,5.274926606624319e-10
1995,5.782501375506399e-06,1.0844901643380922e-09
1996,5.510512437467696e-06,0.0
1997,5.079231868876377e-06,0.0
1998,5.509573384188116e-06,2.3840645013706308e-09
1999,5.621804575639544e-06,1.3710603763428253e-09
2000,5.177049388294108e-06,8.836062992401139e-10
2001,5.414301540440647e-06,0.0
2002,5.36349125468405e-06,0.0
2003,5.1023971536778845e-06,1.2500769308587678e-09
2004,5.202939519222127e-06,4.404791253964646e-10
2005,4.938361598760821e-06,9.007499190971657e-10
2006,5.192659045860637e-06,1.2353669198716943e-09
2007,4.742245891975472e-06,3.994479469415779e-10
2008,5.051026619184995e-06,0.0
2009,4.891688604402589e-06,0.0
2010,4.564601113088429e-06,9.447586046817946e-10
2011,5.038465587858809e-06,0.0
2012,6.967824447201565e-06,3.404252713057332e-10
2013,7.798672413628083e-06,0.0
2014,1.0294959793100134e-05,0.0
2015,1.0694311640691012e-05,2.2165753954528356e-10
2016,1.2214070920890663e-05,4.1426800878596737e-10
2017,5.069208327768138e-06,2.515611330355938e-10
2018,8.45352860778803e-06,0.0
