year,grand_ADJ athée_NOUN,grand_ADJ pâté_NOUN
1800,1.8864986461863964e-08,2.2009151834367913e-08
1801,0.0,4.524246932646747e-08
1802,1.3427040812530322e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,4.034336598124355e-08
1807,0.0,2.8469551160981155e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,1.600324850414836e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,9.270415546325239e-09,0.0
1817,0.0,6.227493631882908e-09
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,4.140420006848444e-09,1.449147024601416e-08
1820,5.933240565525466e-09,0.0
1821,0.0,6.903041693817613e-09
1822,0.0,2.105379337535851e-08
1823,1.9765373782121287e-09,1.9765373782121287e-09
1824,8.421112696055388e-09,5.894778887238772e-09
1825,0.0,5.283265824829186e-09
1826,0.0,1.6735169694470642e-08
1827,4.608636583469661e-09,5.530363722527909e-09
1828,0.0,6.420610709767516e-09
1829,0.0,1.628903412154159e-08
1830,0.0,1.461157062010443e-08
1831,0.0,1.5591206103948707e-09
1832,0.0,1.7588959622116818e-08
1833,1.042526565075974e-08,0.0
1834,1.213489042584115e-08,1.4935249481595747e-08
1835,2.2689263801112247e-09,1.4369867074037757e-08
1836,0.0,7.392825018825988e-09
1837,0.0,4.174734336004349e-09
1838,1.2624323808552163e-09,7.574594285131298e-09
1839,0.0,1.1885507689157748e-08
1840,0.0,4.458782232319436e-09
1841,0.0,8.346713542550788e-09
1842,1.341653010911159e-09,2.683306021822318e-09
1843,2.953455480181333e-09,6.497602011990011e-09
1844,0.0,2.195424508855126e-09
1845,0.0,2.7901139176833567e-09
1846,2.9272506640865004e-09,7.025401593807601e-09
1847,0.0,3.775256551818984e-09
1848,8.04522137798358e-09,1.6090443422100975e-09
1849,8.379414939696517e-10,1.1731181359664333e-08
1850,1.3577992064028876e-09,2.7155984128057753e-09
1851,0.0,1.2898877521649865e-09
1852,0.0,9.114764054629632e-09
1853,1.2541057081705276e-08,8.957897534855874e-09
1854,2.0782657816909023e-09,3.117398783558656e-09
1855,5.306937111981824e-09,4.776243400783642e-09
1856,2.5885946719483854e-09,2.5885946719483854e-09
1857,3.4170564155999728e-09,2.4407544874094356e-09
1858,4.893676019968041e-10,1.6149130033227266e-08
1859,5.092173349652285e-10,4.582956236731661e-09
1860,7.781213007262977e-09,4.119465657481669e-09
1861,3.772770984511453e-09,1.0846716413936974e-08
1862,5.421583626485926e-09,9.035972858839614e-09
1863,7.491931519609807e-09,2.9967726078439227e-09
1864,2.3973640850272204e-09,9.589455896019672e-10
1865,4.706844358715045e-10,5.177528628053096e-09
1866,1.4596839292835284e-09,9.731225603104576e-09
1867,9.7056229719783e-10,1.1161466417775046e-08
1868,1.975949626142892e-09,2.4699371437009177e-09
1869,1.4650557433881772e-09,0.0
1870,0.0,4.013834153937523e-09
1871,1.0621177271019633e-09,1.0621176826930423e-08
1872,1.8142017887967654e-09,9.675742873582749e-09
1873,4.788803575905831e-09,5.986004469882289e-10
1874,1.1949218281515073e-09,8.961913877669758e-09
1875,1.1443054281912168e-09,4.005069165202713e-09
1876,0.0,6.650616057868319e-09
1877,1.2369631985365004e-09,1.6699003069220453e-08
1878,0.0,6.039088784604019e-09
1879,4.887460214320072e-09,1.4051448005147904e-08
1880,1.2835692508872398e-09,4.492492600149944e-09
1881,6.972507571312292e-10,8.367009307619355e-09
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,3.159669414998234e-09,6.319338829996468e-09
1884,1.9805090900604227e-09,2.6406787867472303e-09
1885,6.445635691854079e-10,7.090199094506033e-09
1886,0.0,9.034849313138693e-09
1887,0.0,6.528924512139156e-09
1888,0.0,1.521747527988282e-08
1889,6.265136742733546e-10,9.397704836544563e-09
1890,0.0,1.6385966361553983e-08
1891,1.9122659011827636e-09,1.3385862196457765e-08
1892,0.0,1.1283322720601063e-08
1893,1.2316833108982905e-09,6.774258043407144e-09
1894,0.0,6.301539290376468e-10
1895,5.416753268150387e-09,7.22233739480771e-09
1896,2.358811590497112e-09,1.7691086373616827e-09
1897,0.0,5.2440420894583895e-09
1898,2.26334195829736e-09,6.7900258748920805e-09
1899,2.2110313580014918e-09,4.9748205555033564e-09
1900,1.038210628578895e-09,1.038210628578895e-09
1901,1.676621730339889e-09,5.029864968975062e-09
1902,0.0,2.9461704187383475e-09
1903,5.400220270956879e-10,4.320176216765503e-09
1904,1.6123875568041512e-09,5.374625189347171e-09
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,1.0288369045596824e-09,1.5432553013283723e-09
1907,5.65712765521198e-09,4.6285588695127444e-09
1908,1.964555629285769e-09,1.964555629285769e-09
1909,0.0,4.950885035270858e-09
1910,3.206490406526541e-09,4.809735720812114e-09
1911,2.128149656499545e-09,1.0640748282497725e-09
1912,2.6047106693738442e-09,2.6047106693738442e-09
1913,5.30298971401777e-10,2.121195885607108e-09
1914,0.0,4.68772043404897e-09
1915,0.0,1.0602685840410686e-08
1916,2.197492410260793e-09,6.592477230782379e-09
1917,0.0,3.289927441585405e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,0.0,0.0
1920,0.0,2.2716695191604686e-09
1921,3.0290989716519334e-09,3.7863738810983705e-09
1922,5.164555005876537e-09,2.2133805899215986e-09
1923,1.0615948120573648e-09,1.1677542488541803e-08
1924,3.867487219366694e-09,1.2891624656674594e-08
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,8.919379901328739e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,3.342121912552898e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,5.2518016602221e-09
1931,0.0,5.7026783295555106e-09
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,4.588264879146209e-09,6.882397318719313e-09
1934,0.0,2.3963160344919743e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
