year,grand_ADJ athée_NOUN,grand_ADJ pâté_NOUN
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,1.3921104269343232e-08
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,0.0,3.190608444114673e-09
1951,0.0,5.330700769690111e-09
1952,1.0544803918932644e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,0.0,1.1262729415761896e-08
1956,8.72114158667614e-10,4.360570571293465e-09
1957,0.0,1.7670075402875796e-09
1958,3.3088973783179654e-09,7.445019267748876e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,2.5367825617905737e-09,4.43936931660005e-09
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,1.8251904432275978e-09
1965,0.0,3.830430195250756e-09
1966,3.8773522170743036e-09,4.431259803538978e-09
1967,4.930335584241163e-10,1.4791006197611978e-09
1968,0.0,1.7965663401398047e-09
1969,1.8167031212712459e-09,3.1792304344691047e-09
1970,3.219107425067591e-09,3.219107425067591e-09
1971,3.0830383801472294e-09,6.679916619845017e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,3.859242758696979e-09,3.859242703185828e-09
1974,5.625571675160757e-10,0.0
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,2.856763492431469e-09,2.856763492431469e-09
1977,0.0,2.3507127355770763e-09
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,3.103751144983846e-09,4.966001831974154e-09
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,4.196139880008332e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,4.390497743145261e-09,4.939309850016116e-09
1990,5.44865097484859e-10,2.724325431913144e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,1.65298330578878e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,3.6924485691258724e-09,1.5824779264761446e-09
1995,4.880205739521415e-09,3.253470381991974e-09
1996,1.6014276571496566e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,3.5344251969604557e-09,2.2090156370779823e-09
2001,4.3812117822561447e-10,1.3143635069212678e-09
2002,1.3143663935011318e-09,3.066854992184176e-09
2003,8.333845835650777e-10,5.000307723435071e-09
2004,3.083353905530828e-09,1.7619165015858584e-09
2005,9.007499190971657e-10,3.602999676388663e-09
2006,2.0589450144825605e-09,8.235779835885637e-10
2007,1.997239706952314e-09,2.7961355453243186e-09
2008,1.2772318758180745e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,1.4171379625338432e-09,5.668551850135373e-09
2011,0.0,4.5887662558641296e-09
2012,1.7021263287730903e-09,1.3617010852229328e-09
2013,1.3945624655065103e-09,6.693900100884775e-09
2014,3.4647122948427977e-09,6.9294245896855955e-09
2015,2.659890530054554e-09,5.763096222466402e-09
2016,1.0356699942093428e-09,8.285359953674742e-09
2017,1.0062445321423752e-09,3.2702947017071438e-09
2018,2.0651733656507076e-09,3.3559066636712487e-09
2019,2.04079020349468e-09,2.806086474294034e-09
