year,est_VERB à_ADP,est_VERB a_ADP,est_VERB pas_ADV
1800,0.00011396338231861591,7.640319665824791e-07,5.119014167576097e-05
1801,0.00010067639959743246,6.64349954604404e-07,4.761650779983029e-05
1802,0.00010387382644694299,8.749954645281832e-07,4.618007005774416e-05
1803,0.0001070580183295533,7.879370400587504e-07,4.9419646529713646e-05
1804,0.00010655902588041499,6.57512330803911e-07,5.5307664297288284e-05
1805,0.00011435760097810999,7.306195470846433e-07,5.010003224015236e-05
1806,9.416430111741647e-05,9.941758776221832e-07,4.776943023898639e-05
1807,0.00010379998275311664,8.910969597764051e-07,5.2030951337656006e-05
1808,0.00011067731975344941,9.086956538340019e-07,5.0954939069924876e-05
1809,9.663680975791067e-05,9.962324796219946e-07,4.803376577910967e-05
1810,8.921499102143571e-05,8.635067487716697e-07,5.2465642511378974e-05
1811,9.191946446662769e-05,7.77193818635169e-07,3.827554246527143e-05
1812,9.32642724364996e-05,6.988085345938089e-07,5.6259425036842003e-05
1813,9.501737804384902e-05,9.144858097442921e-07,5.188988143345341e-05
1814,8.645180787425488e-05,1.1170703686502748e-06,4.292382436688058e-05
1815,8.160719880834222e-05,6.797003209157992e-07,4.589865420712158e-05
1816,8.719752804609016e-05,7.972557369839706e-07,5.088067700853571e-05
1817,9.97535462374799e-05,8.407116141029292e-07,4.601494947564788e-05
1818,8.549153426429257e-05,7.105021921915977e-07,4.727939085569233e-05
1819,8.470678585581481e-05,1.0661581768545147e-06,4.852572237723507e-05
1820,8.33976300782524e-05,8.152272741313027e-07,4.4805459765484557e-05
1821,8.739842451177537e-05,9.713565987112815e-07,4.977684875484556e-05
1822,8.985357999335974e-05,8.321261191213125e-07,4.9020247388398275e-05
1823,8.166261977748945e-05,9.092071806549029e-07,4.094100586371496e-05
1824,8.360396168427542e-05,7.40215796213306e-07,4.376368087832816e-05
1825,8.641397289466113e-05,7.141214126704654e-07,4.677187098423019e-05
1826,8.447385334875435e-05,7.046387722198233e-07,4.670609996537678e-05
1827,8.382372470805421e-05,5.972792855857278e-07,5.106553726363927e-05
1828,8.365505345864221e-05,6.714124261009147e-07,5.3829484386369586e-05
1829,8.588864875491709e-05,7.853029302395953e-07,4.915344834444113e-05
1830,8.951987547334284e-05,9.26791038580177e-07,5.244405474513769e-05
1831,9.272401803173125e-05,1.014987546454904e-06,5.041104668634944e-05
1832,8.875930507201701e-05,8.266811022394904e-07,4.938574056723155e-05
1833,8.984262240119278e-05,7.483023978238634e-07,5.222131221671589e-05
1834,8.567045733798295e-05,9.57722868122346e-07,4.9582227802602574e-05
1835,8.645289926789701e-05,9.66562623716527e-07,4.552752216113731e-05
1836,8.296362648252398e-05,9.509861413903309e-07,4.499273200053722e-05
1837,8.72352538863197e-05,8.88522677655601e-07,4.391264155856334e-05
1838,8.178983989637345e-05,1.020676599239323e-06,3.9284372178371996e-05
1839,8.767589315539226e-05,1.0046749565617574e-06,4.350934977992438e-05
1840,8.148806227836758e-05,1.1089627633964483e-06,5.056768350186758e-05
1841,8.429410081589594e-05,1.1075446622044183e-06,4.876214006799273e-05
1842,8.188108040485531e-05,1.1041804270917055e-06,4.6521148760803044e-05
1843,8.260401955340058e-05,1.1612987691478338e-06,4.839059693040326e-05
1844,7.825370994396508e-05,1.2321820435090558e-06,4.7081426600925624e-05
1845,7.828725210856646e-05,1.206445332968542e-06,4.895199163001962e-05
1846,8.180845907190815e-05,1.2985283817101845e-06,5.073627835372463e-05
1847,7.781612657709047e-05,1.3105533156476668e-06,4.614873614627868e-05
1848,8.649176743347198e-05,1.143226043609502e-06,4.783206168212928e-05
1849,8.691464609000832e-05,1.5284052352626532e-06,4.92835279146675e-05
1850,8.522634016117081e-05,1.3394688664902787e-06,4.9577323807170615e-05
1851,8.128098852466792e-05,1.3576068695897447e-06,5.45970797247719e-05
1852,7.897877367213368e-05,1.462919563266496e-06,5.346134275896475e-05
1853,8.383278327528387e-05,1.3795162132623773e-06,5.217796206125058e-05
1854,8.199278090614825e-05,1.6381929839326403e-06,5.3392206609714776e-05
1855,8.042132685659453e-05,1.3691897464696012e-06,5.0415903388056904e-05
1856,8.219046867452562e-05,1.5205404579887727e-06,5.509098991751671e-05
1857,8.457848889520392e-05,1.466405308292451e-06,5.1535069360397756e-05
1858,8.552971121389419e-05,1.3349947849405908e-06,5.202809552429244e-05
1859,8.333698497153819e-05,1.3300757331080604e-06,5.362618685467169e-05
1860,8.035475184442475e-05,1.29763169098851e-06,5.026938015362248e-05
1861,8.25524766696617e-05,1.2346392708195708e-06,5.6007727835094556e-05
1862,8.597185660619289e-05,1.3404864844801523e-06,5.5167773098219186e-05
1863,8.520323899574578e-05,1.3715228277533242e-06,5.687374869012274e-05
1864,8.606776100350544e-05,1.49595509668643e-06,5.8093883126275614e-05
1865,8.571351645514369e-05,1.3847535669242461e-06,5.567490734392777e-05
1866,8.616027480456978e-05,1.665985870147324e-06,5.8859321143245324e-05
1867,9.100088936975226e-05,1.4956364822182877e-06,6.0962473071413115e-05
1868,9.194785525323823e-05,1.3732849382108725e-06,5.914066787227057e-05
1869,8.62341548781842e-05,1.5231695869033501e-06,5.908765160711482e-05
1870,8.560247079003602e-05,1.6261761857094825e-06,5.815930853714235e-05
1871,9.144090290647e-05,1.6345992293054223e-06,5.959861300652847e-05
1872,8.848769357427955e-05,1.458618207550444e-06,6.122326158219948e-05
1873,8.836480265017599e-05,1.4138942745489658e-06,6.055082849343307e-05
1874,8.881674875738099e-05,1.3132191369891189e-06,5.6188808230217546e-05
1875,9.01701205293648e-05,1.5436679632330197e-06,6.158994801808149e-05
1876,9.331116598332301e-05,1.494574888738498e-06,6.443842721637338e-05
1877,9.176349703921005e-05,1.386635702260719e-06,6.209184357430786e-05
1878,8.802636148175225e-05,1.4433421569037819e-06,6.845487951068208e-05
1879,8.916621300159022e-05,1.5615435629001695e-06,7.066412217682227e-05
1880,8.579825953347608e-05,1.6500282455922388e-06,6.076930367271416e-05
1881,9.151137055596337e-05,1.936265356050626e-06,6.608542753383517e-05
1882,8.980909478850663e-05,1.7490352561821965e-06,6.730591121595353e-05
1883,9.164305083686486e-05,2.0089178747184633e-06,6.56136980978772e-05
1884,8.970187627710402e-05,2.049166802464697e-06,6.260587542783469e-05
1885,8.966716995928437e-05,2.3429884805636902e-06,6.501261668745428e-05
1886,8.884935232345015e-05,2.1696545502436493e-06,6.80562952766195e-05
1887,8.956182864494622e-05,2.022660808620458e-06,6.963947089388967e-05
1888,9.045204205904156e-05,1.982710223558115e-06,6.696132913930342e-05
1889,9.406789467902854e-05,2.0443141934833875e-06,6.741161632817239e-05
1890,9.168341057375073e-05,1.8575131690568014e-06,7.19134186510928e-05
1891,9.441558358957991e-05,2.1742464184626442e-06,6.818375550210476e-05
1892,9.490214142715558e-05,2.0541916043725905e-06,6.589585245819762e-05
1893,9.321379184257239e-05,2.310021969265108e-06,6.871006917208433e-05
1894,9.198483166983351e-05,2.1456741450265326e-06,6.710824527544901e-05
1895,9.359547402709723e-05,2.3466578866759846e-06,6.356559606501833e-05
1896,9.18768928386271e-05,2.217872520304809e-06,6.40181460767053e-05
1897,9.623108780942857e-05,2.826538690214875e-06,6.669489084742963e-05
1898,9.676126501290128e-05,2.357270560082725e-06,6.933408440090716e-05
1899,9.678347851149738e-05,2.350326361977295e-06,6.544431380461901e-05
1900,9.535445860819891e-05,2.040603099828786e-06,6.311438482953236e-05
1901,9.511251118965447e-05,2.4249537773357588e-06,6.936966383364052e-05
1902,9.829504415392876e-05,2.1502132199202606e-06,5.832238821312785e-05
1903,9.822730498854071e-05,2.5510640284664987e-06,6.869728531455621e-05
1904,9.782785491552204e-05,2.2804534722808967e-06,6.766062142560259e-05
1905,9.673585009295493e-05,2.4714874911069273e-06,6.608713010791689e-05
1906,9.501051681581885e-05,2.2649844240163475e-06,6.487691280199215e-05
1907,9.65661383816041e-05,2.4490221051109984e-06,6.873976235510781e-05
1908,9.719933586893603e-05,2.2965655404050267e-06,6.80639932397753e-05
1909,9.507955110166222e-05,2.5073481992876623e-06,5.454610436572693e-05
1910,9.601996134733781e-05,2.3834911786480006e-06,5.360450450098142e-05
1911,9.680687071522698e-05,2.330855835452894e-06,5.189546209294349e-05
1912,9.534438868286088e-05,2.2509908887968777e-06,5.380967559176497e-05
1913,9.607797983335331e-05,2.3433912303971738e-06,5.3229818149702623e-05
1914,9.581365884514526e-05,3.0222405058566437e-06,4.894784069620073e-05
1915,8.954203804023564e-05,2.3903165029537377e-06,5.036982474848628e-05
1916,9.167388634523377e-05,2.9248624997535444e-06,4.8815098125487566e-05
1917,9.500871237833053e-05,2.5672398891174453e-06,5.405460251495242e-05
1918,9.082622273126617e-05,3.246050056304739e-06,4.75696797366254e-05
1919,9.423680603504181e-05,2.0487463103791015e-06,4.8977464757626876e-05
1920,0.00010022833157563582,1.9975547331796406e-06,5.332365617505275e-05
1921,9.976488945540041e-05,1.671305369654874e-06,5.3683204896515235e-05
1922,0.00010116035264218226,1.6917606302513377e-06,5.438276275526732e-05
1923,0.00010127826681127772,1.4819864020410023e-06,5.63250359846279e-05
1924,0.0001097554195439443,1.512187537855425e-06,4.6442077291430905e-05
1925,0.00010471365385456011,1.5133492325958287e-06,4.8945192247629166e-05
1926,0.00010537670459598303,1.304098148580124e-06,5.201791282161139e-05
1927,9.876875265035778e-05,1.3278727237775456e-06,4.435830487636849e-05
1928,9.596160816727206e-05,1.180310007953267e-06,4.475694731809199e-05
1929,9.964425407815725e-05,1.2376991236351387e-06,4.415611329022795e-05
1930,9.798076644074172e-05,1.317151870239286e-06,4.394497591420077e-05
1931,0.00010683625441743061,1.230637934668266e-06,3.964159986935556e-05
1932,9.890653018373996e-05,1.4773455774275135e-06,4.119470759178512e-05
1933,9.953323024092242e-05,1.3741853592819098e-06,4.0616469050291926e-05
1934,9.843707084655762e-05,1.282029103322202e-06,3.862142693833448e-05
1935,9.153463179245591e-05,1.4505560130828599e-06,3.9650924009038135e-05
1936,9.918137948261574e-05,1.3991920582157036e-06,4.120705489185639e-05
1937,9.661039075581357e-05,1.5121932364081658e-06,3.768647729884833e-05
1938,9.285297710448503e-05,1.2265092976804226e-06,4.169483145233244e-05
1939,9.262535604648292e-05,1.4804640926513457e-06,4.2165698687313125e-05
1940,8.791306026978418e-05,2.550997649564124e-06,3.5759610909735784e-05
1941,8.708703535376117e-05,2.5264861847063003e-06,4.062448351760395e-05
1942,8.965488814283162e-05,1.677919058806765e-06,4.313738827477209e-05
1943,9.061578020919114e-05,1.634521410665002e-06,4.160045864409767e-05
1944,9.387323370901868e-05,1.982535906108751e-06,4.21987751906272e-05
1945,9.077172580873594e-05,1.8430144166359241e-06,4.216276647639461e-05
1946,0.00010214888607151806,1.5716927066478092e-06,3.9625032513868064e-05
1947,0.00011590067151701078,2.349603619222762e-06,4.6381723223021254e-05
1948,0.00012133352720411494,3.273525408076239e-06,4.073913805768825e-05
1949,0.0001083817332983017,2.468977584157983e-06,4.079359496245161e-05
1950,0.00011441096285125241,1.9632876728792326e-06,4.211815758026205e-05
1951,0.00010638160165399313,1.669575510732102e-06,4.299210195313208e-05
1952,0.00010021043271990493,1.4267119325950262e-06,3.922350879292935e-05
1953,0.00010155517520615831,1.3704308656770081e-06,3.895061672665179e-05
1954,9.974925342248753e-05,1.617354740801602e-06,3.898362410836853e-05
1955,9.99867552309297e-05,1.5486253346352896e-06,3.911076782969758e-05
1956,9.715613123262301e-05,1.5418978875914036e-06,3.843755985144526e-05
1957,8.980373968370259e-05,1.356178302103217e-06,3.672990351333283e-05
1958,8.955944213084877e-05,1.1018628498504768e-06,3.723336703842506e-05
1959,9.732149192132056e-05,1.1928401022487378e-06,3.745471258298494e-05
1960,9.21799655770883e-05,1.3869350539152947e-06,3.72769936802797e-05
1961,9.094723645830527e-05,1.1943885454002157e-06,3.985950388596393e-05
1962,8.79172730492428e-05,1.1472599652506688e-06,3.808979090536013e-05
1963,9.162074275081977e-05,9.692613787137816e-07,3.776627636398189e-05
1964,9.435808897251263e-05,1.5672302566827057e-06,4.158879164606333e-05
1965,9.354348730994388e-05,1.4024846990423612e-06,3.928161095245741e-05
1966,9.38989469432272e-05,1.3675975480964553e-06,4.097364217159338e-05
1967,9.191871504299343e-05,1.0984787479628721e-06,3.838414340862073e-05
1968,9.107558435061947e-05,1.1197100207027688e-06,3.868680869345553e-05
1969,8.998675912152976e-05,1.0863884511991273e-06,3.546431616996415e-05
1970,9.372569184051827e-05,1.507002139078395e-06,3.807100438280031e-05
1971,9.838181722443551e-05,1.1201706513475074e-06,3.64240440831054e-05
1972,9.311216854257509e-05,1.1332494693760964e-06,3.6502020520856604e-05
1973,9.00383383850567e-05,1.0083649755188162e-06,3.5553548514144495e-05
1974,9.23746993066743e-05,1.123426613958145e-06,3.550354449544102e-05
1975,9.317936928709969e-05,1.0109320101037156e-06,3.327451122459024e-05
1976,9.361499542137608e-05,1.0832846726316347e-06,3.442856905166991e-05
1977,8.972905925475061e-05,1.0742757154957872e-06,3.5807232052320614e-05
1978,8.770154090598226e-05,1.0871281972413271e-06,3.70568159269169e-05
1979,8.732607238925993e-05,1.0457476378178399e-06,3.658185596577823e-05
1980,9.041777229867876e-05,1.2609664281626465e-06,3.4557757317088544e-05
1981,8.671442628838122e-05,9.49465018607043e-07,3.470070078037679e-05
1982,8.839483052724972e-05,1.1812877431793822e-06,3.641817602328956e-05
1983,8.705157961230725e-05,8.538307412209178e-07,3.4013028198387474e-05
1984,8.552725921617821e-05,8.959468118518998e-07,3.435332473600283e-05
1985,8.467078441753983e-05,1.0394884100151103e-06,3.563736754585989e-05
1986,8.634936239104718e-05,8.644048250516789e-07,3.7050715036457404e-05
1987,8.518784306943417e-05,8.469591890047923e-07,3.682011447381228e-05
1988,8.775776950642467e-05,1.000225168468205e-06,4.0124741644831374e-05
1989,8.469599561067298e-05,8.841365115586086e-07,3.6092635127715766e-05
1990,8.71626180014573e-05,9.289949929325303e-07,3.8204307202249765e-05
1991,8.647185313748196e-05,7.531982930686354e-07,3.7271300243446603e-05
1992,8.79552389960736e-05,8.132677820071876e-07,3.7485253415070474e-05
1993,8.693896961631253e-05,8.137095477422918e-07,3.691493839141913e-05
1994,8.69777359184809e-05,7.754142217208937e-07,3.8578175008296967e-05
1995,8.798251656116918e-05,7.63481097010299e-07,3.79126904590521e-05
1996,8.860538946464658e-05,1.0179742062632613e-06,3.855330214719288e-05
1997,9.148179378826171e-05,9.143863977101319e-07,4.131760579184629e-05
1998,9.080663585336879e-05,8.053370308402918e-07,4.218507092446089e-05
1999,8.937987877288833e-05,8.532565445307227e-07,4.189411993138492e-05
2000,9.154426516033709e-05,7.607849994428761e-07,4.3841453589266166e-05
2001,8.976971730589867e-05,7.325386093270936e-07,4.0678238292457536e-05
2002,9.224224049830809e-05,8.854448623196731e-07,4.2073745134985074e-05
2003,9.090350795304403e-05,8.371348272362411e-07,3.94561757275369e-05
2004,9.176105231745169e-05,6.378137697993225e-07,4.286874900572002e-05
2005,9.049024083651602e-05,8.696740394498192e-07,4.2874344217125326e-05
2006,9.244621469406411e-05,8.935821256272902e-07,4.1857114410959184e-05
2007,9.16401477297768e-05,6.455078960243554e-07,4.3734358769143e-05
2008,9.122075425693765e-05,7.76556994708244e-07,3.761575499083847e-05
2009,8.851481834426522e-05,7.238116381813597e-07,2.809133002301678e-05
2010,8.731459092814475e-05,7.142375224589159e-07,2.466953628754709e-05
2011,8.749018161324784e-05,5.361208756937685e-07,2.367229899391532e-05
2012,8.629712829133496e-05,4.2076564454873733e-07,2.198091897298582e-05
2013,7.973940955707803e-05,3.782053639156402e-07,2.185976700275205e-05
2014,7.986032142071053e-05,1.94456980295854e-07,2.3564374714624137e-05
2015,7.871103298384696e-05,2.0591985361306797e-07,2.289279109390918e-05
2016,8.027374860830605e-05,2.286759368530511e-07,2.3262391550815664e-05
2017,8.073502249317244e-05,2.611204550362345e-07,2.2605534468311816e-05
2018,7.726407056907192e-05,2.000636669663436e-07,2.057841993519105e-05
2019,7.643448043381795e-05,1.854568054682204e-07,2.134130772901699e-05
