year,auraient_VERB été_VERB,auraient_VERB eté_VERB,auraient_VERB pété_VERB
1906,9.057880561158527e-06,5.144184633820714e-09,0.0
1907,9.007176231534686e-06,3.0857059130084963e-09,0.0
1908,8.441204045084305e-06,1.964555629285769e-09,0.0
1909,8.082045496848878e-06,3.850688656825696e-09,0.0
1910,8.441085810773075e-06,5.878565634276356e-09,0.0
1911,8.232746949943248e-06,4.25629931299909e-09,0.0
1912,8.481458280584775e-06,6.251305251225858e-09,5.209421227725386e-10
1913,8.137437362165656e-06,3.71209285532359e-09,0.0
1914,8.548393452656455e-06,8.036092680185902e-09,0.0
1915,1.0880711670324672e-05,5.890381071793627e-09,0.0
1916,1.0554555956332479e-05,3.2962386153911893e-09,0.0
1917,9.155867701338138e-06,7.676496771580332e-09,0.0
1918,9.40963946050033e-06,4.594550517822427e-09,0.0
1919,9.338599738839548e-06,1.8415696745321952e-09,0.0
1920,8.66036134539172e-06,2.2716695191604686e-09,0.0
1921,8.239148883149028e-06,2.2718242842501013e-09,0.0
1922,8.024242561077699e-06,2.951174193910333e-09,0.0
1923,7.998055480129551e-06,3.1847844361720945e-09,2.1231896241147297e-09
1924,8.325410817633383e-06,5.156649773851996e-09,0.0
1925,8.124354280880652e-06,2.1996355847875293e-09,0.0
1926,7.464569080184447e-06,4.458455382660986e-09,1.1146138456652466e-09
1927,7.231387371575693e-06,6.689535148041159e-09,0.0
1928,7.534331416536588e-06,0.0,0.0
1929,7.93531125964364e-06,0.0,0.0
1930,7.723299859208055e-06,0.0,0.0
1931,7.73397277953336e-06,6.843213995466613e-09,0.0
1932,7.828397428966127e-06,1.0959536611565568e-09,0.0
1933,7.825286047591362e-06,1.1470662197865522e-09,0.0
1934,7.601114248245722e-06,1.1981580172459871e-09,0.0
1935,7.4346980909467675e-06,2.393656828303392e-09,0.0
1936,8.15387011243729e-06,1.2124714565686645e-09,0.0
1937,7.470310265489388e-06,1.2591118148108649e-09,0.0
1938,7.903594450908713e-06,1.2965214457594243e-09,0.0
1939,8.085964509518817e-06,1.5294050470515685e-09,0.0
1940,8.043503839871846e-06,5.0715658339584024e-09,0.0
1941,7.845093932701275e-06,0.0,0.0
1942,7.467195246135816e-06,0.0,0.0
1943,6.689053861919092e-06,2.9032352077962287e-09,0.0
1944,7.965488293848466e-06,0.0,0.0
1945,8.531022103852592e-06,4.357008087652048e-09,0.0
1946,7.875169103499502e-06,4.1763312808029696e-09,2.7842208538686464e-09
1947,7.165635452111019e-06,4.7683483828109274e-09,0.0
1948,6.930828476470197e-06,2.174377566888097e-09,1.0871887834440486e-09
1949,7.04370359017048e-06,9.817008317369869e-10,0.0
1950,7.0374185270338785e-06,3.190608444114673e-09,0.0
1951,6.746534836565843e-06,3.1984206394497505e-09,2.1322803522849654e-09
1952,6.699113782815402e-06,2.1089607837865287e-09,0.0
1953,7.26263715478126e-06,2.1547654771580937e-09,0.0
1954,6.951204795768717e-06,9.772536113672459e-10,0.0
1955,6.728542302880669e-06,4.6928039232341234e-09,0.0
1956,6.703941380692413e-06,8.72114158667614e-10,0.0
1957,6.6271618379687425e-06,0.0,0.0
1958,6.7402238528302405e-06,1.6544486891589827e-09,0.0
1959,7.10976109985495e-06,1.5501495642666896e-09,0.0
1960,6.615624442929402e-06,6.920833350854139e-10,0.0
1961,6.777929229428992e-06,1.3896318540318475e-09,6.948159270159238e-10
1962,6.704081897623837e-06,1.9025869768540815e-09,0.0
1963,6.371648851200007e-06,1.2932106496776896e-09,0.0
1964,6.406418833648786e-06,1.8251904432275978e-09,0.0
1965,6.562621820194181e-06,1.6416130677043839e-09,0.0
1966,6.513952030218206e-06,1.6617224263271169e-09,0.0
1967,6.278782166191377e-06,1.9721342336964653e-09,0.0
1968,6.398471214197343e-06,8.982831700699023e-10,0.0
1969,7.70327551435912e-06,5.904285060864822e-09,0.0
1970,7.27334327166318e-06,4.5987250119061684e-10,0.0
1971,5.991371381242061e-06,0.0,0.0
1972,6.398832283593947e-06,0.0,0.0
1973,6.384289918059949e-06,1.6539611902288698e-09,0.0
1974,6.51159916742472e-06,2.2502286700643026e-09,0.0
1975,6.380865670507774e-06,1.7134440533084216e-09,5.711480177694739e-10
1976,6.711679816362448e-06,1.142705374768127e-09,0.0
1977,6.033691988704959e-06,2.3507127355770763e-09,0.0
1978,6.280987236095825e-06,1.1881182704343018e-09,5.940591352171509e-10
1979,6.39679228697787e-06,4.096381456264453e-09,5.851973350345929e-10
1980,6.269583991524996e-06,1.1370301367108482e-09,0.0
1981,5.987132681184448e-06,1.8976649140967083e-09,0.0
1982,6.216193014552118e-06,1.2415004579935385e-09,0.0
1983,6.218060207174858e-06,1.2630632095778083e-09,0.0
1984,6.2623494159197435e-06,1.1598016991243298e-09,0.0
1985,6.134665909485193e-06,1.8046674155058895e-09,0.0
1986,6.108979960117722e-06,1.7983456945813714e-09,0.0
1987,6.157259122119285e-06,3.0554083707556856e-09,0.0
1988,5.96477229919401e-06,1.798966087207532e-09,0.0
1989,6.26139853920904e-06,3.2928733073589456e-09,0.0
1990,5.9793496802740265e-06,3.814055737905164e-09,1.089730194969718e-09
1991,5.76299271415337e-06,1.1722930404189924e-09,0.0
1992,6.0218180806259625e-06,1.1019888335184191e-09,0.0
1993,6.256534561543958e-06,1.661762283333701e-09,5.539207426075166e-10
1994,6.209116236277623e-06,5.274926606624319e-10,0.0
1995,6.119777935964521e-06,1.0844901643380922e-09,5.422450821690461e-10
1996,6.113717063271906e-06,2.6690460952494277e-09,0.0
1997,6.366181423800299e-06,9.58978896292706e-10,9.58978896292706e-10
1998,6.184263384056976e-06,1.43043876743576e-09,0.0
1999,6.526247034344124e-06,1.8280804647829996e-09,0.0
2000,6.308949195954483e-06,4.4180314962005696e-10,4.4180314962005696e-10
2001,6.198538358148653e-06,1.3143635069212678e-09,0.0
2002,6.011036020936444e-06,0.0,0.0
2003,6.2174658523872495e-06,4.1669229178253886e-10,0.0
2004,5.863217666046694e-06,1.3214374039449694e-09,0.0
2005,5.900362339161802e-06,4.5037495954858286e-10,0.0
2006,5.8329910643806215e-06,1.2353669198716943e-09,0.0
2007,5.990920271869982e-06,1.5977917877663117e-09,3.994479469415779e-10
2008,5.6253552429552656e-06,1.2772318758180745e-09,0.0
2009,5.3961634876031894e-06,0.0,9.53638501499654e-10
2010,5.401184807851678e-06,4.723793023408973e-10,1.4171379625338432e-09
2011,4.730253294837894e-06,3.82397197240536e-10,3.82397197240536e-10
2012,4.75029401059146e-06,0.0,6.808505426114664e-10
2013,5.1743845688179135e-06,0.0,2.7891249310130206e-09
2014,5.011273060517851e-06,0.0,1.2992671383216248e-09
2015,4.851861831411952e-06,0.0,1.5516027351836215e-09
2016,4.8719989536039066e-06,2.0713400439298368e-10,1.4499380585064614e-09
2017,4.490617811825359e-06,0.0,1.509366853724714e-09
2018,4.667033863370307e-06,0.0,2.323319980845895e-09
2019,4.5922879507998005e-06,0.0,2.5509878653906526e-09
