year,tout_ADV assez_ADV,tout_ADV passés_ADJ
1911,8.672209617088811e-08,0.0
1912,8.856016364688912e-08,0.0
1913,8.219634395345565e-08,0.0
1914,8.504864723590799e-08,6.696743715117748e-10
1915,6.715034572835066e-08,0.0
1916,6.482602543655958e-08,0.0
1917,6.470190072604964e-08,0.0
1918,7.236417332023848e-08,0.0
1919,6.353415216153735e-08,9.207848372660976e-10
1920,7.875121355027659e-08,0.0
1921,9.693116709286187e-08,0.0
1922,8.853522359686394e-08,0.0
1923,6.900366145146108e-08,0.0
1924,7.09039369439779e-08,0.0
1925,7.91868828287079e-08,1.0998177923937646e-09
1926,8.582526334066642e-08,1.1146138456652466e-09
1927,1.0257286930936971e-07,0.0
1928,9.826395341860916e-08,0.0
1929,1.1251810150270103e-07,0.0
1930,9.768351105776674e-08,0.0
1931,7.641588695150858e-08,0.0
1932,1.238427671523823e-07,0.0
1933,9.75006315684368e-08,0.0
1934,1.066360653112497e-07,0.0
1935,8.138432860960165e-08,0.0
1936,1.260970350358548e-07,0.0
1937,1.1835651037017669e-07,0.0
1938,9.205302120562919e-08,0.0
1939,9.329370698196726e-08,1.5294050470515685e-09
1940,7.100192078723921e-08,0.0
1941,1.2101160962174617e-07,0.0
1942,1.4260795921927638e-07,0.0
1943,1.1032293656398906e-07,0.0
1944,1.5744612369417155e-07,0.0
1945,1.808158316407571e-07,0.0
1946,1.614848059716678e-07,1.3921104269343232e-09
1947,1.1324827653425018e-07,1.1920870957027319e-09
1948,1.380729770517064e-07,0.0
1949,1.3841982138274034e-07,9.817008317369869e-10
1950,1.2868787280240213e-07,0.0
1951,1.247384062708079e-07,0.0
1952,1.4340933773837605e-07,0.0
1953,1.5406573083964759e-07,2.1547654771580937e-09
1954,1.4561078387487214e-07,0.0
1955,2.0272912593100045e-07,0.0
1956,1.6744591846418189e-07,0.0
1957,1.0160293584249303e-07,0.0
1958,1.629631896093997e-07,0.0
1959,1.4648912838310935e-07,0.0
1960,1.660999942032504e-07,0.0
1961,1.8273658497491851e-07,6.948159270159238e-10
1962,1.5220695104289916e-07,0.0
1963,1.5712510048615513e-07,0.0
1964,1.5514119411363936e-07,6.083968329129164e-10
1965,1.3297065493134141e-07,0.0
1966,1.4124640301815816e-07,0.0
1967,1.2818873074138537e-07,0.0
1968,1.4821672777998174e-07,8.982831700699023e-10
1969,1.2944009597504191e-07,0.0
1970,1.1772736030479791e-07,0.0
1971,1.4593048547340004e-07,1.0276794970565106e-09
1972,1.2979270991309022e-07,0.0
1973,1.1136671673739329e-07,0.0
1974,1.3782650398752594e-07,0.0
1975,1.2736600751850347e-07,0.0
1976,1.0969971242502652e-07,0.0
1977,1.1518492470941055e-07,0.0
1978,1.0693064211864112e-07,0.0
1979,1.1996544913017715e-07,0.0
1980,1.1540856093006369e-07,5.685150683554241e-10
1981,1.0057623711645647e-07,0.0
1982,1.2104629831810598e-07,1.2415004579935385e-09
1983,8.841442422635737e-08,6.315316047889041e-10
1984,1.107610643202861e-07,5.799008495621649e-10
1985,9.324114813580309e-08,0.0
1986,9.77101137777936e-08,0.0
1987,1.0266172267847651e-07,0.0
1988,9.894313990344017e-08,1.1993107618124554e-09
1989,7.463846429800469e-08,0.0
1990,7.955030412176711e-08,5.44865097484859e-10
1991,9.495573749518371e-08,5.861465202094962e-10
1992,1.0744390976924478e-07,0.0
1993,9.749005158710133e-08,0.0
1994,8.91462619279082e-08,0.0
1995,9.76041150124729e-08,0.0
1996,8.701090337126516e-08,0.0
1997,1.0213125278824009e-07,0.0
1998,9.393214384090243e-08,4.768129224785866e-10
1999,8.043554089454119e-08,0.0
2000,8.526800598929185e-08,0.0
2001,8.937671935882463e-08,4.3812117822561447e-10
2002,8.674818730014522e-08,0.0
2003,8.042161425692029e-08,0.0
2004,7.135761848076072e-08,0.0
2005,1.0088399449159624e-07,4.5037495954858286e-10
2006,9.141715651139748e-08,0.0
2007,8.468296641694906e-08,0.0
2008,8.174284005235677e-08,0.0
2009,9.202611295222596e-08,0.0
2010,7.699782855752346e-08,0.0
2011,8.756895653050378e-08,0.0
2012,9.463822436828195e-08,0.0
2013,7.80955033974351e-08,8.367375126105969e-10
2014,8.401926976375762e-08,0.0
2015,8.356489189509375e-08,4.433150790905671e-10
2016,8.306073340236253e-08,6.214020409345267e-10
2017,7.873863694385363e-08,2.515611330355938e-10
2018,8.802801687579631e-08,0.0
2019,8.673358564692535e-08,0.0
