year,devaient_VERB oser_VERB,devaient_VERB poser_VERB
1890,0.0,6.554386366985909e-09
1891,0.0,6.374220040683554e-10
1892,3.761107425503951e-09,6.8953633913793055e-09
1893,0.0,1.2932674486876294e-08
1894,0.0,1.071261657159539e-08
1895,0.0,7.22233739480771e-09
1896,0.0,8.845543852942228e-09
1897,0.0,2.330685422435863e-09
1898,0.0,1.13167097914868e-09
1899,0.0,6.633094074004475e-09
1900,0.0,3.633737311048435e-09
1901,5.588738916095792e-10,5.029864968975062e-09
1902,0.0,9.820567692386817e-10
1903,0.0,3.2401321625741275e-09
1904,2.6873125946735854e-09,3.7622376325430196e-09
1905,1.0321518084666081e-09,6.192911072844254e-09
1906,0.0,2.572092316910357e-09
1907,0.0,0.0
1908,0.0,1.1296195090437777e-08
1909,5.500983557560346e-10,1.2102163715610459e-08
1910,1.6032452032632705e-09,6.947395991829808e-09
1911,0.0,4.25629931299909e-09
1912,0.0,1.3023552902780011e-08
1913,0.0,7.42418571064718e-09
1914,0.0,9.37544086809794e-09
1915,0.0,9.424609537234119e-09
1916,0.0,1.2086208478478966e-08
1917,0.0,1.0966424213165737e-08
1918,0.0,1.722956355365568e-08
1919,0.0,3.6831393490643904e-09
1920,0.0,3.786115865267448e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,8.115729421831475e-09
1923,0.0,1.0615948120573648e-08
1924,0.0,1.804827398643738e-08
1925,4.399271169575059e-09,8.798542339150117e-09
1926,0.0,1.1146138456652466e-09
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,6.684243825105796e-09
1930,0.0,6.302162347537887e-09
1931,1.1405356659111021e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,8.02946331646126e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.5294050470515685e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.9606536838523425e-08
1946,1.3921104269343232e-09,1.9489545977080525e-08
1947,0.0,1.4305045148432782e-08
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,0.0,1.0798709482173763e-08
1950,0.0,1.1698897850465073e-08
1951,0.0,1.0661401539380222e-08
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.07497895029951e-08
1955,0.0,1.595553378308523e-08
1956,0.0,9.593255967388359e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,1.0753916868111446e-08
1959,0.0,4.650448914844674e-09
1960,0.0,8.305000243069571e-09
1961,6.948159270159238e-10,1.181187059273725e-08
1962,0.0,1.8391673961559718e-08
1963,0.0,3.879631726988464e-09
1964,0.0,6.6923653285755336e-09
1965,5.472043373977442e-10,1.094408652591028e-08
1966,0.0,9.970334780007306e-09
1967,0.0,1.035370456037299e-08
1968,0.0,1.7067380397861598e-08
1969,0.0,8.175163657142548e-09
1970,4.5987250119061684e-10,1.4715920038099739e-08
1971,5.138397485282553e-10,1.2332153964678128e-08
1972,0.0,7.182205497002769e-09
1973,5.513203782392395e-10,1.8193572870472963e-08
1974,1.1251143350321513e-09,7.875800456247362e-09
1975,1.1422960355389478e-09,9.138368284311582e-09
1976,0.0,6.2848797277581525e-09
1977,0.0,7.639816779203557e-09
1978,1.1881182704343018e-09,1.3663360221016774e-08
1979,1.7555920051037788e-09,1.345953837272873e-08
1980,5.685150683554241e-10,1.5349906234973787e-08
1981,0.0,6.958104314946922e-09
1982,0.0,8.069752865935698e-09
1983,0.0,6.315316269933646e-09
1984,0.0,1.5077421977593986e-08
1985,0.0,1.4437339324047116e-08
1986,5.994485463567401e-10,4.7955883708539204e-09
1987,2.4443267410134695e-09,1.099947066762752e-08
1988,0.0,1.2592763276586538e-08
1989,0.0,6.585746614717891e-09
1990,0.0,1.4166492867673242e-08
1991,0.0,9.37834432335194e-09
1992,0.0,1.597883780846132e-08
1993,0.0,7.754890063438324e-09
1994,0.0,1.5297286992677073e-08
1995,0.0,1.0844901865425527e-08
1996,2.6690460952494277e-09,7.473328622609188e-09
1997,0.0,1.1507746755512471e-08
1998,0.0,1.0013071261028017e-08
1999,1.8280804647829996e-09,1.0968483010742602e-08
2000,4.4180314962005696e-10,8.83606254831193e-09
2001,4.3812117822561447e-10,1.095302959441824e-08
2002,4.38122149670761e-10,1.1829298429688606e-08
2003,0.0,5.8336921959778465e-09
2004,8.809582507929292e-10,1.1452457648886138e-08
2005,0.0,1.0358624180639708e-08
2006,0.0,6.1768350434476815e-09
2007,3.994479469415779e-10,8.38840730210677e-09
2008,1.2772318758180745e-09,1.0217855006544596e-08
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,1.4171379625338432e-09,6.140930874920514e-09
2011,1.911985902935953e-09,1.2236710311697152e-08
2012,1.3617010852229328e-09,1.1234034147378225e-08
2013,5.578250084070646e-10,1.1156499724052082e-08
2014,4.330890368553497e-10,9.527958866328845e-09
2015,6.649726325136385e-10,7.536356427806368e-09
2016,1.4499380585064614e-09,9.735297901158901e-09
2017,1.2578056374223934e-09,1.0565567976072998e-08
2018,5.162933414126769e-10,9.551427204712581e-09
2019,1.2754939326953263e-09,1.1224345897176136e-08
