year,tout_ADV à_ADP,tout_ADV a_ADP,tout_ADV pas_ADV
1800,5.996550646614196e-05,8.174827748064217e-08,2.829748080301897e-08
1801,5.755794586548291e-05,8.096020920334013e-08,1.904946111963568e-08
1802,5.0000062287836045e-05,3.1329761895904085e-08,3.8043282302169246e-08
1803,4.7473206336690055e-05,9.75169611727722e-09,1.950339267864365e-08
1804,5.224009714765998e-05,7.168367943677367e-08,1.730295728918918e-08
1805,6.225902257028793e-05,4.8328920421170096e-08,1.4214388555089386e-08
1806,5.2717253765877103e-05,4.610670689686458e-08,2.305335211616466e-08
1807,5.1236651870567584e-05,3.701041562109708e-08,3.4163461837266595e-08
1808,5.832194665345014e-05,6.798222029757994e-08,1.8128592405020072e-08
1809,6.22611394192063e-05,1.1295152724244417e-07,3.6144488291256494e-08
1810,5.4461770105262985e-05,6.552355102940055e-08,1.4040760110134443e-08
1811,5.065799268777482e-05,4.0113227850469e-08,2.5070768128188092e-08
1812,6.114308212090691e-05,9.86867028096583e-08,1.0668832928217853e-08
1813,6.606441456824541e-05,5.751483267424362e-08,4.888760685162197e-08
1814,6.545403198288113e-05,3.776012524880912e-08,2.5173416684509675e-08
1815,5.926879180151445e-05,2.9669458667669346e-08,3.2366683333506785e-08
1816,5.627605673907965e-05,9.965696712299632e-08,3.2446456188495176e-08
1817,5.6000737231443054e-05,7.005930469095034e-08,7.784366928831332e-09
1818,6.268989727686858e-05,5.126106117359086e-08,1.7881765845828568e-08
1819,6.34426196484128e-05,6.10711972104383e-08,1.75967855842174e-08
1820,7.145164340727206e-05,7.119888589812717e-08,3.5599443393152796e-08
1821,6.968521756789414e-05,5.6210482601848355e-08,1.577838115718322e-08
1822,6.240645120669797e-05,4.3110148340019805e-08,2.2056354964661296e-08
1823,6.226586697266612e-05,9.48737950423606e-08,2.3718447650367125e-08
1824,6.232381201698445e-05,8.25269044213428e-08,2.86317822784099e-08
1825,6.582596643056604e-05,4.490776062127111e-08,3.786340552203171e-08
1826,5.659746670971799e-05,5.108630807271197e-08,1.4973573048138178e-08
1827,5.6680700481592794e-05,4.97732742799073e-08,5.161672778086768e-08
1828,6.00272064730234e-05,5.961995791503583e-08,2.2013522837927013e-08
1829,6.177144928187772e-05,6.258418583371395e-08,1.8860987438529264e-08
1830,6.640228070864396e-05,5.114049561605327e-08,3.757261035630677e-08
1831,6.531935923703713e-05,5.1450979254852314e-08,2.9623292041591753e-08
1832,6.401028622349259e-05,5.5472874960216245e-08,2.3000947368956304e-08
1833,7.239536080305697e-05,8.108539906181988e-08,2.780070862407058e-08
1834,6.84099800309923e-05,6.160790455567167e-08,1.6802155666795215e-08
1835,7.839216004867922e-05,5.596685070941021e-08,1.9664028627630614e-08
1836,8.290717596537434e-05,5.914260164940899e-08,1.9490175418024336e-08
1837,9.171613464786788e-05,5.844628414575226e-08,2.365682982841122e-08
1838,9.274585499952082e-05,8.521418370932565e-08,2.3354998379687686e-08
1839,9.779255879038828e-05,8.040196541880817e-08,2.4470163229040054e-08
1840,0.00010406223827885697,8.025807729516998e-08,2.993753733804283e-08
1841,0.00010642315965014859,1.0080261336753438e-07,4.044945667303068e-08
1842,0.00011586045684452984,1.200779422561027e-07,2.6162234156856812e-08
1843,0.00012344853439572034,1.2168236984688718e-07,2.2446261294106762e-08
1844,0.00012097996204829542,8.562155412450423e-08,2.305195723195652e-08
1845,0.00013232841365606873,9.31898081479865e-08,2.9017185543267487e-08
1846,0.00011852437728521181,1.1182097270356905e-07,2.3418004646558188e-08
1847,0.00011183873994013993,1.1002176414365294e-07,5.069630137910508e-08
1848,0.00012545236177174957,9.332457018285112e-08,3.459445252484983e-08
1849,0.00013009125450480497,9.971503911465618e-08,4.6924721885943654e-08
1850,0.00012350541419436922,1.5343131121170472e-07,5.159637073148815e-08
1851,0.00012202789821458282,9.80314658338699e-08,3.998652209347142e-08
1852,0.00011970158493568306,1.4453410646098064e-07,3.1901672636891476e-08
1853,0.00013033382310823072,1.3735443404883085e-07,2.5082113053187527e-08
1854,0.00012854229908043635,1.3456770964204168e-07,4.364358119346434e-08
1855,0.00013001359366171528,1.1675261646360013e-07,2.388121700391821e-08
1856,0.0001332561955678102,1.4962076833047178e-07,3.986435670455535e-08
1857,0.00014055670726520475,1.513267823272102e-07,3.465871434293888e-08
1858,0.0001448121965950122,1.3115051933354493e-07,4.3553715745048294e-08
1859,0.00014625536550738616,1.4054398800311674e-07,2.5460866304172214e-08
1860,0.00015165446711762343,1.4784304203097065e-07,3.387116107034238e-08
1861,0.0001457020548514265,1.5091083738205668e-07,5.046081064108421e-08
1862,0.0001443722539988812,1.5090074245716067e-07,3.6595690477980725e-08
1863,0.00014179428853822174,1.2186874803754577e-07,3.546180887825656e-08
1864,0.00014899808820700855,1.308960722035124e-07,4.219360716373188e-08
1865,0.00014870568656988326,1.6332749636083221e-07,4.659776042803543e-08
1866,0.00014458412306339596,1.6007866254774683e-07,3.357272843063086e-08
1867,0.00014644620114268037,1.4461378583519036e-07,3.7366650218473296e-08
1868,0.0001453874083381379,1.4029242401125686e-07,3.309715523869272e-08
1869,0.00014983906567067606,1.484589858824492e-07,3.369628220895038e-08
1870,0.0001450955105610774,1.9381084337410925e-07,5.3326655535812506e-08
1871,0.00013902164846513188,1.2851624475729295e-07,3.292565042833928e-08
1872,0.00014662136345577892,1.6630182919641356e-07,3.567930018100185e-08
1873,0.00014542338885803474,2.0651715659791847e-07,5.088103732786564e-08
1874,0.00014453058065555524,1.601195289135937e-07,3.764003930761817e-08
1875,0.00014738997560925782,1.630635239613376e-07,4.1194994082616176e-08
1876,0.0001441116019123001,1.505457676298505e-07,3.264848036366175e-08
