year,devait_VERB oser_VERB,devait_VERB poser_VERB
1949,8.835307596655184e-09,6.47922533403289e-08
1950,0.0,4.1477910883713776e-08
1951,0.0,4.584402901741669e-08
1952,0.0,5.483298082253896e-08
1953,0.0,6.141081598798337e-08
1954,9.772536113672459e-10,5.1794440736330216e-08
1955,2.815682353940474e-09,6.006789021739678e-08
1956,7.849027205963921e-09,4.098936656760088e-08
1957,8.835037701437898e-10,8.1282344410738e-08
1958,4.1361216673863055e-09,5.873292963087806e-08
1959,1.5501495642666896e-09,7.053180439697826e-08
1960,6.920833350854139e-10,5.259833457671448e-08
1961,0.0,5.419564175213054e-08
1962,1.2683912808952869e-09,5.200404373795209e-08
1963,6.466053470433053e-09,6.595374202333915e-08
1964,1.8251904432275978e-09,5.658090529436777e-08
1965,3.830430195250756e-09,5.362602450986742e-08
1966,4.985167390003653e-09,5.317511764246774e-08
1967,0.0,5.867099517331553e-08
1968,3.5931326802796093e-09,7.50066462273935e-08
1969,9.083515606356229e-10,6.222208526196482e-08
1970,2.2993624781975086e-09,5.3805081279278966e-08
1971,3.5968783507200897e-09,4.264870057113512e-08
1972,1.0260293725750103e-09,5.84836747918871e-08
1973,2.205281512956958e-09,4.9618833486420044e-08
1974,1.6876715580593782e-09,5.1755257857166725e-08
1975,5.711480177694739e-10,6.739546876133318e-08
1976,1.7140580066410394e-09,4.2280099421532213e-08
1977,2.3507127355770763e-09,6.64076367229427e-08
1978,0.0,4.099008066305032e-08
1979,2.3407893401383717e-09,5.208256226296726e-08
1980,0.0,4.946081233470068e-08
1981,6.325549528618524e-10,5.566483451957538e-08
1982,1.2415004579935385e-09,4.96600165433847e-08
1983,6.315316047889041e-10,5.494324994970157e-08
1984,1.1598016991243298e-09,5.625038212997424e-08
1985,1.8046674155058895e-09,5.414002401948892e-08
1986,2.3977941854269602e-09,5.994485263727256e-08
1987,6.110816852533674e-10,6.294141030593892e-08
1988,2.99827696004229e-09,5.276967485201567e-08
1989,2.1952488715726304e-09,6.969915489207779e-08
1990,2.724325431913144e-09,6.102489180648263e-08
1991,5.861465202094962e-10,5.3339334726842935e-08
1992,3.30596661157756e-09,5.1242480481050734e-08
1993,5.539207426075166e-10,6.591656642740418e-08
1994,5.274926606624319e-10,4.800183361908239e-08
1995,0.0,6.34426768897356e-08
1996,2.135236876199542e-09,4.804282838222207e-08
1997,3.835915585170824e-09,4.363354122460805e-08
1998,2.3840645013706308e-09,4.7681293580126294e-08
1999,9.140402323914998e-10,4.935817088380645e-08
2000,1.3254094488601709e-09,4.4180314517916486e-08
2001,1.7524847129024579e-09,4.8193328439083416e-08
2002,3.504977197366088e-09,4.205972459203622e-08
2003,2.5001538617175356e-09,4.833630740108674e-08
2004,2.2023955992267474e-09,5.7702767009004674e-08
2005,4.053374524914943e-09,4.999161973273658e-08
2006,3.706100981659688e-09,4.8591100920702957e-08
2007,2.3966877371606188e-09,4.1942033845998594e-08
2008,2.554463751636149e-09,4.38516281064949e-08
2009,6.198650481792356e-09,4.1483275481368764e-08
2010,4.723792912386671e-09,5.9519791761886154e-08
2011,2.2943831279320648e-09,6.00363634362111e-08
2012,6.127654827992046e-09,7.591483353053263e-08
2013,7.80955033974351e-09,7.056486595047318e-08
2014,6.279790909502481e-09,7.644021593478101e-08
2015,6.64972610309178e-09,6.405903008044334e-08
2016,7.663958356829426e-09,7.7468115478041e-08
2017,6.5405894034142875e-09,6.439965005711201e-08
2018,3.3559066636712487e-09,8.054175992810997e-08
2019,4.3366790158927415e-09,7.933572021556756e-08
