year,excellent_ADJ artisan_NOUN,excellent_ADJ partisan_NOUN
1989,7.134558721588746e-09,5.488122178931576e-10
1990,9.262706657242603e-09,0.0
1991,8.20605094986604e-09,0.0
1992,5.509944056569793e-09,0.0
1993,7.75489034099408e-09,0.0
1994,6.329911705904578e-09,0.0
1995,8.675921314704738e-09,0.0
1996,5.871901187504136e-09,0.0
1997,1.006927874414032e-08,0.0
1998,6.198567881199324e-09,0.0
1999,4.570201023179621e-09,0.0
2000,9.277865919976591e-09,0.0
2001,1.270551397425379e-08,0.0
2002,1.0514931481075962e-08,0.0
2003,7.083768960303161e-09,0.0
2004,1.1011977829600283e-08,0.0
2005,3.602999676388663e-09,0.0
2006,5.7650457740976435e-09,0.0
2007,2.79613560083547e-09,3.994479469415779e-10
2008,5.108927503272298e-09,0.0
2009,3.337734755248789e-09,0.0
2010,9.919965737736902e-09,1.4171379625338432e-09
2011,6.118355155848576e-09,0.0
2012,7.148930780687124e-09,3.404252713057332e-10
2013,8.646287463776048e-09,2.789125042035323e-10
2014,9.961047903184195e-09,4.330890368553497e-10
2015,8.64464377858809e-09,4.433150790905671e-10
2016,6.835422117212886e-09,4.1426800878596737e-10
2017,1.0565567976072998e-08,0.0
2018,5.937373537268087e-09,0.0
2019,4.591778068885333e-09,0.0
