year,serait_VERB à_ADP,serait_VERB a_ADP,serait_VERB pas_ADV
1858,6.008455329720164e-06,8.808616724920171e-08,2.5308623662567697e-05
1859,6.086674602556741e-06,9.827894809077975e-08,2.541198227845598e-05
1860,6.405768999684369e-06,9.428998754001938e-08,2.49479417107068e-05
1861,6.1958330661582295e-06,9.196129235888861e-08,2.724506521190051e-05
1862,6.3522888922307175e-06,1.0301008801505418e-07,2.5191839085891843e-05
1863,6.15886710875202e-06,8.091285802480641e-08,2.6511946998653002e-05
1864,6.189993655425496e-06,7.527723067113357e-08,2.6292849724995904e-05
1865,6.444140581152169e-06,1.1249358133902376e-07,2.59436546912184e-05
1866,6.01146484768833e-06,8.174229854107651e-08,2.6740435714600608e-05
1867,6.7934506660094485e-06,8.58947650783648e-08,2.5099710910581052e-05
1868,7.05661022948334e-06,9.336361928014014e-08,2.582220440672245e-05
1869,6.4726164055173285e-06,8.69266413294767e-08,2.67670566245215e-05
1870,6.41238693788182e-06,8.543732343824217e-08,2.614038203319069e-05
1871,6.889957603561925e-06,9.13421269732595e-08,2.7258189220447093e-05
1872,6.528102858283091e-06,7.317280226182277e-08,2.65115359070478e-05
1873,6.412806669686688e-06,6.345164571541773e-08,2.6359968614997342e-05
1874,6.434056558646262e-06,7.289022807555057e-08,2.528693585190922e-05
1875,7.0260352913464885e-06,6.579756250957303e-08,2.5009940145537257e-05
1876,6.663312888122164e-06,8.585341126909896e-08,2.5667750378488563e-05
1877,5.963399416941684e-06,8.349501401383463e-08,2.3305005015572533e-05
1878,5.937632067798404e-06,8.69628764554875e-08,2.4145483621396124e-05
1879,6.906592261657352e-06,1.0385853221883679e-07,2.5048233510460705e-05
1880,6.664933152933372e-06,7.63723717600584e-08,2.4789573217276484e-05
1881,6.395880973286694e-06,9.273435264134378e-08,2.4257353288703598e-05
1882,6.632091299252352e-06,8.785108596143232e-08,2.457900336594321e-05
1883,6.646680503763491e-06,8.34152706907787e-08,2.4025493985391222e-05
1884,6.19701313553378e-06,8.318137822982408e-08,2.4019615011638962e-05
1885,6.167184437799733e-06,9.668453637701191e-08,2.420142845949158e-05
1886,6.025599304848583e-06,9.744730555816261e-08,2.341058643651195e-05
1887,6.053619017620804e-06,7.834709792042815e-08,2.3826005417504348e-05
1888,5.894235528103309e-06,8.433017617548444e-08,2.367585511819925e-05
1889,6.0953516367590055e-06,6.766347659947769e-08,2.289782241859939e-05
1890,6.367586593114538e-06,8.84842172865774e-08,2.413783840893302e-05
1891,5.986029918858549e-06,9.433846004380797e-08,2.3964517822605558e-05
1892,6.0428460528783035e-06,9.590823912830615e-08,2.2504586013383232e-05
1893,5.570287612499669e-06,7.636436616387243e-08,2.3471573513234034e-05
1894,5.936680281592999e-06,9.51532448389969e-08,2.2572743546334095e-05
1895,6.282831691351021e-06,8.064943424201942e-08,2.3741627956042066e-05
1896,5.922976015426684e-06,8.314811100751385e-08,2.3806895114830695e-05
1897,6.166993443912361e-06,7.866063000960821e-08,2.2669411919196136e-05
1898,6.2869980865798425e-06,1.0581123932595915e-07,2.3603826775797643e-05
1899,6.283751190494513e-06,1.0170744069171178e-07,2.3502158001065254e-05
1900,6.329970346996561e-06,9.395805866674323e-08,2.2190195522853173e-05
1901,6.456670234911144e-06,1.0395054461653785e-07,2.3154145310400054e-05
1902,5.876627710676985e-06,8.691202246779994e-08,2.1205059965723194e-05
1903,6.228074198588729e-06,8.748357149812591e-08,2.3439115466317162e-05
1904,6.239939921215409e-06,8.921877459044936e-08,2.254870196338743e-05
1905,6.250711521715857e-06,8.15399956444196e-08,2.284255242557265e-05
1906,6.4472064877918456e-06,9.310974319332033e-08,2.248111559310928e-05
1907,6.600325377803529e-06,1.2034253565884612e-07,2.3198852431960404e-05
1908,6.556213065778138e-06,7.514425126586843e-08,2.2851219910080545e-05
1909,6.348685019474942e-06,1.0506878422855692e-07,2.1333913537091576e-05
1910,6.155392838991247e-06,8.229992010111431e-08,2.163953467970714e-05
1911,6.138647677289555e-06,9.04463576256731e-08,2.148420207959134e-05
1912,6.175768703542417e-06,8.751827973441095e-08,2.2237456505536102e-05
1913,5.854500614077551e-06,8.802962980780649e-08,2.1399155230028555e-05
1914,5.61187107450678e-06,9.241506326862492e-08,2.1200550690991804e-05
1915,5.707779109798139e-06,6.479419289995292e-08,2.3123278879211284e-05
1916,6.131003829068504e-06,9.559091651567542e-08,2.276382474519778e-05
1917,5.791368948848685e-06,1.0747095802177142e-07,2.294176010764204e-05
1918,6.212981134012807e-06,8.040463406189247e-08,2.237660919490736e-05
1919,5.6996582316060085e-06,8.379141785974653e-08,2.1786690922454e-05
1920,6.213016149558825e-06,7.269342638949183e-08,2.1844374714419246e-05
1921,5.731812507292489e-06,8.405749341022783e-08,2.1857978936168365e-05
1922,5.857342785020592e-06,7.082817798931274e-08,2.135838622052688e-05
1923,5.419441549747717e-06,7.325004069969054e-08,2.084122934320476e-05
1924,5.424795745057054e-06,9.024137059832071e-08,2.1099722289363854e-05
1925,5.324217909219442e-06,7.258797696252373e-08,2.059298822132405e-05
1926,5.242028692009626e-06,4.124071217859182e-08,2.0148874682490714e-05
1927,5.7228971854783595e-06,6.243565953134578e-08,1.9921435523428954e-05
1928,5.011461780668469e-06,5.370239486435224e-08,1.9857316146953963e-05
1929,5.534554020414362e-06,4.90177864964636e-08,2.1601248590741307e-05
1930,5.402003353083273e-06,6.512234107525217e-08,2.0071336621185765e-05
1931,5.400436293712119e-06,5.816731984964463e-08,2.0479457816691138e-05
1932,5.52689425603603e-06,5.589363860636354e-08,2.135794420610182e-05
1933,5.304034402797697e-06,6.423570830804692e-08,2.0171159121673554e-05
1934,5.443231657409342e-06,6.829500520666443e-08,1.9146564227412455e-05
1935,5.17867647431558e-06,5.2660450222674626e-08,1.8514934708946384e-05
1936,5.013569534639828e-06,6.304851485339213e-08,1.9148561477777548e-05
1937,5.24420056535746e-06,6.92511514799321e-08,1.8539161828812212e-05
1938,4.966973847331246e-06,7.001215962532115e-08,1.973176040337421e-05
1939,5.0990365707548335e-06,7.494085085824054e-08,1.9102268197457306e-05
1940,4.503550371737219e-06,6.085879089567925e-08,1.637608693272341e-05
1941,4.565974450088106e-06,7.083605968460915e-08,1.6985897673293948e-05
1942,5.22491245646961e-06,5.765002231150618e-08,1.7058338926290162e-05
1943,5.022596724302275e-06,6.096793847554238e-08,1.7799735360313207e-05
1944,4.610922132997075e-06,4.177141832428788e-08,1.8392278434475884e-05
1945,4.934311618853826e-06,3.921307412113606e-08,1.956296546268277e-05
1946,5.0283028940611985e-06,5.0115974481457215e-08,2.0188384951325133e-05
1947,4.923319920635549e-06,5.1259743560905235e-08,2.029051393037662e-05
1948,4.636860012396937e-06,3.8051605866229465e-08,1.8924694813904352e-05
1949,4.319483650760958e-06,5.1048442695211804e-08,1.8496224583941512e-05
1950,4.832708327739965e-06,6.168509525394938e-08,1.9117062038276345e-05
1951,4.67715699414839e-06,4.797630925867935e-08,1.8748074580798857e-05
1952,4.6291688704513945e-06,4.745161907848683e-08,1.8465005268808454e-05
1953,4.70277564090793e-06,5.710128392344416e-08,1.8335977074457332e-05
1954,4.744566467707045e-06,5.961246873908976e-08,1.885904021037277e-05
1955,4.598009127221303e-06,3.4726748587843304e-08,1.844835060182959e-05
1956,4.434700713318307e-06,6.192010459926678e-08,1.7963808204513043e-05
1957,4.5482775021810085e-06,4.4175188729234094e-08,1.7450083760195412e-05
1958,4.261032700014766e-06,3.0607300971485785e-08,1.7185586330015212e-05
1959,4.421026460477151e-06,3.4878364307822096e-08,1.8124348571291193e-05
1960,4.262541096977657e-06,6.090333304342721e-08,1.733876342768781e-05
1961,4.321755113778636e-06,5.141637815508915e-08,1.6834001144161448e-05
1962,4.357558282208629e-06,3.9320131206554976e-08,1.736998456181027e-05
1963,4.286993316782173e-06,4.978860868032342e-08,1.700959910522215e-05
1964,4.196721420157701e-06,3.346182664287767e-08,1.8042615920421667e-05
1965,4.379276106192265e-06,7.058936307702268e-08,1.7669228327577002e-05
1966,4.299429747334216e-06,4.375869044892511e-08,1.6788380889920518e-05
1967,4.167119641351746e-06,3.9935719620132204e-08,1.6592059182585217e-05
1968,4.4896191866428126e-06,5.4346130928806247e-08,1.760006125550717e-05
1969,4.706169420387596e-06,3.9967469778190434e-08,1.9047223759116605e-05
1970,4.503071522776736e-06,8.00178127369211e-08,1.8862130673369393e-05
1971,4.241747319611022e-06,5.343933362489395e-08,1.6393029000028037e-05
1972,4.249300673109246e-06,5.284051241005727e-08,1.60542822413845e-05
1973,4.046140475111315e-06,4.686223253891342e-08,1.5522977264481597e-05
1974,4.178112249064725e-06,3.544110205311313e-08,1.5968747902661562e-05
1975,4.0522950257582124e-06,3.255543790103843e-08,1.4470606402028352e-05
1976,4.086885837750742e-06,4.570821521276969e-08,1.5084282495081425e-05
1977,3.8022778880986152e-06,4.348818416488598e-08,1.450095896871062e-05
1978,3.899998318956932e-06,4.396037700526989e-08,1.4405934052774683e-05
1979,4.23331766796764e-06,5.4423352713328654e-08,1.596886431798339e-05
1980,4.048396021971712e-06,5.400893166029874e-08,1.4970707525208127e-05
1981,3.921840743714711e-06,3.9850961419674036e-08,1.4591145372833125e-05
1982,3.895207555615343e-06,6.145427144943483e-08,1.5096645256562624e-05
1983,4.052538315590937e-06,3.0313517807023516e-08,1.4811310393270105e-05
1984,3.999576165369945e-06,3.2474447575481236e-08,1.483502364862943e-05
1985,3.8854491322126705e-06,5.474157727114459e-08,1.4150999049888924e-05
1986,4.1703633542056195e-06,4.316029428297341e-08,1.4321425624075346e-05
1987,3.8345374377968255e-06,2.627651163322753e-08,1.4011491657583974e-05
1988,3.984110207966296e-06,3.837794371186476e-08,1.4425309927901253e-05
1989,4.0902973523770925e-06,4.500260042394899e-08,1.4714204553456511e-05
1990,3.937740075343754e-06,3.596109499071076e-08,1.391748901369283e-05
1991,3.71323812942137e-06,1.8756689479371147e-08,1.4257428119890392e-05
1992,3.875694801536156e-06,2.2590771142638744e-08,1.3448671779769938e-05
1993,3.946685410483042e-06,3.046564001074614e-08,1.3948832020105328e-05
1994,3.958832621719921e-06,2.05722139323683e-08,1.4276060937845614e-05
1995,3.950797690777108e-06,2.277429311803303e-08,1.3811524695483968e-05
1996,3.9982310227060225e-06,2.6156651067310577e-08,1.3718897207581904e-05
1997,4.07470133723109e-06,3.020783623242096e-08,1.4188092791300733e-05
1998,3.987586296716472e-06,2.0979769144169325e-08,1.3976817172078881e-05
1999,4.1597972995077725e-06,2.6507167127931552e-08,1.4175392607285175e-05
2000,3.966066742577823e-06,2.606638671576178e-08,1.3657460840477142e-05
2001,4.003551111964043e-06,1.708672603406569e-08,1.3892384231439792e-05
2002,3.973767888965085e-06,2.3658595083020373e-08,1.3778065294900443e-05
2003,4.236510449118214e-06,1.5417615184531996e-08,1.3935440620116424e-05
2004,4.055050794704584e-06,1.7619165515458945e-08,1.3497161489794962e-05
2005,3.960146841563983e-06,3.332774656250592e-08,1.360627811664017e-05
2006,3.929290414816933e-06,1.8942294455204234e-08,1.3863288586435374e-05
2007,4.114313924219459e-06,1.4779574231127413e-08,1.4928168639016803e-05
2008,3.935151653422508e-06,1.788124590063056e-08,1.488869202148635e-05
2009,4.0734666981734335e-06,2.002640919762655e-08,1.5781763067934662e-05
2010,4.049235485581448e-06,1.2281862193930237e-08,1.713461460894905e-05
2011,3.7138415791559964e-06,8.412738061736036e-09,1.68488022609381e-05
2012,4.022124358016299e-06,8.851057275993668e-09,1.8654283849173225e-05
2013,4.131809873797465e-06,9.483025364964703e-09,2.045823202934116e-05
2014,4.284766419004882e-06,4.547434942492323e-09,2.154228241124656e-05
2015,4.1882190089381766e-06,4.654808385962106e-09,2.1033527445979416e-05
2016,4.420654022396775e-06,6.628288057308751e-09,2.2009024178260006e-05
2017,3.86548845199286e-06,5.534344982294215e-09,2.064285581582226e-05
2018,4.015729700768134e-06,5.937373259712331e-09,2.1790418031741865e-05
2019,3.885154455929296e-06,3.3162841917011576e-09,2.088034489133861e-05
