year,seraient_VERB à_ADP,seraient_VERB a_ADP,seraient_VERB pas_ADV
1864,1.0289486453984864e-06,7.671564605793435e-09,6.129100711405044e-06
1865,1.0971654091918026e-06,7.530950973944073e-09,6.168319487187546e-06
1866,1.063136437551293e-06,1.9462451206209153e-08,5.98275755692157e-06
1867,1.1680717761919368e-06,1.261730986357179e-08,5.769507424702169e-06
1868,1.2700415936706122e-06,1.0373735648272486e-08,6.330448741209693e-06
1869,1.0338410447729984e-06,6.348574776993132e-09,6.367620699165855e-06
1870,1.065959622792434e-06,8.601073187008978e-09,6.251833383430494e-06
1871,1.3000320677747368e-06,1.274541272522356e-08,7.0057285483926535e-06
1872,1.0994062904501334e-06,1.3908880158730597e-08,6.376919372996781e-06
1873,1.0206138085777638e-06,1.0176207876355647e-08,5.826776941830758e-06
1874,1.0353998050049995e-06,7.766991827473646e-09,5.9728167798311915e-06
1875,9.25170922982943e-07,1.0870901512305409e-08,6.195269634190481e-06
1876,1.0616802228469169e-06,8.464420719889176e-09,6.013366146362387e-06
1877,1.0217315775662428e-06,1.2369632429454214e-08,5.659106591338059e-06
1878,1.1063610827477532e-06,6.039088784604019e-09,5.667684945365181e-06
1879,1.2059807659170474e-06,9.774920428640144e-09,5.938874892308377e-06
1880,1.0287807299391716e-06,1.0268554229142524e-08,6.2291614995046984e-06
1881,1.2564458984343219e-06,1.8128519130300447e-08,5.971255632175598e-06
1882,1.0981385685226996e-06,1.2645231528551903e-08,5.786857400380541e-06
1883,1.246805595656042e-06,1.3270611554094813e-08,5.713946393370861e-06
1884,1.1130460961794597e-06,9.242375753615306e-09,5.973875431664055e-06
1885,1.1363655403329176e-06,1.4824961813708626e-08,5.999597760819597e-06
1886,1.0686935638659634e-06,1.0970888419947755e-08,5.662914645654382e-06
1887,1.140603103522153e-06,8.4876022321545e-09,6.039908384991577e-06
1888,1.157162159870495e-06,1.3315290647852862e-08,6.019145530444803e-06
1889,1.1390018244128441e-06,1.0024218788373673e-08,5.577224783337442e-06
1890,1.128665303440357e-06,2.0318598914492725e-08,5.910090294491965e-06
1891,1.1250498346271343e-06,1.7847816891070067e-08,5.795440756628523e-06
1892,1.1458840845079976e-06,1.3790727004803216e-08,5.741330369346542e-06
1893,1.1540872719706385e-06,9.23762488724833e-09,5.80800269744941e-06
1894,1.236992147823912e-06,8.82215478448245e-09,5.413022336142603e-06
1895,1.2602978358700057e-06,1.2639090218868887e-08,6.141394351288909e-06
1896,1.3356770978134591e-06,9.435246750566506e-09,6.117577868280932e-06
1897,1.2218617939652177e-06,1.573212637939747e-08,5.8750752032210585e-06
1898,1.2431405593815725e-06,2.2067583760332354e-08,5.8569630709826015e-06
1899,1.2940060969413025e-06,2.1004797901014172e-08,6.0648590078926645e-06
1900,1.255196593774599e-06,1.7649581240952728e-08,5.580382094194647e-06
1901,1.2965874702786095e-06,1.7883964587017687e-08,5.892766239412595e-06
1902,1.1907438874914078e-06,1.7677021180162455e-08,5.30457964487141e-06
1903,1.3241340184322326e-06,1.566063922986416e-08,5.878139745618682e-06
1904,1.3033466075285105e-06,1.289910045443321e-08,5.692265403922647e-06
1905,1.5074576822371455e-06,1.4966201167254667e-08,5.990093086438719e-06
1906,1.3580647646449506e-06,1.4403717052413612e-08,5.767659786215518e-06
1907,1.3505106153388624e-06,1.9028520426012108e-08,6.157526513561606e-06
1908,1.3398268947639735e-06,1.6698722626884432e-08,5.929028702666983e-06
1909,1.3944993497716496e-06,2.7504917177179067e-08,5.594500180450268e-06
1910,1.23396443996171e-06,1.5498037186922886e-08,5.517835688806372e-06
1911,1.2832742868340574e-06,1.4897047151407605e-08,5.62416744287475e-06
1912,1.3893526329411543e-06,1.6149205861459848e-08,5.519902515516151e-06
1913,1.328398980149359e-06,1.8030165416238475e-08,5.5654877542110626e-06
1914,1.3018469644521247e-06,1.4063161857258422e-08,5.2114060054009315e-06
1915,1.4490336752714938e-06,2.0027295266622502e-08,6.055311587260803e-06
1916,1.375630290567642e-06,1.3184954683609362e-08,6.128806489869021e-06
1917,1.3422903748505632e-06,2.3029490536785602e-08,6.050176580174593e-06
1918,1.5207962178465095e-06,1.9526839700745313e-08,5.929267445026198e-06
1919,1.608611114534142e-06,1.8415696301232742e-08,5.870003406016622e-06
1920,1.6250008911811165e-06,1.741613209205184e-08,5.510312803380657e-06
1921,1.5107631270439015e-06,1.9689142760626055e-08,5.768918981630122e-06
1922,1.5478908608201891e-06,1.4755870914040514e-08,5.3541675697488245e-06
1923,1.3514102192857536e-06,1.3800732112656533e-08,5.026651251682779e-06
1924,1.4760910289624007e-06,2.4494086647841584e-08,5.121842605149141e-06
1925,1.2383948160277214e-06,1.3197813508725176e-08,5.025067366659641e-06
1926,1.3475681726049515e-06,4.458455382660986e-09,5.033596153225517e-06
1927,1.4059172599445446e-06,1.3379070296082318e-08,4.988163254893152e-06
1928,1.360841565656301e-06,2.285208267061023e-08,5.104012416268233e-06
1929,1.3814103567710845e-06,1.1140405931087116e-08,5.674923158949241e-06
1930,1.3234540574558196e-06,7.352522701786768e-09,5.2150389819871634e-06
1931,1.5226150935632177e-06,6.843213995466613e-09,5.220231741986936e-06
1932,1.4861132058285875e-06,1.53433514782364e-08,5.091800630907528e-06
1933,1.5129803614399862e-06,1.0323596200123575e-08,4.951884875481483e-06
1934,1.4785269968342618e-06,1.677421224144382e-08,4.859728960582288e-06
1935,1.4421782452700427e-06,1.3165112555668657e-08,4.789707418240141e-06
1936,1.376155069010565e-06,1.2124715009775855e-08,4.98325789521914e-06
1937,1.4857519090583082e-06,1.76275650742852e-08,4.795957011083374e-06
1938,1.3626440704683773e-06,5.186085783037697e-09,4.903444278170355e-06
1939,1.4070526503928704e-06,1.988226561167039e-08,4.861978595727123e-06
1940,1.2780345741703059e-06,5.0715658339584024e-09,4.32604565503425e-06
1941,1.2661946584557882e-06,2.9515025978810172e-09,4.229503247188404e-06
1942,1.3805663456878392e-06,1.8205270624349623e-08,3.968748842453351e-06
1943,1.3471011470755911e-06,2.0322646232528996e-08,4.253239694662625e-06
1944,1.3945227692602202e-06,1.927911696952833e-08,4.257471573509974e-06
1945,1.3964211120764958e-06,1.5249528306782167e-08,4.934311618853826e-06
1946,1.4519712294713827e-06,1.6705325123211878e-08,4.599532985594124e-06
1947,1.4710354889757582e-06,2.5033829231801974e-08,4.576422270474723e-06
1948,1.4818383533565793e-06,1.848220954059343e-08,4.3520167309907265e-06
1949,1.4244478734326549e-06,2.454252068240237e-08,4.378385710879229e-06
1950,1.4740611504748813e-06,8.508289184305795e-09,4.266907126293518e-06
1951,1.4147680076348479e-06,1.4925962799061665e-08,4.247502602083841e-06
1952,1.467836682422785e-06,2.2144087452602434e-08,4.2305755414417945e-06
1953,1.5126453263292206e-06,2.4779802543228868e-08,4.33000104749226e-06
1954,1.390631837239198e-06,1.6613311615287785e-08,4.234439984429628e-06
1955,1.4303666375781177e-06,1.1262729859851106e-08,4.26388169216807e-06
1956,1.3596260259873816e-06,1.5698055078061657e-08,4.036144218844129e-06
1957,1.4109555195318535e-06,1.855357895097498e-08,4.056165835208958e-06
1958,1.269789322577708e-06,1.6544486669545222e-08,4.0211375562648755e-06
1959,1.3153019153833156e-06,1.3951346411467114e-08,4.093169991392642e-06
1960,1.3260316791274818e-06,1.038125013730351e-08,3.910962732334156e-06
1961,1.4118659237283282e-06,9.72742286720063e-09,3.93613208871102e-06
1962,1.3597154975286685e-06,1.52206956482992e-08,4.180617452220758e-06
1963,1.3682168855666532e-06,8.405868778815773e-09,3.956577984354226e-06
1964,1.3110951613271027e-06,1.2776333546682395e-08,4.003250978712458e-06
1965,1.2142464811404352e-06,1.1491291473930687e-08,3.96942004954326e-06
1966,1.2911583553432138e-06,1.495550217001096e-08,3.8972930269665085e-06
1967,1.1995506383755128e-06,1.8735275830739084e-08,3.6430249110708246e-06
1968,1.2553507531265495e-06,1.0779397818794223e-08,4.061138042743551e-06
1969,1.355714744022407e-06,8.629339909305145e-09,5.144903298059944e-06
1970,1.350645561615238e-06,1.8394900547225035e-08,4.714152964879759e-06
1971,1.2912793181385496e-06,1.0276794637498199e-08,3.8363277781172656e-06
1972,1.2486777904996416e-06,1.231235235987782e-08,3.8983985177765135e-06
1973,1.2200720220789663e-06,1.3783009289447534e-08,3.644779098976869e-06
1974,1.2848805681642261e-06,1.012602890426706e-08,3.866455244860845e-06
1975,1.148007527262962e-06,1.31364044086979e-08,3.440595719439443e-06
1976,1.2266941666894127e-06,1.3712464497217525e-08,3.6903670661558863e-06
1977,1.1365696082066279e-06,1.057820719907454e-08,3.5730834042624338e-06
1978,1.1554450338735478e-06,1.1881182482298414e-08,3.609503210100229e-06
1979,1.1446460348452092e-06,1.0533551697555765e-08,3.7710117339884164e-06
1980,1.2024094075968605e-06,1.3075846516663603e-08,3.5122861845593434e-06
1981,1.1708592637660331e-06,1.3283653954587749e-08,3.4714614685071865e-06
1982,1.2148082078056177e-06,1.0552753781922775e-08,3.6375963645696174e-06
1983,1.1386514415789861e-06,8.209910973278056e-09,3.4001661788352067e-06
1984,1.1221081877010874e-06,8.118611838359158e-09,3.427793899390963e-06
1985,1.1122766636617598e-06,1.082800415996843e-08,3.346454832353629e-06
1986,1.1779163742176024e-06,5.395036861699509e-09,3.284977992734639e-06
1987,1.1133907946714316e-06,6.721898704320495e-09,3.202068000973668e-06
1988,1.156135567725869e-06,1.139345195966257e-08,3.3844548852357548e-06
1989,1.1025637149941758e-06,5.4881220679092735e-09,3.6254534734325716e-06
1990,1.090275077331171e-06,8.172976573295188e-09,3.0686801437695976e-06
1991,1.1933942687392118e-06,5.2753188484189195e-09,3.2601469683868345e-06
1992,1.0953768878607661e-06,9.366905473484621e-09,3.149483973174938e-06
1993,1.0928856681857724e-06,6.093128224193833e-09,3.2476373235112987e-06
1994,1.1272518349869642e-06,4.219941229788304e-09,3.4492745726311114e-06
1995,1.1088911833212478e-06,4.880205572987961e-09,3.297934654256096e-06
1996,1.1460883797553834e-06,3.736664311304594e-09,3.203389042027993e-06
1997,1.1450207466623397e-06,4.315405033317177e-09,3.4657498417800525e-06
1998,1.1681917158057331e-06,3.814503268806391e-09,3.299545369372936e-06
1999,1.074454303306993e-06,5.484241422104574e-09,3.4038857847917825e-06
2000,1.0726980690378696e-06,4.859834423776022e-09,3.263158077970729e-06
2001,9.892776233755285e-07,4.381211921034023e-09,3.3082530990213854e-06
2002,1.074275473911257e-06,3.504977197366088e-09,3.312203489258536e-06
2003,1.1617380550887901e-06,4.583615098585625e-09,3.536050826369319e-06
2004,1.1245432460782467e-06,3.964312045301455e-09,3.2692360036890022e-06
2005,1.0430684369566734e-06,5.404499514582994e-09,3.2886380267882487e-06
2006,1.03400213902205e-06,4.529679020759403e-09,3.2745460885053035e-06
2007,1.0225867299595848e-06,2.7961356841021967e-09,3.2175532851397293e-06
2008,1.0153993343919865e-06,2.9802078027607593e-09,3.1641291116102366e-06
2009,1.0251613957734662e-06,1.907277002999308e-09,3.2781324534880696e-06
2010,1.0094745448441245e-06,2.8342759250676863e-09,3.3477522265457083e-06
2011,9.13164512894582e-07,3.823971805871906e-09,3.038145678146975e-06
2012,9.399141731591953e-07,2.3829769546512836e-09,3.199997536285082e-06
2013,9.566698508933769e-07,8.367375126105969e-10,3.5631071568786865e-06
2014,9.443506314710248e-07,1.5158115873603606e-09,3.450203848842648e-06
2015,8.669026101415511e-07,8.866301581811342e-10,3.4292638702027034e-06
2016,8.803195328255242e-07,1.2428040818690533e-09,3.588389517972246e-06
2017,8.799608508525125e-07,1.257805665177969e-09,3.218976189600653e-06
2018,9.045459137269063e-07,2.5814667070633845e-10,3.361069730090094e-06
2019,8.502441914970404e-07,1.7856914835689963e-09,3.213989430150832e-06
