year,petit_ADJ an_NOUN,petit_ADJ pan_NOUN
1957,3.5340151360863103e-09,2.827212103317933e-08
1958,3.3088973783179654e-09,1.5717262880077243e-08
1959,3.875373910666724e-09,2.3252242686844227e-08
1960,6.920833350854139e-10,1.3841666590685975e-08
1961,2.779263708063695e-09,4.099413997149526e-08
1962,6.341956404476434e-10,5.4540825467075393e-08
1963,3.233026624194224e-09,5.690126936297446e-08
1964,0.0,1.8860301598255802e-08
1965,5.472043373977442e-10,3.283226013284235e-08
1966,1.1078149508847446e-09,4.708213552362395e-08
1967,9.860671168482327e-10,3.697751610465261e-08
1968,2.6948494546985557e-09,2.5601069986169733e-08
1969,4.5417578031781147e-10,3.133812909172917e-08
1970,1.3796175313274261e-09,4.874648529273884e-08
1971,5.138397485282553e-10,4.932861641382402e-08
1972,0.0,4.206720299881894e-08
1973,2.7566018356850464e-09,6.946636710303267e-08
1974,5.625571675160757e-10,3.375343049505375e-08
1975,0.0,4.397839692416028e-08
1976,5.713526873840635e-10,2.9710339022326337e-08
1977,1.1753563677885381e-09,4.348818549715361e-08
1978,1.1881182704343018e-09,6.77227413037329e-08
1979,5.851973350345929e-10,5.1497365816111085e-08
1980,1.1370301367108482e-09,4.320714641625756e-08
1981,1.2651099057237047e-09,3.6055631369436014e-08
1982,1.2415004579935385e-09,5.090151811160126e-08
1983,1.89459470334441e-09,5.241712253134523e-08
1984,1.1598016991243298e-09,7.132780466267974e-08
1985,6.015558051686298e-10,4.932757724507297e-08
1986,1.1988970927134801e-09,7.073493146769749e-08
1987,6.110816852533674e-10,9.349549845438787e-08
1988,0.0,1.0673865991073228e-07
1989,5.488122178931576e-10,5.158834837093451e-08
1990,2.179460389939436e-09,7.410165525634227e-08
1991,0.0,1.2777994107260326e-07
1992,2.2039776670368383e-09,9.697501646144246e-08
1993,5.539207426075166e-10,1.1632335539246696e-07
1994,1.5824779264761446e-09,7.965139214860528e-08
1995,0.0,8.567472042919633e-08
1996,5.338092190498855e-10,1.088970784657306e-07
1997,0.0,9.781584753287831e-08
1998,0.0,9.583939808432973e-08
1999,9.140402323914998e-10,1.2750861355659282e-07
2000,0.0,1.0956718199395254e-07
2001,1.7524847129024579e-09,7.798556864169193e-08
2002,4.38122149670761e-10,8.937691753363453e-08
2003,8.333845835650777e-10,9.208899959256556e-08
2004,2.202395626982323e-09,1.4579858542695945e-07
2005,0.0,8.872387002867299e-08
2006,4.1178899179428186e-10,1.2518385128501563e-07
2007,3.994479469415779e-10,8.987579047659011e-08
2008,4.257439678578834e-10,1.2304000884810762e-07
2009,0.0,1.2969483798030979e-07
2010,4.723793023408973e-10,1.091196218938606e-07
2011,3.82397197240536e-10,1.3536860943297313e-07
2012,1.0212758416727752e-09,7.727653528188938e-08
2013,1.952387473913575e-09,8.42315780458236e-08
2014,1.2992671383216248e-09,8.531854234217207e-08
2015,1.1747849276710909e-08,8.888467456502624e-08
2016,8.285360175719347e-10,7.063269580331877e-08
2017,1.509366853724714e-09,5.056378682422036e-08
2018,2.5814667070633845e-10,8.13161986634725e-08
2019,2.55098775436835e-10,7.321334494214682e-08
