year,petit_ADJ an_NOUN,petit_ADJ pan_NOUN
1800,0.0,0.0
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,8.951360541686881e-09,3.1329761895904085e-08
1803,0.0,7.801356893821776e-09
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,3.131650672116848e-08
1808,2.2660739951163578e-09,4.5321479902327155e-09
1809,2.259030518203531e-09,1.3554183553310395e-08
1810,7.020380277111826e-09,0.0
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,5.751483289628823e-09,1.4378708446116661e-08
1814,0.0,2.8320094713762956e-08
1815,8.091670444798638e-09,0.0
1816,2.3176038865813098e-09,4.6352077731626196e-09
1817,6.227493631882908e-09,1.556873407970727e-09
1818,2.384235475716423e-09,4.768470951432846e-09
1819,4.140420006848444e-09,4.140420006848444e-09
1820,0.0,4.746592452420373e-09
1821,9.86148829262845e-10,1.0847637010868993e-08
1822,3.0076847679083585e-09,0.0
1823,1.9765373782121287e-09,0.0
1824,8.421112696055388e-10,4.210556348027694e-09
1825,8.805443041381977e-10,2.641632912414593e-09
1826,0.0,7.927186018719112e-09
1827,9.217273055917019e-10,0.0
1828,1.8344602503717056e-09,2.7516903755575584e-09
1829,2.571952872898464e-09,8.57317605795771e-10
1830,3.1310507520032616e-09,0.0
1831,0.0,1.870944643656003e-08
1832,0.0,0.0
1833,2.3167257001688313e-09,1.7375443306377747e-08
1834,0.0,1.120143711119681e-08
1835,3.025235173481633e-09,1.663879345414898e-08
1836,1.3441500135158435e-09,2.688300027031687e-09
1837,5.566312633042969e-09,4.174734336004349e-09
1838,1.0099459268886335e-08,3.787297142565649e-09
1839,3.4957376993105527e-09,6.9914749545318955e-09
1840,6.369688665408546e-10,8.280595320542261e-09
1841,0.0,3.017657723702882e-08
1842,1.341653010911159e-09,6.708265054555795e-09
1843,4.134837805480629e-09,0.0
1844,1.6465684371524958e-09,6.037417288329294e-09
1845,3.9061593959388574e-09,4.464182357111213e-09
1846,2.9272506640865004e-09,1.2294452789163302e-08
1847,2.6966118227278457e-09,9.168480197274675e-09
1848,8.045221711050488e-10,1.287235473768078e-08
1849,0.0,1.6758829879393033e-09
1850,2.0366988096043315e-09,2.2403686905647646e-08
1851,6.449438760824933e-10,9.674158363282004e-09
1852,0.0,9.114763610540422e-09
1853,4.777545470346922e-09,2.9859659189668264e-09
1854,1.0391328908454511e-09,3.948704829781491e-08
1855,5.306937111981824e-10,1.4328730202350926e-08
1856,2.0708756931497874e-09,3.1063135952358323e-09
1857,1.4644527812635033e-09,7.3222639063175166e-09
1858,9.787352039936081e-10,7.829881631948865e-09
1859,5.092173349652285e-10,3.055304009791371e-09
1860,2.288591982591015e-09,5.034902272882391e-09
1861,1.4147891747029462e-09,3.301174722469824e-09
1862,1.8071945051545413e-09,1.1746764672082577e-08
1863,1.4983862484108101e-09,1.2986014319427142e-08
1864,3.356309563606885e-09,1.9178911792039344e-08
1865,4.706844358715045e-10,5.177528628053096e-09
1866,0.0,7.784980493585891e-09
1867,2.91168689159349e-09,1.261730986357179e-08
1868,2.9639244392143382e-09,1.2843672347884194e-08
1869,4.883519144627257e-10,5.860223195597314e-09
1870,1.1468097582678638e-09,1.2614907785035712e-08
1871,2.1242354542039266e-09,2.8677177965619194e-08
1872,0.0,1.0280476692159368e-08
1873,5.986004469882289e-10,1.6760811905047746e-08
1874,5.974609140757536e-10,2.6885740300741645e-08
1875,5.721527140956084e-10,1.2587359654592234e-08
1876,1.813804439976252e-09,3.7485291981553814e-08
1877,6.184815992682502e-10,8.040260901509555e-09
1878,3.019544336790858e-09,2.0532901545688986e-08
1879,0.0,3.054662589541124e-08
1880,2.5671385017744797e-09,4.171600176405832e-08
1881,1.3945015142624584e-09,1.185326303776435e-08
1882,3.3276925659464496e-09,1.5307385581309063e-08
1883,3.159669414998234e-09,6.319339107552224e-09
1884,6.601696966868076e-10,6.601696966868076e-09
1885,6.445635691854079e-10,2.2559724754955823e-08
1886,1.2906927748801422e-09,9.680195700578764e-09
1887,6.528924623161458e-10,3.264462256069578e-09
1888,4.438430289965822e-09,5.706553229956057e-09
1889,1.8795409673089125e-09,5.6386229019267375e-09
1890,2.6217545912032847e-09,3.932631886804927e-09
1891,6.374220040683554e-10,3.824531802365527e-09
1892,6.268512375839919e-10,4.387958663087943e-09
1893,1.2316833108982905e-09,1.1085149909106917e-08
1894,1.8904617871129403e-09,1.827446416413636e-08
1895,1.8055843487019274e-09,4.814891596538473e-09
1896,5.89702897624278e-10,4.1279202278587945e-09
1897,0.0,8.740070556179091e-09
1898,1.13167097914868e-09,9.619203211741478e-09
1899,5.527578395003729e-10,8.844125432005967e-09
1900,3.6337372000261325e-09,1.038210584169974e-08
1901,5.588738916095792e-10,9.500856157362847e-09
1902,4.910283846193408e-10,7.856454153909453e-09
1903,5.400220270956879e-10,1.404057292653249e-08
1904,2.6873125946735854e-09,5.374625189347171e-09
1905,1.0321518084666081e-09,1.1353670004154992e-08
1906,2.572092261399206e-09,9.773950870872739e-09
1907,2.057137349353866e-09,1.5428530120153994e-09
1908,9.822778146428846e-10,1.6698723293018247e-08
1909,3.300590023513905e-09,2.530452380966608e-08
1910,1.068830135508847e-09,6.412980924075384e-09
1911,5.320374141248863e-10,2.500575835284735e-08
1912,1.0418842455450772e-09,7.293189829837843e-09
1913,1.590896969716482e-09,7.95448484858241e-09
1914,6.696743715117748e-10,1.0714790221744153e-08
1915,2.3561523843085297e-09,1.6493066246070498e-08
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,0.0,3.289927441585405e-09
1918,1.1486376294556067e-09,5.972916028440522e-08
1919,0.0,2.762354511798293e-09
1920,7.572231730534895e-10,1.817335570919454e-08
1921,6.058197943303867e-09,9.087296748422347e-09
1922,0.0,5.164555005876537e-09
1923,1.0615948120573648e-09,9.660513100584467e-08
1924,2.578324886925998e-09,3.093989930924579e-08
1925,3.299453377181294e-09,1.3197813286680571e-08
1926,2.229227691330493e-09,3.901148493135054e-08
1927,0.0,2.5643216772230915e-08
1928,3.4278123672848437e-09,5.370239475332994e-08
1929,0.0,1.0026365515614089e-08
1930,3.1510811737689437e-09,1.2604324362008867e-08
1931,1.1405356659111021e-09,2.737285598186645e-08
1932,3.287861094491973e-09,1.4247398039124448e-08
1933,5.735331320977366e-09,2.5235456169170334e-08
1934,1.1981580172459871e-09,1.7972370258689807e-08
1935,5.98414207075848e-09,3.590485153637246e-08
1936,0.0,1.9399542416920212e-08
1937,2.5182236296217297e-09,1.2591118148108649e-08
1938,0.0,7.779128452511941e-09
1939,0.0,3.6705720241059225e-08
1940,5.0715658339584024e-09,1.2678914584896006e-08
1941,5.9030051957620344e-09,3.836953510472085e-08
1942,3.034211770724937e-09,3.9444752131245764e-08
1943,2.9032352077962287e-09,1.4516176038981143e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,0.0,3.267756198965799e-08
1946,2.7842208538686464e-09,5.290019799986112e-08
1947,0.0,2.9802177836657506e-08
1948,1.0871887834440486e-09,3.587723096387663e-08
1949,0.0,4.712164081155379e-08
1950,0.0,3.296962214349719e-08
1951,1.0661401761424827e-09,2.132280330080505e-08
1952,3.1634410646574906e-09,3.0579932142060784e-08
1953,2.1547654771580937e-09,3.124409908572545e-08
1954,0.0,7.72030386286815e-08
1955,9.385607846468247e-10,3.848099261460902e-08
1956,8.72114158667614e-10,3.1396109712034104e-08
