year,étaient_VERB heureux_ADJ,étaient_VERB peureux_ADJ
1800,4.087413785214267e-08,0.0
1801,5.9529565277216534e-08,0.0
1802,1.2531904758361634e-07,0.0
1803,5.265916058760922e-08,0.0
1804,6.426812149129546e-08,0.0
1805,1.2224374756897305e-07,0.0
1806,3.1698359492793315e-08,2.0171682990621775e-08
1807,4.555128185756985e-08,0.0
1808,4.5321478125970316e-08,0.0
1809,9.03612189517844e-08,0.0
1810,9.828532654410083e-08,0.0
1811,2.2563691359778204e-08,0.0
1812,8.001624962616916e-08,0.0
1813,3.4508900625951355e-08,0.0
1814,1.0384034254684593e-07,0.0
1815,8.631115377966125e-08,0.0
1816,3.476405652236281e-08,0.0
1817,1.1987924608547473e-07,0.0
1818,1.1325118265403944e-07,1.1921177378582115e-09
1819,1.0144029261027754e-07,0.0
1820,1.1035827185423841e-07,0.0
1821,1.4003313708599308e-07,0.0
1822,1.4336630727029842e-07,0.0
1823,1.0277994277885227e-07,0.0
1824,1.2379035752019263e-07,0.0
1825,1.2944001070991362e-07,0.0
1826,1.0569581121444571e-07,0.0
1827,1.4931981695553986e-07,0.0
1828,1.3299836609803606e-07,0.0
1829,1.5260253860560624e-07,0.0
1830,1.586399065445221e-07,0.0
1831,8.575163690238696e-08,0.0
1832,6.494385473843067e-08,0.0
1833,1.6912098033117218e-07,0.0
1834,1.941582468134584e-07,0.0
1835,1.3008511245971022e-07,0.0
1836,1.209734961094e-07,0.0
1837,1.2593783083048038e-07,0.0
1838,1.5149188925533963e-07,0.0
1839,1.1885507689157748e-07,2.0974426639952526e-09
1840,1.61153124622615e-07,0.0
1841,1.3097918838411715e-07,6.420548537278137e-10
1842,1.348361280406607e-07,6.708265054555795e-10
1843,1.6952834869243816e-07,0.0
1844,1.4983771734478069e-07,0.0
1845,1.584784712349574e-07,5.580227946389016e-10
1846,1.8031863646683632e-07,1.1709002656346001e-09
1847,1.423811113454576e-07,4.314578916364553e-09
1848,1.247009322469239e-07,0.0
1849,1.6591241092100972e-07,0.0
1850,1.6836710869938543e-07,0.0
1851,1.7864945789369813e-07,5.159551008659946e-09
1852,1.4713832285906392e-07,1.3021090872200602e-09
1853,1.6422812620930927e-07,5.971931837933653e-10
1854,2.171787798488367e-07,0.0
1855,1.714140722697266e-07,2.1227748447927297e-09
1856,1.7291812071107415e-07,5.177189232874468e-10
1857,1.728054286331826e-07,0.0
1858,2.3636455637188192e-07,2.4468380654951716e-09
1859,2.810879777825903e-07,3.5645213447565993e-09
1860,2.4350617877644254e-07,0.0
1861,1.8816695046552923e-07,0.0
1862,2.1731513299982907e-07,1.3553959066214816e-09
1863,2.5322728447463305e-07,0.0
1864,2.2391380127828597e-07,4.315255264231155e-09
1865,2.5228686695299984e-07,0.0
1866,2.3160318107784406e-07,0.0
1867,2.518609107937664e-07,4.85281148598915e-10
1868,2.0154686808382394e-07,9.87974813071446e-10
1869,2.392924329797097e-07,9.767038289254515e-10
1870,2.1502683011931367e-07,1.1468097582678638e-09
1871,1.9542966356311808e-07,0.0
1872,2.0379533793857263e-07,0.0
1873,1.6222071508309455e-07,5.986004469882289e-10
1874,1.7804335072924005e-07,5.974609140757536e-10
1875,1.8022809911144577e-07,5.721527140956084e-10
1876,1.813804431094468e-07,0.0
1877,2.040989244278535e-07,6.184815992682502e-10
1878,1.7090620474391471e-07,6.039088673581716e-10
1879,2.052733236723725e-07,1.832797580370027e-09
1880,1.8162505455165956e-07,0.0
1881,2.1754223666903272e-07,4.8807553554297556e-09
1882,2.1430339813832688e-07,1.3310770263785798e-09
1883,1.6367087596336205e-07,0.0
1884,2.3237973323375627e-07,0.0
1885,2.546026109939703e-07,0.0
1886,2.3877817056927597e-07,6.453463874400711e-10
1887,2.2328922000269813e-07,6.528924623161458e-10
1888,2.3079837774275802e-07,3.1703073499755874e-09
1889,2.330630906044462e-07,0.0
1890,1.9794246952642425e-07,0.0
1891,2.027001926308003e-07,1.2748440081367107e-09
1892,2.0560720770390617e-07,6.268512375839919e-10
1893,1.9583764299113682e-07,0.0
1894,2.3756803102514823e-07,0.0
1895,2.7204137609260215e-07,6.018614495673091e-10
1896,2.1995917620643013e-07,2.358811590497112e-09
1897,1.7946277353075857e-07,0.0
1898,2.0709579473532358e-07,5.6583548957434e-10
1899,1.8738491291969694e-07,0.0
1900,2.0297018465953443e-07,0.0
1901,2.464633723775478e-07,5.588738916095792e-10
1902,2.0279472323636583e-07,0.0
1903,2.3166944629338104e-07,3.2401321625741275e-09
1904,2.4293305500577844e-07,5.374625189347171e-10
1905,2.1881618295083172e-07,0.0
1906,2.3457481290733995e-07,1.5432553013283723e-09
1907,1.918280645440973e-07,0.0
1908,1.8614164787322807e-07,0.0
1909,2.1233796587694087e-07,0.0
1910,2.704140342757455e-07,0.0
1911,1.8727716621924628e-07,0.0
1912,1.9222764535697934e-07,0.0
1913,1.967409133385445e-07,0.0
1914,1.982236170761098e-07,6.696743715117748e-10
1915,2.850944440524472e-07,1.1780761921542648e-09
1916,2.8897025572405255e-07,0.0
1917,2.3906804358375666e-07,0.0
1918,2.5155165417345415e-07,0.0
1919,2.1546365758240427e-07,0.0
1920,2.1050804832611902e-07,7.572231730534895e-10
1921,1.7871684576675761e-07,0.0
1922,1.9035073250961432e-07,0.0
1923,1.8896388098710304e-07,0.0
1924,2.0239851039605128e-07,0.0
1925,2.573573567588028e-07,0.0
1926,1.7610898339626146e-07,3.343841648018042e-09
1927,1.8842190740997466e-07,0.0
1928,2.2052259396332374e-07,0.0
1929,1.849307409429457e-07,1.1140406375176326e-09
1930,1.344461253438567e-07,0.0
1931,1.8134517176804366e-07,0.0
1932,1.764485375588265e-07,0.0
1933,1.238831544014829e-07,0.0
1934,1.7133659468981932e-07,0.0
1935,1.567845231420506e-07,1.196828414151696e-09
1936,1.9399543305098632e-07,0.0
1937,1.9138499851578672e-07,0.0
1938,2.1781559667033434e-07,0.0
1939,1.9729324662876024e-07,0.0
1940,1.6482589160204952e-07,0.0
1941,2.095566884463551e-07,0.0
1942,1.3957374278561474e-07,0.0
1943,2.409685180282395e-07,0.0
1944,2.731208326167689e-07,3.2131861615880553e-09
1945,3.0716907417627226e-07,0.0
1946,2.6589307822177943e-07,0.0
1947,2.515303663130908e-07,1.1920870957027319e-09
1948,2.1200180810865277e-07,0.0
1949,1.8063295215142716e-07,0.0
1950,1.7548346420426242e-07,0.0
1951,2.1109575243372092e-07,0.0
1952,2.066781519260985e-07,1.0544803918932644e-09
1953,1.6376218070490722e-07,1.0773827385790469e-09
1954,2.1108678538439563e-07,9.772536113672459e-10
1955,1.304599521745331e-07,0.0
1956,1.831439675470392e-07,0.0
1957,1.4842864004549483e-07,0.0
1958,1.704082137621299e-07,1.6544486891589827e-09
1959,1.7129153206951742e-07,0.0
1960,1.8755459052499646e-07,0.0
1961,2.008018071819606e-07,6.948159270159238e-10
