year,étaient_VERB heureux_ADJ,étaient_VERB peureux_ADJ
1962,1.90892890827854e-07,1.9025869768540815e-09
1963,2.1725938381678134e-07,0.0
1964,1.721762998840859e-07,0.0
1965,1.6416130677043839e-07,0.0
1966,1.445698529778383e-07,5.539074754423723e-10
1967,1.8242241139887483e-07,0.0
1968,1.801057720740573e-07,1.3474247273492779e-09
1969,1.4533624437262915e-07,9.083515606356229e-10
1970,1.761311665404719e-07,0.0
1971,1.6237335387359053e-07,0.0
1972,1.5903455619081797e-07,0.0
1973,1.4995914909832209e-07,5.513203782392395e-10
1974,1.248876912995911e-07,2.812785782069227e-09
1975,1.4906963485827873e-07,1.1422960355389478e-09
1976,1.4740899700882437e-07,0.0
1977,1.2458777121082676e-07,5.876781838942691e-10
1978,1.859405074355891e-07,0.0
1979,1.7555919384903973e-07,1.7555920051037788e-09
1980,1.3416955368938943e-07,0.0
1981,1.8217582464785664e-07,6.325549528618524e-10
1982,1.545668055769056e-07,1.8622506869903077e-09
1983,1.5598830316321255e-07,0.0
1984,1.5889283133674326e-07,0.0
1985,1.882869611335991e-07,0.0
1986,1.540582701409221e-07,5.994485463567401e-10
1987,1.7965801646369073e-07,0.0
1988,1.4571625683856837e-07,2.398621523624911e-09
1989,1.794615940298172e-07,0.0
1990,1.629146595405473e-07,5.44865097484859e-10
1991,1.5532883423929889e-07,0.0
1992,1.58135392780423e-07,0.0
1993,1.9885754909410025e-07,0.0
1994,1.6299523508678249e-07,2.1099706426497278e-09
1995,1.8436332993587712e-07,5.422450821690461e-10
1996,1.724203713138195e-07,1.6014276571496566e-09
1997,1.77411095592106e-07,9.58978896292706e-10
1998,1.568714509403435e-07,4.768129224785866e-10
1999,1.8372209353856306e-07,1.8280804647829996e-09
2000,1.9483519508867175e-07,0.0
2001,1.8488714204067946e-07,0.0
2002,2.1205111977451452e-07,1.3143663935011318e-09
2003,2.1667999305918784e-07,8.333845835650777e-10
2004,1.9645368354304082e-07,0.0
2005,2.008672339570694e-07,4.5037495954858286e-10
2006,2.0795343402824074e-07,2.0589450144825605e-09
2007,2.3367704216070706e-07,1.5977917877663117e-09
2008,2.584265814675746e-07,4.257439678578834e-10
2009,2.918133930052136e-07,4.76819250749827e-10
2010,3.9774337778908375e-07,1.8895172093635892e-09
2011,3.651893223377556e-07,3.823971805871906e-09
2012,4.50382628969237e-07,1.7021263287730903e-09
2013,4.791716605723195e-07,2.5102124823206395e-09
2014,5.283686164148094e-07,2.815078836704288e-09
2015,5.497107053997752e-07,1.7732603163622684e-09
2016,5.65682967135217e-07,1.2428040818690533e-09
2017,5.302908903104253e-07,1.7609279590047322e-09
2018,5.803137241855438e-07,2.323319980845895e-09
2019,5.329013674781891e-07,7.65296326310505e-10
